NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	216.242	22.908	44.965	14.129	16.772	0.978	1000000.0
2	236.384	22.855	53.548	13.782	8.446	0.979	1000000.0
3	224.292	22.904	49.991	13.929	25.09	0.979	1000000.0
4	198.098	22.623	40.281	13.71	8.437	0.98	1000000.0
5	211.089	22.658	45.616	13.684	16.759	0.98	1000000.0
6	215.385	22.902	45.442	13.918	8.424	0.979	1000000.0
7	209.099	23.2	44.26	14.458	8.424	0.976	1000000.0
8	222.115	23.017	46.013	14.103	8.469	0.978	1000000.0
9	222.048	23.162	48.892	14.22	25.089	0.978	1000000.0
10	201.225	23.184	43.966	14.331	33.415	0.978	1000000.0
11	230.52	22.597	52.195	13.406	16.771	0.98	1000000.0
12	222.912	23.284	48.622	14.546	0.096	0.978	1000000.0
13	233.529	22.414	56.644	13.457	25.086	0.981	1000000.0
14	206.342	23.217	44.824	14.683	33.424	0.976	1000000.0
15	204.482	22.908	43.61	14.09	16.761	0.979	1000000.0
16	202.856	23.102	43.727	14.453	16.756	0.978	1000000.0
17	223.254	23.024	47.852	14.235	33.419	0.98	1000000.0
18	220.438	22.9	47.551	13.927	8.427	0.978	1000000.0
19	222.742	22.545	46.495	13.345	41.749	0.983	1000000.0
20	206.548	22.875	42.366	14.076	16.76	0.978	1000000.0
21	206.337	22.975	43.486	14.126	16.761	0.979	1000000.0
22	226.254	22.833	48.468	13.743	50.087	0.98	1000000.0
23	208.743	22.585	42.406	13.638	16.753	0.982	1000000.0
24	234.054	22.487	56.994	13.503	33.435	0.982	1000000.0
25	208.5	22.912	42.481	14.108	0.098	0.977	1000000.0
26	218.389	22.968	47.404	14.264	16.797	0.977	1000000.0
27	217.524	22.472	44.388	13.654	0.103	0.981	1000000.0
28	217.702	22.624	46.977	13.788	8.433	0.979	1000000.0
29	211.611	23.014	42.39	13.815	16.752	0.98	1000000.0
30	219.931	22.659	48.168	13.823	16.796	0.979	1000000.0
31	222.067	22.766	50.018	13.993	25.11	0.979	1000000.0
32	204.681	22.538	41.941	13.768	41.826	0.982	1000000.0
33	220.795	22.328	51.505	13.453	0.092	0.982	1000000.0
34	196.868	22.922	40.518	14.21	25.088	0.979	1000000.0
35	208.387	22.884	43.147	13.846	25.089	0.981	1000000.0
36	233.701	22.919	55.565	14.197	33.417	0.978	1000000.0
37	228.04	22.923	50.483	13.83	8.424	0.98	1000000.0
38	227.016	22.775	52.131	13.775	33.458	0.98	1000000.0
