Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
SP101845	160	49	211	51	65	26	3	32	106	0	121	0	0	0
SP101682	15	42	33	33	51	69	4	0	0	123	49	0	0	4
SP61553	4	44	0	98	0	44	2	15	0	12	0	0	50	1
SP101724	56	57	37	121	95	82	2	48	158	4	0	0	0	5
SP102103	6	2	20	0	48	27	0	1	0	19	175	0	0	0
SP102174	40	31	0	30	54	39	5	78	95	4	66	0	0	0
SP101622	392	0	262	0	101	26	0	0	0	3	106	42	6	4
SP102161	91	15	13	44	67	28	5	87	0	39	0	6	1	2
SP101654	40	98	0	17	121	99	2	43	0	195	0	0	0	0
SP102074	22	19	27	6	21	13	2	0	18	17	82	0	5	1
SP101694	59	0	32	86	145	35	2	43	0	59	0	22	0	12
SP101616	75	106	25	116	201	24	1	0	23	22	0	0	0	8
SP101666	122	0	135	53	49	15	0	0	0	0	124	0	0	17
SP101558	180	42	145	0	11	6	1	101	47	0	0	0	0	0
SP102096	11	72	44	29	8	11	3	0	59	60	70	0	13	6
SP102084	93	40	34	139	45	87	4	0	43	42	0	0	0	0
SP101580	104	24	81	68	45	19	3	55	13	19	20	0	9	14
SP102064	247	29	205	25	41	21	3	81	26	13	0	0	0	14
SP101564	28	27	15	42	44	24	3	5	18	47	0	9	0	0
SP101921	9	41	6	58	65	25	0	0	47	53	54	0	0	3
SP101648	203	0	85	48	39	1	0	74	0	29	0	20	0	14
SP101628	18	43	0	41	46	14	1	77	0	25	31	0	3	7
SP101708	26	27	10	27	57	51	3	0	0	26	77	0	14	15
SP102055	18	23	0	29	30	19	1	0	0	31	13	0	37	1
SP101634	268	2	143	0	32	3	2	6	26	0	99	0	0	5
SP101588	27	31	11	48	42	60	3	29	61	71	0	0	11	9
SP101584	28	28	17	10	68	31	0	41	55	103	35	0	0	4
SP101686	7	14	3	10	34	30	0	2	0	41	108	0	0	2
SP101532	220	6	168	26	41	19	0	67	61	1	0	0	31	2
SP101732	287	0	209	61	146	30	8	0	0	46	38	69	0	0
SP101528	23	0	19	31	87	13	0	0	81	0	29	0	7	0
SP101536	10	27	1	12	6	4	1	41	0	75	43	21	6	1
SP101576	54	18	30	90	109	40	5	28	6	21	41	28	20	13
SP102015	290	4	282	0	138	27	3	119	19	0	60	10	0	1
SP102168	0	33	31	40	50	6	0	3	8	50	0	23	15	3
SP101716	65	70	35	174	103	112	2	41	22	81	0	21	0	22
SP101592	22	13	20	61	56	19	7	0	91	15	18	0	0	6
SP101658	2	10	6	21	6	8	0	0	0	0	43	7	0	0
SP102045	1038	3	340	79	141	31	17	103	0	73	0	163	0	9
SP101552	564	24	405	0	241	33	0	0	120	34	0	0	0	14
SP101519	50	124	27	68	42	1	0	52	4	16	0	0	18	6
SP101690	95	44	6	16	87	33	0	144	0	89	41	0	0	11
SP102123	12	39	26	89	54	21	2	46	0	48	0	0	0	0
SP101662	310	15	53	0	83	16	2	0	0	0	106	0	0	2
SP101600	1	73	2	33	11	6	0	48	10	0	14	0	0	10
SP101544	37	33	2	82	103	33	4	17	0	13	84	0	0	6
SP102133	0	16971	0	1820	0	1301	7	0	0	0	0	0	0	0
SP101881	272	13	138	17	11	30	3	169	98	0	0	0	0	4
SP102035	567	19	158	45	0	14	1	148	27	12	0	0	1	4
SP101642	595	113	265	0	97	69	9	161	126	28	0	0	0	27
SP101596	15	37	0	81	54	24	0	57	0	50	41	0	28	8
SP101670	535	69	185	22	108	18	7	202	55	0	0	0	0	10
SP101674	196	3	62	9	22	0	4	103	33	0	0	0	0	9
SP101572	3	19	5	42	7	10	0	27	18	20	15	0	0	0
SP101678	260	19	218	82	98	22	2	157	0	0	33	0	0	11
SP101740	974	65	624	0	47	30	17	363	0	0	0	0	0	1
SP101700	201	22	210	20	45	13	1	13	14	20	0	0	40	3
SP101891	406	0	300	0	146	71	6	35	0	74	55	18	0	15
SP102143	507	37	114	0	36	6	7	196	0	0	0	0	0	1
SP102113	180	7	119	19	58	0	5	114	8	0	0	0	17	9
SP101521	16	33	9	106	53	57	1	36	0	28	0	0	0	10
SP101526	68	22	51	51	96	52	6	94	0	86	0	16	0	0
SP101540	7	45	30	167	19	27	2	2	18	60	0	21	0	6
SP101604	148	4	71	0	32	19	1	13	0	7	122	0	29	0
SP101548	336	0	70	43	68	11	0	0	14	34	22	0	5	15
SP101523	296	0	206	46	51	20	0	0	0	11	0	53	0	2
SP102090	14	32	1	15	87	36	1	35	5	58	48	0	35	9
SP101795	254	20	220	34	15	11	0	116	61	0	0	0	0	0
SP102187	176	0	89	50	146	28	4	66	0	0	0	0	0	25
SP101515	140	0	120	0	34	10	1	4	0	8	90	0	0	7
SP101931	265	57	135	11	83	75	5	57	112	53	41	0	0	0
SP101610	189	10	208	30	24	11	7	45	47	4	0	0	0	0
SP61703	22	44	63	143	75	16	2	41	19	50	0	0	87	0
SP59707	0	13	11	48	9	3	1	5	0	0	10	0	89	0
SP68659	163	18	162	38	1	0	1	83	8	0	0	0	7	0
SP62616	822	24	208	9	64	51	6	0	180	0	70	0	2	0
SP59761	41	46	29	53	66	31	3	1	0	51	0	0	36	8
SP66960	9	111	10	26	6	10	1	51	0	15	111	0	24	0
SP61453	14	1	23	26	33	24	3	13	26	16	22	0	62	4
SP63796	3	11	11	30	45	7	0	21	34	23	0	0	0	0
SP69155	2	12	6	13	19	5	0	9	0	0	53	0	7	2
SP59950	273	21	124	15	299	78	0	0	0	146	166	26	0	10
SP59938	246	10	118	12	70	8	1	0	0	0	50	0	6	5
SP64976	49	22	0	22	76	50	2	12	0	6	131	0	0	0
SP64296	376	16	315	76	60	55	0	0	47	0	0	0	52	4
SP65807	569	86	121	0	0	22	13	160	130	0	0	0	0	19
SP59803	28	91	29	0	40	18	4	84	104	87	53	0	26	8
SP66159	572	15	110	15	59	34	24	197	32	30	0	23	124	24
SP63356	11	50	20	46	19	0	4	114	40	17	0	0	54	0
SP68348	374	98	80	68	20	75	26	226	125	0	0	0	0	8
SP62450	21	0	5	35	2	9	0	48	9	6	54	0	0	4
SP67428	373	0	77	55	29	24	20	103	51	39	0	0	34	14
SP61713	312	9	230	0	0	18	2	92	2	0	0	0	83	0
SP68725	173	19	57	30	0	4	7	52	52	17	0	0	0	6
SP67609	800	15	202	0	63	44	28	167	8	67	0	0	72	41
SP62110	14	52	39	2	90	63	4	53	45	169	0	0	0	1
SP64546	232	2	151	52	41	0	3	0	0	0	75	0	0	12
SP63546	29	4	0	26	132	34	2	32	0	19	99	0	30	19
SP60322	167	6	57	0	17	16	1	17	67	0	37	0	17	0
SP60243	171	5	204	13	3	11	2	1	50	23	0	0	29	0
SP63966	16	56	0	150	43	79	0	102	0	75	0	0	0	0
SP60362	8	35	10	69	41	17	2	2	0	0	0	0	67	6
SP69077	569	21	528	0	78	36	7	74	64	1	0	0	49	0
SP67346	64	30	23	0	182	51	0	36	6	37	213	0	12	0
SP66687	13	49	9	187	85	63	2	0	0	35	0	0	0	2
SP63716	13	2	15	128	63	13	2	1	0	10	0	0	0	1
SP65376	560	0	468	57	109	48	0	0	0	5	0	53	30	0
SP61343	1	19	0	53	56	32	2	52	45	9	0	0	0	4
SP60001	541	23	81	0	89	28	6	123	9	16	95	10	1	2
SP59860	52	40	46	40	67	55	3	44	53	141	0	0	60	0
SP60610	3	9	16	62	45	14	0	0	0	11	23	0	31	0
SP64036	222	83	250	36	0	11	10	116	51	0	0	0	0	11
SP60842	145	22	126	24	99	26	10	0	18	0	36	46	20	5
CPCT02020307T	12	79	22	101	94	34	61	2	0	38	0	29	40	12
CPCT02020333T	487	23	239	26	127	18	101	51	0	26	5	121	33	35
CPCT02080024T	57	48	5	87	52	19	74	36	56	52	0	67	18	31
CPCT02030259TII	223	50	163	60	101	49	73	0	0	0	0	104	0	24
CPCT02040038T	579	27	188	81	0	34	87	68	70	38	0	0	0	14
CPCT02030250T	9	43	0	0	0	34	67	57	170	112	0	36	115	15
CPCT02050058T	76	96	56	0	73	273	126	92	0	89	81	0	67	22
CPCT02020393T	19	236	28	0	0	38	72	161	85	9	0	87	4	2
CPCT02030280T	604	160	221	222	157	128	90	7	87	52	0	18	0	27
CPCT02030278T	837	62	152	46	26	39	42	0	118	0	0	118	43	28
CPCT02100030T	118	122	30	9	102	36	90	0	193	21	120	0	0	70
CPCT02060056T	175	20	84	113	31	19	77	39	0	19	30	135	0	8
CPCT02030296T	503	25	162	56	0	14	111	0	56	52	0	181	0	17
CPCT02060046T	3	62	13	98	26	4	35	0	0	17	0	0	0	22
