Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
SP77443	37	148	242	0	38	46	8	36	31	62	0	5	2	9	0	46	0	8	0
SP72118	117	124	217	4	22	24	21	26	0	76	0	1	0	3	11	13	0	4	0
SP76891	122	94	154	0	0	6	0	35	7	19	0	13	30	0	19	40	2	6	0
SP125732	5470	9	859	113	0	1051	229	0	0	0	0	0	0	0	0	0	0	12	0
SP125716	83	73	285	26	26	5	15	37	24	8	21	11	0	40	18	19	64	9	0
SP125746	30977	3325	3990	5540	0	2255	1154	0	0	0	81	22	0	4	97	0	0	12	0
SP125797	216	93	165	8	4	0	13	36	0	14	74	7	8	11	21	5	57	6	2
SP76057	55	142	168	2	11	10	27	20	18	69	1	0	0	1	3	37	0	9	0
SP69565	243	161	209	0	364	30	33	97	52	44	247	0	0	2	0	0	6	0	0
SP75202	52	51	84	0	1	9	2	60	23	7	3	7	18	3	47	4	0	1	0
SP110736	145	71	160	0	6	0	21	14	5	2	34	7	0	0	18	9	0	16	25
SP107774	1	101	279	11	15	0	15	24	11	25	0	5	17	0	9	16	0	10	3
SP110779	69	160	115	0	16	50	10	51	9	0	0	12	8	2	36	66	0	19	5
SP107805	64	113	112	5	18	39	2	24	15	71	0	5	0	3	1	40	4	16	0
SP110789	26	9	156	0	548	29	1	61	46	0	202	4	0	3	0	0	0	84	0
SP71846	108	114	152	0	24	27	13	89	0	59	0	8	0	0	17	10	0	5	5
SP70122	126	162	177	10	3	17	15	15	12	13	26	3	2	2	12	12	0	16	0
SP71404	364	107	449	5	0	50	22	58	38	21	79	0	37	1	15	9	0	26	0
SP76955	30	107	241	3	4	0	54	27	15	10	0	0	0	0	13	31	0	2	0
SP107781	63	29	29	0	6	7	1	33	22	19	29	3	48	0	15	1	0	2	13
SP70202	7	69	107	0	368	6	9	24	77	0	157	4	0	14	0	15	1	1	0
SP70677	13	3	33	2	8	14	1	4	20	34	0	7	50	0	13	6	0	2	0
SP70082	23	0	60	0	2	8	7	24	13	0	20	6	23	1	26	0	3	0	0
SP70288	274	226	131	0	11	10	20	15	10	37	0	16	15	4	23	35	0	8	0
SP70266	26	22	122	0	10	7	14	8	13	60	0	15	52	6	27	18	0	1	0
SP107956	178	31	365	0	25	32	16	43	19	32	0	11	0	3	30	0	0	31	27
SP70956	77	67	73	0	7	6	8	46	19	12	20	9	0	3	16	8	0	9	0
SP108017	55	41	74	0	2	3	7	34	6	12	0	3	0	0	17	7	4	5	19
SP71536	48	47	123	0	31	0	15	27	12	9	0	10	0	0	17	10	0	6	4
SP70756	111	47	122	0	9	23	1	22	13	60	0	9	0	1	23	10	0	3	9
SP76675	120	202	282	0	424	48	24	78	49	112	0	4	0	7	0	4	0	1	15
SP71480	84	22	253	0	10	13	19	4	2	0	22	0	85	4	26	17	0	8	0
SP70313	61	0	84	0	9	3	5	37	21	34	6	6	89	0	30	2	0	4	0
