MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	0.09799061	0.01943744	0.00128211	0.07858396	0.02297060	0.04207836	0.00939719
1:Del:C:1	0.15862577	0.00499111	0.00162047	0.05771693	0.00865096	0.07118799	0.00313392
1:Del:C:2	0.10596102	0.00080128	0.00319253	0.03503284	0.00204792	0.03464778	0.00267879
1:Del:C:3	0.04763467	0.00077205	0.00710071	0.01883812	0.00241923	0.01853462	0.00655682
1:Del:C:4	0.03441772	0.00022685	0.01500905	0.00278692	0.00209886	0.01004482	0.00649185
1:Del:C:5	0.01464171	0.00021876	0.03747698	0.00034800	0.00045969	0.00237121	0.00596772
1:Del:T:0	0.05418432	0.00719151	0.00118411	0.09116754	0.02041671	0.05724423	0.00844152
1:Del:T:1	0.03994862	0.00251805	0.00233793	0.08352769	0.01343670	0.04420453	0.00622115
1:Del:T:2	0.03882453	0.00300905	0.00536951	0.08047394	0.01769418	0.03378679	0.01041930
1:Del:T:3	0.03499723	0.01615267	0.01559499	0.06099720	0.02033605	0.02281549	0.00571908
1:Del:T:4	0.02890313	0.00921408	0.04309333	0.03656298	0.01504162	0.02541967	0.00201379
1:Del:T:5	0.00156619	0.01773976	0.60284182	0.01247157	0.00848776	0.00211552	0.01018054
1:Ins:C:0	0.01122242	0.00603534	0.00078128	0.00247139	0.00570192	0.00474392	0.03014758
1:Ins:C:1	0.00283772	0.00194754	0.00032114	0.00760066	0.00051903	0.00651338	0.01101852
1:Ins:C:2	0.00193566	0.00066557	0.00042909	0.00492091	0.00248747	0.00510698	0.00980590
1:Ins:C:3	0.00283868	0.00081578	0.00191679	0.00224703	0.00184219	0.00317386	0.00680649
1:Ins:C:4	0.00373497	0.00148220	0.00482644	0.00051275	0.00176129	0.00053359	0.00114121
1:Ins:C:5	0.00811611	0.01932080	0.01572259	0.00101093	0.00094705	0.00069631	0.03947735
1:Ins:T:0	0.00949659	0.00419117	0.00071969	0.00538251	0.00217103	0.01577708	0.03476577
1:Ins:T:1	0.00300194	0.00466303	0.00079961	0.00289731	0.00437680	0.17698651	0.00689219
1:Ins:T:2	0.01047588	0.00317701	0.01123747	0.00679173	0.00047962	0.07172686	0.00518106
1:Ins:T:3	0.00944538	0.00742579	0.00585913	0.00469561	0.00308846	0.04360524	0.00661167
1:Ins:T:4	0.00839463	0.01226050	0.00605608	0.00496874	0.00436578	0.01727262	0.00220131
1:Ins:T:5	0.12169560	0.71547219	0.16803644	0.00305102	0.06305641	0.04965612	0.01358470
2:Del:R:0	0.00804661	0.00434806	0.00026835	0.02600775	0.00572860	0.01331312	0.01904701
2:Del:R:1	0.00949339	0.00734362	0.00352779	0.03063285	0.00854478	0.01053406	0.01120896
2:Del:R:2	0.00636486	0.00206603	0.00156412	0.00565814	0.00258938	0.00707129	0.00877174
2:Del:R:3	0.00235365	0.00079325	0.00409545	0.00117649	0.00075667	0.00209976	0.00591556
2:Del:R:4	0.00082323	0.00009182	0.00231909	0.00083701	0.00023921	0.00028169	0.00619656
2:Del:R:5	0.00047428	0.00006961	0.00443974	0.00014693	0.00000141	0.00048953	0.01859357
3:Del:R:0	0.00271854	0.00041128	0.00008366	0.01381533	0.00818877	0.00601981	0.00809828
3:Del:R:1	0.00512776	0.01316454	0.00186118	0.01500490	0.00827978	0.00515192	0.00647225
3:Del:R:2	0.00178044	0.00305642	0.00090971	0.00198799	0.00129421	0.00158565	0.00338392
