MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.28E-05	1.87E-04	3.46E-04
1:Del:C:1	7.55E-06	1.22E-04	2.31E-04
1:Del:C:2	7.68E-06	8.67E-05	1.46E-04
1:Del:C:3	1.35E-05	5.52E-05	1.15E-04
1:Del:C:4	2.52E-05	4.98E-05	8.92E-05
1:Del:C:5	4.30E-05	6.69E-05	8.36E-05
1:Del:T:0	1.10E-05	1.30E-04	2.30E-04
1:Del:T:1	8.51E-06	8.92E-05	1.77E-04
1:Del:T:2	1.21E-05	1.03E-04	1.94E-04
1:Del:T:3	2.92E-05	8.72E-05	2.13E-04
1:Del:T:4	5.33E-05	8.97E-05	1.48E-04
1:Del:T:5	2.45E-04	1.12E-03	2.71E-04
1:Ins:C:0	8.52E-06	8.36E-05	1.35E-04
1:Ins:C:1	3.43E-06	4.37E-05	8.24E-05
1:Ins:C:2	2.66E-06	3.06E-05	5.33E-05
1:Ins:C:3	5.89E-06	3.23E-05	5.98E-05
1:Ins:C:4	1.32E-05	3.64E-05	4.94E-05
1:Ins:C:5	2.67E-05	8.98E-05	1.01E-04
1:Ins:T:0	7.76E-06	7.10E-05	9.81E-05
1:Ins:T:1	6.30E-06	7.74E-05	1.53E-04
1:Ins:T:2	1.49E-05	5.42E-05	1.14E-04
1:Ins:T:3	9.80E-06	5.88E-05	9.50E-05
1:Ins:T:4	1.44E-05	6.75E-05	9.11E-05
1:Ins:T:5	1.75E-04	8.52E-04	8.97E-04
2:Del:R:0	1.10E-05	6.63E-05	1.10E-04
2:Del:R:1	1.63E-05	8.11E-05	1.46E-04
2:Del:R:2	1.24E-05	4.12E-05	8.17E-05
2:Del:R:3	2.00E-05	3.66E-05	5.65E-05
2:Del:R:4	1.36E-05	1.72E-05	4.80E-05
2:Del:R:5	2.56E-05	1.30E-05	5.11E-05
3:Del:R:0	6.77E-06	3.88E-05	8.09E-05
3:Del:R:1	1.94E-05	7.29E-05	1.39E-04
3:Del:R:2	1.12E-05	3.75E-05	6.44E-05
3:Del:R:3	7.34E-06	1.87E-05	3.32E-05
3:Del:R:4	6.29E-06	1.11E-05	2.21E-05
3:Del:R:5	4.17E-06	8.86E-06	9.61E-06
4:Del:R:0	3.68E-06	3.57E-05	7.88E-05
4:Del:R:1	1.27E-05	6.33E-05	1.08E-04
4:Del:R:2	7.76E-06	3.35E-05	5.30E-05
4:Del:R:3	5.36E-06	2.42E-05	4.11E-05
4:Del:R:4	5.15E-06	1.28E-05	2.28E-05
4:Del:R:5	5.40E-06	1.09E-05	8.86E-06
5:Del:R:0	1.32E-06	1.62E-04	3.14E-04
5:Del:R:1	5.91E-06	4.76E-05	9.72E-05
5:Del:R:2	3.78E-06	1.98E-05	3.35E-05
5:Del:R:3	2.45E-06	1.24E-05	1.34E-05
5:Del:R:4	1.18E-06	1.69E-06	5.82E-06
5:Del:R:5	1.97E-06	1.46E-06	1.05E-05
2:Ins:R:0	1.11E-05	6.88E-05	1.32E-04
2:Ins:R:1	4.20E-06	4.14E-05	8.42E-05
2:Ins:R:2	3.87E-06	2.71E-05	4.31E-05
2:Ins:R:3	7.06E-06	2.61E-05	4.91E-05
2:Ins:R:4	1.43E-05	3.59E-05	4.50E-05
2:Ins:R:5	3.29E-05	8.27E-05	7.86E-05
3:Ins:R:0	4.97E-06	4.17E-05	7.45E-05
3:Ins:R:1	2.96E-06	3.55E-05	6.50E-05
3:Ins:R:2	2.55E-06	1.45E-05	2.88E-05
3:Ins:R:3	2.38E-06	8.59E-06	2.17E-05
3:Ins:R:4	4.45E-06	6.56E-06	3.28E-06
3:Ins:R:5	1.03E-05	2.21E-05	1.55E-05
4:Ins:R:0	1.02E-05	5.42E-05	9.05E-05
4:Ins:R:1	3.12E-06	3.47E-05	6.32E-05
4:Ins:R:2	2.96E-06	1.69E-05	3.56E-05
4:Ins:R:3	4.56E-06	1.28E-05	1.70E-05
4:Ins:R:4	5.53E-06	1.67E-05	1.54E-05
4:Ins:R:5	4.18E-06	1.79E-05	5.54E-06
5:Ins:R:0	1.65E-05	2.77E-04	5.51E-04
5:Ins:R:1	5.48E-06	6.83E-05	1.27E-04
5:Ins:R:2	2.93E-06	1.81E-05	3.32E-05
5:Ins:R:3	2.09E-06	1.50E-05	1.79E-05
5:Ins:R:4	1.64E-06	8.76E-06	7.17E-06
5:Ins:R:5	1.49E-06	9.76E-06	1.78E-05
2:Del:M:1	1.62E-05	8.49E-05	1.50E-04
3:Del:M:1	4.10E-06	3.52E-05	7.63E-05
3:Del:M:2	1.07E-05	5.17E-05	9.80E-05
4:Del:M:1	6.74E-06	4.39E-05	8.27E-05
4:Del:M:2	7.73E-06	4.74E-05	9.16E-05
4:Del:M:3	1.07E-05	5.89E-05	9.84E-05
5:Del:M:1	7.79E-06	1.15E-04	2.80E-04
5:Del:M:2	4.13E-06	1.09E-04	3.08E-04
5:Del:M:3	5.81E-06	8.26E-05	2.79E-04
5:Del:M:4	3.37E-06	5.15E-05	1.60E-04
5:Del:M:5	2.81E-06	7.17E-05	1.64E-04
