Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP97749	0	43	36	10	23	0	140	0	48	0	13	7	9	0	6	0	21	7
SP49235	13	75	7	132	25	10	8	0	29	9	5	20	23	20	29	0	13	9
SP50177	2	50	0	44	14	122	36	29	0	100	13	10	43	15	6	0	14	3
SP97775	47	165	0	227	121	99	0	122	12	0	103	20	16	15	0	45	0	14
SP97685	7	48	0	16	116	51	6	105	50	0	33	8	0	27	19	13	0	2
SP97747	11	96	109	0	49	36	73	33	0	0	26	18	11	0	59	4	50	10
SP97771	17	98	75	48	70	69	89	87	0	0	15	9	4	10	49	31	0	5
SP97681	40	76	80	78	44	81	105	0	20	0	40	21	53	0	36	10	9	2
SP98082	21	124	40	0	24	37	75	129	20	0	12	38	38	0	53	20	0	10
SP49334	7	85	34	33	31	50	67	0	0	58	14	13	29	37	0	10	14	2
SP49124	32	79	0	47	534	125	17	17	2	95	0	166	0	0	127	27	0	12
SP115501	32	199	0	56	0	22	0	45	146	0	7	28	0	23	0	15	0	7
SP98305	47	295	49	141	12	36	23	0	96	270	54	45	0	45	12	32	0	4
SP49247	38	87	97	113	37	28	138	27	157	65	14	32	0	21	12	36	0	1
SP49328	18	56	106	0	39	3	0	83	77	72	0	15	0	84	0	8	0	7
SP98092	23	52	29	0	22	0	98	37	0	173	6	29	0	23	1	5	40	13
SP120755	2	6	0	5	10	15	30	49	0	0	0	5	0	4	0	0	11	2
SP49417	29	115	7	88	36	77	22	65	59	0	20	41	37	19	0	0	57	2
SP49175	11	343	48	44	15	79	0	0	0	0	4	9	22	0	21	1	44	1
SP49223	3	99	4	0	21	12	0	0	0	0	5	45	39	26	11	3	17	0
SP49187	17	57	122	0	41	36	1	40	0	0	30	1	0	22	6	0	41	3
SP49157	16	48	201	39	19	0	89	2	0	152	17	20	49	0	6	25	25	2
SP49379	10	230	82	0	29	146	0	0	0	0	15	16	7	28	35	36	15	2
SP49541	46	186	89	70	31	12	0	76	0	0	26	81	37	69	39	13	54	5
SP98164	21	143	192	17	39	8	164	62	6	20	32	25	61	17	10	45	19	1
SP49481	11	0	0	37	36	0	63	0	0	0	10	7	15	0	3	0	0	0
SP98078	2	61	37	197	96	101	0	17	27	0	13	14	0	83	60	33	40	4
SP106677	25	80	5	52	15	15	40	24	0	107	23	21	32	0	6	0	53	0
SP106743	8	63	0	33	7	3	0	17	0	0	5	12	0	32	0	8	71	8
SP98359	42	194	9	67	51	36	15	4	26	78	26	25	41	30	0	19	30	9
SP98192	5	294	16	0	6	22	5	0	16	0	4	13	31	3	25	2	0	0
SP98053	25	132	74	85	34	0	89	14	0	123	14	5	13	49	51	48	0	5
SP106631	7	31	50	0	37	43	34	0	0	38	102	13	0	57	0	10	0	3
SP49551	16	91	114	5	8	39	7	109	31	0	25	8	0	0	22	3	0	4
SP49651	0	83	5	0	97	35	0	35	39	0	3	423	39	10	0	11	9	9
SP98265	29	237	35	0	45	53	80	87	0	20	15	13	11	45	149	18	7	4
SP98297	28	66	178	0	64	136	22	136	15	0	20	13	47	0	0	22	0	7
SP98060	2	0	5	12	0	16	5	25	0	0	2	2	4	0	0	0	17	0
SP98289	14	106	85	9	44	119	0	0	0	76	44	51	117	14	0	35	40	4
SP115498	68	32	183	0	0	47	78	112	301	0	20	5	0	0	42	16	0	18
SP98096	29	91	83	63	28	0	0	2	0	305	27	8	0	29	34	10	17	9
SP49114	17	90	169	77	125	19	257	70	0	0	39	40	39	0	54	52	38	10
SP98090	91	703	315	110	17	98	0	207	98	106	23	11	3	40	0	57	0	0
SP49286	13	83	64	88	52	62	50	11	0	39	19	12	30	18	0	36	20	6
SP49469	52	131	4	0	55	0	91	58	0	131	19	38	16	28	25	11	21	2
SP49205	27	88	0	15	18	4	36	5	37	37	7	43	0	2	24	18	6	3
SP98327	9	97	78	0	33	47	116	15	19	0	23	13	20	87	18	28	0	7
SP49449	17	229	4	0	7	0	0	38	31	0	5	7	8	0	28	21	0	0
SP49391	4	71	23	0	46	18	106	0	0	0	6	5	14	0	6	9	19	5
SP49531	84	275	146	64	45	144	0	67	43	156	6	21	0	0	0	31	0	13
SP49322	45	220	8	0	5	16	43	95	0	149	11	8	13	0	0	14	0	6
SP49433	16	122	24	0	22	22	58	15	0	0	23	3	42	0	6	8	19	0
SP109384	14	46	33	0	30	10	23	49	54	0	1	20	31	0	3	0	27	3
SP98065	39	0	0	108	48	128	0	6	147	0	7	10	65	34	1	15	0	7
SP49591	46	87	0	53	11	26	14	55	0	19	13	29	22	1	0	23	0	0
SP49385	11	83	28	85	67	0	141	26	0	0	26	38	74	0	32	18	0	2
SP98313	28	326	0	52	5	15	3	0	0	109	8	11	0	0	50	15	0	8
SP49119	27	140	12	110	16	85	38	16	61	0	19	7	9	0	35	26	11	6
SP109301	42	117	181	7	36	23	91	71	65	0	32	2	37	26	0	15	6	0
SP115830	27	220	43	0	13	0	45	33	0	21	15	19	43	33	41	13	6	2
SP49229	0	566	0	22	4	0	0	0	197	0	28	9	44	0	28	0	0	1
SP98853	23	92	101	49	47	0	146	0	169	0	160	39	39	0	32	10	16	7
SP98855	5	176	45	0	34	14	73	35	0	0	7	11	48	16	0	14	2	3
SP98859	19	172	3	49	29	30	75	16	0	0	3	40	0	0	0	0	2	2
SP98865	24	80	8	0	25	0	18	25	0	0	19	0	18	0	26	7	33	0
SP98879	18	20	51	125	48	23	22	0	54	0	16	22	37	40	55	8	6	0
SP98871	13	97	12	0	15	98	0	26	0	0	32	8	39	0	61	4	0	0
SP98867	27	177	103	75	73	49	0	0	0	115	49	46	43	0	40	18	0	0
SP98861	36	61	123	0	31	42	44	189	22	0	16	80	58	0	33	24	5	9
SP98877	10	33	107	88	28	17	0	0	0	102	30	11	15	42	19	17	0	9
SP98889	29	168	86	41	59	87	41	0	0	26	54	24	10	40	105	15	15	13
SP98887	33	97	123	28	40	158	25	39	126	72	66	33	0	39	17	23	0	8
SP98875	15	176	100	30	71	107	52	2	0	77	36	13	61	42	8	14	0	5
SP98851	8	24	15	0	11	0	22	0	6	0	4	8	3	0	0	5	14	0
SP98833	10	14	33	59	7	2	11	41	23	0	16	41	33	0	50	0	11	3
SP98873	20	113	136	109	41	68	0	46	0	68	29	51	9	0	35	28	0	0
SP98883	33	264	57	106	15	0	35	0	0	0	38	41	65	18	18	23	27	1
SP98849	0	20	21	0	24	61	0	36	30	0	35	12	0	8	20	19	14	7
SP98869	36	144	12	19	22	28	40	0	56	55	12	7	0	1	4	5	42	8
SP98893	41	201	56	7	4	103	0	87	87	0	114	29	0	28	120	15	0	2
SP98847	22	62	50	115	36	19	0	13	54	64	0	5	0	13	5	15	2	2
SP98881	28	62	41	24	86	13	0	69	0	197	46	28	124	21	32	15	21	11
SP98841	10	28	95	0	0	36	0	13	37	0	9	33	27	40	36	2	11	1
SP98845	7750	212	0	0	0	0	0	0	0	0	0	0	0	1252	0	0	0	0
SP98839	21	53	48	32	35	0	120	0	7	0	9	10	117	12	17	15	40	1
SP98843	10	0	86	0	24	69	0	48	110	0	16	16	0	34	6	10	1	0
SP98863	2	71	12	14	18	18	0	0	2	48	3	1	4	16	0	11	8	0
SP98891	27	92	98	90	64	0	2	2	0	0	35	16	0	121	22	18	11	6
SP98885	37	61	122	0	51	2	34	0	0	164	125	25	53	0	5	9	17	8
SP107047	15	114	135	145	63	51	39	29	2	0	47	26	38	69	19	13	0	2
SP107050	10	129	32	124	18	90	0	82	0	0	18	0	0	29	0	3	0	0
SP99261	22	88	113	27	50	4	83	0	0	35	26	23	56	20	10	13	30	1
SP107052	19	104	50	0	9	55	50	29	51	0	25	20	0	0	23	0	27	0
