MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	9.27E-05	1.52E-04	9.33E-04	1.34E-03	9.00E-04	3.81E-04	6.49E-04	1.31E-03
1:Del:C:1	5.58E-05	1.22E-04	5.35E-04	8.90E-04	4.12E-04	2.99E-04	4.25E-04	1.21E-03
1:Del:C:2	4.64E-05	6.78E-05	2.05E-04	5.04E-04	2.80E-04	1.79E-04	2.57E-04	9.16E-04
1:Del:C:3	3.13E-05	6.00E-05	2.01E-04	2.78E-04	8.47E-05	1.47E-04	1.40E-04	4.44E-04
1:Del:C:4	3.46E-05	5.29E-05	2.02E-04	1.25E-04	2.44E-05	9.86E-05	1.05E-04	2.97E-04
1:Del:C:5	7.52E-05	9.19E-05	1.90E-04	2.64E-04	1.90E-04	1.62E-04	2.01E-04	2.64E-04
1:Del:T:0	7.72E-05	1.65E-04	1.64E-03	8.60E-04	6.73E-04	7.47E-04	4.48E-04	5.09E-04
1:Del:T:1	1.25E-04	1.03E-04	2.49E-03	8.88E-04	1.10E-03	9.35E-04	4.67E-04	3.50E-04
1:Del:T:2	7.09E-05	1.25E-04	8.67E-04	7.32E-04	3.97E-04	3.66E-04	3.37E-04	2.95E-04
1:Del:T:3	1.23E-04	1.36E-04	1.31E-03	7.98E-04	4.23E-04	4.98E-04	4.45E-04	5.07E-04
1:Del:T:4	1.88E-04	2.07E-04	1.31E-03	7.67E-04	3.54E-05	4.24E-04	4.37E-04	3.20E-04
1:Del:T:5	1.31E-03	1.93E-03	5.57E-03	7.97E-03	4.69E-04	3.90E-03	5.98E-03	1.10E-03
1:Ins:C:0	1.42E-04	7.64E-05	6.07E-04	1.96E-04	4.16E-04	2.69E-03	4.22E-04	3.04E-04
1:Ins:C:1	1.85E-05	6.18E-05	1.72E-04	1.63E-04	1.88E-04	1.71E-04	7.59E-05	1.23E-04
1:Ins:C:2	1.65E-05	3.42E-05	1.44E-04	1.66E-04	8.80E-05	7.62E-05	6.87E-05	1.35E-04
1:Ins:C:3	2.16E-05	4.12E-05	1.16E-04	7.29E-05	9.33E-05	6.33E-05	2.45E-05	1.41E-04
1:Ins:C:4	2.64E-05	4.38E-05	1.60E-04	1.21E-04	9.40E-05	7.78E-05	5.01E-05	1.08E-04
1:Ins:C:5	7.74E-05	1.35E-04	4.69E-04	5.84E-04	3.83E-04	2.63E-04	1.85E-04	1.84E-04
1:Ins:T:0	3.61E-05	9.02E-05	2.87E-04	3.56E-04	4.20E-04	2.31E-04	1.74E-04	2.79E-04
1:Ins:T:1	0.00E+00	1.10E-04	3.63E-04	7.00E-04	6.71E-04	1.86E-04	3.19E-04	8.27E-04
1:Ins:T:2	2.44E-05	7.94E-05	2.36E-04	2.40E-04	2.19E-04	1.49E-04	1.91E-04	5.06E-04
1:Ins:T:3	2.20E-05	6.46E-05	2.78E-04	2.43E-04	1.77E-04	1.61E-04	1.25E-04	3.04E-04
1:Ins:T:4	4.52E-05	8.71E-05	3.20E-04	3.02E-04	1.62E-04	1.42E-04	1.56E-04	2.13E-04
