Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
SP1086	24	64	26	51	143	56	3	47	31	10
SP1003	77	138	0	77	127	69	0	112	48	0
SP1677	24	80	3	69	310	18	1	82	33	12
SP1305	61	143	53	967	134	271	29	106	17	45
SP963	25	74	0	95	159	95	0	37	41	4
SP1144	15	40	25	36	153	35	2	10	31	42
SP1132	35	38	0	78	543	92	2	0	38	14
SP1712	1	168	0	10	31	51	5	12	28	2
SP1114	16	106	0	16	407	0	4	27	0	2
SP1431	32	227	0	13	14	48	0	15	32	15
SP975	47	160	61	854	0	28	20	49	49	91
SP1059	67	78	19	60	434	178	3	158	44	62
SP1419	163	154	0	38	62	82	0	47	182	51
SP1009	9	123	10	38	114	85	10	63	35	22
SP1724	13	56	6	24	112	44	0	27	5	6
SP96136	78	80	53	416	184	176	1	64	59	41
SP967	51	157	0	16	43	0	0	14	12	0
SP1781	58	389	0	34	137	115	3	11	63	6
SP1174	377	394	0	34	34	6	0	33	100	40
SP953	96	152	79	13	365	46	10	97	26	8
SP1377	8	185	0	26	61	40	2	15	31	13
SP1365	37	210	0	186	137	56	3	77	52	0
SP1491	68	117	23	298	0	78	0	0	34	38
CPCT02060013T	148	32	10	781	123	78	84	132	233	49
CPCT02100026T	114	121	0	40	117	18	68	34	12	49
CPCT02070020T	252	268	5	80	105	253	78	96	124	103
CPCT02030269T	44	121	0	38	13	60	62	25	50	19
CPCT02010944TIII	69	100	76	22	194	56	36	61	68	37
CPCT02020867T	11	88	227	91	0	283	82	67	5	377
CPCT02070272T	432	604	73	795	86	178	180	93	51	184
CPCT02020648T	58	87	68	75	247	116	60	39	77	37
CPCT02020362T	95	472	29	51	79	319	115	58	39	0
CPCT02440020T	57	781	64	86	73	93	54	50	40	43
CPCT02210077T	177	323	62	10	311	111	43	67	37	35
CPCT02070445T	212	233	45	4	43	201	33	30	54	19
CPCT02020894T	131	161	57	42	89	118	21	40	51	11
CPCT02020896T	168	45	0	19	72	92	29	35	60	7
CPCT02140101T	58	442	0	76	371	753	71	126	75	21
CPCT02210040T	251	428	68	0	4	63	32	223	42	0
DRUP01010020T	55452	8258	10260	0	0	0	0	193	0	0
CPCT02020902T	172	133	78	438	15	250	85	38	100	74
CPCT02070443T	244	190	6	0	34	138	39	31	109	72
CPCT02080295T	220	754	133	9	14	49	55	353	19	41
CPCT02020916T	129	6	15	41	297	269	44	56	77	33
CPCT02020915T	78	207	50	14	23	68	38	12	64	6
CPCT02160036T	50	163	48	36	3	47	109	16	65	29
CPCT02120184T	129	106	0	311	187	169	19	114	95	10
CPCT02050315T	8	101	7	2	54	107	85	33	49	25
CPCT02120182T	62	163	33	43	104	80	42	32	45	26
