Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP123975	7.49E-01	2.00E+00	1.46E-01	2.32E+00	1.21E+00
SP124044	8.24E-01	6.20E-02	3.43E-01	7.83E-01	3.59E-01
SP123972	2.82E+00	8.32E-01	9.62E-01	2.75E+00	2.81E+00
SP123850	1.30E+00	2.94E-01	3.15E-01	1.60E+00	7.88E-01
SP123902	1.44E+00	3.68E-01	5.30E-01	1.52E+00	8.79E-01
SP123884	1.86E+00	4.12E-01	4.72E-01	1.81E+00	1.77E+00
SP123964	1.54E+00	3.25E-01	3.97E-01	1.42E+00	1.11E+00
SP123995	1.15E+00	2.57E-01	3.18E-01	1.43E+00	7.79E-01
SP123846	1.14E+00	3.00E-01	4.17E-01	1.90E+00	1.26E+00
SP124003	7.86E-01	3.26E-01	3.69E-01	1.00E+00	5.67E-01
SP123876	1.16E+00	3.24E-01	4.35E-01	1.18E+00	8.74E-01
SP123878	1.13E+00	3.00E-01	4.10E-01	8.30E-01	8.77E-01
SP123842	1.12E+00	2.13E-01	1.87E-01	9.84E-01	8.09E-01
SP123900	1.26E+00	2.12E-01	2.82E-01	1.02E+00	8.70E-01
SP123978	8.42E-01	2.38E-01	2.46E-01	8.04E-01	5.97E-01
SP123897	9.34E-01	2.67E-01	4.76E-01	1.04E+00	4.74E-01
SP124013	9.68E-01	2.35E-01	3.42E-01	1.20E+00	8.52E-01
SP124021	9.08E-01	2.42E-01	3.14E-01	9.46E-01	5.86E-01
SP123852	1.26E+00	5.00E-01	3.51E-01	1.03E+00	7.14E-01
SP123998	1.49E+00	1.47E-01	7.38E-01	1.56E+00	1.42E+00
SP123967	1.15E+00	2.13E-01	2.97E-02	1.09E+00	5.04E-01
SP123988	2.34E+00	5.37E-01	5.40E-01	1.87E+00	1.80E+00
SP123984	1.01E+00	3.65E-01	2.77E-01	1.04E+00	5.50E-01
SP123858	6.08E-01	0.00E+00	4.31E-01	9.42E-01	6.40E-01
SP123890	1.01E+00	7.67E-02	2.81E-01	1.07E+00	7.06E-01
SP123950	1.10E+00	3.37E-01	3.79E-01	1.27E+00	7.13E-01
SP123886	8.65E-01	3.14E-01	3.38E-01	8.23E-01	4.91E-01
SP124033	7.77E-01	3.46E-01	3.65E-01	1.04E+00	7.83E-01
SP123892	1.48E+00	4.23E-01	5.56E-01	1.48E+00	1.45E+00
SP123840	1.05E+00	0.00E+00	3.61E-01	1.40E+00	7.41E-01
SP123969	1.43E+00	2.98E-01	5.43E-01	1.45E+00	1.17E+00
SP123953	1.25E+00	3.89E-01	5.05E-01	1.13E+00	9.39E-01
SP123955	1.33E+00	2.08E-01	2.55E-01	1.19E+00	9.97E-01
SP123882	1.50E+00	2.99E-01	4.74E-01	2.15E+00	1.34E+00
SP123894	1.39E+00	3.74E-01	4.93E-01	2.08E+00	1.34E+00
SP124017	6.55E-01	2.06E-01	2.94E-01	6.25E-01	3.40E-01
SP123856	9.78E-01	1.24E-01	2.54E-01	1.05E+00	4.54E-01
SP123854	1.25E+00	3.35E-01	3.59E-01	9.49E-01	9.79E-01
SP123888	1.11E+00	1.01E-01	3.89E-01	1.44E+00	9.57E-01
SP123870	5.95E-01	2.84E-01	2.36E-01	1.06E+00	8.19E-01
SP123958	7.43E-01	5.34E-02	2.34E-01	7.71E-01	4.79E-01
SP123844	1.01E+00	1.87E-01	4.31E-01	1.23E+00	8.99E-01
SP123872	1.41E+00	3.21E-01	6.56E-01	1.59E+00	8.35E-01
SP123874	1.01E+00	2.91E-01	4.54E-01	1.07E+00	5.19E-01
SP123836	1.22E+00	3.01E-01	6.59E-01	1.70E+00	1.13E+00
SP43633	7.48E-01	3.11E-01	3.51E-01	8.39E-01	3.70E-01
SP36498	6.59E+00	8.74E-01	5.57E-01	9.43E-01	6.44E+00
SP37516	5.74E+00	6.30E-01	5.82E-01	1.14E+00	5.63E+00
SP39997	6.24E+00	8.30E-01	7.86E-01	2.04E+00	5.83E+00
SP35617	5.86E+00	6.47E-01	7.63E-01	1.74E+00	5.59E+00
SP37636	2.57E+00	4.84E-01	8.16E-01	1.39E+00	2.03E+00
SP39907	3.63E+00	6.60E-01	4.83E-01	1.69E+00	3.61E+00
SP40736	6.53E+00	8.48E-01	8.24E-01	2.12E+00	6.71E+00
SP42154	5.83E+00	6.95E-01	8.51E-01	2.01E+00	5.31E+00
SP39594	6.41E+00	8.60E-01	6.56E-01	1.71E+00	5.75E+00
SP41453	4.58E+00	6.26E-01	7.80E-01	1.36E+00	4.46E+00
SP34452	1.36E+01	9.49E-01	8.28E-01	1.82E+00	1.36E+01
SP42829	5.79E+00	9.25E-01	1.05E+00	1.43E+00	5.47E+00
SP37970	9.56E+00	8.65E-01	7.55E-01	2.36E+00	9.47E+00
SP34186	8.56E+00	7.59E-01	1.15E+00	2.02E+00	8.19E+00
SP37903	1.09E+01	9.55E-01	9.02E-01	1.47E+00	1.08E+01
SP35849	1.96E+00	3.80E-01	5.97E-01	1.26E+00	1.64E+00
SP36586	2.06E+00	8.78E-01	1.19E+00	1.30E+00	1.32E+00
SP34431	4.55E+00	6.02E-01	2.05E-01	1.58E+00	4.13E+00
SP37432	3.65E+00	6.42E-01	5.64E-01	1.68E+00	3.49E+00
SP35989	3.81E+00	6.50E-01	5.15E-01	1.43E+00	3.53E+00
SP39102	3.82E+00	5.30E-01	7.35E-01	1.46E+00	3.79E+00
SP34493	2.41E+00	5.78E-01	6.93E-01	1.43E+00	1.83E+00
SP36036	3.54E+00	6.67E-01	7.17E-01	1.72E+00	3.07E+00
SP35951	7.22E+00	1.07E+00	8.12E-01	2.30E+00	6.81E+00
SP39248	3.86E+00	5.22E-01	6.52E-01	1.60E+00	3.64E+00
SP34246	6.45E+00	6.15E-01	5.48E-01	1.76E+00	6.33E+00
SP35412	6.14E+00	6.04E-01	6.32E-01	2.01E+00	5.97E+00
SP39298	1.52E+01	1.24E+00	8.42E-01	2.15E+00	1.52E+01
SP38044	7.81E+00	8.69E-01	8.16E-01	2.08E+00	7.61E+00
SP38271	7.32E+00	8.22E-01	7.37E-01	2.34E+00	6.89E+00
SP43201	5.21E+00	6.51E-01	5.91E-01	1.86E+00	4.88E+00
SP34191	3.51E+00	5.84E-01	6.00E-01	1.39E+00	3.20E+00
SP40047	8.71E+00	1.13E+00	7.96E-01	2.34E+00	8.71E+00
SP39349	5.79E+00	3.37E-01	6.93E-01	1.74E+00	5.49E+00
SP37369	3.87E+00	5.49E-01	2.45E-01	1.63E+00	3.66E+00
SP38759	6.16E+00	6.88E-01	8.14E-01	1.93E+00	5.67E+00
