Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP123975	0	2058	0	145	8
SP124044	30	0	8	29	0
SP123972	147	54	71	122	19
SP123850	30	6	4	95	6
SP123902	50	7	10	89	3
SP123884	90	8	7	105	9
SP123964	41	7	4	84	1
SP123995	37	4	5	92	0
SP123846	12	5	7	152	0
SP124003	23	7	8	48	7
SP123876	64	5	8	56	0
SP123878	42	6	8	26	9
SP123842	61	3	1	28	6
SP123900	107	3	4	26	3
SP123978	33	4	3	22	3
SP123897	31	3	13	45	0
SP124013	44	3	6	69	3
SP124021	38	2	6	43	0
SP123852	48	11	7	53	2
SP123998	52	1	28	69	20
SP123967	61	4	0	31	0
SP123988	195	14	8	72	2
SP123984	43	8	3	47	2
SP123858	0	0	12	74	2
SP123890	43	0	5	48	2
SP123950	51	6	5	79	0
SP123886	16	5	7	30	4
SP124033	0	4	4	70	9
SP123892	69	12	14	81	4
SP123840	37	0	7	70	8
SP123969	59	5	13	61	5
SP123953	54	12	9	33	9
SP123955	38	3	3	43	8
SP123882	42	7	7	156	0
SP123894	27	14	8	148	1
SP124017	13	4	6	20	4
SP123856	23	1	6	43	0
SP123854	47	8	6	56	0
SP123888	18	1	8	70	11
SP123870	2	5	2	80	2
SP123958	28	0	4	32	0
SP123844	56	2	7	47	4
SP123872	43	5	24	86	0
SP123874	51	6	12	46	0
SP123836	15	6	19	138	0
SP43633	43	6	6	22	0
SP36498	663	16	6	0	4
SP37516	528	11	11	0	6
SP39997	646	25	21	26	20
SP35617	581	12	32	45	1
SP37636	196	11	33	59	14
SP39907	405	15	9	60	0
SP40736	719	31	22	40	37
SP42154	520	16	53	91	0
SP39594	582	29	5	68	40
SP41453	487	12	40	28	7
SP34452	1221	27	13	22	19
SP42829	697	30	62	0	0
SP37970	832	26	20	111	27
SP34186	861	32	65	42	30
SP37903	1104	28	29	0	24
SP35849	185	4	33	47	10
SP36586	103	65	131	33	12
SP34431	429	11	0	31	0
SP37432	389	14	18	54	2
SP35989	300	16	8	61	17
SP39102	375	10	23	39	5
SP34493	248	8	34	57	3
SP36036	314	12	25	59	12
SP35951	690	48	17	47	22
SP39248	345	9	19	47	4
SP34246	680	6	12	64	3
SP35412	584	9	21	85	10
SP39298	1499	48	12	50	38
SP38044	702	25	23	108	33
SP38271	603	38	20	96	29
SP43201	447	14	13	54	32
SP34191	405	8	14	39	12
SP40047	827	89	22	40	37
SP39349	461	4	14	89	9
SP37369	408	12	1	50	3
SP38759	575	16	25	112	20
SP36218	149	11	13	146	0
SP43510	765	19	3	38	28
SP43770	483	18	19	77	14
SP43651	1161	62	65	66	7
SP106656	1175	49	16	33	34
SP97249	747	55	193	125	38
SP106638	1388	43	12	64	34
SP97161	1149	40	35	16	44
