Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP97749	2.28E+00	1.39E+00	2.90E-01	2.40E+00	1.26E+00	1.59E+00	4.21E-01
SP49235	2.27E+00	1.48E+00	7.37E-01	2.67E+00	1.38E+00	1.41E+00	5.15E-01
SP50177	2.96E+00	1.55E+00	5.54E-01	3.10E+00	1.30E+00	2.16E+00	3.17E-01
SP97775	5.00E+00	2.84E+00	1.07E+00	5.38E+00	2.39E+00	5.32E+00	8.19E-01
SP97685	2.53E+00	1.36E+00	6.83E-01	3.94E+00	2.73E+00	2.52E+00	1.83E-01
SP97747	3.07E+00	1.81E+00	6.86E-01	3.39E+00	2.03E+00	2.02E+00	6.56E-01
SP97771	3.97E+00	1.91E+00	7.06E-01	3.78E+00	1.98E+00	2.38E+00	6.28E-01
SP97681	3.95E+00	1.75E+00	1.13E+00	3.96E+00	1.78E+00	3.78E+00	3.62E-01
SP98082	3.19E+00	1.72E+00	8.60E-01	3.04E+00	1.61E+00	1.77E+00	8.43E-01
SP49334	2.99E+00	1.62E+00	6.47E-01	2.97E+00	1.32E+00	1.82E+00	3.40E-01
SP49124	3.30E+00	3.40E+00	1.23E+00	8.15E+00	6.30E+00	1.99E+00	8.45E-01
SP115501	2.09E+00	1.94E+00	9.44E-01	2.15E+00	1.36E+00	1.56E+00	6.94E-01
SP98305	4.64E+00	3.00E+00	1.30E+00	3.93E+00	2.01E+00	2.96E+00	8.45E-01
SP49247	5.19E+00	2.90E+00	1.13E+00	4.80E+00	1.63E+00	2.25E+00	5.56E-01
SP49328	3.27E+00	2.51E+00	8.02E-01	3.12E+00	1.63E+00	9.07E-01	8.81E-01
SP98092	2.98E+00	1.75E+00	7.85E-01	3.22E+00	1.66E+00	2.03E+00	7.23E-01
SP120755	1.35E+00	5.08E-01	3.41E-01	1.43E+00	7.43E-01	1.14E-01	2.46E-01
SP49417	3.08E+00	1.62E+00	9.28E-01	3.30E+00	1.61E+00	2.15E+00	6.50E-02
SP49175	2.77E+00	2.06E+00	7.16E-01	2.49E+00	9.26E-01	1.43E+00	5.75E-02
SP49223	1.14E+00	1.20E+00	5.10E-01	1.73E+00	1.28E+00	1.01E+00	2.54E-01
SP49187	3.32E+00	1.56E+00	6.75E-01	3.35E+00	1.40E+00	2.55E+00	3.32E-01
SP49157	5.45E+00	2.88E+00	7.99E-01	4.69E+00	1.75E+00	2.49E+00	4.01E-01
SP49379	3.80E+00	1.95E+00	7.36E-01	3.30E+00	1.51E+00	1.80E+00	3.89E-01
SP49541	3.96E+00	2.48E+00	1.15E+00	3.68E+00	2.07E+00	2.52E+00	6.93E-01
SP98164	5.16E+00	2.91E+00	9.17E-01	4.20E+00	1.74E+00	2.64E+00	5.20E-01
SP49481	1.37E+00	0.00E+00	5.02E-01	3.14E+00	1.45E+00	1.94E+00	0.00E+00
SP98078	3.97E+00	2.21E+00	8.00E-01	4.14E+00	2.30E+00	2.83E+00	8.96E-01
SP106677	2.77E+00	1.69E+00	8.55E-01	2.72E+00	1.33E+00	1.84E+00	1.64E-01
SP106743	2.31E+00	1.42E+00	5.61E-01	2.30E+00	1.15E+00	1.32E+00	1.08E+00
SP98359	2.54E+00	1.92E+00	1.23E+00	3.28E+00	1.87E+00	2.55E+00	8.31E-01
SP98192	1.46E+00	1.34E+00	5.24E-01	1.79E+00	9.95E-01	1.13E+00	0.00E+00
SP98053	4.09E+00	2.14E+00	9.84E-01	4.13E+00	1.75E+00	2.39E+00	9.77E-01
SP106631	3.54E+00	2.12E+00	6.71E-01	2.98E+00	1.57E+00	3.59E+00	5.46E-01
SP49551	3.52E+00	1.91E+00	6.97E-01	3.39E+00	1.46E+00	2.06E+00	4.08E-01
SP49651	2.13E+00	3.04E+00	4.54E-01	2.35E+00	3.62E+00	1.01E+00	7.53E-01
SP98265	3.90E+00	2.48E+00	9.65E-01	4.30E+00	2.37E+00	2.14E+00	5.67E-01
SP98297	5.56E+00	2.48E+00	8.42E-01	5.13E+00	2.01E+00	2.31E+00	4.39E-01
SP98060	1.29E+00	0.00E+00	2.23E-01	1.58E+00	5.42E-01	8.25E-01	2.95E-01
SP98289	3.74E+00	1.79E+00	7.98E-01	3.61E+00	1.91E+00	3.10E+00	4.85E-01
SP115498	5.83E+00	3.65E+00	1.28E+00	5.07E+00	1.46E+00	2.07E+00	1.11E+00
SP98096	3.85E+00	2.27E+00	1.02E+00	3.51E+00	1.47E+00	2.18E+00	7.52E-01
SP49114	6.43E+00	3.06E+00	1.01E+00	6.18E+00	2.95E+00	2.93E+00	9.08E-01
SP98090	1.05E+01	6.22E+00	1.91E+00	8.69E+00	2.81E+00	3.29E+00	0.00E+00
SP49286	3.30E+00	1.72E+00	7.05E-01	3.43E+00	1.48E+00	2.62E+00	8.60E-01
SP49469	2.63E+00	1.77E+00	1.24E+00	3.25E+00	2.16E+00	1.96E+00	3.38E-01
SP49205	1.46E+00	1.33E+00	7.91E-01	1.82E+00	1.37E+00	1.32E+00	7.86E-01
SP98327	3.58E+00	1.70E+00	7.44E-01	3.10E+00	1.48E+00	2.40E+00	7.05E-01
SP49449	1.48E+00	1.26E+00	6.95E-01	1.71E+00	8.38E-01	9.57E-01	4.45E-02
SP49391	1.88E+00	1.18E+00	5.24E-01	2.63E+00	1.40E+00	1.65E+00	4.87E-01
SP49531	5.29E+00	3.22E+00	1.37E+00	5.06E+00	1.89E+00	1.92E+00	8.02E-01
SP49322	2.37E+00	2.00E+00	1.07E+00	2.19E+00	1.11E+00	1.57E+00	6.98E-01
SP49433	2.05E+00	1.65E+00	7.08E-01	2.37E+00	1.17E+00	1.68E+00	4.00E-02
SP109384	2.13E+00	1.25E+00	6.03E-01	2.63E+00	1.50E+00	1.25E+00	4.28E-01
SP98065	3.25E+00	1.55E+00	1.09E+00	3.69E+00	1.76E+00	2.41E+00	7.56E-01
SP49591	2.41E+00	1.35E+00	8.40E-01	2.51E+00	1.21E+00	1.68E+00	0.00E+00
SP49385	3.22E+00	1.65E+00	7.65E-01	3.49E+00	2.41E+00	1.92E+00	5.26E-01
SP98313	2.43E+00	1.84E+00	7.83E-01	2.85E+00	1.16E+00	2.00E+00	5.28E-01
SP49119	3.39E+00	2.07E+00	8.80E-01	3.43E+00	1.15E+00	2.13E+00	7.67E-01
SP109301	5.50E+00	2.97E+00	1.01E+00	4.60E+00	1.41E+00	2.08E+00	4.64E-02
SP115830	2.69E+00	2.18E+00	9.51E-01	2.71E+00	1.43E+00	1.80E+00	3.92E-01
SP49229	2.12E+00	1.71E+00	5.77E-01	1.99E+00	1.11E+00	2.49E+00	0.00E+00
SP98853	4.44E+00	3.03E+00	9.44E-01	4.03E+00	2.37E+00	5.10E+00	4.69E-01
SP98855	2.38E+00	1.54E+00	5.88E-01	2.78E+00	1.30E+00	1.67E+00	4.91E-01
SP98859	2.22E+00	1.40E+00	6.41E-01	2.64E+00	1.53E+00	1.28E+00	2.90E-01
SP98865	1.07E+00	1.35E+00	6.29E-01	1.81E+00	1.15E+00	1.39E+00	1.35E-01
SP98879	3.33E+00	1.47E+00	7.65E-01	3.45E+00	1.78E+00	1.83E+00	8.38E-01
SP98871	2.15E+00	1.60E+00	6.00E-01	2.94E+00	1.15E+00	2.54E+00	1.55E-01
SP98867	4.86E+00	2.69E+00	1.06E+00	3.99E+00	2.33E+00	3.17E+00	3.34E-01
SP98861	4.39E+00	2.19E+00	1.02E+00	4.17E+00	1.97E+00	2.20E+00	7.09E-01
SP98877	3.45E+00	1.63E+00	7.92E-01	2.89E+00	1.56E+00	2.17E+00	9.41E-01
SP98889	3.97E+00	2.48E+00	9.11E-01	4.24E+00	2.40E+00	2.79E+00	8.02E-01
SP98887	5.33E+00	2.62E+00	1.04E+00	4.62E+00	1.81E+00	4.14E+00	7.78E-01
SP98875	3.78E+00	1.91E+00	7.68E-01	3.07E+00	1.64E+00	2.60E+00	3.72E-01
SP98851	1.07E+00	7.92E-01	4.84E-01	1.11E+00	8.28E-01	8.27E-01	1.08E-01
SP98833	2.16E+00	1.03E+00	5.77E-01	2.52E+00	1.55E+00	1.93E+00	5.14E-01
SP98873	5.84E+00	3.03E+00	7.42E-01	4.38E+00	2.03E+00	2.36E+00	0.00E+00
SP98883	3.07E+00	2.26E+00	9.00E-01	3.10E+00	1.50E+00	2.72E+00	4.35E-01
SP98849	2.31E+00	1.07E+00	4.20E-01	2.40E+00	1.27E+00	1.99E+00	7.58E-01
SP98869	2.09E+00	1.87E+00	9.19E-01	2.46E+00	1.11E+00	1.52E+00	7.09E-01
