Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP127630	394	124	0	105	428	0	9	0	10	20	45	11	23	0	39	0	0
SP127634	332	156	0	100	0	93	173	69	5	78	114	103	21	0	205	0	0
SP127636	643	296	19	20	0	33	25	62	12	0	26	36	8	0	43	15	0
SP127628	241	134	0	158	0	22	0	5	0	22	26	8	0	0	14	0	0
SP127640	474	421	69	0	0	78	21	21	7	0	22	15	12	0	24	0	0
SP127638	1238	231	0	0	0	20	11	7	2	11	114	9	13	0	0	0	0
SP127632	363	646	0	487	153	7	65	22	7	269	38	13	6	0	30	0	0
SP59388	196	61	0	0	44	0	0	0	0	35	0	17	2	0	14	0	0
SP116649	220	328	280	0	0	60	10	60	0	5	0	30	10	0	17	0	0
SP59416	197	155	27	0	0	6	7	44	1	0	16	28	2	0	7	0	0
SP124977	204	259	0	232	0	28	1	6	5	16	22	4	22	0	3	0	0
SP59356	160	94	1	0	21	33	3	8	1	18	29	10	14	0	13	0	0
SP116612	0	182	97	269	98	64	28	0	1	73	26	11	14	0	5	0	0
SP116659	457	56	32	0	43	60	3	105	3	28	12	21	16	0	33	0	0
SP116668	308	543	338	0	0	192	0	106	0	0	0	156	0	0	130	0	0
SP116630	599	665	0	0	145	36	27	0	0	0	39	3	2	0	0	0	0
SP59412	412	311	7	108	0	37	7	29	2	67	12	26	35	0	15	0	0
SP116686	71	101	0	0	6	54	37	16	0	15	1	0	0	69	0	0	0
SP116694	350	279	16	33	0	72	26	42	8	16	0	14	0	0	79	0	0
SP116712	0	23	37	19	0	7	5	7	0	0	0	1	6	0	0	12	0
SP116726	87	52	234	324	139	66	13	0	7	83	21	15	18	0	0	0	0
SP116723	66	56	0	0	15	40	9	10	0	9	6	11	0	0	11	0	16
SP59276	103	12	0	0	6	15	4	0	0	22	0	0	0	0	16	0	0
SP116703	58	66	0	0	0	23	6	46	0	16	0	6	3	0	2	0	0
SP59312	741	347	0	0	0	4	20	70	6	40	0	17	20	0	18	0	0
SP116701	306	211	15	0	0	58	23	41	4	29	38	14	14	72	0	0	2
SP59296	68	32	52	66	10	30	0	0	1	0	0	2	0	0	0	0	0
SP59280	247	117	36	0	0	43	0	0	0	0	0	5	11	0	23	0	0
SP59344	97	0	0	52	4	13	0	5	0	13	9	5	0	0	17	0	0
SP59460	488	128	24	0	0	0	6	88	1	35	9	25	1	0	0	0	15
SP59404	150	13	0	50	32	10	2	0	0	1	3	5	0	0	0	9	0
SP116709	147	66	13	70	0	0	15	38	3	22	34	15	16	0	0	0	0
SP59448	1502	1284	190	0	0	61	14	27	0	6	40	17	0	217	0	0	0
SP116614	344	108	85	535	3	32	9	56	0	29	0	31	25	0	28	0	0
SP59464	73	64	0	0	50	15	0	29	0	0	22	16	14	0	3	0	0
SP59364	181	45	0	72	30	158	10	25	1	0	11	37	17	8	2	0	0
SP116663	773	506	0	413	0	10	28	0	12	57	39	10	21	0	31	0	0
SP59444	28	56	56	0	0	30	9	11	0	32	0	3	36	0	0	0	16
SP116690	793	564	0	0	0	6	37	29	7	157	31	44	0	73	82	0	0
SP59270	41	37	34	0	0	4	0	1	0	17	0	2	0	6	4	19	0
SP59352	317	38	0	0	0	32	8	37	0	24	0	29	11	0	18	130	0
SP116652	0	62	57	22	0	6	3	0	0	0	0	1	0	0	6	28	0
SP116715	1120	882	123	0	905	111	16	40	14	10	104	10	63	22	22	0	0
SP116718	109	194	88	0	0	22	25	81	5	32	0	21	2	0	5	0	0
SP116720	52	50	11	34	0	54	0	12	0	22	4	4	6	0	1	0	0
SP59284	182	104	0	155	0	0	2	4	1	1	0	0	11	0	0	0	0
SP116618	88	0	0	0	115	40	30	18	1	14	1	9	10	7	4	44	0
SP59436	0	0	0	0	8	0	0	19	0	3	2	3	0	6	0	20	0
SP116645	892	169	0	0	0	59	5	90	4	36	2	25	32	0	0	0	0
SP59320	96	22	0	0	78	0	5	94	0	0	0	20	13	0	0	0	0
SP116672	32	35	0	0	0	27	3	0	1	8	7	3	7	0	0	0	0
SP116635	190	60	0	0	12	50	9	22	0	37	6	12	4	0	0	0	0
SP59328	1	42	62	111	0	21	2	0	2	0	11	1	0	17	4	0	0
SP116627	0	0	0	38	112	1	4	13	0	7	19	7	10	52	0	0	4
SP116725	21	16	43	0	50	16	0	0	0	0	0	7	0	0	3	0	0
SP59292	105	66	0	0	0	6	2	44	0	23	13	20	0	0	0	0	1
SP116683	186	61	60	111	0	19	29	56	3	0	20	14	45	0	0	63	0
SP59372	15	23	0	0	0	9	37	0	5	7	0	11	26	0	1	10	0
SP116610	225	93	71	275	9	71	163	63	10	0	0	44	17	0	43	34	0
SP116638	123	6	0	86	0	51	10	15	0	0	0	14	4	0	0	16	0
SP59336	76	23	0	0	46	7	0	0	3	0	0	0	0	0	0	44	0
SP124971	817	465	5	0	0	60	15	73	2	11	48	27	7	0	2	0	0
SP116665	0	15	16	0	58	25	2	8	0	1	7	6	5	0	0	0	0
SP116674	364	124	0	0	0	44	14	16	2	26	0	27	20	0	12	0	18
SP116657	905	392	0	254	2	139	36	12	0	129	76	34	2	0	0	0	0
SP116670	268	593	0	0	61	0	17	2	3	4	75	23	67	0	0	91	0
SP116642	424	214	6	0	219	125	102	14	11	0	22	30	0	0	37	0	15
SP116606	0	45	0	53	48	24	160	42	1	9	0	11	0	34	1	0	2
SP116604	88	2	0	0	103	30	3	45	2	34	0	36	0	0	0	16	7
SP59376	58	11	0	0	4	0	7	0	2	13	0	0	0	0	0	50	0
SP59272	140	45	44	0	0	10	5	2	2	1	0	0	6	0	24	0	0
SP124969	160	444	246	479	0	10	50	32	7	133	41	33	2	0	108	0	0
SP116608	0	45	22	0	0	16	2	14	0	3	0	5	0	0	0	0	24
SP59396	124	9	0	0	71	5	1	3	3	0	0	1	0	2	2	25	0
SP116688	91	0	5	110	34	14	10	9	0	0	2	0	18	7	12	0	0
SP59392	153	30	0	0	0	5	0	0	0	14	0	0	0	11	0	0	0
SP59456	299	151	0	0	0	52	15	30	1	37	30	23	6	0	0	0	0
SP59348	0	115	110	17	0	44	11	22	0	32	4	11	5	0	0	18	0
SP59300	140	125	0	27	98	52	252	0	3	37	4	10	31	0	0	0	0
SP59340	122	88	37	0	0	45	0	33	0	32	0	8	0	0	0	0	0
SP59380	15	0	0	32	10	24	7	18	0	3	0	11	3	7	0	0	0
SP59440	185	161	0	0	254	0	76	0	7	0	44	12	10	9	0	0	0
SP59428	17	31	36	0	0	3	4	22	0	0	46	8	0	0	6	0	2
SP59400	284	642	0	0	0	0	113	3	7	87	56	22	88	101	0	0	18
SP116624	157	171	74	12	0	26	8	12	1	0	0	7	11	0	17	73	0
SP59432	77	3	0	0	57	22	8	71	1	19	0	16	8	0	0	0	0
SP59452	96	421	47	332	0	0	9	5	12	29	0	23	45	246	60	61	0
SP116679	22	13	0	0	0	22	5	4	0	6	0	1	4	0	0	26	0
SP116676	451	963	0	0	0	107	43	9	8	128	26	38	53	0	46	0	0
SP59360	325	254	8	0	217	11	0	10	0	0	0	11	0	0	0	0	0
SP59384	242	0	0	80	139	32	0	4	0	0	0	0	6	0	0	0	0
SP59332	11	74	50	0	0	28	1	0	0	8	0	0	2	44	0	0	0
SP116616	228	176	68	0	107	48	3	46	1	0	0	37	27	0	14	0	0
SP124981	207	162	0	0	0	51	0	25	0	0	0	10	15	0	5	0	0
SP59368	326	185	0	173	387	107	50	47	17	54	4	32	35	0	16	0	0
SP116648	1258	622	0	0	0	153	6	0	2	10	0	10	25	0	0	0	162
SP59420	39	43	0	0	0	0	5	50	2	0	2	11	15	61	6	0	0
SP116706	56	64	65	265	0	147	0	21	2	18	0	33	28	0	0	0	0
SP116654	188	49	0	0	72	25	4	94	3	5	0	9	2	0	0	0	0
SP59308	133	59	0	0	56	21	2	26	0	0	0	10	6	32	3	0	7
SP59288	80	411	121	0	105	0	7	6	4	0	19	7	0	35	52	0	0
SP116622	54	29	0	0	55	2	13	30	2	0	0	7	14	0	0	6	0
SP59316	70	48	2	96	0	15	2	34	0	26	0	20	0	0	0	4	0
SP59324	65	37	8	32	0	23	5	27	1	0	48	0	11	0	2	0	0
SP116697	2669	4452	440	0	0	147	946	95	26	122	0	36	164	0	7	280	0
SP59304	1663	750	0	0	0	79	447	84	26	139	83	56	83	0	0	0	0
SP116620	752	869	0	0	0	148	0	82	0	0	14	48	17	0	79	0	0
SP13289	0	7	17	0	0	10	0	6	2	0	5	6	11	0	0	0	2
SP116742	5	0	5	0	0	5	3	5	0	9	13	4	0	0	0	0	0
SP115134	0	1	9	0	0	3	1	0	3	10	3	9	0	0	0	0	5
