MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	2.61E-04	1.70E-03	6.62E-05	5.77E-04	1.49E-03
1:Del:C:1	1.34E-04	7.91E-04	2.34E-05	3.32E-04	9.20E-04
1:Del:C:2	7.48E-05	4.04E-04	2.18E-05	2.02E-04	4.33E-04
1:Del:C:3	5.36E-05	1.54E-04	2.37E-05	1.50E-04	2.49E-04
1:Del:C:4	4.82E-05	1.37E-04	2.50E-05	1.27E-04	1.93E-04
1:Del:C:5	3.44E-05	1.27E-04	7.49E-05	1.31E-04	1.96E-04
1:Del:T:0	1.72E-04	5.40E-04	3.48E-05	3.22E-04	9.53E-04
1:Del:T:1	1.60E-04	2.67E-04	2.44E-05	2.44E-04	5.22E-04
1:Del:T:2	1.18E-04	4.70E-04	4.42E-05	2.68E-04	5.54E-04
1:Del:T:3	1.11E-04	6.04E-04	6.42E-05	2.10E-04	4.61E-04
1:Del:T:4	1.08E-04	6.76E-04	6.95E-05	1.51E-04	4.39E-04
1:Del:T:5	5.54E-04	5.76E-47	1.26E-03	1.52E-04	8.76E-03
1:Ins:C:0	5.32E-05	1.59E-04	5.22E-05	1.99E-04	2.94E-04
1:Ins:C:1	3.62E-05	1.37E-04	2.15E-05	1.08E-04	1.40E-04
1:Ins:C:2	2.30E-05	7.89E-05	1.87E-05	7.11E-05	1.09E-04
1:Ins:C:3	1.70E-05	5.55E-05	3.43E-05	8.34E-05	5.43E-05
1:Ins:C:4	7.94E-06	4.39E-05	6.03E-05	6.63E-05	2.57E-05
1:Ins:C:5	1.98E-05	6.88E-05	1.59E-04	1.57E-04	1.92E-04
1:Ins:T:0	5.74E-05	2.33E-04	5.61E-05	1.97E-04	2.63E-04
1:Ins:T:1	9.79E-05	3.47E-04	4.28E-05	1.83E-04	5.48E-04
1:Ins:T:2	5.07E-05	1.46E-04	6.57E-05	1.40E-04	2.25E-04
1:Ins:T:3	3.26E-05	1.59E-04	5.37E-05	1.26E-04	2.04E-04
1:Ins:T:4	3.06E-05	1.13E-04	9.45E-05	1.16E-04	1.67E-04
1:Ins:T:5	2.78E-04	1.29E-03	1.41E-03	1.77E-03	2.86E-03
2:Del:R:0	7.55E-05	5.43E-04	1.47E-05	2.22E-04	3.77E-04
2:Del:R:1	8.07E-05	4.22E-04	3.68E-05	1.85E-04	3.48E-04
2:Del:R:2	3.84E-05	1.95E-04	1.66E-05	1.04E-04	1.67E-04
2:Del:R:3	2.07E-05	6.22E-05	1.80E-05	9.46E-05	1.41E-04
2:Del:R:4	6.34E-06	5.75E-05	2.20E-05	6.09E-05	1.03E-04
2:Del:R:5	2.07E-05	7.57E-05	6.56E-05	1.20E-04	1.53E-04
3:Del:R:0	4.48E-05	1.93E-04	1.60E-06	1.34E-04	1.94E-04
3:Del:R:1	8.10E-05	4.25E-04	3.25E-05	1.97E-04	3.75E-04
3:Del:R:2	1.69E-05	1.35E-04	1.51E-05	8.61E-05	1.49E-04
3:Del:R:3	1.02E-05	4.70E-05	2.99E-06	5.29E-05	7.27E-05
3:Del:R:4	4.66E-06	2.95E-05	3.58E-06	2.71E-05	4.72E-05
3:Del:R:5	6.97E-06	2.91E-05	3.75E-10	2.04E-05	2.50E-05
4:Del:R:0	3.87E-05	1.44E-04	5.60E-06	1.26E-04	1.67E-04
4:Del:R:1	6.27E-05	3.37E-04	2.43E-05	1.44E-04	3.11E-04
4:Del:R:2	2.32E-05	1.21E-04	9.63E-06	9.26E-05	1.16E-04
4:Del:R:3	1.32E-05	5.49E-05	0.00E+00	6.25E-05	7.53E-05
4:Del:R:4	3.01E-06	3.66E-05	7.54E-06	2.90E-05	3.85E-05
4:Del:R:5	3.32E-06	2.15E-05	0.00E+00	2.68E-05	3.76E-05
5:Del:R:0	9.05E-04	3.96E-03	2.20E-05	7.40E-04	3.34E-05
5:Del:R:1	4.91E-05	1.60E-04	7.20E-06	1.66E-04	1.97E-04
5:Del:R:2	6.19E-06	4.81E-05	1.44E-05	6.40E-05	7.71E-05
5:Del:R:3	4.45E-06	1.81E-05	1.55E-05	2.69E-05	4.51E-05
5:Del:R:4	3.92E-07	2.08E-06	2.18E-06	1.67E-06	1.57E-05
5:Del:R:5	3.20E-07	2.62E-06	1.40E-06	4.30E-06	7.78E-06
2:Ins:R:0	4.39E-05	1.49E-04	5.30E-05	2.78E-04	2.33E-04
2:Ins:R:1	2.91E-05	8.73E-05	2.25E-05	1.22E-04	1.26E-04
2:Ins:R:2	1.99E-05	5.62E-05	2.23E-05	8.15E-05	8.46E-05
2:Ins:R:3	1.32E-05	4.26E-05	3.20E-05	7.62E-05	8.60E-05
2:Ins:R:4	7.42E-06	2.00E-05	5.94E-05	7.23E-05	5.77E-05
2:Ins:R:5	2.57E-05	2.65E-05	1.64E-04	1.93E-04	3.12E-04
