NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	487.76	29.207	126.219	16.452	17.011	0.94	1000000.0
2	467.58	29.349	115.442	16.614	0.668	0.937	1000000.0
3	467.869	28.814	114.373	16.352	8.647	0.942	1000000.0
4	449.798	29.631	107.86	16.599	8.648	0.935	1000000.0
5	473.402	29.319	118.627	16.606	8.624	0.942	1000000.0
6	459.408	28.897	112.822	16.526	17.041	0.939	1000000.0
7	462.27	28.964	116.148	16.163	8.642	0.943	1000000.0
8	449.68	29.084	110.291	16.406	17.03	0.942	1000000.0
9	459.393	28.756	112.714	16.091	0.23	0.942	1000000.0
10	452.664	29.392	108.666	16.802	17.028	0.937	1000000.0
11	463.308	29.14	113.534	16.742	0.232	0.937	1000000.0
12	472.327	29.16	117.119	16.496	8.64	0.942	1000000.0
13	479.928	28.777	117.967	16.385	8.637	0.941	1000000.0
14	476.595	29.438	119.306	16.813	8.641	0.938	1000000.0
15	458.198	29.367	110.515	17.085	0.246	0.935	1000000.0
16	458.979	28.667	116.593	16.471	8.644	0.944	1000000.0
17	468.84	28.851	116.523	16.351	25.44	0.941	1000000.0
18	477.961	29.103	121.031	16.61	8.661	0.94	1000000.0
19	449.9	28.893	108.31	16.57	17.02	0.94	1000000.0
20	467.249	28.718	114.262	16.126	8.616	0.945	1000000.0
21	450.927	28.421	110.251	16.15	0.222	0.944	1000000.0
22	454.608	28.824	112.823	15.94	8.646	0.943	1000000.0
23	462.993	28.642	115.231	16.152	8.63	0.943	1000000.0
24	447.919	28.726	105.601	16.094	0.246	0.942	1000000.0
25	473.092	29.277	119.301	16.475	8.631	0.939	1000000.0
26	452.614	28.987	109.835	16.616	25.454	0.943	1000000.0
27	465.591	29.659	115.753	17.049	0.352	0.934	1000000.0
28	464.293	28.917	117.571	16.404	0.235	0.942	1000000.0
29	464.206	29.16	116.133	16.751	0.246	0.939	1000000.0
30	467.207	29.255	117.977	16.991	8.656	0.938	1000000.0
31	477.852	28.581	120.737	16.215	8.609	0.946	1000000.0
32	467.555	29.265	118.069	16.509	8.613	0.939	1000000.0
33	472.081	28.805	117.109	16.57	17.034	0.941	1000000.0
34	458.896	29.054	112.401	16.49	8.626	0.943	1000000.0
35	464.305	28.903	113.121	16.161	0.35	0.941	1000000.0
36	483.171	29.102	126.746	16.549	17.048	0.941	1000000.0
37	460.563	28.832	115.144	16.13	33.818	0.942	1000000.0
38	454.403	29.263	112.742	16.702	0.24	0.941	1000000.0
39	461.588	28.732	114.217	16.198	25.578	0.943	1000000.0
40	461.583	29.096	113.278	16.634	17.035	0.94	1000000.0
41	461.133	28.901	114.105	16.338	0.363	0.94	1000000.0
42	469.287	28.701	116.008	16.312	17.016	0.946	1000000.0
43	473.579	29.081	120.434	16.325	0.255	0.942	1000000.0
44	469.574	28.844	118.052	16.284	8.618	0.942	1000000.0
45	459.713	28.714	115.493	16.215	8.625	0.945	1000000.0
46	456.723	29.012	113.139	16.346	0.349	0.941	1000000.0
47	471.546	29.128	117.742	16.436	0.226	0.943	1000000.0
48	456.426	29.095	112.459	16.247	8.634	0.942	1000000.0
49	466.37	28.815	115.22	16.231	8.638	0.943	1000000.0
50	455.348	28.784	110.585	16.244	8.621	0.943	1000000.0
51	467.908	28.973	117.908	16.709	8.811	0.938	1000000.0
52	472.851	29.026	116.049	16.87	17.064	0.939	1000000.0
53	465.418	28.451	114.315	16.06	8.614	0.947	1000000.0
54	467.007	28.741	116.115	15.932	17.012	0.942	1000000.0
55	457.203	28.899	112.221	16.614	17.042	0.938	1000000.0
56	465.079	29.084	112.739	16.345	25.398	0.941	1000000.0
57	472.572	29.029	117.676	16.116	0.233	0.942	1000000.0
58	483.901	28.947	124.587	16.676	0.236	0.941	1000000.0
59	473.903	28.969	117.196	16.249	0.231	0.943	1000000.0
60	470.236	29.531	119.625	16.634	42.264	0.938	1000000.0
