Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP127630	531	212	395	0	9	38	23
SP127634	142	142	413	56	365	319	12
SP127636	401	417	191	18	136	56	19
SP127628	224	164	185	18	33	6	0
SP127640	572	356	0	91	88	50	7
SP127638	301	798	431	55	0	61	10
SP127632	1011	39	802	99	0	149	6
SP59388	95	92	158	0	18	6	0
SP116649	389	402	0	77	129	23	0
SP59416	207	146	18	11	87	20	1
SP124977	461	188	22	90	12	18	11
SP59356	142	92	45	72	34	17	3
SP116612	409	128	108	125	32	65	1
SP116659	109	339	155	151	101	10	4
SP116668	670	503	0	5	586	9	0
SP116630	1047	324	0	62	9	71	3
SP59412	414	211	270	83	59	30	1
SP116686	119	61	21	87	22	60	0
SP116694	385	234	65	82	112	50	7
SP116712	39	40	0	20	8	10	0
SP116726	257	364	235	123	26	41	13
SP116723	92	41	0	47	51	18	0
SP59276	10	58	79	20	0	11	0
SP116703	88	29	0	63	39	7	0
SP59312	421	401	329	41	42	42	7
SP116701	261	225	78	152	49	55	7
SP59296	81	128	8	26	15	0	3
SP59280	164	209	25	51	33	0	0
SP59344	12	67	98	11	21	5	1
SP59460	143	311	233	48	67	17	1
SP59404	62	103	100	0	3	7	0
SP116709	79	83	170	37	29	33	8
SP59448	1610	1089	434	90	61	71	3
SP116614	360	482	253	55	104	30	1
SP59464	134	44	0	45	53	7	3
SP59364	135	160	0	131	149	22	0
SP116663	795	512	465	16	8	79	25
SP59444	66	69	0	122	0	20	0
SP116690	584	305	718	1	104	102	9
SP59270	42	47	50	19	3	4	0
SP59352	83	156	234	52	86	33	0
SP116652	98	54	0	14	10	9	0
SP116715	1951	755	319	217	72	85	43
SP116718	217	106	64	74	78	39	6
SP116720	83	53	0	85	29	0	0
SP59284	204	154	92	0	0	7	3
SP116618	114	49	70	55	40	53	0
SP59436	15	0	7	24	13	2	0
SP116645	251	606	216	157	65	18	1
SP59320	73	33	112	33	75	2	0
SP116672	45	16	0	42	11	9	0
SP116635	93	119	47	85	38	20	0
SP59328	91	106	18	31	15	9	4
SP116627	87	16	97	37	14	15	1
SP116725	59	60	11	0	24	2	0
SP59292	76	47	58	38	53	8	0
SP116683	140	194	116	104	48	55	10
SP59372	33	2	0	24	17	61	7
SP116610	280	348	0	39	177	257	17
SP116638	72	132	0	43	59	19	0
SP59336	97	43	36	15	0	3	5
SP124971	626	497	151	108	101	47	2
SP116665	69	13	0	30	26	5	0
SP116674	181	249	62	70	69	35	1
SP116657	599	589	409	184	96	104	0
