Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
SP97749	0	46	33	157	24	31	17	10	37	0	0	8
SP49235	15	86	80	46	43	40	14	25	38	0	30	10
SP50177	5	77	4	114	214	20	31	20	12	0	0	4
SP97775	49	159	126	0	179	161	139	27	18	0	134	14
SP97685	8	69	21	79	26	152	40	14	37	0	54	1
SP97747	15	61	128	168	0	63	34	29	71	4	0	12
SP97771	19	65	114	186	66	95	20	15	16	0	76	4
SP97681	45	65	110	121	174	64	64	29	0	0	20	3
SP98082	22	123	53	112	93	34	12	54	63	0	65	10
SP49334	10	91	43	119	95	41	26	21	5	0	30	3
SP49124	35	47	11	196	0	671	6	218	0	82	0	14
SP115501	36	307	29	0	57	0	13	39	4	0	87	8
SP98305	54	437	137	194	44	14	84	70	0	0	121	6
SP49247	40	174	167	205	62	49	22	47	0	0	136	1
SP49328	24	107	163	50	0	55	0	25	56	40	40	8
SP98092	26	81	40	195	0	26	11	47	75	0	34	16
SP120755	1	5	3	11	48	14	0	7	33	0	16	1
SP49417	33	154	54	0	166	51	33	55	105	0	21	2
SP49175	17	361	70	12	108	24	15	14	20	0	0	1
SP49223	6	99	2	0	35	23	10	61	27	22	0	0
SP49187	22	45	165	3	12	58	40	2	66	0	0	4
SP49157	19	37	277	56	76	29	30	33	53	97	0	3
SP49379	15	203	82	46	130	37	29	19	0	87	0	3
SP49541	55	183	170	0	38	41	36	107	134	0	64	6
SP98164	24	129	235	94	98	58	41	35	71	0	97	0
SP49481	10	0	5	0	68	52	15	7	0	0	25	0
SP98078	9	52	147	141	79	139	31	18	44	0	121	4
SP106677	29	112	36	40	81	25	36	33	106	0	0	0
SP106743	13	64	24	0	0	12	9	17	100	0	19	9
SP98359	48	229	42	0	98	73	44	35	47	43	31	12
SP98192	8	316	11	34	35	11	9	18	0	0	0	0
SP98053	29	148	127	202	0	54	24	13	14	0	144	6
SP106631	11	14	54	133	0	39	137	21	0	12	0	4
SP49551	18	94	158	52	38	11	29	15	44	0	19	4
SP49651	0	97	0	0	88	30	5	559	0	0	7	12
SP98265	37	173	38	360	0	65	19	27	46	79	0	4
SP98297	32	40	230	0	231	85	31	25	11	60	0	9
SP98060	2	0	10	0	40	0	3	4	31	0	0	0
SP98289	20	96	88	0	234	51	77	78	0	106	0	8
SP115498	72	131	239	114	93	0	24	16	5	186	19	23
SP98096	34	127	159	114	0	44	47	21	45	133	0	11
SP49114	18	34	227	242	87	169	48	55	92	0	113	11
SP98090	104	806	490	0	173	36	36	26	36	0	172	0
SP49286	16	88	115	36	121	73	34	18	21	0	73	8
SP49469	56	154	9	181	0	72	24	56	76	0	53	1
SP49205	29	105	0	83	0	17	10	58	6	25	33	4
SP98327	14	79	79	228	43	43	33	19	0	0	62	10
SP49449	19	238	11	16	0	11	6	12	14	44	24	0
SP49391	5	55	10	107	44	62	10	7	19	0	7	6
SP49531	92	310	227	23	197	61	20	34	0	115	0	16
SP49322	48	270	24	70	77	13	15	19	39	0	51	7
SP49433	18	118	17	13	89	33	33	6	37	16	0	0
SP109384	15	80	46	0	48	43	1	28	74	0	5	4
SP98065	39	32	23	0	245	66	22	10	0	169	0	9
SP49591	48	92	24	0	85	12	19	40	7	0	72	0
SP49385	11	76	63	24	142	99	37	48	56	0	74	1
SP98313	32	338	30	110	0	11	16	19	0	65	0	9
SP49119	30	168	52	92	127	26	33	12	0	0	71	7
SP109301	47	144	229	31	90	54	41	6	50	0	59	0
SP115830	32	206	58	124	0	20	20	29	51	32	0	2
SP49229	2	728	2	2	45	14	43	14	14	33	0	2
SP98853	24	166	117	180	25	55	208	54	51	0	42	8
SP98855	7	178	52	26	89	52	10	16	32	0	18	3
SP98859	19	161	21	69	78	30	7	53	0	0	0	2
SP98865	27	72	11	24	0	39	23	0	69	18	0	0
SP98879	22	29	130	91	46	72	28	29	38	14	45	1
SP98871	16	88	0	58	126	24	49	15	0	29	0	0
SP98867	32	182	170	44	82	94	74	68	0	69	0	0
SP98861	38	65	174	0	139	37	15	108	111	0	76	10
SP98877	15	24	190	74	20	41	48	20	0	58	26	12
SP98889	37	126	110	305	0	76	77	38	0	27	0	17
SP98887	37	141	155	105	172	43	94	47	0	122	0	11
SP98875	20	183	121	88	178	98	59	21	0	34	0	7
SP98851	9	26	15	7	4	14	6	10	17	0	12	0
SP98833	11	17	77	44	27	10	21	54	59	0	31	3
SP98873	24	101	240	24	105	52	46	71	0	48	42	0
SP98883	39	264	120	0	71	24	57	54	58	0	53	1
SP98849	1	3	24	2	74	30	47	17	3	98	0	8
SP98869	40	181	18	79	27	31	20	12	40	33	0	10
SP98893	49	192	71	295	8	0	149	47	0	80	0	3
SP98847	24	114	130	0	47	55	4	8	17	0	76	2
SP98881	32	76	81	0	131	125	71	49	98	140	0	15
SP98841	14	22	125	62	24	0	14	44	27	44	0	2
SP98845	8545	0	107	257	0	0	0	6	31	0	266	2
SP98839	24	54	55	0	144	63	19	14	99	10	53	2
SP98843	12	23	115	24	71	30	22	23	4	106	0	0
SP98863	4	74	26	0	32	27	8	2	0	54	0	1
SP98891	37	83	182	23	0	89	51	23	31	0	76	9
SP98885	41	84	148	32	36	65	167	41	39	49	0	11
SP107047	21	87	248	82	104	88	72	36	0	0	66	3
SP107050	12	123	116	0	164	30	30	3	14	0	43	0
SP99261	26	83	147	60	56	71	39	33	53	0	32	1
SP107052	22	120	51	118	49	7	35	30	27	3	0	0
SP99269	16	69	147	61	82	40	22	29	8	0	10	0
SP99271	6	10	139	0	92	22	20	2	0	0	0	0
SP107056	34	156	270	177	0	64	51	34	16	123	0	1
SP107060	29	145	112	105	23	59	10	31	73	0	0	5
SP99279	12	127	140	36	79	71	35	2	67	13	0	4
SP107063	12	60	57	0	72	23	31	35	68	0	0	0
SP107068	30	187	80	149	29	13	27	11	15	11	0	0
SP107071	24	85	221	0	126	130	55	9	83	0	41	2
SP107073	1	3	28	0	2	1	1	5	6	0	2	0
SP98896	37	232	209	120	94	90	56	38	3	0	92	9
SP99003	44	314	63	254	7	64	33	25	30	0	0	8
SP107076	37	1	214	264	0	783	38	267	0	104	0	22
SP107078	18	49	45	88	16	37	13	28	30	0	0	2
SP107080	34	97	121	0	0	274	20	93	68	3	56	16
SP98898	15	173	181	0	71	79	36	0	77	0	65	9
SP107084	21	86	173	112	19	56	28	24	85	0	8	19
SP107088	19	29	7	129	0	41	8	12	12	0	0	5
SP107091	37	160	121	32	118	45	23	23	25	0	62	9
SP107094	13	42	38	44	31	7	12	5	6	6	0	0
SP112224	29	67	84	155	29	43	24	46	50	0	40	6
SP107097	16	119	80	36	81	61	11	3	57	0	65	5
SP107101	48	206	256	0	253	139	188	35	29	0	62	2
SP98900	15	110	68	150	0	30	48	20	49	0	70	0
SP107104	9	63	65	0	54	60	63	0	41	0	42	7
SP107109	14	99	7	7	71	28	11	5	25	25	0	0
SP107111	29	180	61	127	60	38	64	12	2	0	94	0
SP107115	3	1	2	3	0	0	0	0	6	0	0	2
SP98902	21	67	155	274	15	155	72	79	0	21	0	4
SP107119	27	234	153	51	60	38	56	23	39	0	41	6
SP98904	13	19	35	0	134	0	27	10	80	0	0	1
SP98909	21	73	298	146	32	93	90	20	37	0	41	3
SP107121	46	178	177	59	268	82	107	48	7	21	0	6
SP107123	13	107	122	188	0	61	21	16	0	66	0	6
SP98907	33	117	232	145	143	67	69	19	8	0	64	16
SP107132	7	14	25	0	28	9	11	2	0	0	4	0
SP107136	30	101	85	69	124	154	120	36	21	127	0	6
SP107141	15	46	25	21	68	28	23	14	0	8	5	3
SP98913	31	79	131	231	37	69	29	47	0	0	53	3
SP107146	24	146	103	5	51	58	23	8	128	0	47	1
SP107150	18	73	100	27	123	49	59	3	0	0	37	4
SP98915	23	158	46	0	34	23	50	0	52	0	36	4
SP107152	13	132	212	57	64	23	25	24	106	0	4	16
SP107155	10	103	44	68	48	33	51	7	50	0	21	0
SP112125	8	36	88	18	126	51	36	5	9	21	0	0
SP98921	11	70	68	0	84	28	26	34	24	0	36	8
SP112130	18	89	88	55	111	28	20	13	28	24	20	2
SP112133	24	48	48	84	138	72	142	54	0	38	0	8
SP98925	20	99	59	18	3	39	21	32	50	0	0	2
SP112138	82	177	11	0	67	39	30	2	53	0	0	3
SP112141	35	41	293	132	87	70	29	141	0	14	0	5
SP98927	22	120	116	63	86	56	103	39	57	0	23	1
SP112147	23	89	116	35	96	56	5	14	11	0	89	6
SP112152	61	108	35	0	77	0	13	26	0	116	15	6
SP112156	9	63	74	46	63	0	23	8	21	0	37	0
SP98933	27	79	81	168	37	28	12	10	36	16	0	0
SP112160	25	115	87	189	34	25	19	22	0	44	0	9
SP98937	0	11	34	13	56	7	17	0	11	0	0	1
SP112165	10	124	37	89	61	33	15	10	81	0	28	2
SP112168	12	133	259	45	88	71	79	34	84	0	60	1
SP98941	12	141	269	75	193	38	79	24	0	0	66	5
SP112170	33	140	312	0	48	91	138	4	79	0	88	7
SP112174	17	39	34	0	47	87	25	29	70	0	0	13
SP98945	14	73	56	60	0	51	21	47	3	9	0	0
SP112178	31	99	173	37	191	164	241	59	21	24	40	5
SP112180	37	164	102	151	37	61	31	35	1	27	22	7
SP98949	43	161	317	138	107	68	35	1	16	0	29	9
SP112182	18	39	120	155	30	48	34	5	0	0	15	0
SP98953	48	572	95	148	0	57	40	35	79	123	0	9
SP112186	24	121	149	0	79	59	59	20	0	0	59	3
SP98955	45	127	189	345	343	226	139	101	0	0	0	12
SP112188	9	30	108	48	33	17	17	9	45	0	4	5
SP112190	24	79	231	172	83	155	160	56	7	63	36	7
SP112192	56	64	162	36	72	117	67	26	83	0	0	0
SP112194	34	145	159	0	65	46	128	33	72	0	17	0
SP98959	5	89	21	0	78	14	15	26	35	7	0	2
SP112196	44	133	137	0	152	66	44	53	55	103	0	3
SP112198	18	28	102	27	106	35	74	1	39	27	0	2
SP112201	12	24	51	26	46	16	9	10	18	0	0	0
SP98965	32	180	97	93	85	23	20	38	67	41	40	0
SP112205	25	122	141	87	0	65	41	34	77	0	44	1
SP112208	57	217	73	51	158	59	116	71	0	63	14	1
SP98967	25	56	84	159	0	15	48	11	0	0	0	6
SP112210	31	212	96	189	111	75	108	34	33	0	31	2
SP112211	42	166	40	42	169	38	93	85	0	184	0	17
SP98973	248	148	165	293	72	66	134	372	150	0	44	0
SP112213	23	71	201	98	28	58	12	24	107	0	50	5
SP50097	48	204	453	112	66	28	375	58	0	0	79	6
SP112215	21	45	242	77	115	19	38	46	0	44	23	5
SP112217	41	85	243	0	212	120	45	138	2	0	24	7
SP98975	12	50	103	79	12	57	33	7	0	0	21	3
SP112219	59	81	220	0	179	169	135	34	19	101	0	2
SP112221	7	37	63	9	74	0	2	9	34	0	0	0
SP112228	38	82	185	7	42	62	90	60	48	42	0	9
SP50099	28	230	144	2	35	44	30	52	15	146	0	11
SP98981	36	73	82	0	31	42	23	18	52	117	0	7
SP112234	47	100	235	0	140	71	84	37	79	135	0	3
SP98985	20	146	247	101	78	52	31	4	27	0	58	1
SP112237	36	106	29	84	57	8	4	18	48	0	46	0
SP98989	12	139	42	13	69	0	22	20	0	18	0	2
