NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	237.455	16.894	46.885	11.809	1.787	0.988	1000000.0
2	237.519	17.046	46.872	11.876	0.051	0.988	1000000.0
3	237.455	16.956	47.033	11.856	0.053	0.988	1000000.0
4	234.444	16.93	45.61	11.813	3.524	0.988	1000000.0
5	232.508	16.977	44.441	11.907	0.052	0.988	1000000.0
6	240.289	17.039	48.026	11.906	1.787	0.988	1000000.0
7	236.341	16.953	45.995	11.868	0.052	0.988	1000000.0
8	233.79	17.022	44.955	11.865	0.055	0.988	1000000.0
9	238.466	16.974	47.473	11.866	0.053	0.988	1000000.0
10	235.613	16.912	46.33	11.867	0.052	0.988	1000000.0
11	238.782	17.074	47.14	11.972	0.052	0.988	1000000.0
12	238.184	16.942	47.67	11.793	0.053	0.988	1000000.0
13	233.371	16.762	45.929	11.696	3.524	0.988	1000000.0
14	230.402	16.815	43.992	11.767	3.524	0.988	1000000.0
15	235.439	16.912	46.508	11.785	1.79	0.988	1000000.0
16	236.87	16.91	46.96	11.813	1.787	0.988	1000000.0
17	239.663	17.009	48.042	11.931	1.787	0.988	1000000.0
18	239.404	16.999	48.066	11.959	3.524	0.988	1000000.0
19	230.685	16.821	44.162	11.761	0.051	0.988	1000000.0
20	236.254	16.963	46.203	11.873	1.787	0.988	1000000.0
21	234.701	16.952	46.051	11.799	5.26	0.988	1000000.0
22	233.864	16.911	45.55	11.818	3.525	0.988	1000000.0
23	235.715	16.849	46.691	11.735	0.054	0.988	1000000.0
24	234.176	16.926	45.487	11.81	1.787	0.988	1000000.0
25	236.47	16.895	46.91	11.752	0.056	0.988	1000000.0
26	235.135	16.876	46.295	11.78	1.788	0.988	1000000.0
27	228.752	16.925	43.197	11.793	0.051	0.988	1000000.0
28	231.269	16.901	43.821	11.808	1.786	0.988	1000000.0
29	233.454	16.968	45.35	11.837	0.051	0.988	1000000.0
30	236.2	16.988	46.058	11.93	0.052	0.987	1000000.0
31	232.693	16.833	44.661	11.692	5.258	0.988	1000000.0
32	236.192	16.902	46.84	11.86	3.537	0.988	1000000.0
33	238.564	16.991	47.303	11.955	6.995	0.988	1000000.0
34	236.331	16.989	46.477	11.93	1.788	0.988	1000000.0
35	234.716	16.99	45.433	11.882	1.791	0.988	1000000.0
36	236.017	16.794	47.1	11.701	1.787	0.988	1000000.0
37	239.508	17.008	47.669	11.898	0.052	0.988	1000000.0
38	235.91	16.874	46.35	11.786	0.051	0.988	1000000.0
39	235.808	16.954	46.398	11.773	13.94	0.988	1000000.0
40	233.434	16.899	45.344	11.791	1.788	0.988	1000000.0
41	239.126	16.948	47.94	11.9	5.259	0.988	1000000.0
42	235.741	16.936	46.342	11.925	1.786	0.988	1000000.0
43	238.014	16.962	47.632	11.907	0.051	0.988	1000000.0
44	233.37	16.974	44.737	11.796	1.804	0.988	1000000.0
45	236.229	16.923	46.865	11.806	0.051	0.988	1000000.0
46	233.457	16.793	45.244	11.661	1.788	0.989	1000000.0
47	234.677	17.043	45.882	11.996	1.788	0.988	1000000.0
48	238.709	16.991	47.68	11.876	1.788	0.988	1000000.0
49	236.288	16.905	46.362	11.847	0.053	0.988	1000000.0
50	235.646	16.92	46.446	11.857	1.796	0.988	1000000.0
51	232.056	16.924	44.565	11.877	0.052	0.988	1000000.0
52	239.371	16.924	48.146	11.867	5.262	0.988	1000000.0
53	236.349	16.906	47.388	11.881	0.065	0.988	1000000.0
54	233.947	16.868	45.415	11.781	8.73	0.988	1000000.0
55	230.131	16.724	43.778	11.65	6.995	0.989	1000000.0
56	235.985	16.933	46.447	11.828	1.788	0.988	1000000.0
57	236.283	16.96	46.39	11.851	0.064	0.988	1000000.0
58	235.804	16.865	46.919	11.76	3.525	0.988	1000000.0
59	230.736	16.896	43.632	11.815	3.524	0.988	1000000.0
60	236.391	17.001	46.171	11.976	0.052	0.988	1000000.0
61	232.028	16.789	44.955	11.717	1.786	0.988	1000000.0
62	239.101	17.004	47.899	11.972	0.051	0.988	1000000.0
63	236.466	16.889	46.921	11.83	1.787	0.988	1000000.0
64	238.923	16.953	47.733	11.872	0.053	0.988	1000000.0
65	240.584	16.958	47.873	11.84	0.051	0.988	1000000.0
66	232.4	16.996	44.718	11.972	0.052	0.988	1000000.0
67	235.392	16.841	45.39	11.767	0.054	0.988	1000000.0
68	234.35	16.862	45.032	11.806	0.051	0.988	1000000.0
69	234.371	16.835	46.058	11.789	1.784	0.988	1000000.0
70	237.312	16.847	47.585	11.796	3.52	0.988	1000000.0
71	237.302	17.02	46.553	11.898	0.051	0.988	1000000.0
72	239.088	16.941	47.964	11.933	0.051	0.988	1000000.0
73	239.376	16.977	48.395	11.929	0.051	0.988	1000000.0
74	235.819	16.85	46.531	11.786	1.788	0.988	1000000.0
75	234.681	16.914	45.712	11.814	3.523	0.988	1000000.0
76	236.812	16.974	46.951	11.873	1.787	0.988	1000000.0
77	234.963	17.016	45.589	11.915	0.052	0.988	1000000.0
78	238.765	16.966	47.725	11.897	6.995	0.988	1000000.0
79	237.596	16.904	46.751	11.813	0.051	0.988	1000000.0
80	231.63	16.861	44.765	11.806	0.052	0.988	1000000.0
81	230.297	16.838	43.701	11.718	5.26	0.988	1000000.0
82	238.627	17.034	47.508	11.987	0.051	0.988	1000000.0
83	231.302	16.833	44.144	11.766	3.524	0.988	1000000.0
84	232.601	16.898	45.32	11.908	1.786	0.988	1000000.0
85	234.989	16.796	46.262	11.693	0.05	0.989	1000000.0
86	235.581	16.948	45.904	11.857	10.467	0.988	1000000.0
87	233.12	16.887	45.172	11.825	3.528	0.988	1000000.0
88	229.224	16.95	43.519	11.879	0.054	0.988	1000000.0
89	235.342	16.913	46.437	11.849	3.524	0.988	1000000.0
90	237.468	16.924	47.565	11.834	0.051	0.988	1000000.0
91	234.028	16.864	45.733	11.869	1.789	0.988	1000000.0
92	234.226	16.986	45.491	11.875	0.051	0.988	1000000.0
93	240.623	16.989	48.977	11.871	1.789	0.987	1000000.0
94	233.116	17.017	44.428	11.922	0.052	0.988	1000000.0
95	235.188	16.948	46.255	11.915	0.052	0.987	1000000.0
96	235.596	16.975	46.105	11.913	0.051	0.988	1000000.0
97	236.03	16.849	46.761	11.709	1.786	0.988	1000000.0
98	236.041	16.946	46.97	11.896	0.052	0.988	1000000.0
99	234.146	16.938	45.559	11.861	0.052	0.988	1000000.0
100	232.853	16.903	45.018	11.759	1.787	0.988	1000000.0
