MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	0.10320126421749592	0.0031861381977796553	0.00470899227890186	0.1533314022421837	0.1190716004371643	0.009949848486872151	0.026718275099992753	0.012399585578241385	0.04995454472489655
1:Del:C:1	0.20900603175163268	0.0001018734278068223	0.00213651567013585	0.08153140161186456	0.051349879540503025	0.007790801051887683	0.012633115869830363	0.004387572180130519	0.012099327511969023
1:Del:C:2	0.18559616044163704	0.0006387280303169974	1.9970508583355694e-05	0.0755150643736124	0.005048182647733483	0.0008777132458635605	0.007072105698737095	0.0038408103240504944	0.0004942632885649801
1:Del:C:3	0.06669668570160865	0.00461405792273581	0.0010310986541026068	0.014668035935610533	0.017714268062263727	0.0003943087537481915	0.004529459688055795	0.0013101775064569665	0.010186496415517467
1:Del:C:4	0.048895747177302835	0.01128756333142519	5.2775884923903505e-05	0.006488317439216189	0.00656818208633922	0.0011351688063950859	0.003749359824832936	0.00045958033526403595	0.003726592002494726
1:Del:C:5	0.02546713061630726	0.034163102470338345	0.002688049789867364	0.002286524739826774	5.203327920753509e-05	0.003088936636377184	0.00525857447180897	0.001238401073796922	0.0058828594064107165
1:Del:T:0	0.044458619132637975	0.0008922789234202355	0.007180767729878425	0.016931281676515936	0.08340247765183449	0.020835143411532045	0.012843710058368742	0.007692456340009812	0.04318749649450183
1:Del:T:1	0.03228091457858682	0.0009048137807985768	0.0034681965305935593	0.03807050541043282	0.06123227514326572	0.006284287449816474	0.006264803819358349	0.009867071245680563	0.022009838386438788
1:Del:T:2	0.02340390469878912	0.002760509371291846	0.004037406168645247	0.011269221659749746	0.06465535495430232	0.011870130135212093	0.014723986443132163	0.006539321056334302	0.04227875012904406
1:Del:T:3	0.03420733902603388	0.014339422164484859	0.007401305332314223	0.006008545593358576	0.06369212072342634	0.00648307116003707	0.01633217975497246	0.0010523229218961205	0.035001131761819126
1:Del:T:4	0.02176318511366844	0.04008419554680586	0.005841668234206736	0.0	0.0478381460160017	0.000837708525796188	0.014171372558921575	0.0012095313315512613	0.013610853729769588
1:Del:T:5	0.0001705886609852314	0.6909243816137314	0.02193766832936623	0.04085373492911458	0.006335119563133664	0.0029545501580651033	0.07127818755805493	0.04731997636075448	0.0012260658852756023
