MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	4.81E-04	3.45E-05	1.61E-04	8.01E-04	8.47E-04	7.66E-04	4.04E-04	6.25E-04	1.35E-03
1:Del:C:1	7.10E-04	2.00E-05	1.11E-04	9.28E-04	8.02E-04	4.77E-04	5.41E-04	4.75E-04	9.86E-04
1:Del:C:2	5.85E-04	2.87E-05	8.80E-06	9.47E-04	6.26E-04	2.29E-04	4.67E-04	4.07E-04	2.80E-04
1:Del:C:3	3.30E-04	2.14E-05	6.64E-05	2.82E-04	2.92E-04	1.02E-04	1.95E-04	1.83E-04	4.59E-04
1:Del:C:4	2.55E-04	3.41E-05	1.52E-05	2.95E-04	2.12E-04	1.41E-04	1.78E-04	1.04E-04	2.15E-04
1:Del:C:5	1.69E-04	5.54E-05	9.24E-05	1.99E-04	2.95E-05	2.05E-04	1.56E-04	1.73E-04	3.26E-04
1:Del:T:0	2.21E-04	2.19E-05	1.39E-04	3.10E-04	3.49E-04	5.43E-04	2.68E-04	3.18E-04	7.17E-04
1:Del:T:1	1.19E-04	1.52E-05	9.66E-05	2.99E-04	2.85E-04	4.51E-04	1.96E-04	3.38E-04	6.09E-04
1:Del:T:2	1.12E-04	2.16E-05	1.16E-04	2.46E-04	3.31E-04	5.27E-04	2.24E-04	2.25E-04	6.14E-04
1:Del:T:3	2.07E-04	4.45E-05	1.33E-04	3.00E-04	4.07E-04	3.95E-04	2.42E-04	1.62E-04	7.52E-04
1:Del:T:4	1.72E-04	6.62E-05	1.23E-04	0.00E+00	3.40E-04	1.62E-04	2.04E-04	1.78E-04	5.34E-04
1:Del:T:5	1.23E-04	4.93E-04	1.35E-03	7.09E-04	8.94E-04	6.58E-04	8.07E-04	2.96E-03	4.05E-04
1:Ins:C:0	8.63E-05	1.49E-05	5.71E-05	1.35E-04	3.01E-04	0.00E+00	2.43E-04	7.90E-05	1.61E-03
1:Ins:C:1	4.23E-05	5.73E-06	1.58E-05	1.03E-04	1.11E-04	1.78E-04	4.53E-05	1.12E-04	3.35E-04
1:Ins:C:2	4.40E-05	5.42E-06	3.75E-05	1.00E-04	9.35E-05	1.26E-04	2.31E-05	8.24E-05	1.92E-04
1:Ins:C:3	4.81E-05	7.78E-06	2.99E-05	1.26E-04	7.46E-05	1.37E-04	5.01E-05	2.47E-05	2.41E-04
1:Ins:C:4	4.70E-05	1.36E-05	5.55E-05	1.16E-04	8.76E-05	1.61E-04	2.29E-05	4.29E-05	3.02E-04
1:Ins:C:5	6.64E-05	3.82E-05	1.07E-04	1.59E-04	1.88E-04	2.62E-04	1.34E-05	1.69E-05	3.89E-04
1:Ins:T:0	2.51E-04	1.58E-05	8.11E-05	2.82E-04	2.20E-04	2.82E-04	1.80E-04	1.52E-04	6.68E-04
1:Ins:T:1	6.51E-04	2.13E-06	1.03E-04	6.42E-04	3.65E-04	3.76E-04	1.47E-04	3.00E-04	7.45E-04
1:Ins:T:2	7.53E-04	1.86E-05	5.06E-05	6.76E-04	1.28E-04	1.16E-04	1.06E-04	1.88E-04	7.44E-04
1:Ins:T:3	2.26E-04	1.48E-05	8.99E-05	2.60E-04	2.03E-04	2.32E-04	1.18E-04	2.20E-04	5.00E-04
1:Ins:T:4	7.04E-05	2.33E-05	8.10E-05	1.63E-04	1.40E-04	9.68E-05	1.39E-04	1.14E-04	1.11E-04
1:Ins:T:5	6.82E-04	4.96E-04	1.29E-03	1.20E-03	1.40E-03	1.19E-03	2.18E-03	6.26E-04	3.56E-03
2:Del:R:0	9.32E-05	2.19E-05	5.83E-05	1.83E-04	2.22E-04	2.41E-04	1.67E-04	3.36E-04	2.90E-04
2:Del:R:1	8.13E-05	5.41E-05	8.49E-05	1.94E-04	2.18E-04	3.25E-06	2.72E-04	5.70E-04	3.24E-04
2:Del:R:2	1.05E-04	2.06E-05	2.07E-05	1.11E-04	1.04E-04	1.31E-04	1.26E-04	2.61E-04	2.58E-04
2:Del:R:3	7.10E-05	2.36E-05	1.93E-06	0.00E+00	1.40E-05	1.31E-04	4.02E-05	1.50E-04	2.70E-04
2:Del:R:4	3.90E-05	1.63E-05	2.90E-05	8.79E-06	1.25E-06	1.12E-04	1.32E-05	9.47E-05	2.07E-04
2:Del:R:5	3.52E-05	3.41E-05	3.83E-05	1.49E-05	5.25E-05	1.79E-04	2.27E-05	1.86E-04	4.19E-04
3:Del:R:0	2.78E-05	8.24E-06	3.74E-05	5.80E-05	1.23E-04	1.60E-04	9.56E-05	1.11E-04	1.29E-04
3:Del:R:1	3.30E-05	4.47E-05	7.51E-05	7.52E-05	1.96E-04	2.34E-04	2.49E-04	4.66E-04	1.43E-04
3:Del:R:2	1.36E-05	1.65E-05	3.20E-05	3.38E-05	2.88E-05	2.11E-05	7.45E-05	1.93E-04	1.18E-04
3:Del:R:3	2.68E-06	8.39E-06	1.82E-05	8.92E-06	3.46E-05	4.10E-05	1.12E-05	9.76E-05	5.51E-05
3:Del:R:4	5.95E-07	5.63E-06	1.42E-05	1.68E-11	3.45E-05	6.26E-06	2.50E-05	6.69E-05	3.72E-05
3:Del:R:5	7.08E-07	6.53E-06	8.33E-06	1.79E-06	2.46E-05	8.42E-06	6.38E-06	4.30E-05	1.42E-05
4:Del:R:0	1.04E-05	5.99E-06	3.12E-05	2.44E-05	1.08E-04	1.37E-04	1.11E-04	1.37E-04	1.75E-04
4:Del:R:1	2.50E-05	2.90E-05	7.81E-05	5.32E-05	1.76E-04	1.72E-04	1.67E-04	4.60E-04	1.40E-04
4:Del:R:2	3.32E-06	1.14E-05	3.48E-05	1.70E-05	4.19E-05	1.02E-04	6.38E-05	1.69E-04	1.14E-04
4:Del:R:3	2.68E-06	8.66E-06	2.98E-05	0.00E+00	3.63E-05	6.52E-05	4.57E-05	1.21E-04	7.75E-05
4:Del:R:4	1.36E-06	5.68E-06	4.41E-06	4.04E-06	2.45E-05	2.89E-05	1.30E-05	5.90E-05	2.95E-05
4:Del:R:5	0.00E+00	6.78E-06	2.54E-06	5.00E-06	4.52E-06	1.63E-05	4.17E-07	4.47E-05	5.79E-06
5:Del:R:0	7.50E-05	2.64E-06	8.19E-06	1.44E-04	5.59E-04	7.57E-04	5.08E-04	2.76E-04	1.03E-04
5:Del:R:1	0.00E+00	8.82E-06	5.62E-05	1.62E-05	1.12E-04	1.70E-04	1.14E-04	2.20E-04	2.23E-04
5:Del:R:2	2.38E-06	5.56E-06	2.09E-05	0.00E+00	1.36E-05	7.93E-05	2.80E-05	9.69E-05	9.16E-05
5:Del:R:3	1.30E-06	4.93E-06	5.57E-06	4.50E-07	1.49E-06	2.99E-05	7.40E-06	4.79E-05	3.55E-05
5:Del:R:4	1.16E-06	1.94E-06	6.33E-06	1.48E-06	5.13E-06	8.36E-06	1.04E-05	2.50E-05	1.92E-05
5:Del:R:5	2.53E-07	1.68E-06	2.15E-06	8.06E-07	2.41E-06	4.08E-06	4.65E-06	2.08E-05	7.03E-06
2:Ins:R:0	7.55E-05	1.67E-05	7.47E-05	1.63E-04	1.31E-04	3.41E-04	1.55E-04	1.84E-04	7.61E-04
2:Ins:R:1	4.61E-05	8.07E-06	5.05E-05	1.06E-04	1.49E-04	2.09E-04	1.06E-04	1.14E-04	4.09E-04
2:Ins:R:2	2.83E-05	7.14E-06	2.88E-05	6.83E-05	9.72E-05	1.20E-04	7.56E-05	6.04E-05	2.28E-04
2:Ins:R:3	1.40E-05	9.71E-06	2.68E-05	1.78E-05	6.81E-05	7.98E-05	1.20E-05	5.76E-05	1.64E-04
2:Ins:R:4	1.03E-05	2.00E-05	3.98E-05	5.68E-06	3.49E-05	9.17E-05	4.96E-05	1.55E-06	1.41E-04
2:Ins:R:5	2.50E-07	4.83E-05	9.72E-05	0.00E+00	2.17E-05	2.88E-04	1.18E-04	8.35E-05	3.58E-04
3:Ins:R:0	0.00E+00	7.65E-06	4.63E-05	3.86E-05	5.77E-05	1.94E-04	7.23E-05	1.01E-04	3.08E-04
3:Ins:R:1	1.10E-05	8.71E-07	4.50E-05	3.81E-05	1.20E-04	1.63E-04	9.32E-05	4.92E-05	3.70E-04
3:Ins:R:2	6.70E-06	1.99E-06	1.58E-05	1.29E-05	3.36E-05	3.25E-05	2.57E-05	2.14E-05	6.86E-05
3:Ins:R:3	2.19E-06	2.33E-06	3.15E-06	2.52E-06	1.84E-05	2.01E-05	2.27E-05	1.41E-05	2.20E-05
3:Ins:R:4	2.73E-07	3.22E-06	9.06E-06	6.49E-07	9.06E-06	9.54E-06	1.56E-05	2.17E-06	6.35E-06
3:Ins:R:5	2.86E-07	1.10E-05	2.61E-05	3.22E-07	1.08E-05	5.61E-05	1.49E-05	3.41E-05	6.23E-05
4:Ins:R:0	1.62E-05	1.12E-05	1.24E-05	1.17E-04	0.00E+00	3.24E-04	4.12E-05	1.03E-04	6.30E-04
4:Ins:R:1	3.00E-06	4.36E-06	3.99E-05	1.67E-05	2.16E-04	2.13E-04	1.29E-04	5.76E-05	5.34E-04
4:Ins:R:2	5.11E-06	4.20E-06	1.91E-05	9.05E-06	1.84E-05	5.09E-05	3.74E-05	1.72E-05	6.63E-05
4:Ins:R:3	1.26E-06	4.94E-06	1.33E-05	1.75E-06	1.37E-05	3.10E-05	1.01E-05	2.70E-05	5.44E-05
4:Ins:R:4	9.52E-07	4.81E-06	1.69E-05	2.25E-07	1.61E-05	3.48E-05	2.83E-05	3.02E-05	4.73E-05
4:Ins:R:5	1.99E-06	5.65E-06	2.31E-05	7.79E-07	2.60E-05	3.45E-05	1.53E-05	6.10E-05	6.33E-05
5:Ins:R:0	1.40E-47	3.19E-05	6.10E-05	5.30E-10	0.00E+00	2.16E-03	8.40E-05	8.76E-05	1.28E-03
5:Ins:R:1	2.98E-05	0.00E+00	8.15E-05	5.21E-05	2.28E-04	2.66E-04	1.51E-04	1.48E-04	4.48E-04
5:Ins:R:2	8.32E-07	3.45E-06	1.82E-05	1.25E-06	2.51E-05	6.18E-05	1.88E-05	9.54E-06	7.56E-05
5:Ins:R:3	1.70E-06	1.62E-06	1.21E-05	2.88E-06	2.26E-05	3.17E-05	9.62E-06	2.69E-06	3.66E-05
5:Ins:R:4	1.75E-06	2.28E-06	1.07E-05	2.74E-06	1.20E-05	2.42E-05	1.22E-05	2.45E-05	3.08E-05
5:Ins:R:5	7.96E-11	1.62E-06	8.99E-06	3.65E-11	2.54E-06	1.41E-05	1.33E-05	1.34E-05	1.78E-05
2:Del:M:1	9.48E-05	5.52E-05	7.43E-05	2.20E-04	3.28E-04	1.69E-04	2.79E-04	7.10E-04	1.29E-04
3:Del:M:1	1.97E-05	6.33E-06	3.08E-05	5.76E-05	1.06E-04	1.30E-04	1.19E-04	1.16E-04	1.87E-04
3:Del:M:2	2.19E-05	2.65E-05	6.29E-05	5.30E-05	1.52E-04	1.70E-04	1.35E-04	3.65E-04	1.64E-04
4:Del:M:1	1.10E-05	1.05E-05	4.23E-05	2.41E-05	1.03E-04	1.51E-04	1.07E-04	1.39E-04	1.64E-04
4:Del:M:2	1.08E-05	1.28E-05	3.48E-05	1.86E-05	1.21E-04	1.33E-04	1.22E-04	2.18E-04	1.10E-04
4:Del:M:3	0.00E+00	1.81E-05	6.35E-05	4.41E-05	1.44E-04	1.45E-04	1.40E-04	3.09E-04	4.77E-05
5:Del:M:1	1.78E-05	1.35E-05	8.32E-05	1.59E-04	4.72E-04	4.82E-04	5.50E-04	2.47E-04	4.65E-04
5:Del:M:2	9.10E-05	6.36E-06	7.16E-05	1.79E-04	4.95E-04	3.82E-04	8.20E-04	1.92E-04	5.34E-04
5:Del:M:3	6.53E-05	1.11E-05	7.44E-05	1.22E-04	3.09E-04	2.61E-04	6.86E-04	1.94E-04	4.63E-04
5:Del:M:4	4.41E-05	8.38E-06	5.49E-05	8.46E-05	1.38E-04	1.05E-04	4.33E-04	1.77E-04	2.78E-04
5:Del:M:5	3.77E-05	7.75E-06	6.97E-05	6.49E-05	7.94E-05	2.32E-04	3.37E-04	1.11E-04	4.27E-04
