Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
SP135192	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SP135335	0	0	10	0	0	10	0	0	1	0	0	13	0	0	0	22
SP135278	3	0	0	2	0	0	1	0	3	0	0	4	0	11	0	0
SP135287	50798	0	3644	9583	254	0	0	0	0	0	0	0	0	0	0	0
SP135345	80	0	5	0	0	25	0	6	9	0	0	111	0	14	0	33
SP85122	73940	0	9309	13277	3914	0	0	0	0	0	0	0	0	0	0	0
SP84384	28535	0	44452	15292	13359	0	0	0	0	0	0	0	0	0	0	0
SP135184	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0
SP135226	53	0	19	0	0	61	0	0	0	0	0	6	27	11	43	9
SP135436	362	30	48	0	0	232	0	18	37	0	394	0	65	0	112	8
SP135262	0	0	0	6	1	0	0	10	0	0	23	1	2	40	50	0
SP135431	765	8	14	0	0	611	0	89	11	1	0	0	7	0	126	0
SP135425	270	0	0	0	0	205	0	41	20	1	0	153	0	91	0	59
SP135222	143	22	2	0	0	100	68	7	7	0	17	0	0	42	58	6
SP135230	106	22	31	0	2	38	0	6	2	0	0	26	33	1	43	0
SP135205	34	3	0	0	9	3	0	0	0	0	25	2	14	9	0	0
SP135180	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2
SP135213	138	1	0	0	0	37	0	3	75	0	0	0	63	21	0	14
SP135217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP135405	208	0	0	0	0	0	307	8	58	0	0	56	43	128	0	0
SP135238	0	0	0	3	0	0	0	0	0	0	0	2	0	2	0	1
SP135270	0	3	243	0	16	232	0	8	179	9	0	0	30	113	0	32
SP135411	71	1	0	6	5	0	0	0	0	0	58	24	18	0	101	0
SP135188	0	0	40	0	13	30	0	28	6	2	0	40	23	0	0	18
SP135194	69	0	79	16	0	91	0	1	2	1	8	12	27	0	48	13
SP135186	124	0	0	4	0	64	0	9	16	0	0	19	108	0	89	0
SP135420	49	3	271	0	21	100	0	19	12	0	0	83	30	141	41	7
SP135258	17	5	7	0	1	27	0	0	6	0	0	3	2	2	0	0
SP135234	76	0	269	0	0	312	0	45	33	0	150	73	13	20	155	0
SP135293	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
SP135393	127	0	0	0	0	69	0	106	11	0	117	46	16	0	49	56
SP135299	133	0	0	22	3	207	0	93	12	0	58	11	232	0	45	1
SP135415	35	0	0	0	5	12	0	4	5	0	0	0	48	13	76	0
SP135310	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SP135323	0	0	11	1	7	0	0	0	6	2	0	0	86	0	0	34
SP135390	7	0	0	0	0	7	3	2	3	0	0	8	0	9	4	2
SP135209	12	0	0	0	2	0	17	8	0	1	0	0	19	12	0	5
SP135240	43	0	153	0	8	274	0	10	18	0	0	0	46	13	129	0
SP135182	1501	50	319	0	28	536	0	45	36	0	0	120	0	0	143	50
SP85251	49	0	0	21	15	136	0	0	3	1	0	23	34	128	0	6
SP84408	0	0	55	0	7	66	0	13	0	1	0	31	84	7	17	0
SP84491	427	84	725	0	0	906	217	236	137	38	0	402	75	0	0	0
SP84743	324	0	388	0	40	176	0	1850	48	31	130	131	1	0	0	65
SP83967	131	0	0	32	7	56	0	6	12	0	0	11	39	158	29	0
SP105253	0	23	313	0	0	562	0	196	38	4	775	0	76	0	95	0
SP84998	305	0	168	0	0	89	185	0	0	0	0	0	27	57	80	4
SP84062	0	1	0	19	8	41	0	2	9	11	0	38	14	0	1	67
SP84982	17455	0	22799	10616	2106	0	0	0	0	0	0	0	0	0	0	0
SP84790	278	1	0	10	8	0	0	205	2	0	80	104	4	61	448	18
SP105673	225	0	0	0	0	52	26	5	755	10	0	85	101	117	0	1
SP85339	621	0	223	0	0	351	418	32	9	0	0	0	0	0	0	0
SP84719	452	8	0	0	178	47	0	18	19	0	0	30	28	14	67	0
SP105425	978	29	0	0	7	454	0	61	15	5	0	1	73	0	0	0
SP84056	0	63	312	0	2	364	0	43	197	19	0	24	0	55	249	0
SP105261	0	0	165	30	0	83	10	20	36	3	0	27	12	33	113	0
SP85379	413	30	467	0	0	606	30	154	18	14	0	139	0	0	0	0
SP105086	319	3	120	0	0	3	380	7	119	0	0	150	43	258	19	152
SP84392	55502	0	20829	17616	8228	0	0	0	0	0	0	0	0	0	0	0
SP105018	0	0	0	3	33	108	0	156	3628	0	476	158	145	0	0	0
SP84858	0	0	900	23	38	424	0	55	178	6	0	0	0	242	0	63
SP84086	0	0	76	0	0	340	74	10	74	6	0	25	23	0	0	11
SP105213	489	0	27	0	0	100	36	17	39	0	0	50	0	7	203	30
SP105577	0	0	355	18	34	135	0	10	45	7	0	18	0	42	149	0
SP85431	0	0	77	10	0	194	0	0	25	7	0	37	116	42	0	15
SP84962	90	0	0	0	21	98	0	10	31	0	158	9	0	0	295	0
SP105006	0	0	347	0	8	0	261	11	65	6	31	137	23	90	0	4
SP84439	34811	0	31241	14798	14971	0	0	58	0	0	0	0	0	0	0	0
SP105159	201	0	0	8	9	0	65	3	4	0	0	2	56	157	145	23
SP85230	0	0	62	0	2	40	0	1	597	31	0	52	136	32	36	58
SP84922	1462	0	0	0	0	149	0	203	60	20	0	432	0	0	0	0
SP85130	836	0	0	3	0	267	0	35	21	2	51	0	139	224	0	0
SP104984	0	5	262	10	0	137	150	19	12	2	0	26	22	53	0	49
SP85222	81	0	0	19	20	40	62	4	2	0	0	0	79	0	0	5
SP105375	556	34	205	20	1	896	0	909	23	21	0	52	0	0	364	6
SP85287	288	45	16	20	0	404	52	9	22	8	0	82	80	0	19	4
CPCT02060042T	0	5	5	3	3	56	0	0	7	59	0	15	33	5	0	26
CPCT02130027T	139	5	0	7	1	51	146	14	18	191	0	5	50	67	0	4
CPCT02290024T	1268	42	184	0	0	724	120	44	17	214	0	141	0	0	0	0
CPCT02230080T	511	44	408	0	0	399	173	76	11	153	0	0	22	0	0	0
CPCT02070282T	651	0	90	0	0	0	571	102	0	99	0	0	115	99	0	70
CPCT02060201T	511	32	149	0	0	430	224	51	45	225	0	0	0	0	0	0
