MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
5:Del:R:0	1.98E-03	3.77E-06	1.69E-03	3.00E-04	1.71E-03	9.66E-04
5:Del:R:1	1.14E-04	2.12E-05	2.51E-04	1.44E-04	2.07E-04	3.67E-04
5:Del:R:2	1.04E-05	8.77E-06	3.29E-05	4.15E-05	6.58E-05	9.39E-05
5:Del:R:3	7.68E-06	4.45E-06	1.03E-06	9.15E-06	5.72E-06	5.92E-05
5:Del:R:4	5.23E-10	1.36E-06	1.21E-05	4.89E-06	1.91E-05	9.00E-06
5:Del:R:5	7.05E-07	4.10E-06	1.54E-06	5.44E-06	1.26E-06	1.85E-06
2:Ins:R:0	8.63E-04	3.38E-05	2.31E-03	2.36E-04	1.02E-03	2.99E-04
2:Ins:R:1	8.18E-04	2.57E-05	1.04E-03	2.54E-04	2.37E-04	2.10E-04
2:Ins:R:2	3.26E-04	1.71E-05	4.68E-04	1.56E-04	1.80E-04	1.06E-04
2:Ins:R:3	9.02E-05	1.16E-05	1.87E-04	2.38E-05	1.28E-04	1.02E-04
2:Ins:R:4	2.04E-05	2.90E-05	1.74E-04	1.06E-04	1.34E-04	9.78E-05
2:Ins:R:5	0.00E+00	8.17E-05	2.01E-05	2.80E-04	2.15E-04	0.00E+00
3:Ins:R:0	3.91E-04	1.42E-05	7.73E-04	1.31E-04	3.49E-04	1.06E-04
3:Ins:R:1	1.60E-04	6.99E-06	3.46E-04	9.69E-05	1.99E-04	1.76E-04
3:Ins:R:2	6.71E-05	5.30E-06	1.19E-04	1.59E-05	5.34E-05	5.44E-05
3:Ins:R:3	5.35E-06	1.29E-06	3.07E-05	2.93E-06	2.49E-05	3.98E-05
3:Ins:R:4	4.64E-07	5.71E-06	1.44E-05	1.80E-05	1.43E-05	1.81E-05
3:Ins:R:5	1.61E-05	1.82E-05	3.08E-05	6.34E-05	5.55E-05	5.02E-05
4:Ins:R:0	5.70E-04	2.04E-05	1.29E-03	1.64E-04	5.38E-04	3.73E-04
4:Ins:R:1	1.52E-04	9.22E-06	1.50E-04	9.80E-05	1.66E-04	1.67E-04
4:Ins:R:2	2.57E-05	5.80E-06	1.02E-04	3.36E-05	5.16E-05	5.88E-05
4:Ins:R:3	2.71E-06	4.87E-06	2.12E-05	4.01E-05	2.62E-05	3.01E-05
4:Ins:R:4	1.26E-06	7.42E-06	3.61E-06	3.80E-05	4.58E-06	4.14E-05
4:Ins:R:5	2.08E-05	8.25E-06	2.06E-05	7.41E-05	4.19E-05	1.10E-04
5:Ins:R:0	0.00E+00	2.46E-05	5.54E-09	0.00E+00	2.96E-03	7.19E-10
5:Ins:R:1	4.55E-04	0.00E+00	5.91E-04	2.68E-04	3.13E-04	4.42E-04
5:Ins:R:2	3.49E-05	2.54E-06	9.36E-05	5.99E-05	7.99E-05	7.76E-05
5:Ins:R:3	6.65E-06	1.62E-06	2.41E-05	2.75E-05	4.59E-05	5.57E-05
5:Ins:R:4	6.62E-06	1.05E-06	2.52E-05	2.31E-05	5.04E-06	4.40E-05
5:Ins:R:5	3.85E-06	6.12E-07	6.47E-06	1.69E-05	1.00E-05	2.71E-05
2:Del:M:1	5.27E-04	6.78E-05	2.48E-03	4.00E-04	3.36E-04	1.51E-03
3:Del:M:1	2.37E-04	1.14E-05	4.27E-04	5.24E-05	8.66E-05	3.13E-04
3:Del:M:2	1.93E-04	4.11E-05	2.77E-04	9.78E-05	2.04E-04	4.07E-04
4:Del:M:1	1.27E-04	2.13E-05	2.67E-04	1.31E-04	1.84E-04	2.47E-04
4:Del:M:2	1.63E-04	2.76E-05	3.38E-04	1.84E-04	1.50E-04	3.79E-04
4:Del:M:3	2.86E-04	2.83E-05	3.89E-04	1.17E-04	2.02E-04	5.29E-04
5:Del:M:1	2.19E-03	2.20E-05	1.35E-03	2.84E-04	1.05E-03	1.33E-03
5:Del:M:2	1.87E-03	1.63E-05	9.03E-04	1.23E-04	7.86E-04	1.21E-03
5:Del:M:3	1.30E-03	1.10E-05	7.76E-04	2.17E-04	4.80E-04	1.06E-03
5:Del:M:4	7.07E-04	1.57E-05	4.58E-04	1.20E-04	2.65E-04	5.94E-04
5:Del:M:5	5.95E-04	0.00E+00	4.41E-04	2.08E-04	3.31E-04	4.97E-04
