MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.00022634040848060977	0.0009288173579261638	0.011539009204061585	0.009936011551326373	0.004250796012929641	0.03974007342025288	0.03259131171740592	0.10234795926837251	0.024543564626947047	0.04120627380907536	0.007784090478962753	0.05136624586244579
1:Del:C:1	0.0001297278977745009	0.00040254825158626774	0.005009442876907997	0.0031361488807942805	0.0036488544642634224	0.0212878866587198	0.015009275650809286	0.04879158221185207	0.010322356447577476	0.020698352754116058	0.003224929142452311	0.0347135132085532
1:Del:C:2	0.0001657302571766195	0.0001814205052141915	0.006227666527847759	0.002361956907552667	0.0031789155522710644	0.009479838877814473	0.006232385869079735	0.022166616456815974	0.007624472621828317	0.012265733312815427	0.003472826803190401	0.01491167052081437
1:Del:C:3	6.254839187022298e-05	0.00019924324667726977	0.016544867731718114	0.004394172001502739	0.004174765739662689	0.007303776314583957	0.0003365741901416186	0.008828638570766998	0.0058242598944343625	0.007552493610419333	0.0058974719186198855	0.0073581297154305505
1:Del:C:4	0.00010541482712142169	0.00024468596005192464	0.04246443044481566	0.01162227263580519	0.001835447532721446	0.0019693602455663497	0.002569543935533147	0.004889099742840699	0.004436836619861424	0.003993640484986826	0.014401055822077069	0.0015924029765494651
1:Del:C:5	0.006010290390549926	0.004035872963722795	0.10073223982137279	0.040881695185089766	0.005707299668138148	0.0038991840305581606	0.0062710424425513065	8.327372349036466e-05	0.004266095213242806	3.054265170476356e-05	0.035590298710740174	0.0010568143670857922
1:Del:T:0	0.00045923245648737065	0.0005403937603114172	0.00827282036501856	0.009223153529273987	0.0045621923125872856	0.028543846064130775	0.01742146408883855	0.10034623619168997	0.019823707873001695	0.01629840182082262	0.00733911951261689	0.0388433523895219
1:Del:T:1	0.0008427002938105943	0.0001080668952488395	0.007754459259595023	0.005255979988432955	0.005569523071135336	0.010314056557544972	0.012306926732126158	0.11587800771929324	0.028064628392457963	0.008601563157280907	0.005965105325885816	0.005193522714471328
1:Del:T:2	0.001173732952993305	0.0003839175298344344	0.011707575552427442	0.006686827938610804	0.008445365001634855	0.017540774303488434	0.00624454935961694	0.06095146432518959	0.015825431495904922	0.01723746899049729	0.00767977556301048	0.023761156394029967
1:Del:T:3	0.011137131950818002	0.00038839551649289206	0.02527254322340923	0.015346759239919265	0.00868693130039901	0.011502740847645328	0.01176030459580943	0.09584667451214045	0.018536452879488935	0.02472573958337307	0.013431410614866763	0.01007523953677378
1:Del:T:4	0.03260342726949603	0.0024298614568851917	0.06466449452054804	0.029842354116795068	0.022716481739771553	0.014638578696467447	0.00022231021896004677	0.0682340388011653	0.0158144682602142	0.016290519207250328	0.03639583354699425	0.017521226740722682
1:Del:T:5	0.8595368993282319	0.11720350826159119	0.10021161359332127	0.5087885838747025	0.028508674624166588	0.057610727150964706	0.04196848857813249	0.021567824743938216	0.1290485109752808	0.012926043916808268	0.3902776212990284	0.015792514188042332
1:Ins:C:0	0.0004877954555195174	0.0002999792092566622	0.0005620659100702597	0.001091188997447965	2.1964996444978625e-05	6.617864960389852e-05	0.0002733765888194739	7.552642017571998e-08	0.4129543519020081	0.0029890197999496593	0.0009680059687917719	4.290621561153784e-08
1:Ins:C:1	9.805179272916576e-05	0.001655406499048695	0.0013358148404586246	0.0010931289440850379	0.0009017941973070264	0.0033492990578815806	0.007169371924828738	0.007059625693655107	0.01656068630516529	0.0008894880578736774	0.0013510699836115237	0.007287258673750329
1:Ins:C:2	3.625366476626368e-05	0.0009665694314753637	0.0009291851417947328	0.0014111799779493595	0.0009174008085392416	0.0036535628034380352	0.0001208957121707499	0.0030750850380348994	0.002937993169762194	0.0005752575520747883	0.0013554692317484297	0.005327059731476425
1:Ins:C:3	0.00026091828233120395	0.0017323659220710398	0.0015620399506588	0.00077668314697803	0.00147395544579922	0.0022817054355544998	0.0032780713509419	0.0014892795416400872	0.0012242562759274733	6.799641632824205e-06	0.0010977840979830944	0.003571967776782401
1:Ins:C:4	0.000759884591568607	0.09674364320933819	0.005097411780292304	0.0019043226326266448	0.00021616904496340794	0.0014925166307787662	0.00018872354453506546	0.0004922355068026008	0.0005956358830135855	0.00013291749891305215	0.0032602061735749997	0.0016777875652130092
1:Ins:C:5	0.0057905453882995065	0.10137637671083212	0.02902962658350589	0.010287638541157093	0.0248964922176674	0.009498829094518442	0.0073366876087675335	0.0028565903664275537	0.0023200092645492987	0.0017982132061297306	0.020371690776664765	0.004759998072404415
1:Ins:T:0	0.0006061423524442944	0.002157208927674219	0.0036713731485360766	0.0026080967315283486	0.0032709237259405197	0.004855398536310531	0.027133263181895018	0.0058913297048229655	0.021260654563084246	0.00356580437743105	0.003860304859772441	0.01072104197635781
1:Ins:T:1	0.00011507645306664927	0.001794101792620495	0.003954539159021806	0.0022456595964467853	0.005765327008252858	0.026089960436802357	0.007928564224130241	0.009912259944248944	0.01064021090278402	0.0028698073311534244	0.004325291661953088	0.07000863357970957
1:Ins:T:2	0.0008651715344240074	0.002467099161585793	0.006099254976143129	0.0024650719195960847	0.003107336322464107	0.011723404285221476	0.00677938209468266	0.008566457858833018	0.004378050307859666	0.002306359851791058	0.0051423234254616545	0.037464348428766246
1:Ins:T:3	0.00015825985396077157	0.0018345406022854149	0.006059021351429692	0.0024334411589097727	0.00523848723154515	0.012263051232439466	0.006557091595714155	0.005059721764619099	0.00368248941085767	0.001341774086940859	0.004471942004165612	0.026898323051864282
1:Ins:T:4	0.00016971820569779085	0.0438739631138742	0.011630713246122469	0.0026218052179319785	0.019133240381488576	0.007556221176514697	0.0006460881268139929	0.0016650218265401406	0.002702432316436898	0.00270386367541505	0.00662380273162853	0.010017356910684611
1:Ins:T:5	0.05157511757472925	0.42099604576826094	0.30220295635983346	0.09021906318872425	0.694889103770256	0.25786434542387726	0.23060675422893837	0.04805461559327341	0.11497503549058248	0.0312246144504752	0.24494358647614717	0.04251840132317584
2:Del:R:0	0.0009964947430853499	0.00045364736070041545	0.005532707833190216	0.007101478411059361	0.0017522499621554744	0.021758253681546193	0.006069108714873437	0.014080102113830435	0.004452369826030918	0.0043064910909743044	0.004974462693025998	0.0357405612571165
2:Del:R:1	0.002121820090105757	2.595172561086656e-05	0.009103968776773452	0.0075618746122927405	0.006038372008691133	0.04158759783480491	0.0013588574327877722	0.021957501259166748	0.005935165705159307	0.005910132217686623	0.011307813716994132	0.055486277975142
2:Del:R:2	0.0006570477072455105	0.00010712400203885864	0.006187092520922306	0.005099860230693594	0.0013855455039811205	0.013997092350546154	0.0005004259154338797	0.007357658631085542	0.0006700438442203449	0.002110175022680778	0.004322540040811873	0.01687423200724879
2:Del:R:3	0.0022716293932620603	0.000851763760236679	0.035943865167973856	0.02707170675758931	0.0004364443437953014	0.00038556158176085377	0.00018789752806213755	0.000426120053436172	4.000665528906211e-05	0.0005096772286520235	0.010687855125288479	0.0014590060156631068
2:Del:R:4	0.0006437083119726594	0.0005875984076556051	0.015268050243612379	0.011454560357960872	0.00041864787508529846	0.0006469659538002048	0.0016786093599672825	9.952391882109168e-05	2.1956114724162036e-05	0.0003125218773989502	0.004350382797420025	0.00041534675491291753
2:Del:R:5	0.0025942786011543717	0.0002976625240597741	0.03278334592237627	0.04912964163115248	0.001796889736870071	0.002071414988438818	0.00020412397702450845	0.0005977821712745523	0.001340875883540491	0.0003488324102158202	0.008239400719980097	0.0007594878531513394
3:Del:R:0	9.095182153942005e-05	0.00012753847056956146	0.001851533562057739	0.003040824993950082	0.0022449462708391365	0.005849153571762145	0.002631891518976772	0.004001327469668467	0.001434417264208605	0.0021372105872433165	0.001301875489152735	0.007517399470598321
3:Del:R:1	0.0010822642415405427	3.922259202226996e-06	0.009774139431683579	0.0071770870231193835	0.009006361104839015	0.04236181452870369	0.0044969791851053745	0.016246049356559523	0.0036467566913779594	0.00648591024801135	0.01135494560468942	0.044348102119748774
3:Del:R:2	0.00044522417036660047	2.9559283448179485e-05	0.0029786731374133522	0.0017559472023117452	0.00309354470060498	0.011153834713622928	0.001646521714719711	0.003933575163173373	0.0011973124531505163	0.001107097431731745	0.002889013334788615	0.010255400996538811
3:Del:R:3	0.00023433992490026867	7.053499462017498e-06	0.0011223953754398509	0.0011254086010518448	0.0004519692463128422	0.0028862576110259396	0.0006697986809740542	0.000727987312181142	0.0001605440715684381	0.00024597996984084604	0.0011724557392517453	0.002715147789303067
3:Del:R:4	9.284034204029013e-06	1.502506845799445e-05	0.0008830343639914418	0.0012501549481748952	0.0005954153419854791	0.0011737101897088564	3.9737049206678423e-10	0.002603378240562364	0.0	0.00013954444072656003	0.000493721840664989	0.0017208294722406237
3:Del:R:5	0.00011029826282992871	3.305018172834906e-05	0.001491796394040037	0.0025781050749537826	0.0006209459541105389	0.0013404720161245365	2.0275654601924486e-05	6.814491921030452e-05	0.00016045713855419307	0.0002064850541746921	0.0005336924398761766	0.0007132107404900445
4:Del:R:0	5.931955414780532e-05	2.8021112315173012e-05	0.0010509525630550342	0.0012185887917985382	0.002286207568467944	0.004278132061008364	0.005921336639148649	0.0019706331472741567	0.002394277746498119	0.002845656352001242	0.0010402800281372037	0.004593637399929662
4:Del:R:1	0.0008307979383971542	7.076381982983549e-05	0.003750164925295394	0.0027206554996018896	0.0031150167306168443	0.03131378875928931	0.004219175073303632	0.008007844709645724	0.0016284915810683741	0.001991799094248563	0.005899281861202326	0.03781017385190353
