MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	6.37E-05	4.62E-04	4.82E-04	1.18E-03	8.37E-04	2.40E-03	3.09E-04
1:Del:C:1	3.29E-05	2.86E-04	7.62E-04	5.63E-04	7.24E-04	9.16E-04	2.14E-04
1:Del:C:2	3.89E-05	7.53E-05	8.57E-04	2.70E-04	1.54E-04	3.55E-04	1.95E-04
1:Del:C:3	3.73E-05	1.49E-04	2.87E-04	2.32E-04	2.57E-04	2.62E-04	1.73E-04
1:Del:C:4	4.29E-05	1.28E-04	2.63E-04	1.14E-04	1.18E-04	1.98E-04	1.53E-04
1:Del:C:5	8.92E-05	1.47E-04	1.71E-04	4.20E-05	2.42E-04	1.17E-04	2.05E-04
1:Del:T:0	5.29E-05	3.80E-04	2.81E-04	1.30E-03	1.14E-03	4.00E-03	2.08E-04
1:Del:T:1	5.50E-05	1.85E-04	4.09E-04	1.97E-03	2.04E-03	6.30E-03	1.74E-04
1:Del:T:2	5.61E-05	3.15E-04	3.63E-04	1.85E-03	1.70E-03	5.43E-03	2.09E-04
1:Del:T:3	8.05E-05	3.95E-04	4.50E-04	2.29E-03	2.69E-03	7.09E-03	2.78E-04
1:Del:T:4	1.21E-04	2.51E-04	2.20E-04	8.64E-04	1.01E-03	2.34E-03	2.07E-04
1:Del:T:5	7.66E-04	1.33E-03	1.57E-03	1.36E-03	9.41E-04	1.74E-03	1.83E-03
1:Ins:C:0	3.09E-05	2.72E-04	1.55E-04	1.25E-04	6.32E-04	2.62E-04	3.03E-05
1:Ins:C:1	1.95E-05	1.10E-04	8.14E-05	1.45E-04	2.62E-04	1.58E-04	1.03E-04
1:Ins:C:2	1.37E-05	7.93E-05	7.19E-05	1.53E-04	2.19E-04	1.69E-04	7.46E-05
1:Ins:C:3	2.23E-05	6.18E-05	1.02E-04	5.29E-05	2.00E-04	1.53E-04	7.22E-05
1:Ins:C:4	6.51E-05	1.09E-04	1.02E-04	1.10E-06	1.38E-04	1.75E-04	9.69E-05
1:Ins:C:5	1.03E-04	1.95E-04	1.10E-04	1.82E-04	3.49E-04	4.89E-04	2.33E-04
1:Ins:T:0	3.18E-05	1.79E-04	1.77E-04	1.60E-04	5.13E-04	5.42E-04	2.01E-04
1:Ins:T:1	6.11E-05	1.39E-03	1.08E-03	1.23E-03	4.04E-04	5.31E-03	2.52E-04
1:Ins:T:2	4.41E-05	5.14E-04	4.78E-04	4.54E-04	3.65E-04	2.14E-03	1.61E-04
1:Ins:T:3	3.66E-05	2.75E-04	2.72E-04	3.04E-04	2.23E-04	1.22E-03	1.59E-04
1:Ins:T:4	4.14E-05	2.15E-04	1.38E-04	2.38E-04	1.35E-04	8.26E-04	1.36E-04
