Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
SP116788	1	0	4	0	1	0	0	2	0	0	0	2	0	0	1	5	0
SP116789	0	0	1	0	0	0	0	1	0	0	0	2	0	0	2	0	0
SP116919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP109002	7	0	0	19	9	0	0	0	0	3	0	0	6	4	0	5	0
SP109001	0	0	0	4	0	0	4	0	0	2	0	1	0	0	0	0	0
SP109006	16	18	0	1	0	0	0	0	0	0	3	0	13	0	13	1	0
SP108998	15	0	39	38	0	0	0	0	0	3	0	2	35	0	0	6	0
SP127706	0	0	9	18	0	1	8	13	0	0	99	0	0	7	0	0	0
SP108999	39	0	0	16	5	17	9	0	0	13	0	0	0	0	0	0	12
SP109007	0	0	6	25	2	0	4	7	29	1	1	0	0	0	0	1	0
SP109003	0	0	6	0	3	0	0	0	11	11	0	0	11	8	0	0	2
SP116868	0	9	0	0	0	6	2	17	7	0	0	0	9	0	0	5	0
SP116794	0	0	3	0	0	0	3	0	0	0	0	8	0	1	0	0	0
SP116791	0	0	2	0	0	0	2	0	0	0	0	9	0	0	0	0	0
SP116866	3	0	1	0	0	7	3	8	0	0	0	3	4	0	2	6	11
SP116815	0	0	4	0	0	0	0	1	0	2	0	2	0	26	1	4	7
SP116853	0	0	2	0	0	24	0	0	0	0	0	0	0	0	5	11	0
SP116901	1	0	5	0	9	0	3	0	4	0	0	2	0	0	0	0	0
SP116830	0	0	9	0	15	0	22	7	0	15	19	5	0	0	0	0	0
SP116802	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	2	7
SP116885	0	0	18	0	8	0	0	0	5	0	0	0	16	20	10	13	0
SP116834	0	0	1	0	0	0	0	0	0	0	0	6	18	0	0	0	6
SP116913	0	0	0	2	9	0	6	1	1	0	0	6	0	0	0	0	0
SP116799	0	0	0	0	8	0	14	0	0	4	0	0	0	4	4	1	0
SP116920	0	0	0	0	0	0	0	0	0	8	0	1	0	6	3	0	0
SP116835	12	0	2	1	4	1	0	7	13	0	0	13	15	0	15	0	5
SP116852	0	0	3	0	0	19	0	0	0	0	0	1	0	0	6	9	0
SP116902	2	0	2	0	6	7	4	0	10	0	0	0	0	0	0	0	0
SP116871	0	0	0	0	4	0	0	2	0	0	0	0	0	0	3	0	1
SP116820	0	1	9	0	0	0	17	1	0	1	0	0	15	2	0	5	0
SP116889	0	0	0	1	0	26	7	5	2	1	3	0	0	0	4	0	14
SP116923	0	0	11	0	10	0	13	2	5	10	0	5	0	6	0	0	0
SP116829	0	0	8	0	6	0	17	4	5	11	17	6	0	0	0	0	0
SP116872	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7
SP116904	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0
SP116806	0	0	12	0	5	15	0	6	5	0	0	0	0	9	0	0	0
SP116857	0	0	9	0	19	0	14	10	5	0	1	5	0	11	7	0	0
SP116888	0	0	3	0	9	0	2	4	0	0	0	0	0	0	5	0	4
SP116818	0	0	1	0	0	0	3	1	0	5	0	0	6	4	1	1	0
SP116837	5	0	0	0	9	4	3	0	12	7	2	12	0	0	0	19	0
SP116905	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
SP116804	0	0	10	0	0	31	0	3	4	0	0	0	0	11	0	0	0
SP116819	0	0	5	0	0	0	6	1	0	2	0	0	9	2	0	6	0
SP116856	0	0	3	0	19	0	5	0	7	0	6	2	0	3	6	0	0
SP116839	10	3	2	0	0	5	7	0	5	7	21	1	0	0	0	17	0
SP116925	0	0	5	0	1	0	1	6	0	2	0	1	0	2	0	8	2
SP116878	0	0	0	0	2	0	0	0	13	0	0	0	0	0	7	0	0
SP116893	0	0	10	0	17	0	0	0	0	1	1	0	0	0	23	0	0
SP116876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SP116927	0	0	10	0	0	0	0	9	0	1	0	0	0	0	12	9	2
SP116909	2	0	7	0	12	0	0	0	0	0	1	1	4	0	0	0	1
SP116795	1	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0
SP116826	0	0	23	0	7	0	8	7	1	0	0	0	0	0	1	1	0
SP116891	5	0	0	0	9	2	0	0	0	3	0	2	0	0	10	0	0
SP116860	0	0	1	5	4	9	11	3	0	0	0	1	2	0	0	0	0
SP116848	0	0	2	0	0	0	11	8	6	5	1	12	0	0	11	0	0
SP116910	15	0	14	0	2	0	4	0	17	0	8	2	1	5	0	0	4
SP116797	1	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
SP116862	0	2	0	6	0	23	13	2	1	5	0	3	0	11	0	0	0
SP116823	0	0	13	0	10	0	0	3	0	0	0	1	1	3	3	1	0
SP116897	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	9
SP116846	0	0	0	0	3	0	0	2	4	3	0	2	0	0	5	0	0
SP116784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SP116896	0	0	0	2	0	0	0	3	0	0	0	5	0	0	0	0	4
SP116824	0	0	12	0	5	5	1	3	0	0	0	0	0	1	8	0	0
SP116881	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	1
SP116812	0	0	2	0	0	5	0	0	6	0	3	0	0	16	0	5	6
SP116915	5	0	0	6	17	22	0	6	0	0	0	17	0	1	0	0	4
SP116786	11	0	0	0	1	8	1	11	0	0	0	2	5	9	0	18	0
SP116851	0	0	2	0	2	0	0	0	0	0	0	1	0	1	1	8	0
CPCT02220038T	994	88	125	0	0	0	0	21	0	24	0	16	0	0	0	0	5
CPCT02290013T	42	438	116	165	22	0	0	0	13	28	0	15	0	0	0	0	7
