Samples	ID83A	ID83B	ID83C
SP97749	246	109	8
SP49235	261	141	25
SP50177	357	128	16
SP97775	696	238	72
SP97685	362	118	21
SP97747	407	149	29
SP97771	493	147	36
SP97681	509	127	59
SP98082	386	213	42
SP49334	305	157	22
SP49124	1060	161	59
SP115501	116	414	50
SP98305	427	653	81
SP49247	531	310	62
SP49328	327	204	37
SP98092	325	181	45
SP120755	123	9	7
SP49417	400	222	52
SP49175	160	453	29
SP49223	117	154	14
SP49187	305	83	29
SP49157	521	155	34
SP49379	287	334	30
SP49541	465	290	79
SP98164	608	230	44
SP49481	168	0	14
SP98078	631	126	28
SP106677	278	176	44
SP106743	135	107	25
SP98359	292	343	67
SP98192	31	394	17
SP98053	435	275	51
SP106631	329	76	20
SP49551	296	159	27
SP49651	585	203	10
SP98265	405	380	63
SP98297	601	109	44
SP98060	85	0	5
SP98289	513	209	36
SP115498	484	343	95
SP98096	378	303	54
SP49114	913	138	45
SP98090	677	1066	136
SP49286	432	142	29
SP49469	331	270	81
SP49205	136	192	42
SP98327	403	177	30
SP49449	27	339	29
SP49391	217	101	14
SP49531	494	490	111
SP49322	186	382	65
SP49433	180	172	28
SP109384	201	118	25
SP98065	415	140	60
SP49591	204	134	61
SP49385	484	121	26
SP98313	85	498	47
SP49119	317	256	45
SP109301	466	224	61
SP115830	195	331	48
SP49229	0	876	23
SP98853	577	307	46
SP98855	221	244	18
SP98859	181	231	28
SP98865	124	121	38
SP98879	422	88	35
SP98871	229	150	26
SP98867	457	312	46
SP98861	590	123	60
SP98877	392	111	25
SP98889	478	280	55
SP98887	560	309	58
SP98875	483	291	35
SP98851	66	41	13
SP98833	281	52	21
SP98873	516	201	36
SP98883	313	373	55
SP98849	227	70	10
SP98869	152	285	54
SP98893	418	404	72
SP98847	278	166	33
SP98881	554	207	57
SP98841	262	93	23
SP98845	263	0	8951
SP98839	409	86	42
SP98843	295	113	22
SP98863	90	129	9
SP98891	408	146	50
SP98885	473	184	56
SP107047	604	168	35
SP107050	341	172	22
SP99261	415	147	39
SP107052	229	200	33
SP99269	339	122	23
SP99271	254	28	9
SP107056	520	353	53
SP107060	315	234	43
SP99279	363	199	24
SP107063	244	93	21
SP107068	219	291	42
SP107071	598	140	38
SP107073	40	8	1
SP98896	559	365	56
SP99003	301	478	63
SP107076	1510	156	64
SP107078	204	96	26
SP107080	575	157	50
SP98898	420	255	31
SP107084	425	171	35
SP107088	162	73	27
SP107091	369	235	51
SP107094	114	73	17
SP112224	380	148	45
SP107097	324	180	30
SP107101	841	309	68
SP98900	321	207	32
SP107104	287	98	19
SP107109	123	147	22
SP107111	337	283	47
SP107115	9	3	5
SP98902	633	193	37
SP107119	346	340	42
SP98904	267	28	24
SP98909	647	172	35
SP107121	656	281	62
SP107123	333	240	27
SP98907	643	220	50
SP107132	71	20	9
SP107136	578	244	51
SP107141	162	74	20
SP98913	481	182	47
SP107146	334	218	42
SP107150	352	114	27
SP98915	168	224	34
SP107152	426	222	28
SP107155	247	166	22
SP112125	312	71	15
SP98921	261	108	20
SP112130	311	155	30
SP112133	496	122	38
SP98925	167	149	27
SP112138	137	234	93
SP112141	661	139	47
SP98927	450	199	37
SP112147	362	142	36
SP112152	156	224	77
SP112156	221	106	17
SP98933	291	164	39
SP112160	295	235	39
SP98937	126	21	3
SP112165	266	199	25
SP112168	609	228	29
SP98941	639	236	27
SP112170	654	235	51
SP112174	273	62	26
SP98945	189	125	20
SP112178	845	189	51
SP112180	340	284	51
SP98949	595	273	56
SP112182	334	103	27
SP98953	262	865	79
SP112186	359	180	34
SP98955	1181	273	73
SP112188	242	67	16
SP112190	806	223	44
SP112192	498	115	70
SP112194	428	223	48
SP98959	151	128	13
SP112196	469	258	63
SP112198	358	73	28
SP112201	152	44	16
SP98965	357	307	52
SP112205	385	212	40
SP112208	448	356	76
SP98967	245	126	33
SP112210	525	345	52
SP112211	442	367	67
SP98973	1043	338	311
SP112213	486	151	40
SP50097	978	381	70
SP112215	507	135	33
SP112217	715	149	53
SP98975	261	98	18
SP112219	729	193	77
SP112221	164	59	12
SP112228	445	170	50
SP50099	284	408	45
SP98981	245	184	52
SP112234	617	246	68
SP98985	488	243	34
SP112237	214	171	51
SP98989	122	196	19
SP112241	245	287	22
SP112245	160	108	27
SP98991	195	66	28
SP112248	512	154	54
SP112051	523	190	58
SP98997	775	140	46
SP112252	425	405	91
SP99001	189	109	17
SP112257	43	5	0
SP99007	192	152	40
SP112261	247	42	21
SP50101	402	83	30
SP112265	301	212	40
SP112268	569	156	51
SP99011	669	139	48
SP112269	398	247	37
SP99013	515	286	25
SP112273	558	609	134
SP112274	125	27	10
SP50105	425	127	32
SP112276	127	72	6
SP99019	314	270	55
SP99021	352	147	32
SP112283	170	35	7
SP112288	359	206	40
SP99025	348	245	51
SP112290	784	216	36
SP99029	351	95	15
SP99033	468	151	47
SP99037	114	24	4
SP99041	364	162	27
SP99045	501	251	75
SP112300	160	201	21
SP99049	675	142	32
SP112304	374	202	23
SP50107	660	256	65
SP112310	550	138	48
SP99053	271	106	32
SP99057	120	8	1
SP99061	991	225	96
SP50109	400	138	22
SP99065	232	194	57
SP106993	677	269	70
SP50111	140	267	38
SP99069	586	200	24
SP99073	472	221	36
SP99077	352	111	10
SP99081	358	162	49
SP99085	486	274	41
SP99089	305	237	30
SP99093	491	104	29
SP99097	55	164	19
SP99101	61	432	36
SP106998	546	217	39
SP99105	189	115	21
SP99109	323	449	50
SP50113	789	272	94
SP50115	318	123	20
SP50117	327	224	44
SP107004	474	189	35
SP99117	329	203	50
SP99121	474	264	40
SP107007	547	223	46
SP99125	379	84	32
SP99129	429	296	33
SP99133	367	82	29
SP50119	394	144	78
SP99137	601	177	53
SP50121	233	90	6
SP50123	390	364	100
SP99141	253	261	97
SP50125	403	166	40
SP99145	111	268	67
SP99149	385	166	53
SP50129	329	215	37
SP99153	250	9	11
SP99157	262	183	49
SP99161	277	158	31
SP99165	320	137	51
SP50131	632	494	203
SP50133	205	140	16
SP99169	102	48	14
SP50135	318	101	39
SP50137	81	174	20
SP99173	395	160	17
SP99177	326	225	49
SP99181	279	112	16
SP50139	187	73	11
SP107010	395	190	46
SP99189	174	50	15
SP50141	29	1	0
SP99193	236	151	15
SP50145	306	92	26
SP50147	622	137	46
SP107012	0	1991	27782
SP50149	414	217	70
SP107017	229	171	32
SP107019	388	229	44
SP107023	325	109	24
SP50151	290	90	30
SP50153	537	223	52
SP99197	1339	286	95
SP50155	733	187	63
SP99201	154	182	30
SP50157	383	105	23
SP99205	205	96	20
SP50159	458	227	48
SP50161	584	116	34
SP107025	534	51	29
SP107028	128	0	6
SP50163	362	142	32
SP99217	146	109	21
SP50165	465	95	51
SP107030	310	122	35
SP50167	464	116	36
SP99229	175	313	31
SP99233	279	148	28
SP107032	83	10	0
SP50169	604	140	35
SP50171	468	216	37
SP50173	240	88	19
SP50175	55	10	1
SP107034	262	47	12
SP50179	316	178	19
SP99237	270	115	61
SP107037	574	125	37
SP107041	182	180	24
SP50181	372	106	25
SP99249	241	171	69
SP99253	380	228	71
SP50183	509	159	42
SP99257	635	305	120
SP107044	188	40	13
SP50185	306	188	26
CPCT02020315T	460	251	100
CPCT02020321T	57	10	4
CPCT02020330T	378	301	98
CPCT02010372T	328	544	187
CPCT02020326T	364	363	61
CPCT02020403T	504	168	56
CPCT02040063T	848	265	210
CPCT02060054T	920	275	99
CPCT02060053T	61	291	20
CPCT02020886T	467	308	210
CPCT02130167T	309	227	98
CPCT02080186T	401	344	107
CPCT02130172T	296	340	45
CPCT02020413TII	1304	5	27
CPCT02130180T	575	234	76
CPCT02130057T	498	223	95
CPCT02130186T	385	530	129
CPCT02130184T	690	372	98
CPCT02020690T	633	224	62
CPCT02080215T	287	406	51
CPCT02050360T	432	372	119
CPCT02130096T	661	319	92
CPCT02020759T	559	402	131
CPCT02130127T	385	229	75
CPCT02060242T	490	515	83
CPCT02050386T	389	242	81
CPCT02290055T	134	365	21
CPCT02130048T	270	322	50
CPCT02130155T	301	239	32
CPCT02130156T	447	306	83
CPCT02130157T	482	717	98
CPCT02130158T	461	462	42
CPCT02020852T	444	402	131
CPCT02020839T	152	14	11
CPCT02130159T	492	355	30
CPCT02020861T	507	330	72
CPCT02060276T	331	250	66
CPCT02350014T	304	606	59
CPCT02030315T	874	164	138
CPCT02090015T	551	181	147
CPCT02020533T	167	408	162
CPCT02020546T	149	107	14
CPCT02050224T	672	482	55
CPCT02180031T	723	287	62
CPCT02080057T	66	322	125
CPCT02020421T	496	247	83
CPCT02080054T	571	313	63
CPCT02020413T	1873	25	44
CPCT02020448T	213	30	4
CPCT02190014T	366	140	51
CPCT02080101T	293	213	35
CPCT02030336T	587	186	231
CPCT02050295T	362	365	48
