Samples	ID83A	ID83B	ID83C
SP97749	1.46E+00	1.49E+00	3.89E-01
SP49235	1.60E+00	1.68E+00	7.39E-01
SP50177	1.92E+00	1.85E+00	5.47E-01
SP97775	2.55E+00	2.60E+00	1.10E+00
SP97685	1.49E+00	1.37E+00	6.65E-01
SP97747	2.01E+00	1.99E+00	7.10E-01
SP97771	2.08E+00	1.99E+00	7.41E-01
SP97681	2.03E+00	1.87E+00	1.19E+00
SP98082	1.90E+00	1.87E+00	8.85E-01
SP49334	1.87E+00	1.92E+00	6.16E-01
SP49124	2.70E+00	2.72E+00	9.99E-01
SP115501	2.42E+00	2.40E+00	9.72E-01
SP98305	4.34E+00	4.46E+00	1.29E+00
SP49247	2.84E+00	2.84E+00	1.28E+00
SP49328	2.03E+00	1.88E+00	8.67E-01
SP98092	2.00E+00	1.85E+00	8.40E-01
SP120755	5.84E-01	6.01E-01	3.10E-01
SP49417	2.16E+00	2.12E+00	9.72E-01
SP49175	3.01E+00	3.15E+00	7.20E-01
SP49223	1.43E+00	1.46E+00	4.92E-01
SP49187	1.45E+00	1.29E+00	7.38E-01
SP49157	2.08E+00	2.10E+00	8.82E-01
SP49379	2.37E+00	2.35E+00	8.37E-01
SP49541	2.70E+00	2.74E+00	1.25E+00
SP98164	2.53E+00	2.36E+00	1.04E+00
SP49481	4.89E-01	0.00E+00	4.87E-01
SP98078	2.25E+00	2.22E+00	8.43E-01
SP106677	1.99E+00	2.16E+00	8.37E-01
SP106743	1.50E+00	1.49E+00	5.30E-01
SP98359	2.46E+00	2.52E+00	1.19E+00
SP98192	1.79E+00	1.84E+00	5.55E-01
SP98053	2.27E+00	2.45E+00	9.95E-01
SP106631	1.25E+00	1.22E+00	6.93E-01
SP49551	1.65E+00	1.62E+00	7.50E-01
SP49651	2.42E+00	2.40E+00	5.79E-01
SP98265	3.06E+00	2.86E+00	9.41E-01
SP98297	2.08E+00	1.92E+00	1.02E+00
SP98060	2.20E-01	0.00E+00	2.20E-01
SP98289	2.34E+00	2.26E+00	8.26E-01
SP115498	3.09E+00	3.13E+00	1.29E+00
SP98096	2.80E+00	2.80E+00	1.06E+00
SP49114	2.48E+00	2.54E+00	1.08E+00
SP98090	1.10E+01	1.10E+01	1.75E+00
SP49286	2.07E+00	2.07E+00	7.39E-01
SP49469	2.26E+00	2.15E+00	1.25E+00
SP49205	1.48E+00	1.59E+00	7.47E-01
SP98327	1.82E+00	1.89E+00	7.69E-01
SP49449	1.75E+00	1.64E+00	6.51E-01
SP49391	1.45E+00	1.46E+00	5.31E-01
SP49531	3.61E+00	3.64E+00	1.50E+00
SP49322	2.75E+00	2.87E+00	1.06E+00
SP49433	1.84E+00	1.87E+00	6.95E-01
SP109384	1.44E+00	1.38E+00	5.96E-01
SP98065	1.95E+00	1.84E+00	1.14E+00
SP49591	1.48E+00	1.63E+00	8.65E-01
SP49385	1.85E+00	1.75E+00	7.72E-01
SP98313	2.63E+00	2.80E+00	7.52E-01
SP49119	2.38E+00	2.44E+00	9.21E-01
SP109301	2.61E+00	2.60E+00	1.10E+00
SP115830	2.53E+00	2.54E+00	9.36E-01
SP49229	3.28E+00	3.29E+00	7.37E-01
SP98853	2.80E+00	2.80E+00	1.02E+00
SP98855	1.78E+00	1.70E+00	6.06E-01
SP98859	1.87E+00	1.84E+00	6.42E-01
SP98865	1.44E+00	1.51E+00	6.15E-01
SP98879	1.63E+00	1.55E+00	7.82E-01
SP98871	1.67E+00	1.63E+00	6.09E-01
SP98867	2.96E+00	2.97E+00	1.08E+00
SP98861	2.16E+00	1.95E+00	1.12E+00
SP98877	1.57E+00	1.63E+00	8.46E-01
SP98889	2.80E+00	2.77E+00	9.15E-01
SP98887	2.96E+00	3.08E+00	1.10E+00
SP98875	2.53E+00	2.47E+00	8.32E-01
SP98851	8.67E-01	8.89E-01	4.78E-01
SP98833	1.23E+00	1.09E+00	6.28E-01
SP98873	1.86E+00	1.96E+00	8.16E-01
SP98883	2.44E+00	2.48E+00	9.35E-01
SP98849	1.17E+00	1.21E+00	4.40E-01
SP98869	2.21E+00	2.41E+00	8.83E-01
SP98893	3.05E+00	2.98E+00	1.18E+00
SP98847	1.78E+00	1.80E+00	7.43E-01
SP98881	2.29E+00	2.38E+00	1.08E+00
SP98841	1.59E+00	1.65E+00	7.45E-01
SP98845	3.03E+00	0.00E+00	3.03E+00
SP98839	1.61E+00	1.50E+00	7.32E-01
SP98843	1.55E+00	1.56E+00	6.83E-01
SP98863	1.18E+00	1.14E+00	4.49E-01
SP98891	1.99E+00	1.86E+00	9.93E-01
SP98885	2.09E+00	2.03E+00	7.88E-01
SP107047	2.27E+00	2.26E+00	1.03E+00
SP107050	2.06E+00	2.10E+00	7.23E-01
SP99261	1.95E+00	1.93E+00	7.81E-01
SP107052	1.78E+00	1.86E+00	6.70E-01
SP99269	1.74E+00	1.78E+00	6.00E-01
SP99271	9.39E-01	9.68E-01	4.59E-01
SP107056	2.71E+00	2.67E+00	1.13E+00
SP107060	1.98E+00	2.06E+00	9.82E-01
SP99279	2.00E+00	2.04E+00	7.95E-01
SP107063	1.50E+00	1.39E+00	5.88E-01
SP107068	2.16E+00	2.30E+00	9.17E-01
SP107071	2.01E+00	2.20E+00	9.26E-01
SP107073	4.16E-01	4.03E-01	2.12E-01
SP98896	3.08E+00	3.30E+00	1.08E+00
SP99003	3.22E+00	3.11E+00	1.10E+00
SP107076	3.71E+00	3.36E+00	1.48E+00
SP107078	1.25E+00	1.33E+00	6.32E-01
SP107080	2.10E+00	2.14E+00	1.05E+00
SP98898	2.34E+00	2.39E+00	6.96E-01
SP107084	1.96E+00	1.81E+00	7.55E-01
SP107088	1.28E+00	1.27E+00	7.06E-01
SP107091	2.20E+00	2.15E+00	1.11E+00
SP107094	1.11E+00	1.09E+00	5.18E-01
SP112224	1.81E+00	1.81E+00	8.51E-01
SP107097	1.94E+00	1.86E+00	7.33E-01
SP107101	3.05E+00	3.04E+00	1.39E+00
SP98900	2.19E+00	2.12E+00	7.23E-01
SP107104	1.27E+00	1.29E+00	6.58E-01
SP107109	1.36E+00	1.50E+00	6.44E-01
SP107111	2.50E+00	2.57E+00	9.11E-01
SP107115	3.59E-01	3.20E-01	1.97E-01
SP98902	2.22E+00	2.11E+00	1.13E+00
SP107119	2.57E+00	2.59E+00	1.02E+00
SP98904	1.09E+00	9.70E-01	6.23E-01
SP98909	2.26E+00	2.18E+00	8.53E-01
SP107121	2.93E+00	2.78E+00	1.10E+00
SP107123	2.21E+00	2.15E+00	7.29E-01
SP98907	2.43E+00	2.45E+00	1.08E+00
SP107132	6.75E-01	6.66E-01	3.83E-01
SP107136	2.58E+00	2.55E+00	9.44E-01
SP107141	1.12E+00	1.06E+00	6.32E-01
SP98913	2.21E+00	2.22E+00	8.17E-01
SP107146	1.72E+00	1.82E+00	8.61E-01
SP107150	1.58E+00	1.58E+00	7.33E-01
SP98915	1.82E+00	1.78E+00	6.16E-01
SP107152	2.21E+00	2.35E+00	7.97E-01
SP107155	1.61E+00	1.60E+00	7.14E-01
SP112125	1.38E+00	1.34E+00	6.20E-01
SP98921	1.54E+00	1.55E+00	6.21E-01
SP112130	2.07E+00	2.01E+00	7.71E-01
SP112133	2.16E+00	2.03E+00	8.67E-01
SP98925	1.43E+00	1.43E+00	6.66E-01
SP112138	1.69E+00	1.82E+00	1.23E+00
SP112141	2.00E+00	2.10E+00	1.08E+00
SP98927	1.82E+00	1.80E+00	9.57E-01
SP112147	1.97E+00	1.98E+00	7.97E-01
SP112152	2.11E+00	2.19E+00	9.77E-01
SP112156	1.42E+00	1.45E+00	6.26E-01
SP98933	1.77E+00	1.83E+00	8.50E-01
SP112160	1.86E+00	1.71E+00	8.49E-01
SP98937	7.01E-01	7.22E-01	2.69E-01
SP112165	1.99E+00	2.04E+00	6.59E-01
SP112168	2.34E+00	2.37E+00	7.51E-01
SP98941	2.73E+00	2.60E+00	8.19E-01
SP112170	2.42E+00	2.46E+00	1.04E+00
SP112174	1.39E+00	1.38E+00	6.05E-01
SP98945	1.55E+00	1.45E+00	6.41E-01
SP112178	3.03E+00	3.05E+00	1.13E+00
SP112180	2.32E+00	2.41E+00	9.05E-01
SP98949	2.75E+00	2.87E+00	1.13E+00
SP112182	1.48E+00	1.42E+00	6.66E-01
SP98953	4.44E+00	4.46E+00	1.34E+00
SP112186	1.83E+00	1.68E+00	9.60E-01
SP98955	3.66E+00	3.51E+00	1.44E+00
SP112188	1.28E+00	1.33E+00	6.22E-01
SP112190	2.96E+00	2.86E+00	1.11E+00
SP112192	2.15E+00	2.11E+00	1.03E+00
SP112194	2.29E+00	2.27E+00	9.27E-01
SP98959	1.44E+00	1.55E+00	4.71E-01
SP112196	2.37E+00	2.35E+00	1.08E+00
SP112198	1.55E+00	1.55E+00	8.64E-01
SP112201	9.00E-01	9.17E-01	5.04E-01
SP98965	2.35E+00	2.62E+00	1.01E+00
SP112205	2.21E+00	2.24E+00	1.01E+00
SP112208	2.91E+00	3.17E+00	1.11E+00
SP98967	1.76E+00	1.69E+00	9.05E-01
SP112210	2.84E+00	2.85E+00	1.02E+00
SP112211	2.78E+00	2.66E+00	1.01E+00
SP98973	3.51E+00	3.43E+00	1.87E+00
SP112213	2.16E+00	2.26E+00	8.72E-01
SP50097	3.85E+00	3.90E+00	1.46E+00
SP112215	2.11E+00	2.11E+00	7.96E-01
SP112217	2.41E+00	2.35E+00	9.42E-01
SP98975	1.26E+00	1.36E+00	6.22E-01
SP112219	2.67E+00	2.70E+00	1.23E+00
SP112221	1.02E+00	1.07E+00	4.73E-01
SP112228	2.14E+00	1.98E+00	8.10E-01
SP50099	3.20E+00	3.17E+00	1.10E+00
SP98981	2.11E+00	2.19E+00	9.14E-01
SP112234	3.01E+00	2.95E+00	1.30E+00
SP98985	2.63E+00	2.71E+00	8.90E-01
SP112237	1.65E+00	1.73E+00	9.22E-01
SP98989	1.71E+00	1.61E+00	6.06E-01
SP112241	2.26E+00	2.21E+00	6.87E-01
SP112245	1.40E+00	1.41E+00	7.43E-01
SP98991	1.14E+00	1.14E+00	6.97E-01
SP112248	2.06E+00	2.05E+00	9.76E-01
SP112051	2.39E+00	2.45E+00	1.06E+00
SP98997	2.62E+00	2.50E+00	1.01E+00
SP112252	2.98E+00	3.18E+00	1.36E+00
SP99001	1.23E+00	1.21E+00	5.68E-01
SP112257	3.68E-01	3.68E-01	0.00E+00
SP99007	1.67E+00	1.64E+00	8.25E-01
SP112261	1.17E+00	1.15E+00	4.83E-01
SP50101	1.61E+00	1.60E+00	7.69E-01
SP112265	2.13E+00	2.15E+00	8.32E-01
SP112268	2.43E+00	2.27E+00	9.82E-01
SP99011	2.59E+00	2.25E+00	1.06E+00
SP112269	2.26E+00	2.16E+00	8.15E-01
SP99013	2.86E+00	2.89E+00	5.56E-01
SP112273	4.11E+00	4.09E+00	1.49E+00
SP112274	8.89E-01	8.20E-01	4.40E-01
SP50105	1.60E+00	1.63E+00	7.48E-01
SP112276	1.02E+00	1.04E+00	3.99E-01
SP99019	2.12E+00	2.20E+00	9.05E-01
SP99021	1.83E+00	1.76E+00	7.74E-01
SP112283	9.28E-01	8.85E-01	3.72E-01
SP112288	1.99E+00	2.05E+00	8.37E-01
SP99025	2.04E+00	2.02E+00	9.91E-01
SP112290	2.76E+00	2.78E+00	9.50E-01
SP99029	1.57E+00	1.62E+00	7.12E-01
SP99033	2.01E+00	2.04E+00	9.32E-01
SP99037	7.52E-01	7.88E-01	2.84E-01
SP99041	1.99E+00	1.88E+00	7.38E-01
SP99045	2.40E+00	2.32E+00	1.08E+00
SP112300	1.84E+00	2.01E+00	5.94E-01
SP99049	2.49E+00	2.37E+00	7.86E-01
SP112304	1.97E+00	1.94E+00	6.78E-01
SP50107	2.65E+00	2.69E+00	1.15E+00
SP112310	2.00E+00	1.94E+00	8.56E-01
SP99053	1.57E+00	1.48E+00	7.36E-01
SP99057	5.26E-01	5.42E-01	1.70E-01
SP99061	3.56E+00	3.48E+00	1.43E+00
SP50109	1.72E+00	1.69E+00	6.96E-01
SP99065	1.99E+00	2.02E+00	9.25E-01
SP106993	2.74E+00	2.81E+00	1.22E+00
SP50111	1.90E+00	2.01E+00	7.71E-01
SP99069	2.20E+00	2.31E+00	6.64E-01
SP99073	2.36E+00	2.34E+00	7.90E-01
SP99077	1.56E+00	1.53E+00	5.06E-01
SP99081	2.11E+00	2.09E+00	9.18E-01
SP99085	2.46E+00	2.24E+00	8.87E-01
SP99089	1.98E+00	1.95E+00	8.71E-01
SP99093	1.75E+00	1.74E+00	8.78E-01
SP99097	1.35E+00	1.38E+00	5.21E-01
SP99101	2.45E+00	2.51E+00	7.75E-01
SP106998	2.42E+00	2.50E+00	8.70E-01
SP99105	1.43E+00	1.49E+00	5.91E-01
SP99109	2.96E+00	2.84E+00	9.36E-01
SP50113	2.91E+00	2.88E+00	1.34E+00
SP50115	1.57E+00	1.58E+00	6.65E-01
SP50117	1.92E+00	2.07E+00	9.32E-01
SP107004	2.08E+00	2.03E+00	9.92E-01
SP99117	1.99E+00	1.97E+00	1.09E+00
SP99121	2.62E+00	2.57E+00	1.01E+00
SP107007	2.51E+00	2.46E+00	7.77E-01
SP99125	1.50E+00	1.47E+00	7.98E-01
SP99129	2.36E+00	2.49E+00	9.31E-01
SP99133	1.62E+00	1.63E+00	7.81E-01
SP50119	1.90E+00	1.86E+00	1.15E+00
SP99137	2.32E+00	2.21E+00	1.20E+00
SP50121	1.31E+00	1.30E+00	3.93E-01
SP50123	2.93E+00	2.90E+00	1.28E+00
SP99141	2.19E+00	2.41E+00	1.21E+00
SP50125	1.96E+00	1.88E+00	7.85E-01
SP99145	1.79E+00	1.94E+00	1.17E+00
SP99149	1.80E+00	1.73E+00	9.52E-01
SP50129	2.05E+00	2.00E+00	8.27E-01
SP99153	7.95E-01	7.08E-01	4.10E-01
SP99157	1.72E+00	1.71E+00	7.81E-01
SP99161	1.68E+00	1.66E+00	6.97E-01
SP99165	1.82E+00	1.81E+00	8.61E-01
SP50131	3.83E+00	3.81E+00	1.92E+00
SP50133	1.31E+00	1.34E+00	5.53E-01
SP99169	9.33E-01	9.22E-01	5.13E-01
SP50135	1.52E+00	1.56E+00	8.39E-01
SP50137	1.45E+00	1.48E+00	6.47E-01
SP99173	1.83E+00	1.74E+00	6.77E-01
SP99177	1.95E+00	2.01E+00	9.57E-01
SP99181	1.54E+00	1.43E+00	4.56E-01
SP50139	1.22E+00	1.15E+00	3.76E-01
SP107010	2.10E+00	2.10E+00	9.07E-01
SP99189	1.06E+00	1.06E+00	5.27E-01
SP50141	1.51E-01	1.51E-01	0.00E+00
SP99193	1.53E+00	1.50E+00	5.87E-01
SP50145	1.46E+00	1.41E+00	7.11E-01
SP50147	2.48E+00	2.42E+00	1.16E+00
SP107012	0.00E+00	2.00E+01	2.00E+01
SP50149	2.17E+00	2.22E+00	1.17E+00
SP107017	1.59E+00	1.58E+00	6.59E-01
SP107019	2.10E+00	2.36E+00	8.26E-01
SP107023	1.54E+00	1.60E+00	6.77E-01
SP50151	1.45E+00	1.39E+00	7.21E-01
SP50153	2.46E+00	2.45E+00	1.02E+00
SP99197	3.83E+00	3.77E+00	1.67E+00
SP50155	2.51E+00	2.63E+00	1.26E+00
SP99201	1.63E+00	1.75E+00	7.12E-01
SP50157	1.71E+00	1.71E+00	7.23E-01
SP99205	1.32E+00	1.33E+00	5.11E-01
SP50159	2.38E+00	2.31E+00	9.88E-01
SP50161	2.17E+00	2.14E+00	7.93E-01
SP107025	1.57E+00	1.50E+00	7.83E-01
SP107028	4.10E-01	3.31E-01	2.65E-01
SP50163	1.76E+00	1.82E+00	8.62E-01
SP99217	1.32E+00	1.29E+00	6.48E-01
SP50165	1.73E+00	1.65E+00	1.00E+00
SP107030	1.61E+00	1.54E+00	9.36E-01
SP50167	1.80E+00	1.75E+00	8.11E-01
SP99229	2.13E+00	2.29E+00	7.81E-01
SP99233	1.77E+00	1.74E+00	7.06E-01
SP107032	5.29E-01	5.29E-01	0.00E+00
SP50169	2.22E+00	2.17E+00	8.83E-01
SP50171	2.33E+00	2.20E+00	8.34E-01
SP50173	1.46E+00	1.48E+00	5.70E-01
SP50175	5.08E-01	5.01E-01	1.44E-01
SP107034	1.23E+00	1.19E+00	5.51E-01
SP50179	1.82E+00	1.80E+00	7.26E-01
SP99237	1.54E+00	1.52E+00	8.89E-01
SP107037	2.06E+00	2.00E+00	8.60E-01
SP107041	1.55E+00	1.55E+00	7.16E-01
SP50181	1.59E+00	1.57E+00	6.89E-01
SP99249	1.83E+00	1.85E+00	9.28E-01
SP99253	2.39E+00	2.14E+00	1.15E+00
SP50183	1.94E+00	1.98E+00	9.19E-01
SP99257	2.68E+00	2.86E+00	1.38E+00
SP107044	9.54E-01	1.00E+00	5.12E-01
SP50185	2.35E+00	2.29E+00	6.80E-01
CPCT02020315T	2.60E+00	2.79E+00	1.43E+00
CPCT02020321T	7.20E-01	7.30E-01	1.89E-01
CPCT02020330T	2.55E+00	2.72E+00	1.18E+00
CPCT02010372T	4.20E+00	4.45E+00	1.49E+00
CPCT02020326T	3.20E+00	3.19E+00	9.79E-01
CPCT02020403T	2.33E+00	2.14E+00	1.10E+00
CPCT02040063T	3.11E+00	3.41E+00	1.91E+00
CPCT02060054T	3.67E+00	3.55E+00	1.43E+00
CPCT02060053T	1.65E+00	1.72E+00	6.19E-01
CPCT02020886T	3.16E+00	3.39E+00	1.49E+00
CPCT02130167T	2.43E+00	2.50E+00	1.10E+00
