Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP18310	84069	12964	24812	3743	8394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP17172	33069	641	4408	1650	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0
SP96133	64862	3591	1831	0	4880	0	0	0	2224	0	0	0	0	0	0	0	0	0	0	0
SP110242	85591	9086	11309	9771	8738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP114330	260	0	0	486	13	66	16	0	117	3	19	9	32	36	55	33	2	39	73	29
SP21017	78147	11673	11000	4826	6733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP22383	60016	3736	8296	0	3631	0	0	0	3609	0	0	0	0	0	0	0	0	0	0	0
SP81312	3930	0	0	4634	0	0	488	469	1736	0	92	4	2	0	0	234	0	0	0	0
SP22031	565	0	36	1636	0	0	120	963	147	0	15	12	0	0	0	0	0	0	0	0
SP96112	143	0	20	172	6	21	0	141	0	0	37	4	33	45	48	11	11	27	2	32
SP19215	51471	877	11784	0	5236	0	0	0	4363	0	0	0	0	0	0	0	0	0	0	0
SP96120	517	0	0	493	5	116	141	204	51	0	52	10	85	123	59	24	18	52	43	22
SP16886	301	0	212	2428	0	0	531	3580	548	0	0	28	0	0	0	34	0	0	1	0
SP96124	691	13	0	465	0	137	8	83	0	0	10	7	25	77	26	23	16	8	22	26
SP19295	972	0	23	1358	0	0	72	1609	197	0	0	7	0	0	0	12	0	8	20	0
SP19670	333	0	0	444	12	54	10	16	50	2	2	0	10	71	57	17	0	36	23	13
SP17905	1359	0	0	2750	0	0	593	8929	11183	0	634	0	0	0	0	218	0	0	0	0
SP16934	550	0	0	336	2	0	188	173	0	0	51	3	25	61	47	23	1	25	27	22
