Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP117655	2.43E+00	3.84E+00	3.84E+00	0.00E+00	1.56E+00
SP117556	1.76E+00	2.56E+00	2.24E+00	9.49E-01	1.12E+00
SP117627	1.06E+00	1.92E+00	1.93E+00	3.70E-01	9.49E-01
SP117775	2.20E+00	2.94E+00	3.10E+00	1.04E+00	1.47E+00
SP117332	5.10E-01	9.73E-01	1.26E+00	5.11E-01	7.24E-01
SP117712	8.26E-01	2.12E+00	2.35E+00	6.88E-01	1.25E+00
SP117017	6.77E-01	1.74E+00	1.78E+00	7.25E-01	8.67E-01
SP117031	2.01E+00	2.93E+00	2.23E+00	3.00E-02	1.17E+00
SP117759	3.36E+00	4.07E+00	3.26E+00	1.49E+00	1.20E+00
SP117621	1.43E+00	2.82E+00	2.64E+00	5.57E-01	1.13E+00
SP117425	1.35E+00	2.11E+00	2.34E+00	7.00E-01	1.25E+00
SP117930	2.97E+00	4.52E+00	3.74E+00	2.04E+00	1.48E+00
SP99287	3.56E-01	1.01E+00	1.03E+00	1.23E-01	6.11E-01
SP99293	6.59E-01	1.53E+00	1.60E+00	5.78E-01	7.50E-01
SP99289	1.12E+00	2.85E+00	3.10E+00	1.39E+00	1.75E+00
SP99297	1.26E-01	3.98E-01	4.16E-01	4.33E-01	2.43E-02
SP99301	2.01E+01	3.10E+00	2.87E+00	2.30E+01	6.26E-02
SP99305	5.40E-01	1.19E+00	1.43E+00	7.14E-01	7.79E-01
SP99309	9.68E-01	2.29E+00	1.96E+00	7.42E-01	3.35E-01
SP99313	5.48E-01	1.55E+00	2.94E+00	5.65E-01	2.44E+00
SP99317	0.00E+00	2.40E-01	2.84E-01	7.00E-02	1.37E-01
SP99321	9.14E-01	1.14E+00	1.30E+00	5.00E-01	5.81E-01
SP99325	1.36E+03	1.14E+02	1.16E+01	1.42E+03	0.00E+00
SP99329	6.36E-01	0.00E+00	1.82E+00	3.54E-01	1.93E+00
SP99333	5.62E-01	1.28E+00	1.25E+00	4.83E-01	6.24E-01
SP99337	9.50E-01	2.11E+00	1.85E+00	9.57E-01	7.73E-01
SP99341	7.10E-01	1.50E+00	1.61E+00	7.06E-01	5.00E-01
SP99345	9.03E-02	4.52E-01	7.93E-01	0.00E+00	5.33E-01
SP99113	1.92E-01	0.00E+00	4.14E-01	0.00E+00	3.78E-01
SP99185	5.91E-01	1.84E+00	2.20E+00	9.81E-02	1.30E+00
SP99209	7.72E-01	2.22E+00	2.37E+00	4.03E-01	1.31E+00
SP99213	1.21E+00	2.20E+00	1.97E+00	6.38E-01	7.67E-01
SP99221	1.41E-02	2.32E-01	5.40E-01	5.45E-02	4.77E-01
SP99225	4.85E-01	1.10E+00	1.24E+00	1.45E-01	6.84E-01
SP99241	1.41E+00	3.21E+00	3.90E+00	1.33E+00	2.47E+00
CPCT02020318T	1.43E+00	2.07E+00	1.61E+00	1.82E+00	9.31E-01
CPCT02010377T	1.17E+00	2.06E+00	2.09E+00	1.57E+00	1.15E+00
CPCT02060017T	1.64E+00	3.04E+00	2.83E+00	3.10E+00	1.11E+00
CPCT02060166T	1.77E+00	3.68E+00	1.77E+00	4.01E+00	2.17E+00
DRUP01080024T	8.16E-01	3.46E+00	1.84E+00	4.52E+00	1.40E+00
CPCT02300029T	2.67E+00	5.04E+00	2.41E+00	4.61E+00	2.53E+00
CPCT02130024T	1.44E+00	3.36E+00	1.75E+00	3.24E+00	1.92E+00
CPCT02370015T	6.52E-01	1.61E+00	1.64E+00	2.23E+00	1.21E+00
CPCT02080291T	9.92E-01	1.82E+00	1.37E+00	1.42E+00	6.51E-01
CPCT02330082T	6.86E-01	1.94E+00	1.38E+00	2.10E+00	4.55E-01
CPCT02130035T	1.89E+00	4.23E+00	2.40E+00	4.98E+00	1.80E+00
CPCT02020667T	6.85E-01	3.11E+00	1.91E+00	3.85E+00	1.86E+00
CPCT02190030T	1.13E+00	2.85E+00	2.71E+00	3.02E+00	1.60E+00
CPCT02070304T	1.69E+00	3.87E+00	2.76E+00	4.36E+00	1.85E+00
CPCT02230093T	2.30E+00	3.62E+00	2.46E+00	3.27E+00	1.52E+00
CPCT02170024T	9.31E-01	3.31E+00	1.94E+00	4.18E+00	2.03E+00
