MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
4:Del:R:3	1.11E-05	4.39E-05	2.57E-05	1.10E-05	1.10E-04	1.17E-04
4:Del:R:4	3.62E-06	2.46E-05	2.52E-05	6.30E-06	4.92E-05	4.25E-05
4:Del:R:5	6.66E-06	1.69E-05	9.60E-06	0.00E+00	3.78E-05	3.26E-05
5:Del:R:0	9.28E-06	6.82E-05	4.49E-04	7.83E-04	1.57E-03	4.04E-03
5:Del:R:1	1.07E-05	1.34E-04	1.29E-04	9.06E-05	6.24E-04	5.53E-04
5:Del:R:2	5.96E-06	4.11E-05	3.73E-05	2.93E-05	1.23E-04	1.17E-04
5:Del:R:3	3.78E-06	2.18E-05	1.00E-05	1.11E-05	4.71E-05	2.91E-05
5:Del:R:4	3.63E-06	8.68E-06	1.21E-06	4.35E-07	3.52E-06	1.36E-05
5:Del:R:5	2.41E-06	5.56E-06	8.52E-06	1.89E-06	9.76E-06	3.19E-06
2:Ins:R:0	3.03E-05	1.59E-04	2.18E-04	1.03E-04	1.10E-03	1.14E-03
2:Ins:R:1	1.09E-05	1.11E-04	1.76E-04	8.15E-05	5.44E-04	3.79E-04
2:Ins:R:2	1.30E-05	5.78E-05	7.04E-05	4.64E-05	1.57E-04	1.57E-04
2:Ins:R:3	1.59E-05	5.20E-05	5.23E-05	2.86E-05	1.14E-04	8.92E-05
2:Ins:R:4	1.91E-05	7.75E-05	4.01E-05	3.60E-05	7.17E-05	1.65E-04
2:Ins:R:5	5.45E-05	2.00E-04	1.33E-04	7.51E-05	3.69E-04	4.12E-04
3:Ins:R:0	9.09E-06	7.61E-05	1.28E-04	4.23E-05	5.00E-04	4.65E-04
3:Ins:R:1	7.51E-07	8.69E-05	1.44E-04	6.62E-05	4.31E-04	2.95E-04
3:Ins:R:2	4.99E-06	2.98E-05	4.82E-05	2.09E-05	9.92E-05	7.41E-05
3:Ins:R:3	3.33E-06	1.58E-05	1.62E-06	1.07E-05	1.09E-05	2.63E-05
3:Ins:R:4	2.77E-06	1.45E-05	7.11E-06	1.36E-05	1.71E-05	2.47E-05
3:Ins:R:5	1.01E-05	3.69E-05	2.73E-05	1.66E-05	1.00E-04	8.03E-05
4:Ins:R:0	2.17E-05	1.37E-04	1.62E-04	6.00E-05	7.03E-04	6.68E-04
4:Ins:R:1	2.93E-06	1.04E-04	2.01E-04	7.49E-05	5.47E-04	2.72E-04
4:Ins:R:2	6.65E-06	2.47E-05	2.95E-05	7.41E-06	4.10E-05	4.36E-05
4:Ins:R:3	5.75E-06	1.84E-05	1.13E-05	6.73E-06	3.74E-05	2.75E-05
4:Ins:R:4	8.18E-06	2.96E-05	1.05E-05	1.12E-05	4.30E-05	5.22E-05
4:Ins:R:5	4.47E-06	3.86E-05	2.61E-05	4.64E-06	1.10E-04	9.68E-05
5:Ins:R:0	8.47E-05	1.06E-03	3.21E-04	1.22E-03	7.42E-04	8.79E-03
5:Ins:R:1	5.66E-06	2.29E-04	4.02E-04	2.47E-04	1.51E-03	8.60E-04
5:Ins:R:2	5.09E-06	3.74E-05	2.34E-05	3.10E-05	1.02E-04	9.55E-05
5:Ins:R:3	2.32E-06	1.74E-05	4.00E-06	1.79E-05	5.09E-05	5.46E-05
5:Ins:R:4	1.11E-06	9.86E-06	6.22E-06	1.49E-05	2.49E-05	4.54E-05
5:Ins:R:5	6.43E-07	1.21E-05	2.69E-06	4.96E-06	2.94E-05	2.10E-05
2:Del:M:1	7.39E-05	3.04E-04	6.25E-04	2.41E-04	2.32E-03	1.30E-03
3:Del:M:1	9.06E-06	3.87E-05	1.14E-04	1.12E-04	4.19E-04	1.88E-04
3:Del:M:2	1.91E-05	1.21E-04	1.14E-04	1.24E-04	3.94E-04	3.76E-04
4:Del:M:1	1.75E-05	5.79E-05	1.00E-04	1.22E-04	3.24E-04	2.09E-04
4:Del:M:2	1.27E-05	8.65E-05	1.14E-04	1.13E-04	3.42E-04	3.60E-04
4:Del:M:3	1.74E-05	1.10E-04	1.52E-04	8.75E-05	4.69E-04	3.83E-04
5:Del:M:1	3.15E-05	1.49E-04	3.96E-04	4.45E-04	1.17E-03	1.57E-03
5:Del:M:2	4.01E-06	5.01E-05	2.54E-04	6.13E-04	1.62E-03	1.47E-03
5:Del:M:3	1.39E-05	1.02E-04	1.71E-04	6.18E-04	1.37E-03	1.32E-03
5:Del:M:4	2.80E-06	5.83E-05	8.46E-05	3.68E-04	8.44E-04	8.03E-04
5:Del:M:5	8.08E-06	9.26E-05	1.32E-04	3.22E-04	9.62E-04	9.08E-04
