MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	7.43E-06	3.44E-04	1.48E-04	3.94E-04
1:Del:C:1	4.86E-06	1.62E-04	8.69E-05	2.27E-04
1:Del:C:2	5.29E-06	8.81E-05	5.75E-05	1.62E-04
1:Del:C:3	1.24E-05	4.77E-05	3.53E-05	1.11E-04
1:Del:C:4	2.26E-05	1.86E-05	3.83E-05	9.44E-05
1:Del:C:5	4.80E-05	6.63E-05	6.10E-05	4.13E-05
1:Del:T:0	6.02E-06	2.77E-04	1.42E-04	2.85E-04
1:Del:T:1	5.89E-06	2.13E-04	8.49E-05	1.88E-04
1:Del:T:2	9.37E-06	1.77E-04	8.06E-05	2.41E-04
1:Del:T:3	3.12E-05	2.09E-04	8.82E-05	2.84E-04
1:Del:T:4	7.41E-05	1.74E-04	9.23E-05	2.16E-04
1:Del:T:5	5.92E-04	9.00E-04	1.11E-03	9.22E-04
1:Ins:C:0	1.75E-05	4.93E-03	2.57E-03	1.24E-04
1:Ins:C:1	2.21E-06	1.21E-04	8.29E-05	4.99E-05
1:Ins:C:2	1.93E-06	1.87E-05	2.08E-05	3.76E-05
1:Ins:C:3	3.16E-06	2.18E-05	2.25E-05	2.21E-05
1:Ins:C:4	3.43E-05	4.32E-04	6.53E-10	5.12E-04
1:Ins:C:5	8.23E-05	7.13E-04	1.35E-04	6.06E-04
1:Ins:T:0	3.92E-06	1.05E-04	8.48E-05	7.73E-05
1:Ins:T:1	3.28E-06	1.20E-04	8.28E-05	1.20E-04
1:Ins:T:2	5.94E-06	5.90E-05	6.37E-05	7.20E-05
1:Ins:T:3	4.63E-06	6.37E-05	4.88E-05	7.82E-05
1:Ins:T:4	3.31E-05	2.84E-04	6.42E-05	2.67E-04
1:Ins:T:5	5.48E-04	5.45E-03	2.15E-03	2.40E-03
2:Del:R:0	6.29E-06	1.19E-04	8.99E-05	1.15E-04
2:Del:R:1	1.10E-05	1.97E-04	1.48E-04	1.96E-04
2:Del:R:2	7.70E-06	6.38E-05	5.48E-05	9.61E-05
2:Del:R:3	2.48E-05	2.45E-05	2.86E-06	3.67E-05
2:Del:R:4	1.30E-05	1.53E-05	1.35E-05	2.90E-05
2:Del:R:5	1.80E-05	2.04E-05	2.84E-05	4.09E-05
3:Del:R:0	2.44E-06	3.32E-05	3.34E-05	7.68E-05
3:Del:R:1	1.16E-05	1.88E-04	1.35E-04	1.88E-04
3:Del:R:2	4.79E-06	5.35E-05	4.94E-05	6.11E-05
3:Del:R:3	3.60E-06	1.56E-05	1.94E-05	2.58E-05
3:Del:R:4	2.35E-06	9.74E-06	1.48E-05	2.90E-05
3:Del:R:5	3.53E-06	1.15E-05	1.17E-05	2.24E-05
4:Del:R:0	1.73E-06	3.57E-05	2.72E-05	7.92E-05
4:Del:R:1	5.46E-06	1.29E-04	1.10E-04	1.10E-04
4:Del:R:2	2.56E-06	3.27E-05	3.25E-05	5.81E-05
4:Del:R:3	2.83E-06	1.67E-05	2.12E-05	3.33E-05
4:Del:R:4	2.63E-06	2.24E-05	1.26E-05	5.11E-09
4:Del:R:5	2.08E-06	3.58E-06	8.81E-06	6.48E-06
5:Del:R:0	2.99E-06	2.25E-04	1.23E-04	4.51E-04
5:Del:R:1	2.40E-06	7.68E-05	7.20E-05	1.29E-04
5:Del:R:2	1.66E-06	1.59E-05	1.92E-05	4.78E-05
5:Del:R:3	1.49E-06	5.58E-06	1.12E-05	2.50E-05
5:Del:R:4	1.23E-06	3.77E-06	5.79E-06	4.87E-06
5:Del:R:5	5.08E-07	6.58E-06	4.33E-06	1.33E-05
2:Ins:R:0	4.28E-06	1.14E-04	9.10E-05	4.36E-05
2:Ins:R:1	2.27E-06	4.35E-05	4.04E-05	5.89E-05
2:Ins:R:2	2.66E-06	2.81E-05	3.00E-05	6.23E-05
2:Ins:R:3	9.04E-06	7.69E-05	1.91E-05	7.11E-05
2:Ins:R:4	2.92E-05	2.31E-04	3.07E-05	2.22E-04
2:Ins:R:5	9.16E-05	7.73E-04	1.79E-04	5.82E-04
3:Ins:R:0	1.77E-07	4.24E-05	4.05E-05	2.40E-05
3:Ins:R:1	1.47E-06	3.34E-05	3.07E-05	6.18E-05
3:Ins:R:2	1.22E-06	1.48E-05	1.35E-05	3.40E-05
3:Ins:R:3	1.63E-06	1.90E-05	5.25E-06	1.56E-05
3:Ins:R:4	2.62E-06	1.95E-05	8.36E-06	7.07E-06
3:Ins:R:5	7.35E-06	4.19E-05	1.89E-05	2.88E-05
4:Ins:R:0	7.33E-07	5.90E-05	5.41E-05	3.10E-05
4:Ins:R:1	1.88E-06	4.22E-05	3.72E-05	5.07E-05
4:Ins:R:2	1.81E-06	1.83E-05	1.26E-05	3.09E-05
4:Ins:R:3	3.19E-06	4.89E-05	4.51E-06	5.48E-05
4:Ins:R:4	4.00E-06	4.07E-05	1.87E-05	4.03E-05
4:Ins:R:5	2.57E-06	3.51E-05	2.72E-05	6.74E-06
5:Ins:R:0	0.00E+00	1.68E-04	1.09E-04	7.62E-05
5:Ins:R:1	9.50E-07	1.35E-04	6.88E-05	1.45E-04
5:Ins:R:2	4.50E-07	2.63E-05	1.54E-05	4.19E-05
5:Ins:R:3	8.80E-07	1.08E-05	9.77E-06	5.74E-06
5:Ins:R:4	1.01E-06	1.42E-05	1.05E-05	8.22E-06
5:Ins:R:5	6.62E-07	6.41E-06	6.23E-06	2.57E-06
2:Del:M:1	8.17E-06	1.97E-04	1.54E-04	1.69E-04
3:Del:M:1	2.05E-06	2.93E-05	3.19E-05	6.77E-05
3:Del:M:2	6.48E-06	9.86E-05	6.32E-05	1.25E-04
4:Del:M:1	2.61E-06	4.10E-05	3.69E-05	7.55E-05
4:Del:M:2	3.05E-06	6.13E-05	5.48E-05	1.17E-04
4:Del:M:3	4.11E-06	9.06E-05	7.29E-05	1.42E-04
5:Del:M:1	2.86E-06	1.66E-04	8.05E-05	5.36E-04
5:Del:M:2	3.03E-06	1.03E-04	8.45E-05	8.97E-04
5:Del:M:3	2.66E-06	6.04E-05	7.72E-06	6.49E-04
5:Del:M:4	1.92E-06	4.57E-05	4.40E-05	3.92E-04
5:Del:M:5	1.88E-06	7.40E-05	4.73E-05	3.86E-04
