Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP85623	3.82E-01	2.31E-01	3.77E-01	1.64E+00	1.53E+00	9.63E-01	9.23E-01
SP85491	3.59E-01	2.25E-01	0.00E+00	2.75E+00	2.69E+00	1.73E+00	1.07E+00
SP87582	2.74E-01	4.36E-01	3.07E-01	1.25E+00	1.12E+00	1.29E+00	1.37E+00
SP89090	2.72E-01	5.66E-01	3.67E-01	2.07E+00	2.01E+00	1.76E+00	9.70E-01
SP85511	6.52E-01	7.91E-01	9.37E-01	3.23E+00	3.00E+00	2.84E+00	2.19E+00
SP85952	1.51E-01	4.42E-01	3.20E-01	1.69E+00	1.71E+00	1.57E+00	1.03E+00
SP85840	4.25E-01	2.96E-01	0.00E+00	1.77E+00	1.81E+00	1.22E+00	1.65E+00
SP87675	4.15E-01	6.37E-01	0.00E+00	1.08E+00	1.24E+00	8.93E-01	1.12E+00
SP85836	3.71E-01	6.59E-01	3.51E-01	3.76E+00	3.40E+00	2.37E+00	2.37E+00
SP120767	4.65E-01	2.91E-01	7.60E-01	2.34E+00	2.60E+00	1.72E+00	1.63E+00
SP105708	6.35E-01	4.52E-01	7.06E-02	1.67E+00	2.02E+00	1.42E+00	1.31E+00
SP85818	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.00E-02	0.00E+00	2.00E-02
SP105922	2.16E-01	6.77E-02	0.00E+00	1.81E+00	1.88E+00	6.89E-01	1.06E+00
SP86118	6.73E-01	2.92E-01	0.00E+00	2.00E+00	2.18E+00	1.58E+00	1.21E+00
SP86306	7.14E-01	1.63E+00	0.00E+00	3.08E+00	3.51E+00	4.12E+00	6.77E-01
SP87099	8.89E-01	6.07E-01	3.92E-01	1.55E+00	2.17E+00	2.14E+00	1.48E+00
SP87434	4.66E-01	5.57E-01	6.37E-02	1.65E+00	1.44E+00	1.59E+00	1.40E+00
SP85864	2.59E-01	3.20E-01	2.29E-01	2.91E-01	1.98E-01	4.67E-01	4.66E-01
SP105807	3.88E-01	6.57E-01	0.00E+00	2.49E+00	2.49E+00	1.79E+00	1.08E+00
SP89291	2.93E-01	4.82E-01	0.00E+00	9.76E-01	1.23E+00	7.53E-01	1.08E+00
SP88050	2.05E-01	4.75E-01	1.81E-01	7.59E-01	9.70E-01	9.07E-01	8.84E-01
SP88593	3.10E-01	4.57E-01	1.98E-01	1.48E+00	1.43E+00	9.45E-01	1.58E+00
SP88158	1.28E-01	2.67E-01	2.23E-02	6.55E-01	9.41E-01	5.34E-01	7.71E-01
SP87534	5.49E-01	1.62E+00	1.29E+00	3.27E+00	3.26E+00	3.92E+00	1.69E+00
SP88776	1.24E-01	5.59E-01	0.00E+00	2.99E+00	2.66E+00	1.88E+00	1.41E+00
SP85725	2.18E-01	6.55E-01	1.31E-01	2.32E+00	1.87E+00	1.88E+00	1.51E+00
SP86660	4.04E-01	1.11E+00	3.66E-01	2.87E+00	2.61E+00	2.37E+00	2.12E+00
SP87903	3.00E-02	3.96E-01	5.80E-02	1.24E+00	1.42E+00	1.08E+00	8.88E-01
SP88098	1.65E-01	1.20E+00	7.26E-01	3.24E+00	3.12E+00	2.92E+00	1.17E+00
SP85487	9.00E-01	2.24E+00	4.55E-01	3.44E+00	3.31E+00	3.85E+00	1.42E+00
SP105759	4.40E-01	2.76E-01	3.48E-01	1.35E+00	1.31E+00	1.19E+00	1.15E+00
SP86775	0.00E+00	0.00E+00	2.25E-01	4.66E-01	4.67E-01	3.42E-01	6.14E-01
SP88322	3.04E-01	8.33E-01	0.00E+00	2.27E+00	2.44E+00	1.74E+00	7.40E-01
SP85582	3.39E-01	7.05E-01	1.50E-01	1.32E+00	1.35E+00	1.15E+00	1.42E+00
SP87446	6.01E-01	1.82E+00	3.47E-01	2.84E+00	2.82E+00	3.58E+00	1.63E+00
SP87337	1.94E-01	2.53E-01	0.00E+00	1.08E+00	1.25E+00	5.88E-01	9.84E-01
SP86929	4.76E-01	1.21E+00	6.13E-01	2.54E+00	2.88E+00	2.98E+00	1.41E+00
SP86130	3.86E-01	4.53E-01	2.47E-01	1.51E+00	1.48E+00	1.03E+00	1.33E+00
SP86425	1.02E+00	5.64E-01	3.89E-01	3.04E+00	3.57E+00	2.91E+00	1.72E+00
SP85495	2.56E-01	1.45E-01	6.09E-02	4.46E-01	4.41E-01	3.80E-01	6.75E-01
SP85787	8.00E-02	0.00E+00	3.29E-01	8.10E-01	7.30E-01	2.09E-01	1.01E+00
SP86836	1.25E-01	0.00E+00	1.00E-02	1.04E-01	0.00E+00	5.69E-02	1.60E-01
SP89245	3.53E-01	2.78E-01	0.00E+00	9.55E-01	8.52E-01	5.98E-01	6.94E-01
SP86989	5.22E-01	7.63E-01	4.01E-01	2.81E+00	2.85E+00	2.08E+00	1.61E+00
SP88757	0.00E+00	2.91E-01	3.04E-01	1.85E+00	1.61E+00	1.09E+00	1.20E+00
SP85733	3.47E-01	1.41E-01	4.35E-01	1.93E+00	2.23E+00	1.08E+00	1.52E+00
SP85737	0.00E+00	0.00E+00	2.38E-01	7.30E-01	8.48E-01	5.36E-01	7.43E-01
SP85647	2.67E-01	4.08E-01	0.00E+00	1.19E+00	1.35E+00	1.17E+00	1.30E+00
CPCT02011098T	9.78E-01	1.87E+00	2.41E+00	3.00E+00	1.85E+00	3.26E+00	8.82E-01
WIDE01010618T	4.49E+00	7.19E+00	2.78E+00	2.22E+00	1.25E+00	8.52E+00	5.59E-01
WIDE01010310T	1.19E+01	9.27E+00	3.16E+00	4.79E+00	4.61E+00	2.30E+01	1.87E+00
CPCT02080230T	1.29E+00	3.29E+00	3.98E+00	2.55E+00	2.50E+00	4.85E+00	9.32E-01
CPCT02010914T	5.49E-01	2.25E+00	3.30E+00	1.88E+00	1.36E+00	3.78E+00	4.73E-01
DRUP01010057T	4.31E+00	4.25E+00	6.88E+00	4.17E+00	5.06E+00	1.12E+01	1.92E+00
CPCT02010635T	4.64E+00	1.27E+00	6.66E+00	1.76E+00	4.25E+00	1.01E+01	1.11E+00
WIDE01010556T	7.24E+01	1.11E+01	1.13E+01	6.09E+00	5.09E+00	7.72E+01	5.10E-01
WIDE01010540T	1.87E+00	4.15E+00	2.36E+00	4.62E+00	5.34E+00	7.12E+00	1.17E+00
