MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	3.36E-05	2.32E-04	2.02E-04	1.10E-03	1.05E-03	1.60E-04	1.11E-03
1:Del:C:1	1.36E-05	1.51E-04	2.78E-04	6.57E-04	5.69E-04	9.78E-05	2.18E-04
1:Del:C:2	2.46E-05	1.01E-04	2.48E-04	2.06E-04	1.61E-04	5.66E-05	1.29E-04
1:Del:C:3	3.29E-05	7.20E-05	1.08E-04	1.94E-04	1.66E-04	3.87E-05	5.62E-05
1:Del:C:4	9.21E-05	0.00E+00	8.60E-05	3.54E-04	3.85E-05	7.84E-06	2.25E-05
1:Del:C:5	1.92E-04	4.83E-05	9.23E-05	8.94E-04	8.53E-05	1.05E-04	1.22E-04
1:Del:T:0	1.38E-05	1.43E-04	1.14E-04	1.41E-03	1.07E-03	1.44E-04	3.53E-04
1:Del:T:1	2.14E-05	1.39E-04	1.07E-04	1.15E-03	9.04E-04	1.14E-04	4.39E-04
1:Del:T:2	2.13E-05	1.37E-04	8.50E-05	1.34E-03	1.07E-03	9.81E-05	5.35E-04
1:Del:T:3	6.15E-05	2.00E-04	8.16E-05	1.12E-03	9.69E-04	1.13E-04	9.59E-04
1:Del:T:4	6.24E-05	1.39E-04	7.03E-05	7.94E-04	6.43E-04	1.43E-04	4.72E-04
1:Del:T:5	1.58E-03	8.68E-04	6.40E-04	1.66E-03	9.84E-05	1.45E-03	2.94E-03
1:Ins:C:0	2.58E-05	1.22E-03	2.16E-04	5.81E-05	6.96E-05	5.61E-05	6.16E-03
1:Ins:C:1	3.16E-06	7.14E-05	3.94E-05	1.78E-04	1.49E-04	6.59E-05	2.39E-04
1:Ins:C:2	4.45E-06	3.14E-05	3.21E-05	2.39E-04	1.64E-04	5.16E-05	2.61E-04
1:Ins:C:3	7.70E-06	3.67E-05	3.47E-05	6.21E-04	3.45E-04	1.88E-05	5.86E-04
1:Ins:C:4	1.97E-05	4.26E-05	3.66E-05	2.19E-04	1.44E-04	3.54E-06	1.99E-04
1:Ins:C:5	7.67E-05	1.48E-04	4.43E-05	2.72E-04	1.97E-04	9.07E-05	2.50E-04
1:Ins:T:0	1.89E-05	1.43E-04	6.14E-05	1.34E-04	2.11E-04	1.01E-04	5.37E-04
1:Ins:T:1	1.27E-06	1.18E-04	1.07E-04	1.29E-03	7.29E-04	1.22E-04	1.10E-03
1:Ins:T:2	2.89E-05	8.21E-05	1.14E-04	1.06E-03	6.79E-04	7.63E-05	9.54E-04
1:Ins:T:3	2.55E-05	7.01E-05	7.85E-05	1.96E-04	1.59E-04	4.46E-05	1.51E-04
