Samples	ID83A	ID83B
SP18310	133982	0
SP17172	37868	2012
SP96133	77388	0
SP110242	106294	18201
SP114330	171	1117
SP21017	106924	5455
SP22383	79288	0
SP81312	2730	8859
SP22031	203	3291
SP96112	116	637
SP19215	73731	0
SP96120	363	1652
SP16886	131	7532
SP96124	463	1174
SP19295	534	3744
SP19670	197	953
SP17905	5114	20552
SP16934	422	1112
SP20993	397	1607
SP19983	773	1499
SP18121	72528	27502
SP96122	796	1678
SP119755	994	1417
SP96126	675	2625
SP19606	207	793
SP96118	7805	1660
SP21528	184	1118
SP21400	949	9602
SP23078	133	920
SP17430	72	554
SP96110	397	848
SP18946	5243	11558
SP21057	912	1220
SP22750	208	1018
SP19750	179	1053
SP17016	595	917
SP16958	475	1806
SP17329	180	683
SP96116	265	1054
SP96129	576	1131
SP21193	303	738
SP18787	406	1853
SP96114	177	1250
SP19582	75	507
SP17294	629	1636
SP80367	12	1081
SP82087	138	908
SP80615	1639	17700
SP80271	355	1018
SP81172	408	895
SP81840	692	1672
SP80657	80	602
SP81494	170	1015
SP81711	379	2050
SP80423	376	771
SP80754	307	1013
SP81440	35	442
SP80950	273	516
SP82103	99	1379
SP81137	89	2565
DRUP01010006T	419	1399
CPCT02020319T	536	1275
CPCT02040021T	442	1427
CPCT02110003T	134	1062
CPCT02140012T	932	1663
CPCT02040027T	1083	1402
CPCT02100013T	1259	1953
CPCT02050048T	412	1203
CPCT02060015T	792	1380
CPCT02010397T	674	1623
CPCT02040040T	422	1589
CPCT02110008T	620	1557
CPCT02050057T	535	2038
CPCT02050061T	203	993
CPCT02110011T	436	1037
CPCT02020383T	381	1268
CPCT02010414T	959	1202
CPCT02210001T	651	1319
CPCT02210003T	577	1965
CPCT02330007T	232	1542
CPCT02050068T	371	611
CPCT02050075T	821	1740
CPCT02040058T	686	1542
CPCT02330009T	260	795
DRUP01010007T	2795	1491
DRUP01070001T	105182	0
CPCT02040021TII	674	1726
CPCT02340048T	339	2000
CPCT02330131T	278	1011
CPCT02190027T	384	1176
CPCT02050300T	553	1355
DRUP01070063T	676	3474
CPCT02060160T	646	1379
CPCT02030443T	734	1499
CPCT02020651T	564	1973
DRUP01090009T	520	1038
CPCT02070273T	478	1863
CPCT02210041T	775	1020
CPCT02010750TII	571	1543
CPCT02160059T	184	1399
DRUP01340003T	78	3418
CPCT02080283T	482	1935
DRUP01330002T	1020	1553
CPCT02330078T	281	2189
CPCT02010730T	871	1350
CPCT02050307T	411	1233
DRUP01340004T	1344	2386
CPCT02120078T	112	1673
CPCT02100139T	549	1083
CPCT02230077T	646	1998
CPCT02230078T	374	1386
CPCT02010735T	248	1024
DRUP01010051TII	552	1894
CPCT02440004T	1451	2199
CPCT02220032T	1191	2305
CPCT02130031T	592	1622
DRUP01020018T	629	1797
CPCT02310005T	648	1325
CPCT02250005T	37855	0
CPCT02330080T	728	1512
CPCT02100144T	932	1660
CPCT02330085T	891	2123
CPCT02010742T	438	1052
DRUP01010123T	189022	7768
DRUP01220007T	549	1911
CPCT02300033T	161	1317
DRUP01010059T	753	856
DRUP01010070T	396	1312
CPCT02160038T	277	942
CPCT02440024T	0	350
CPCT02030442T	671	2557
CPCT02330089T	626	1786
CPCT02210042T	447	693
DRUP01070039T	759	361
CPCT02220067T	528	1748
CPCT02340057T	630	1239
CPCT02010743T	646	1053
CPCT02030454T	732	1113
CPCT02320001T	1333	2463
CPCT02390017T	648	1385
CPCT02370012T	1046	2851
CPCT02240007TII	371	1349
CPCT02010747T	168	1185
CPCT02010750T	490	1243
CPCT02330092T	276	587
DRUP01340017T	195073	0
CPCT02060259T	724	1559
CPCT02080197T	526	1546
CPCT02110059T	929	647
CPCT02220076T	253	1204
CPCT02010751T	62	808
CPCT02220077T	439	780
DRUP01060010T	1402	1289
CPCT02140061T	1057	493
CPCT02270018T	297	985
CPCT02310007T	339	1522
CPCT02230087T	590	1787
CPCT02150048T	1169	2834
DRUP01010122T	159534	809
CPCT02330095T	612	1506
CPCT02340075T	858	2104
DRUP01010072T	327	1563
CPCT02330087T	251	1263
CPCT02240010T	664	1755
CPCT02110062T	413	3012
WIDE01010038T	241	885
CPCT02050325T	639	1968
CPCT02050327T	510	1695
CPCT02050329T	735	2162
WIDE01010060T	284	1072
WIDE01010100T	432	926
DRUP01340006T	1018	1928
CPCT02220036T	575	1202
WIDE01010066T	807	1098
WIDE01010077T	385	1130
CPCT02040226T	478	1605
CPCT02330098T	449	469
WIDE01010091T	281	1300
CPCT02110064T	303	1042
