Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP97749	363	0.98	108.127	29.787%	18.931	20.676%	0.14788	0.975
SP49235	427	0.978	146.075	34.21%	26.42	22.57%	0.1544	0.974
SP50177	501	0.976	161.488	32.233%	30.156	24.638%	0.13502	0.971
SP97775	1006	0.956	374.16	37.193%	75.045	30.911%	0.15867	0.946
SP97685	501	0.967	187.828	37.491%	36.59	30.262%	0.17305	0.962
SP97747	585	0.981	172.15	29.427%	29.829	21.147%	0.14131	0.977
SP97771	676	0.979	193.435	28.615%	33.325	21.067%	0.11278	0.973
SP97681	695	0.989	140.312	20.189%	23.923	15.535%	0.07799	0.986
SP98082	641	0.974	222.545	34.718%	42.792	25.025%	0.16266	0.969
SP49334	484	0.987	129.851	26.829%	21.944	17.08%	0.1497	0.984
SP49124	1280	0.974	377.127	29.463%	84.226	25.322%	0.12045	0.97
SP115501	580	0.994	259.505	44.742%	93.275	33.548%	0.66716	0.996
SP98305	1161	0.989	422.131	36.359%	98.906	22.001%	0.21381	0.988
SP49247	903	0.983	265.265	29.376%	50.392	19.691%	0.14456	0.98
SP49328	568	0.964	279.767	49.255%	68.054	42.635%	0.33407	0.965
SP98092	551	0.967	239.027	43.381%	42.503	30.621%	0.24215	0.962
SP120755	139	0.943	60.165	43.284%	11.133	35.545%	0.33328	0.927
SP49417	674	0.97	252.395	37.447%	48.504	27.273%	0.19777	0.965
SP49175	642	0.993	268.837	41.875%	84.557	27.265%	0.27873	0.994
SP49223	285	0.989	112.574	39.5%	24.769	25.145%	0.2282	0.989
SP49187	417	0.971	139.602	33.478%	25.602	25.927%	0.16339	0.964
SP49157	710	0.985	186.904	26.325%	31.516	18.042%	0.1215	0.981
SP49379	651	0.982	319.138	49.023%	88.186	37.318%	0.28598	0.984
SP49541	834	0.973	385.37	46.207%	89.29	39.527%	0.24466	0.975
SP98164	882	0.984	243.871	27.65%	41.56	18.849%	0.11871	0.981
SP49481	182	0.94	77.997	42.855%	13.618	34.369%	0.21188	0.919
SP98078	785	0.975	227.905	29.032%	39.962	24.412%	0.14165	0.968
SP106677	498	0.969	205.965	41.358%	37.83	27.008%	0.22717	0.964
SP106743	267	0.921	207.491	77.712%	52.682	74.586%	0.8162	0.925
SP98359	702	0.995	174.176	24.811%	35.022	14.74%	0.12255	0.995
SP98192	442	0.993	291.819	66.022%	132.396	49.584%	3.85783	0.995
SP98053	761	0.986	211.825	27.835%	40.61	18.915%	0.12791	0.984
SP106631	425	0.964	142.735	33.585%	25.005	26.549%	0.17288	0.952
SP49551	482	0.977	187.43	38.886%	33.509	23.839%	0.22851	0.975
SP49651	798	0.989	245.779	30.799%	54.454	24.797%	0.12006	0.99
SP98265	848	0.974	379.276	44.726%	79.698	29.95%	0.22917	0.973
SP98297	754	0.978	181.551	24.078%	35.745	20.699%	0.097	0.972
SP98060	90	0.865	65.291	72.546%	11.076	55.8%	0.69689	0.828
SP98289	758	0.959	338.05	44.598%	77.845	42.395%	0.22617	0.957
SP115498	922	0.989	265.039	28.746%	53.117	19.5%	0.15404	0.988
SP98096	735	0.984	252.441	34.346%	50.696	22.814%	0.18055	0.982
SP49114	1096	0.977	318.078	29.022%	50.936	22.297%	0.12194	0.97
SP98090	1879	0.987	832.619	44.312%	246.638	30.863%	0.3401	0.987
SP49286	603	0.98	166.352	27.587%	29.621	20.769%	0.12583	0.975
SP49469	682	0.981	257.168	37.708%	51.843	25.611%	0.18804	0.98
SP49205	370	0.985	157.532	42.576%	35.31	27.906%	0.24086	0.986
SP98327	610	0.982	181.878	29.816%	31.575	21.269%	0.1417	0.978
SP49449	395	0.99	284.213	71.953%	131.95	58.217%	4.08353	0.992
SP49391	332	0.97	131.442	39.591%	23.132	27.921%	0.22015	0.965
SP49531	1095	0.99	379.629	34.669%	83.751	21.848%	0.2186	0.99
SP49322	633	0.99	327.588	51.752%	101.475	37.575%	1.16851	0.992
SP49433	380	0.979	156.34	41.142%	31.606	25.413%	0.20151	0.977
SP109384	344	0.969	142.955	41.557%	25.767	27.341%	0.24016	0.964
SP98065	615	0.973	187.773	30.532%	34.418	23.478%	0.14035	0.966
SP49591	399	0.972	196.643	49.284%	48.175	41.476%	0.30076	0.974
SP49385	631	0.965	219.943	34.856%	38.55	27.19%	0.14785	0.954
SP98313	630	0.986	506.438	80.387%	236.059	69.987%	4.57278	0.989
SP49119	618	0.979	249.298	40.339%	47.686	24.882%	0.23807	0.977
SP109301	751	0.994	141.93	18.899%	22.298	10.658%	0.07647	0.993
SP115830	574	0.975	334.845	58.335%	84.666	37.482%	0.36199	0.976
SP49229	899	0.997	438.545	48.781%	203.125	33.542%	1.94086	0.998
SP98853	930	0.98	283.011	30.431%	49.655	20.437%	0.14909	0.976
SP98855	483	0.993	133.005	27.537%	21.717	12.611%	0.13067	0.992
SP98859	440	0.985	163.819	37.232%	31.776	18.706%	0.19512	0.984
SP98865	283	0.973	126.943	44.856%	26.471	29.163%	0.27983	0.972
SP98879	545	0.967	177.988	32.658%	32.078	27.665%	0.15741	0.958
SP98871	405	0.966	189.126	46.698%	42.37	35.96%	0.31391	0.964
SP98867	815	0.984	237.654	29.16%	47.942	19.004%	0.13884	0.982
SP98861	773	0.946	299.227	38.71%	58.224	34.697%	0.16897	0.93
SP98877	528	0.975	172.601	32.69%	30.041	24.179%	0.16194	0.969
SP98889	813	0.977	272.386	33.504%	53.037	24.108%	0.16297	0.974
SP98887	927	0.984	268.366	28.95%	48.944	19.085%	0.13407	0.981
SP98875	809	0.993	172.534	21.327%	28.245	11.998%	0.0961	0.992
SP98851	120	0.968	55.79	46.492%	9.536	30.125%	0.3127	0.963
SP98833	354	0.936	177.312	50.088%	29.044	41.315%	0.29296	0.917
SP98873	753	0.971	276.487	36.718%	56.608	28.711%	0.17575	0.967
SP98883	741	0.981	314.015	42.377%	71.709	27.156%	0.27763	0.981
