Samples	ID83A	ID83B	ID83C	ID83D
SP99325	5.88E+02	1.40E+02	6.64E+02	1.14E+01
SP18310	6.24E+02	1.10E+02	6.87E+02	0.00E+00
SP17172	1.98E+02	5.04E+01	2.23E+02	1.89E+00
SP96133	4.42E+02	9.65E+01	4.96E+02	5.68E+00
SP110242	5.88E+02	8.25E+01	6.18E+02	5.66E+00
SP21017	5.69E+02	1.19E+02	6.31E+02	1.71E+00
SP22383	5.22E+02	1.31E+02	6.11E+02	4.01E+00
SP81312	7.20E+01	8.46E+01	1.43E+02	4.06E+00
SP19215	5.08E+02	1.21E+02	5.88E+02	1.83E+00
SP16886	1.74E+01	2.97E+01	4.27E+01	4.77E+00
SP17905	1.26E+02	2.28E+02	3.43E+02	2.00E+01
SP18121	7.00E+02	2.80E+02	8.74E+02	4.24E+00
SP96118	8.64E+01	2.75E+01	1.04E+02	2.17E+00
SP21400	4.19E+01	5.64E+01	8.89E+01	3.57E+00
SP18946	1.21E+02	1.21E+02	2.24E+02	4.72E+00
SP80615	6.42E+01	1.01E+02	1.53E+02	1.18E+01
SP102897	4.55E+01	1.27E+01	4.90E+01	4.98E+00
SP98845	5.97E+01	1.49E+01	6.82E+01	3.16E+00
SP107012	1.75E+02	5.44E+01	2.04E+02	4.85E+00
SP55142	4.91E+00	6.52E+00	1.32E+01	6.05E+00
SP53810	3.87E+00	1.26E+00	4.95E+00	4.98E+00
SP116697	3.73E+01	2.16E+01	4.77E+01	5.62E+00
SP102133	1.85E+01	1.10E+02	1.22E+02	3.59E+00
SP125732	6.90E+01	1.61E+01	7.99E+01	1.93E+00
SP125746	1.86E+02	2.37E+01	1.93E+02	3.45E+00
SP125770	4.30E+01	5.96E+01	4.25E+01	5.84E+00
SP77956	3.18E+00	5.89E+00	2.31E+00	5.84E+00
SP124384	9.40E+01	1.59E+01	9.75E+01	4.69E+00
SP135287	3.64E+02	8.20E+01	4.14E+02	3.60E-01
SP85122	4.17E+02	3.55E+01	4.32E+02	2.55E+00
SP84384	5.44E+02	9.19E+01	6.08E+02	8.11E+00
SP84982	2.90E+02	5.01E+01	3.26E+02	4.02E+00
SP84392	5.20E+02	8.78E+01	5.75E+02	3.91E+00
SP84439	6.55E+02	1.55E+02	7.63E+02	1.11E+01
SP95454	1.14E+02	1.85E+01	1.16E+02	2.49E+00
SP94741	1.99E+02	2.22E+01	1.99E+02	3.01E+00
SP90209	1.36E+03	7.33E+02	1.85E+03	0.00E+00
SP90989	2.16E+02	3.02E+01	2.31E+02	6.97E-01
SP93540	3.20E+02	2.61E+01	3.29E+02	4.29E+00
SP93227	1.76E+03	7.52E+02	2.32E+03	3.58E+01
SP94348	1.74E+02	1.92E+01	1.74E+02	3.12E+00
SP94933	8.98E+01	2.22E+02	2.17E+02	4.76E+00
SP92364	2.54E+02	3.17E+01	2.43E+02	2.04E+00
SP94917	8.58E+01	2.94E+01	1.01E+02	4.00E+00
SP92460	5.42E+01	1.07E+01	5.32E+01	2.76E+00
SP89909	7.09E+01	1.73E+01	8.12E+01	2.39E+00
CPCT02020308T	1.47E+02	1.35E+02	2.19E+02	6.66E+00
CPCT02020323T	5.44E+01	8.92E+00	5.59E+01	2.44E+00
CPCT02010373T	5.42E+00	4.20E+00	8.64E+00	5.85E+00
CPCT02140022T	2.78E+01	3.33E+01	3.99E+01	4.45E+00
CPCT02070024T	5.61E+01	5.00E+01	7.20E+01	5.35E+00
CPCT02070023T	3.54E+02	1.14E+02	3.21E+02	1.39E+01
CPCT02020387T	2.80E+02	6.91E+01	2.64E+02	7.05E+00
CPCT02140024T	1.28E+01	1.27E+01	1.89E+01	2.83E+00
CPCT02010441T	2.20E+02	7.19E+01	2.22E+02	4.70E+00
DRUP01010007T	9.50E+00	8.26E+00	1.27E+01	3.31E+00
DRUP01070001T	4.44E+02	5.52E+01	4.74E+02	6.41E+00
CPCT02011015T	9.97E+00	6.23E+00	1.60E+01	8.55E+00
CPCT02230072T	2.79E+01	7.55E+01	8.63E+01	1.09E+01
CPCT02380035T	7.88E+01	4.02E+01	9.27E+01	4.87E+00
CPCT02020704TII	1.71E+02	9.94E+01	1.80E+02	7.35E+00
DRUP01010020T	1.50E+02	1.56E+02	2.43E+02	6.55E+00
CPCT02011050T	1.01E+02	5.17E+01	1.12E+02	5.41E+00
CPCT02080188T	5.52E+00	5.27E+00	1.13E+01	5.86E+00
CPCT02250005T	7.89E+01	6.00E+01	1.12E+02	4.89E+00
DRUP01070038T	4.91E+01	4.38E+01	7.00E+01	4.25E+00
DRUP01010123T	4.18E+02	3.36E+02	5.88E+02	1.11E+01
CPCT02200005T	2.65E+01	1.80E+01	3.52E+01	2.40E+00
CPCT02120105T	1.24E+01	7.39E+00	1.63E+01	2.94E+00
CPCT02330076T	7.69E+02	3.87E+01	8.00E+02	1.15E+01
CPCT02220071T	3.45E+01	2.49E+01	4.54E+01	2.69E+00
CPCT02020671T	9.58E+00	1.94E+00	1.40E+01	8.74E+00
CPCT02050424T	3.66E+00	3.93E+00	7.84E+00	5.68E+00
DRUP01340017T	4.86E+02	1.72E+02	5.22E+02	1.23E+01
CPCT02230088T	7.56E+00	5.14E+00	1.21E+01	8.12E+00
DRUP01010122T	4.12E+02	1.74E+02	4.27E+02	7.55E+00
CPCT02230086T	1.03E+02	2.17E+01	9.62E+01	4.71E+00
WIDE01010064T	5.81E+00	1.34E+01	1.70E+01	4.18E+00
CPCT02150052T	6.32E+00	5.86E+00	8.81E+00	5.92E+00
WIDE01010069T	2.89E+02	7.03E+01	2.84E+02	8.54E+00
DRUP01010078T	8.52E+00	4.17E+00	1.36E+01	7.91E+00
WIDE01010075T	1.01E+02	1.01E+01	1.06E+02	2.90E+00
CPCT02020680T	8.97E+01	8.27E+01	1.36E+02	6.57E+00
WIDE01010127T	6.56E+00	5.59E+00	1.13E+01	5.47E+00
DRUP01030013T	1.41E+02	3.93E+01	1.41E+02	4.80E+00
DRUP01230004T	4.07E+02	2.88E+02	5.64E+02	1.17E+01
DRUP01230001T	2.06E+01	8.15E+01	9.24E+01	1.17E+01
WIDE01010139T	8.45E+00	5.15E+00	1.36E+01	6.26E+00
CPCT02130049T	8.64E+00	1.18E+01	1.68E+01	4.56E+00
CPCT02050443T	1.64E+02	1.25E+02	2.20E+02	7.26E+00
DRUP01340016T	3.27E+02	3.13E+02	5.03E+02	1.04E+01
CPCT02140091TII	7.34E+00	2.75E+01	3.34E+01	4.61E+00
DRUP01070026TII	2.72E+02	9.21E+01	2.58E+02	7.02E+00
CPCT02270029T	9.18E+00	5.61E+00	1.45E+01	6.31E+00
CPCT02010780T	5.26E+00	4.12E+00	9.99E+00	5.26E+00
CPCT02270026T	1.62E+01	7.37E+00	2.10E+01	5.83E+00
CPCT02020986T	1.33E+02	7.46E+01	1.71E+02	6.44E+00
CPCT02020704T	1.61E+02	1.02E+02	1.77E+02	7.19E+00
DRUP01080031T	1.60E+02	1.49E+02	2.42E+02	6.82E+00
DRUP01070080T	5.80E+02	6.90E+01	6.31E+02	9.49E+00
CPCT02050358T	5.35E+00	2.06E+01	2.54E+01	3.24E+00
DRUP01050049T	1.75E+02	1.00E+02	2.02E+02	6.68E+00
DRUP01330020T	1.01E+03	0.00E+00	1.02E+03	1.61E+01
DRUP01070085T	1.85E+02	1.61E+02	2.62E+02	7.47E+00
DRUP01050048T	2.17E+02	2.19E+02	3.34E+02	8.05E+00
DRUP01020053T	4.51E+02	3.87E+02	6.63E+02	1.43E+01
DRUP01040016T	4.17E+02	1.28E+02	4.17E+02	7.76E+00
DRUP01010142T	1.17E+02	9.35E+01	1.53E+02	5.20E+00
CPCT02010786T	3.16E+02	6.61E+01	3.16E+02	5.51E+00
DRUP01010148T	2.65E+02	1.52E+02	3.11E+02	9.64E+00
WIDE01010451T	5.63E+00	9.07E+00	8.04E+00	4.93E+00
DRUP01070042T	1.03E+02	6.73E+01	1.12E+02	5.29E+00
CPCT02450014T	7.15E+02	3.58E+03	4.24E+03	1.45E+01
DRUP01030018T	4.61E+02	3.64E+02	6.59E+02	1.22E+01
DRUP01080014T	6.90E+01	2.18E+01	7.04E+01	2.81E+00
CPCT02180068T	1.69E+01	1.03E+01	1.55E+01	3.57E+00
CPCT02010870T	7.43E+00	4.56E+00	1.05E+01	4.11E+00
CPCT02010847T	5.17E+00	2.46E+00	8.33E+00	4.97E+00
DRUP01050028T	1.75E+02	6.60E+01	1.91E+02	4.79E+00
WIDE01010606T	2.62E+02	6.45E+02	7.91E+02	1.14E+01
CPCT02010867T	9.43E+00	4.47E+00	1.23E+01	1.08E+01
DRUP01010047TII	3.30E+02	1.19E+02	3.64E+02	6.70E+00
WIDE01010460T	4.93E+02	3.43E+02	5.92E+02	1.02E+01
CPCT02010882T	3.81E+02	3.57E+02	5.90E+02	1.24E+01
CPCT02310017T	7.26E+00	1.45E+01	1.88E+01	3.73E+00
CPCT02050380T	8.90E+00	1.04E+01	1.49E+01	3.54E+00
CPCT02130140T	2.18E+02	3.87E+01	2.16E+02	6.96E+00
CPCT02210064T	8.24E+00	1.23E+01	1.63E+01	3.14E+00
CPCT02170035T	3.42E+02	2.07E+02	4.15E+02	8.97E+00
CPCT02010911T	7.04E+00	4.50E+00	1.10E+01	6.43E+00
CPCT02130146T	5.67E+01	2.42E+02	3.05E+02	1.47E+01
CPCT02020815T	6.13E+00	4.12E+00	1.19E+01	6.88E+00
CPCT02330125T	2.12E+02	8.32E+01	2.15E+02	8.17E+00
DRUP01010096T	6.34E+00	4.80E+00	1.08E+01	5.35E+00
CPCT02030532T	6.95E+01	3.52E+02	3.85E+02	1.45E+01
DRUP01070020TII	7.79E+01	4.22E+01	7.87E+01	4.47E+00
CPCT02030546T	2.50E+02	8.70E+01	2.04E+02	1.42E+01
CPCT02010654T	1.36E+02	5.00E+01	1.31E+02	5.93E+00
CPCT02140091T	1.11E+01	8.61E+00	1.40E+01	2.64E+00
CPCT02230056T	1.99E+01	1.16E+01	2.68E+01	4.93E+00
CPCT02040169T	3.51E+01	9.98E+00	3.71E+01	4.43E+00
CPCT02080152T	4.51E+01	4.03E+01	6.63E+01	3.22E+00
CPCT02010986T	4.79E+00	4.01E+00	3.45E+00	5.19E+00
DRUP01010047T	3.37E+02	2.15E+02	4.49E+02	1.08E+01
CPCT02080273T	1.73E+02	2.32E+02	3.25E+02	9.07E+00
CPCT02080157T	6.52E+01	1.07E+02	1.41E+02	6.88E+00
DRUP01010108T	7.86E+00	1.77E+01	2.13E+01	4.11E+00
CPCT02030392T	1.38E+01	6.19E+01	6.38E+01	7.09E+00
CPCT02050279T	3.73E+02	1.49E+02	4.00E+02	6.64E+00
CPCT02160034T	1.27E+01	9.09E+00	1.41E+01	3.06E+00
CPCT02040280TII	6.80E+00	5.47E+00	1.19E+01	6.92E+00
CPCT02190020T	8.03E+00	5.98E+00	1.33E+01	7.29E+00
CPCT02100120T	7.52E+00	1.73E+01	2.23E+01	3.31E+00
DRUP01010051T	3.45E+02	1.29E+02	3.54E+02	6.92E+00
CPCT02020622T	6.79E+00	1.74E+01	2.35E+01	4.13E+00
CPCT02020630T	4.43E+00	6.60E+00	3.65E+00	7.10E+00
CPCT02340029T	5.62E+00	1.27E+01	1.58E+01	3.80E+00
CPCT02080162T	1.26E+01	3.64E+01	4.25E+01	3.66E+00
DRUP01010044T	9.94E+00	1.10E+01	1.70E+01	3.74E+00
CPCT02050252T	6.72E+00	1.32E+01	1.78E+01	4.19E+00
CPCT02210016T	4.79E+02	2.84E+02	6.12E+02	1.18E+01
CPCT02050170T	2.68E+01	6.33E+01	7.89E+01	3.80E+00
CPCT02010569T	5.65E+00	1.24E+01	1.63E+01	3.55E+00
CPCT02100019T	2.68E+02	1.78E+02	3.06E+02	8.86E+00
CPCT02020514T	6.40E+01	7.16E+01	1.07E+02	5.78E+00
CPCT02070140T	9.22E+01	8.37E+01	1.22E+02	6.72E+00
CPCT02030347T	6.22E+02	3.13E+01	6.41E+02	9.27E+00
CPCT02180033T	3.35E+01	2.49E+01	4.24E+01	4.39E+00
CPCT02070164T	6.77E+01	5.24E+01	8.16E+01	4.75E+00
DRUP01070015T	2.01E+02	5.36E+01	1.92E+02	5.42E+00
DRUP01010022T	1.52E+02	3.85E+01	1.57E+02	3.92E+00
CPCT02030349T	1.61E+02	2.78E+01	1.56E+02	5.59E+00
CPCT02120032T	6.17E+01	1.12E+01	6.55E+01	2.70E+00
DRUP01010025T	4.55E+02	8.23E+01	4.46E+02	7.05E+00
CPCT02220023T	5.55E+00	1.55E+00	9.03E+00	5.90E+00
CPCT02100101T	2.52E+01	1.02E+02	1.23E+02	3.19E+00
CPCT02030357T	4.48E+02	3.59E+02	6.41E+02	1.22E+01
CPCT02070192T	1.68E+02	2.84E+01	1.58E+02	4.10E+00
CPCT02050211T	2.81E+02	1.18E+02	2.82E+02	6.03E+00
CPCT02380016T	1.94E+01	1.08E+01	2.50E+01	3.66E+00
DRUP01090003T	2.37E+02	2.29E+02	3.60E+02	9.16E+00
CPCT02230039T	1.35E+01	5.71E+00	1.30E+01	3.96E+00
DRUP01010037T	3.08E+01	9.92E+01	1.18E+02	6.70E+00
CPCT02120042T	4.93E+02	2.70E+02	6.00E+02	1.09E+01
DRUP01070020T	6.96E+01	8.55E+01	1.23E+02	7.55E+00
CPCT02340022T	2.36E+01	2.80E+01	1.99E+01	6.66E+00
CPCT02070041T	1.47E+01	4.45E+01	5.33E+01	3.39E+00
DRUP01140001T	2.71E+01	3.80E+01	4.87E+01	5.39E+00
CPCT02210004T	1.27E+02	3.09E+01	1.20E+02	6.60E+00
CPCT02050089T	1.50E+01	6.50E+00	1.47E+01	2.37E+00
CPCT02050104T	7.71E+00	6.36E+00	1.38E+01	4.98E+00
CPCT02050041T	7.15E+00	1.22E+01	1.70E+01	4.67E+00
DRUP01050001T	3.11E+02	1.61E+02	3.51E+02	7.53E+00
DRUP01050003T	4.39E+01	3.01E+02	3.19E+02	1.20E+01
DRUP01070008T	3.13E+02	1.12E+02	2.98E+02	9.58E+00
CPCT02370001T	6.91E+00	7.68E+00	1.09E+01	4.02E+00
CPCT02020491T	4.69E+00	5.54E+00	9.09E+00	6.49E+00
CPCT02020486T	1.25E+01	6.34E+00	1.17E+01	3.19E+00
DRUP01010018T	3.66E+02	2.81E+02	5.03E+02	1.11E+01
DRUP01050002T	4.43E+02	2.95E+02	5.48E+02	1.03E+01
CPCT02040104T	4.51E+00	7.05E+00	4.92E+00	6.47E+00
CPCT02070131T	6.89E+01	1.23E+01	6.68E+01	3.64E+00
DRUP01070026T	1.70E+02	4.23E+01	1.56E+02	5.64E+00
CPCT02380029T	2.29E+02	5.76E+01	2.48E+02	6.48E+00
CPCT02360007T	9.89E+01	5.59E+01	1.06E+02	5.90E+00
CPCT02340041T	6.18E+00	1.16E+01	1.54E+01	3.46E+00
CPCT02040196T	5.60E+00	1.28E+01	1.72E+01	3.50E+00
DRUP01110002T	1.61E+02	1.85E+02	2.75E+02	7.05E+00
CPCT02220030T	1.94E+02	2.00E+02	2.73E+02	8.23E+00
DRUP01050017T	1.49E+02	1.48E+02	2.39E+02	6.92E+00
CPCT02030430T	1.50E+01	5.55E+01	6.77E+01	4.33E+00
CPCT02070023TII	3.60E+02	1.57E+02	3.59E+02	9.68E+00
WIDE01010443T	6.51E+00	1.46E+01	1.80E+01	2.66E+00
WIDE01010470T	2.04E+02	1.14E+02	2.62E+02	9.85E+00
DRUP01010167T	1.35E+02	2.64E+01	1.30E+02	4.22E+00
CPCT02080048T	5.07E+01	8.43E+01	1.07E+02	1.00E+01
DRUP01070119T	1.97E+01	2.34E+01	3.41E+01	2.82E+00
WIDE01010539T	6.87E+00	1.58E+01	2.01E+01	3.70E+00
WIDE01010557T	8.13E+00	7.26E+00	1.44E+01	7.65E+00
WIDE01010578T	5.18E+01	4.66E+01	7.68E+01	4.17E+00
WIDE01010648T	8.19E+00	5.60E+00	1.32E+01	4.34E+00
