Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP117655	327	287	473	0	377	0
SP117556	164	421	108	2	64	27
SP117627	38	193	123	4	76	23
SP117775	251	253	280	13	151	34
SP117332	15	39	70	4	6	20
SP117712	24	151	291	0	25	36
SP117017	21	215	115	10	0	24
SP117031	159	479	77	0	181	46
SP117759	423	527	284	0	308	0
SP117621	109	342	279	6	105	26
SP117425	10	95	145	0	327	13
SP117930	336	1039	195	0	46	34
SP99287	6	55	99	0	2	4
SP99293	18	58	223	7	0	8
SP99289	36	145	497	0	0	47
SP99297	0	4	11	4	4	0
SP99301	941	153	183	0	0	0
SP99305	6	84	121	10	23	21
SP99309	0	212	198	0	82	0
SP99313	9	56	210	41	0	228
SP99317	0	3	31	1	0	2
SP99321	45	93	87	1	7	13
SP99325	116623	8225	1224	0	0	0
SP99329	8	0	92	0	5	415
SP99333	12	136	83	4	0	15
SP99337	16	269	97	0	45	13
SP99341	9	196	83	6	31	9
SP99345	1	9	35	0	0	10
SP99113	4	0	72	0	0	3
SP99185	10	38	360	0	0	25
SP99209	13	141	321	3	16	42
SP99213	106	277	122	12	5	15
SP99221	0	3	43	0	1	1
SP99225	13	51	114	0	0	19
SP99241	53	132	505	16	0	152
CPCT02020318T	112	183	54	68	81	4
CPCT02010377T	41	276	175	68	0	36
CPCT02060017T	40	339	98	87	66	47
CPCT02060166T	158	200	2	152	293	26
DRUP01080024T	0	49	50	70	146	11
CPCT02300029T	291	435	118	221	68	52
CPCT02130024T	84	214	61	142	72	17
CPCT02370015T	0	29	144	61	72	18
CPCT02080291T	52	218	49	34	48	12
CPCT02330082T	19	156	80	51	6	2
CPCT02130035T	268	348	91	165	67	45
CPCT02020667T	22	204	94	140	0	38
CPCT02190030T	71	231	288	101	21	52
CPCT02070304T	111	391	131	128	144	54
CPCT02230093T	421	321	196	114	15	48
CPCT02170024T	10	196	147	172	40	4
CPCT02050342T	45	309	146	173	196	15
CPCT02130064T	17	211	88	223	46	34
CPCT02130063T	885	145	344	289	297	191
CPCT02080208T	22	41	83	128	14	16
CPCT02130066T	327	418	250	74	263	0
CPCT02130067T	111	359	323	150	2	20
CPCT02100172T	30	59	20	134	33	1
CPCT02130084T	20	268	123	88	70	37
CPCT02060220T	69	269	113	232	0	27
CPCT02100169T	716	543	47	258	325	58
CPCT02080218T	398	756	151	251	53	71
CPCT02050332T	75	76	85	65	0	329
DRUP01080031T	69691	1106	0	1255	0	0
CPCT02040245T	283	771	91	84	256	25
DRUP01050048T	98382	10216	0	1831	0	0
DRUP01010142T	50954	3295	0	606	0	0
CPCT02080224T	44	183	155	129	11	34
CPCT02260021T	22	166	107	120	0	2
CPCT02020762T	17	88	68	201	0	56
CPCT02130116T	0	234	87	64	77	18
CPCT02050342TII	50	313	153	80	185	13
CPCT02130138T	65	237	143	149	58	41
CPCT02130139T	0	229	0	150	662	12
CPCT02230115T	156	140	91	191	0	28
CPCT02010902T	19	599	22	180	0	24
CPCT02290056T	0	257	251	121	62	280
CPCT02130152T	27	66	77	77	0	30
DRUP01170003T	0	56	36	104	9	301
DRUP01010095T	18	822	27	79	34	25
DRUP01030024T	340	264	114	207	0	116
CPCT02040292T	73	319	54	437	0	95
DRUP01050035T	1004	207	485	178	360	154
CPCT02020577T	29	220	130	185	0	55
CPCT02050263T	214	338	117	83	76	12
DRUP01010108T	2172	1561	127	267	1281	7
DRUP01010109T	14	273	114	33	61	7
DRUP01010113T	36	106	484	87	0	266
CPCT02120059T	104	1024	11	202	377	96
CPCT02170010T	2	75	110	226	42	146
CPCT02030398T	142	242	45	164	48	25
CPCT02050250T	182	241	39	74	33	19
CPCT02050076TII	273	537	78	139	135	22
CPCT02050182T	8	188	103	52	71	26
CPCT02070187T	33	445	17	130	55	20
CPCT02030373T	797	511	301	178	252	38
CPCT02020589T	20	155	55	163	70	369
CPCT02040154T	101	271	108	115	0	30
CPCT02050091T	13	98	65	58	35	15
CPCT02020406T	26	143	105	71	37	18
CPCT02020405T	128	505	26	109	12	198
CPCT02070052T	102	400	95	89	71	18
CPCT02060063T	13	77	0	197	415	1141
CPCT02230004T	53	318	151	48	121	16
CPCT02300006T	113	300	43	121	35	36
CPCT02080066T	80	100	90	26	73	4
CPCT02010492T	25	0	100	54	0	14
CPCT02020460T	9	77	68	78	0	29
DRUP01010019T	144	604	262	72	81	47
CPCT02050133T	287	574	0	78	291	25
CPCT02050144T	1061	789	0	168	1246	15
CPCT02050286T	115	272	0	420	338	1086
CPCT02130006T	416	299	174	128	108	12
CPCT02130003T	66	94	84	114	0	48
CPCT02340039T	195	355	82	136	137	26
CPCT02230075T	155	80	36	59	26	18
CPCT02080169T	97	157	91	165	0	35
CPCT02150005T	13	79	145	113	58	25
WIDE01010522T	0	72	90	72	48	23
WIDE01010696T	0	91	107	28	52	15
