MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	0.0012010596576146782	0.03890545246031252	0.027129124820930883	0.02313592568978007	0.11822529733181	0.008113600615470205	0.04465783178602578	0.03682827528100461	0.12061497107613832	0.022969227538560517	0.028279495211318135	0.011179878413095139	0.17800759077072142	0.08002603125296445	0.02274354435503483	0.02332650556752924	0.059354031211696565	0.007004802846349776	0.019325323417433538
1:Del:C:1	0.0004947340221541196	0.016222487060585992	0.018079566318774595	0.03263169815065339	0.034783428406226446	0.000874530093096837	0.13565934957936407	0.050895330562489106	0.050716376248747114	0.00982513871131232	0.025802979678846896	0.0038115591905079783	0.12481797747779638	0.005380456926650368	0.0323883238947019	0.009483214610954747	0.05113851934671402	0.022004523064242675	0.013774885697057471
1:Del:C:2	0.0011823075965730822	0.017528024866478517	0.027719215369870705	0.028129078738274985	0.032935469101648775	0.0008289655095010417	0.07136121398303658	0.05207556690729689	0.0263618698134087	0.013737383349507581	0.03164109837904107	0.0041344587336799065	0.045464119061361996	0.01499849438201636	0.0350848380709067	0.0030267305170127655	0.006351207071566023	0.01350037933094427	0.010157746282493463
1:Del:C:3	0.0011966417471558088	0.01289577878997079	0.013025894043967128	0.01602644631289877	0.013592240778355063	0.000862792690313654	0.04245256018359214	0.017923253992630634	0.027198114477504306	0.024408101113513114	0.011375593976827076	0.0029989053481915564	0.0205023324834076	0.0031461382728957686	0.005709208455127737	0.002183010943190311	0.010342996524468618	0.00024665060453116894	0.0037483010579262553
1:Del:C:4	0.0062191582040395585	0.004792489284193379	0.003232057809073012	0.006949954201700166	0.00448942396309576	0.0011037444917875701	0.009630582553800195	0.005427634532388766	0.010127376088057645	0.04646102450438775	0.007353789992048405	0.0	0.010398491002815717	0.006015183204581263	0.007490557653363794	0.006158978935327468	0.007082612562808208	0.0003836933664570097	0.0017846715050109196
1:Del:C:5	0.03173075214966047	0.0036173426136156196	0.0006366178706289816	2.3649102203080475e-05	0.000878405756640177	0.00021126358296896797	0.0031752253213181802	0.0014791388226353774	0.009577596363403273	0.05434193892244366	0.002578881857916713	7.896921039073135e-05	0.004719393898267299	4.208737867884338e-05	0.00141411624300531	0.0031342566475814236	0.004558064343306114	0.0003242179650283106	0.00368159361938126
1:Del:T:0	0.0008985541125002783	0.0398621001871652	0.14788490502163767	0.0240717284521088	0.044473092250991615	0.010954559483507183	0.26727923229336736	0.029490110487677156	0.06505960392690628	0.01359977936372161	0.056193267215276135	0.001562565776463316	0.012608282885048538	0.016862891027703882	0.042419589800517056	0.00393091081205057	0.06629884243011475	0.018737411733018235	0.020342372899915518
1:Del:T:1	0.0007387388539791573	0.053726910061668604	0.10908151734620333	0.05888851868920685	0.08535765449516475	0.002216059089405462	0.1194843078404665	0.0402966193096654	0.034442853485234085	0.015316697154194116	0.10059464134275914	0.007461354752012994	0.038112552117245284	0.003107363982115009	0.022852728095604107	0.016326208603568374	0.01511084891622886	3.2381152268499134e-05	0.013205072840501089
1:Del:T:2	0.002314667108876165	0.1189741667592898	0.1142441292037256	0.11376546007115394	0.08635786915663629	0.003413002094021067	0.055135309365578	0.04428214347281315	0.05221089904145629	0.01234169592113176	0.14621385090053082	0.00436714816140011	0.02248129793855452	0.014551258829014847	0.029056949915830046	0.00916735342820175	0.021969876578077675	0.003388258534250781	0.025754469617968425
1:Del:T:3	0.00855705647059949	0.09859688378870488	0.056373515646982925	0.10661284650675952	0.060068069254048166	0.00030632568508735857	0.016988916589180007	0.042559842708642465	0.1355212975665927	0.02639724126085639	0.026261598285636865	2.337720161449397e-08	0.04015055750322063	0.01516832513423651	0.028837168509635375	0.0005385739893245045	0.018539421302702978	0.0018817071127705275	0.011194077582331374
