Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
SP24708	2.57E+00	3.33E+00	1.77E+00	2.27E+00	8.79E-01	1.56E+00	0.00E+00	2.63E+00	1.99E+00	1.19E+00	1.05E+00
SP24301	3.80E+00	3.99E+00	2.04E+00	2.83E+00	1.33E+00	1.93E+00	3.19E-01	3.20E+00	1.88E+00	1.58E+00	1.51E+00
SP27201	1.49E+00	2.38E+00	2.14E+00	2.26E+00	8.12E-01	1.52E+00	1.67E-01	2.87E+00	2.10E+00	1.44E+00	1.21E+00
SP28791	3.83E-01	1.08E+00	8.01E-01	1.23E+00	4.33E-01	6.75E-01	0.00E+00	1.47E+00	1.17E+00	6.74E-01	7.34E-01
SP23739	1.43E+00	1.43E+00	8.60E-01	1.18E+00	9.46E-01	1.30E+00	0.00E+00	1.82E+00	1.49E+00	8.32E-01	5.87E-01
SP24702	3.66E+00	4.02E+00	1.54E+00	2.02E+00	1.03E+00	1.48E+00	0.00E+00	2.81E+00	2.15E+00	1.86E+00	1.54E+00
SP25332	8.70E-01	1.11E+00	6.84E-01	9.99E-01	7.02E-01	9.13E-01	2.19E-01	1.27E+00	6.99E-01	1.03E+00	7.64E-01
SP28335	1.09E+00	1.23E+00	1.08E+00	1.60E+00	8.16E-01	1.13E+00	6.11E-02	2.47E+00	1.71E+00	1.24E+00	1.29E+00
SP26709	2.88E+00	3.33E+00	7.69E-01	1.51E+00	7.57E-01	8.24E-01	0.00E+00	1.38E+00	9.41E-01	8.67E-01	1.20E+00
SP25350	7.29E-01	1.75E+00	1.38E+00	1.85E+00	7.53E-01	1.97E+00	2.30E-01	3.05E+00	1.69E+00	1.26E+00	1.37E+00
SP25380	2.09E+00	2.50E+00	1.80E+00	2.11E+00	8.89E-01	1.42E+00	4.11E-01	2.42E+00	2.35E+00	1.65E+00	1.50E+00
SP24565	6.04E-01	9.93E-01	8.55E-01	9.91E-01	8.57E-01	1.40E+00	0.00E+00	2.15E+00	1.53E+00	8.22E-01	7.74E-01
SP25833	3.43E+00	3.64E+00	1.22E+00	1.88E+00	9.54E-01	1.65E+00	0.00E+00	2.68E+00	1.83E+00	1.59E+00	7.96E-01
SP25905	7.87E-01	1.02E+00	8.43E-01	8.75E-01	9.24E-01	8.29E-01	0.00E+00	1.43E+00	1.59E+00	8.76E-01	9.38E-01
SP26439	8.58E-01	1.12E+00	6.51E-01	9.21E-01	8.70E-01	4.90E-01	1.83E-01	1.18E+00	1.02E+00	1.49E+00	1.06E+00
SP24236	2.43E+00	3.12E+00	2.20E+00	2.14E+00	6.90E-01	1.64E+00	0.00E+00	3.07E+00	2.90E+00	2.04E+00	1.23E+00
SP23925	1.94E+00	2.73E+00	5.90E+00	1.56E+00	1.83E+00	9.61E+00	0.00E+00	1.19E+01	2.55E+00	1.68E+00	1.90E+00
SP24815	2.22E+00	2.98E+00	2.21E+00	2.11E+00	1.19E+00	1.79E+00	3.28E-01	3.19E+00	2.43E+00	1.89E+00	1.82E+00
SP27957	1.74E+00	1.76E+00	1.35E+00	1.87E+00	9.58E-01	1.22E+00	1.82E-01	2.24E+00	2.17E+00	1.59E+00	1.42E+00
SP27603	8.78E-01	1.74E+00	1.39E+00	2.13E+00	9.51E-01	1.31E+00	0.00E+00	2.89E+00	2.20E+00	1.66E+00	1.70E+00
SP27825	2.33E+00	2.44E+00	1.78E+00	2.41E+00	1.12E+00	1.66E+00	0.00E+00	3.22E+00	2.26E+00	1.64E+00	1.55E+00
SP24135	1.93E+00	2.57E+00	2.27E+00	3.46E+00	4.22E+00	2.10E+00	4.18E-01	3.99E+00	3.60E+00	4.55E+00	3.01E+00
SP26499	8.00E-01	1.41E+00	1.02E+00	1.33E+00	8.13E-01	7.53E-01	7.00E-02	1.38E+00	1.26E+00	1.39E+00	1.17E+00
SP25518	2.44E+00	2.88E+00	1.80E+00	1.85E+00	1.13E+00	1.57E+00	4.58E-01	2.30E+00	2.45E+00	1.91E+00	1.47E+00
SP28659	2.38E+00	2.56E+00	2.20E+00	1.98E+00	4.58E+00	2.70E+00	0.00E+00	3.56E+00	3.80E+00	4.47E+00	2.13E+00
SP23622	1.45E+00	2.07E+00	1.49E+00	1.99E+00	5.88E-01	1.68E+00	5.34E-01	3.06E+00	2.07E+00	1.28E+00	1.01E+00
SP27939	1.63E+00	1.90E+00	1.24E+00	1.73E+00	7.64E-01	1.04E+00	0.00E+00	2.24E+00	1.76E+00	1.51E+00	1.25E+00
SP23754	5.79E-01	8.05E-01	6.87E-01	8.61E-01	5.21E-01	5.15E-01	0.00E+00	9.92E-01	1.06E+00	8.27E-01	8.13E-01
SP29697	1.75E+00	2.17E+00	1.10E+00	1.64E+00	6.46E-01	1.18E+00	0.00E+00	1.77E+00	1.49E+00	1.01E+00	1.06E+00
SP27339	2.11E+00	2.54E+00	1.18E+00	1.37E+00	8.57E-01	1.10E+00	3.82E-01	2.02E+00	1.78E+00	1.17E+00	1.05E+00
SP29559	1.64E+00	2.29E+00	1.05E+00	1.76E+00	4.43E+00	1.37E+00	3.56E-01	1.20E+00	3.15E+00	4.69E+00	1.30E+00
SP29331	1.61E+00	1.99E+00	1.62E+00	2.18E+00	1.19E+00	1.32E+00	0.00E+00	2.40E+00	2.10E+00	1.40E+00	1.48E+00
SP26475	2.54E+00	3.00E+00	1.43E+00	1.28E+00	6.70E-01	1.06E+00	0.00E+00	1.94E+00	1.71E+00	1.53E+00	1.49E+00
SP23775	2.31E+00	2.81E+00	2.28E+00	2.47E+00	4.35E+00	1.99E+00	0.00E+00	3.27E+00	3.65E+00	4.45E+00	2.23E+00
SP28275	1.61E+00	2.22E+00	8.83E-01	9.59E-01	1.03E+00	1.46E+00	0.00E+00	2.08E+00	1.49E+00	1.27E+00	1.72E+00
SP28581	2.08E+00	2.36E+00	1.73E+00	1.40E+00	1.08E+00	1.37E+00	0.00E+00	2.35E+00	1.72E+00	1.69E+00	1.62E+00
SP23639	2.35E+00	2.83E+00	1.85E+00	1.68E+00	1.13E+00	1.70E+00	2.60E-01	2.80E+00	2.35E+00	1.59E+00	1.29E+00
SP24391	2.46E+00	3.00E+00	1.53E+00	1.67E+00	1.19E+00	1.38E+00	2.00E-01	2.44E+00	2.19E+00	1.75E+00	1.35E+00
