Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP127630	311	264	446	0	0	16	0	21	13	14	93	30	0
SP127634	83	164	156	0	108	201	82	18	9	134	430	64	0
SP127636	568	276	23	115	50	30	61	0	15	48	52	0	0
SP127628	337	148	48	0	39	0	0	11	1	12	34	0	0
SP127640	450	398	0	131	124	29	0	5	9	18	0	0	0
SP127638	1238	112	66	98	23	20	0	0	6	13	0	80	0
SP127632	493	736	330	0	13	82	26	218	7	14	90	0	97
SP59388	234	75	0	0	0	0	0	30	0	22	8	0	0
SP116649	216	297	0	310	85	11	55	8	0	38	0	0	0
SP59416	172	147	0	63	4	9	57	0	1	37	0	0	0
SP124977	42	263	241	139	43	9	17	39	6	3	0	0	0
SP59356	131	60	91	0	47	7	9	22	2	13	0	23	0
SP116612	158	229	213	37	84	38	0	63	1	13	0	32	0
SP116659	513	37	13	28	77	3	112	17	3	25	41	0	0
SP116668	217	521	0	393	273	0	59	0	0	200	110	0	0
SP116630	423	669	235	94	52	41	0	0	1	1	0	0	0
SP59412	314	267	177	79	58	11	22	85	2	32	21	0	0
SP116686	129	84	0	0	71	45	15	20	0	0	6	0	0
SP116694	345	277	0	7	110	29	10	0	9	15	133	0	0
SP116712	16	31	1	34	13	7	9	5	0	1	0	0	0
SP116726	0	23	512	276	85	22	0	83	7	17	0	8	26
SP116723	33	68	0	28	57	12	5	8	0	13	12	0	13
SP59276	99	12	0	4	15	5	0	13	0	0	30	0	0
SP116703	31	65	8	19	22	6	57	12	0	6	0	0	0
SP59312	821	286	0	18	17	19	62	33	6	21	0	0	0
SP116701	419	162	0	1	80	31	39	37	6	15	0	37	0
SP59296	0	0	147	78	34	0	0	0	1	1	0	0	0
SP59280	106	81	97	112	57	0	0	2	0	4	23	0	0
SP59344	95	0	42	0	18	1	1	6	1	6	45	0	0
SP59460	465	100	0	97	0	4	98	24	0	32	0	0	0
SP59404	154	0	102	0	9	3	0	0	0	7	0	0	0
SP116709	194	43	66	0	0	19	53	27	5	20	0	12	0
SP59448	1487	1116	135	409	125	26	0	40	1	19	0	0	0
SP116614	381	129	355	215	56	12	63	32	0	41	1	0	0
SP59464	52	80	42	11	19	3	43	9	2	21	0	4	0
SP59364	186	17	129	0	200	16	1	4	1	43	0	0	0
SP116663	607	452	452	179	33	41	0	60	15	13	48	0	0
SP59444	0	57	0	81	39	12	14	58	0	1	0	15	0
SP116690	771	530	0	0	23	46	0	110	8	56	279	0	0
SP59270	20	46	0	40	4	1	0	17	0	2	35	0	0
SP59352	309	68	20	0	45	17	38	31	0	39	77	0	0
SP116652	0	46	60	42	13	5	0	0	0	1	0	4	14
SP116715	749	1034	1056	215	176	36	20	48	21	9	0	78	0
SP116718	150	173	2	59	11	26	107	17	4	26	9	0	0
SP116720	12	20	97	16	73	0	5	23	1	3	0	0	0
SP59284	31	56	269	85	0	3	7	8	1	0	0	0	0
SP116618	0	22	191	0	54	38	14	19	0	10	33	0	0
SP59436	6	9	0	0	0	1	29	1	0	4	0	0	11
SP116645	846	119	0	127	64	2	88	37	3	28	0	0	0
SP59320	129	66	0	0	0	0	109	0	0	24	0	0	0
SP116672	0	19	36	8	29	5	0	9	0	3	0	14	0
SP116635	219	50	0	0	66	12	11	30	0	14	0	0	0
SP59328	16	24	115	65	29	4	0	0	2	0	4	15	0
SP116627	18	26	131	0	0	7	28	15	0	9	0	31	2
SP116725	10	31	36	49	16	0	0	0	0	8	0	0	6
SP59292	110	59	0	5	0	3	62	15	0	26	0	0	0
SP116683	20	0	304	119	15	37	93	22	3	18	0	36	0
SP59372	0	30	0	10	11	42	0	30	5	15	0	1	0
SP116610	39	82	341	197	87	181	74	0	10	55	52	0	0
SP116638	170	16	30	9	65	12	6	0	0	17	0	0	0
SP59336	0	18	128	15	14	1	0	2	3	0	0	0	18
SP124971	797	419	0	94	81	23	72	7	4	35	0	0	0
SP116665	0	27	60	0	30	3	7	2	0	7	0	7	0
SP116674	280	121	0	103	69	17	0	41	2	34	0	0	0
SP116657	1165	363	60	0	187	56	0	107	0	43	0	0	0
SP116670	180	603	167	0	0	26	15	44	4	29	0	136	0
SP116642	372	280	144	66	164	119	0	0	13	36	0	0	25
SP116606	69	77	0	0	12	174	58	0	1	14	0	0	25
SP116604	32	28	111	21	26	3	55	22	0	46	0	0	22
SP59376	21	0	72	0	2	12	0	17	2	0	6	0	13
SP59272	69	49	0	91	13	5	0	4	2	0	46	0	0
SP124969	0	395	557	218	17	63	41	81	8	43	322	0	0
SP116608	0	41	0	21	28	3	14	1	0	6	0	0	17
SP59396	150	43	24	0	9	2	0	0	4	2	0	0	12
SP116688	133	2	109	0	19	11	9	4	0	0	6	19	0
SP59392	188	12	0	0	6	0	0	7	0	0	0	0	0
SP59456	335	125	0	0	69	21	25	37	3	29	0	0	0
SP59348	0	80	86	79	59	16	23	33	0	13	0	0	0
SP59300	0	95	270	21	53	279	0	49	3	9	0	0	0
SP59340	150	72	0	28	64	0	20	23	0	8	0	0	0
SP59380	46	12	0	0	26	8	22	3	0	13	0	0	0
SP59440	133	230	241	0	0	88	0	0	9	16	0	41	0
SP59428	21	26	0	32	0	9	44	0	2	12	6	23	0
SP59400	178	656	0	139	11	140	32	183	10	27	0	45	0
SP116624	78	177	73	92	36	14	9	0	1	8	59	22	0
SP59432	72	17	47	0	12	7	93	14	0	20	0	0	0
SP59452	199	520	91	109	29	21	6	89	14	28	280	0	0
SP116679	18	24	0	2	31	9	3	11	0	0	5	0	0
SP116676	429	963	0	17	167	59	0	158	11	46	22	0	0
SP59360	212	343	159	92	16	0	1	0	0	13	0	0	0
SP59384	204	50	159	52	38	0	0	0	0	0	0	0	0
