Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP123975	0	2054	0	0	9	148
SP124044	28	0	6	8	0	25
SP123972	181	51	6	68	11	96
SP123850	2	7	40	4	7	81
SP123902	30	7	36	10	3	73
SP123884	102	7	6	7	6	91
SP123964	37	6	16	4	1	73
SP123995	40	3	9	5	0	81
SP123846	0	4	34	8	0	130
SP124003	6	7	25	8	7	40
SP123876	38	5	35	8	0	47
SP123878	39	6	12	7	7	20
SP123842	70	2	0	1	3	23
SP123900	80	3	38	3	1	18
SP123978	30	4	9	3	2	17
SP123897	8	4	31	13	0	36
SP124013	37	3	16	6	2	61
SP124021	21	2	24	6	0	36
SP123852	21	11	34	7	3	45
SP123998	64	0	5	27	16	58
SP123967	30	4	40	0	0	22
SP123988	127	13	93	8	1	49
SP123984	40	8	11	3	1	40
SP123858	9	0	0	12	2	65
SP123890	33	0	19	5	1	40
SP123950	27	6	38	6	0	64
SP123886	19	5	3	7	3	25
SP124033	9	3	0	5	7	63
SP123892	79	11	4	14	2	70
SP123840	2	0	47	7	9	57
SP123969	70	4	3	12	2	52
SP123953	30	12	33	9	8	25
SP123955	39	2	11	3	6	34
SP123882	31	6	30	8	0	137
SP123894	31	13	12	9	1	132
SP124017	13	4	2	5	3	20
SP123856	13	1	18	6	0	35
SP123854	55	7	0	5	0	50
SP123888	29	0	0	8	9	62
SP123870	0	4	13	2	2	70
SP123958	23	0	10	4	0	27
SP123844	32	2	34	7	4	37
SP123872	31	5	26	24	0	72
SP123874	13	7	47	12	1	35
SP123836	6	6	24	19	0	123
SP43633	26	6	23	6	0	16
SP36498	492	13	181	3	0	0
SP37516	439	7	102	8	0	0
SP39997	515	22	176	18	7	0
SP35617	390	12	238	29	0	2
SP37636	144	10	78	32	10	39
SP39907	216	16	228	8	0	21
SP40736	536	29	243	18	23	0
SP42154	379	14	186	49	0	52
SP39594	474	26	163	3	25	33
SP41453	360	11	166	36	1	0
SP34452	1043	19	234	6	0	0
SP42829	492	27	215	55	0	0
SP37970	666	22	242	16	10	60
SP34186	684	28	246	59	13	0
SP37903	881	23	259	22	0	0
SP35849	124	3	83	31	8	30
SP36586	102	64	17	125	10	26
SP34431	336	8	119	0	0	8
SP37432	280	13	143	16	0	25
SP35989	230	15	102	7	11	37
SP39102	293	8	111	21	0	19
SP34493	113	9	162	33	5	28
SP36036	265	10	86	23	5	33
SP35951	584	43	165	13	6	13
SP39248	270	7	105	16	0	26
