Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
SP123975	2.35E+00	5.17E+00	1.96E+00	4.44E+00	1.10E+00	2.36E+00
SP124044	1.03E+00	6.47E-02	1.11E+00	3.15E-01	1.18E-01	7.51E-01
SP123972	4.29E+00	8.65E-01	3.27E+00	8.43E-01	1.26E+00	3.51E+00
SP123850	1.66E+00	3.03E-01	1.64E+00	3.01E-01	3.53E-01	1.24E+00
SP123902	1.63E+00	3.76E-01	1.44E+00	4.91E-01	8.52E-02	1.27E+00
SP123884	2.26E+00	4.32E-01	2.39E+00	4.18E-01	4.18E-01	1.27E+00
SP123964	1.75E+00	3.25E-01	1.74E+00	3.65E-01	1.92E-01	1.10E+00
SP123995	1.52E+00	2.48E-01	1.45E+00	2.83E-01	0.00E+00	1.18E+00
SP123846	9.62E-01	2.91E-01	1.50E+00	3.65E-01	3.94E-01	1.32E+00
SP124003	8.97E-01	3.31E-01	1.01E+00	3.64E-01	3.41E-01	8.83E-01
SP123876	2.11E+00	3.29E-01	2.05E+00	3.98E-01	0.00E+00	9.07E-01
SP123878	1.50E+00	3.00E-01	1.56E+00	4.02E-01	5.23E-01	7.19E-01
SP123842	1.54E+00	2.05E-01	1.46E+00	1.76E-01	2.37E-01	9.88E-01
SP123900	2.89E+00	2.14E-01	2.90E+00	2.63E-01	4.17E-01	8.93E-01
SP123978	9.32E-01	2.39E-01	8.83E-01	2.33E-01	5.07E-01	7.60E-01
SP123897	1.16E+00	2.69E-01	1.24E+00	4.13E-01	0.00E+00	8.13E-01
SP124013	1.49E+00	2.28E-01	1.48E+00	2.99E-01	2.50E-01	8.19E-01
SP124021	1.41E+00	2.31E-01	1.37E+00	3.04E-01	6.31E-02	7.92E-01
SP123852	1.81E+00	4.98E-01	1.62E+00	3.40E-01	3.17E-01	9.08E-01
SP123998	1.88E+00	1.51E-01	2.14E+00	6.51E-01	1.26E+00	1.46E+00
SP123967	1.60E+00	2.16E-01	1.75E+00	0.00E+00	2.05E-01	9.86E-01
SP123988	4.60E+00	5.02E-01	4.92E+00	4.53E-01	1.47E-01	1.48E+00
SP123984	1.24E+00	3.67E-01	1.29E+00	2.82E-01	2.43E-01	9.16E-01
SP123858	8.47E-01	0.00E+00	6.58E-01	4.02E-01	3.85E-01	8.62E-01
SP123890	1.37E+00	7.64E-02	1.40E+00	2.55E-01	0.00E+00	9.76E-01
SP123950	1.40E+00	3.58E-01	1.59E+00	3.82E-01	2.22E-01	1.18E+00
SP123886	9.32E-01	3.10E-01	9.99E-01	3.21E-01	2.74E-01	7.50E-01
SP124033	7.29E-01	3.45E-01	7.04E-01	3.56E-01	5.41E-01	8.39E-01
SP123892	2.00E+00	4.17E-01	2.10E+00	4.82E-01	0.00E+00	1.20E+00
SP123840	1.22E+00	0.00E+00	1.45E+00	3.32E-01	4.92E-01	1.27E+00
SP123969	1.63E+00	2.98E-01	1.59E+00	4.87E-01	2.01E-01	1.26E+00
SP123953	1.39E+00	3.91E-01	1.52E+00	4.87E-01	7.04E-01	1.02E+00
SP123955	1.88E+00	2.14E-01	1.42E+00	2.24E-01	3.95E-01	1.17E+00
SP123882	1.87E+00	3.14E-01	1.70E+00	4.32E-01	3.04E-01	1.34E+00
SP123894	1.66E+00	3.83E-01	1.41E+00	4.30E-01	2.97E-01	1.31E+00
