hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26	hdp.27	hdp.28	hdp.29	hdp.30	hdp.31	hdp.32	hdp.33
A[Del(T):R(9,)]A	0.0892521959901528	0.00439135626139845	0.00320140381149821	0.00165394793434229	0.0032533986706761	0.00445292866499962	0.00138065834076543	0.00100787392772295	0.00179257687706807	0.000510227813152871	0.000854901199121421	0.000283864970066541	0.000363748481192063	0.0142114621235815	0.00227001251764202	0.00175875148809715	0.00827408544567868	0.0026901731367271	0.000292104955221117	0.0199429632625512	0.00128657571368723	0.00497677617995906	0.00790044625731956	0.0077511705312313	0.00670700418268777	0.0034435612742011	0.00053433301562315	0.0601763664537215	0.00151509704017843	0.00528416481804024	0.0472032410065329	0.00340866627987389	0.00179000315925541
A[Del(T):R(9,)]C	0.0767149437669808	0.00666952909558431	0.00377031471573272	0.000334787198159739	0.00306355424681409	0.00580475747721622	0.000793690003713422	0.0012515236191094	0.00148307379651043	0.000387729280609914	0.000648059838378298	0.000257918815727108	0.000344364460071005	0.00336560493247061	0.000765006813264584	0.00135165260760446	0.00545824414386565	0.00175165206499579	0.000318292045775962	0.0151571780658938	0.000898472701809233	0.00716069931215164	0.00738469353226784	0.0456048933863901	0.00854119227975782	0.00967194173428685	0.00220683233140648	0.0442431382839885	0.00340402700571018	0.00178776642231183	0.0458916610645535	0.00269182539639198	0.00662724093989168
A[Del(T):R(9,)]G	0.0463930462986604	0.00351825951749914	0.00193727759952459	0.00105272980167378	0.000876295587677399	0.00119369560677245	0.00169383690258543	0.000500695691722023	0.00200096426647442	0.000190403088510389	0.000468676668273824	0.000314073897527728	0.000124297204811969	0.00129765186550997	0.000141099571789723	0.000731447654966193	0.00512311042845738	0.00119429354185501	0.000436919071933893	0.00512243211817808	0.000999295865732637	0.000979304418275544	0.00297244699083708	0.0043925686456631	0.00360495099826009	0.000665421469191791	0.000616612047369712	0.0389922363804441	0.00201360856921724	0.000601289787498	0.0215308025416115	0.00214371203434609	0.00160633876152736
C[Del(T):R1]A	0.000258978474625658	0.000327368219766665	0.00409613816736475	0.00516549054121034	0.000354852775610055	0.00552811397485109	0.00157600131865772	0.00142404533760068	0.0034424741001282	0.00709296741214568	0.0044796409151241	0.00287338622076808	0.00785384462985936	2.11570909681421e-05	0.00919323425944975	0.0100740032062744	0.00346340265146134	0.00213159376950298	0.00751363069639972	0.000672013869243568	9.64665351651849e-05	0.00213433430233142	0.00191090115920256	0.000286079716260863	0.00276281303147682	0.00293246366817567	0.000435936191900123	4.72728930978234e-05	0.00152869038228974	0.0025739299652926	0.000560005369341051	0.00101760647833336	7.93566859405577e-05
C[Del(T):R1]C	0.000389452542696764	0.000339035673704856	0.00290066356011975	0.00512796761096353	0.000504364239386146	0.00781016852288018	0.0036121779807924	0.00131909300674697	0.00170233243250429	0.00815248152021475	0.000806733017238366	0.00329897890263461	0.0021905813332364	0.000404247926827591	0.00205943257081032	0.003328238801001	0.00781375950412025	0.00263113311685702	0.00673611189798999	0.00136615102661311	0.000965695952003255	0.000632467116412004	0.0020081988836187	0.000556319197135828	0.000967476460303382	0.00120253849568518	0.000322509800527291	0.000186424832867254	0.00220543166245175	0.0047538679929106	0.000510461646446561	0.00244912265768946	0.000163216980280873
C[Del(T):R1]G	0.000128196047387426	0.000440590763785597	0.00442703709960144	0.00510166246750347	0.000245535421735491	0.00634652513661146	0.00179842822202722	0.000750899119433112	0.00306145655406718	0.0107498894417897	0.00196972442318667	0.00325355003781505	0.00412494517715715	0.000100241890139923	0.00249802260816002	0.00992765912162298	0.00523727275559603	0.00161347505342226	0.0090282975131447	0.000833714156233031	0.00021760892192598	0.00111811315709611	0.000549878783214657	0.000257802900718547	0.00210983269940966	0.00188888581876773	0.000590548025012112	5.92102127700341e-05	0.00170998477535005	0.00575610432123433	0.000197190478844052	0.00428315566413205	5.00573485352376e-05
C[Del(T):R2]A	0.000179064908042312	0.000154707107010377	0.00277040254781298	0.00197986996488861	0.000898095066628197	0.00373683096096189	0.00160137844081956	0.000583143199889261	0.00650179133257776	0.00601794527735602	0.000267368313930579	0.00104520569278826	0.00795109968137914	0.000180623578301338	0.0223515974956445	0.00689297940011005	0.00216223840157767	0.00153115635421548	0.00538322248678657	0.000346937358349374	8.16399437460852e-05	0.00158683486617463	0.00139669388574637	0.000119592242256999	0.00163622525218223	0.00075622657487261	9.24553288462753e-05	6.94335641002438e-05	0.00321748961895257	0.00148533786955714	0.000433464386036588	0.00158009432044206	6.49658453068492e-05
C[Del(T):R2]C	0.000145900116810359	0.000224388047267938	0.00263968639030232	0.00301622633029283	0.00134142559452374	0.00379724824538665	0.00263596587060213	0.000548817446522879	0.000607174402781083	0.00700349353724274	0.000998992062049099	0.00111045496429722	0.00486426484010103	0.00064910565390961	0.00256466444931706	0.00486413275055998	0.00186351675729854	0.00175568272869246	0.00767086923537229	0.000248526711022701	0.000169123859939351	0.000934775202315544	0.000708745878091854	0.000314444788928633	0.00223329729088597	0.00101926490302168	0.000353786627356412	8.10015756766643e-05	0.00136596537016545	0.00191796352790068	0.000159220879558721	0.00150734313095384	6.1342252341527e-05
C[Del(T):R2]G	0.000104295438089568	0.000127207662562024	0.00213361706892213	0.00219151645809373	0.000171492051663063	0.0034696430820593	0.00123629453476551	0.000517244791268044	0.00118295753529542	0.00571310210767829	0.000778628447347394	0.00153521213031471	0.00897864252929491	0.000117279451376288	0.000808733602728092	0.00590920159279536	0.00368396712071361	0.00132762098508519	0.00546677586725673	0.000832332889544624	0.000432606208870555	0.000513758424305204	0.000810102633422695	0.00015116526957172	0.00111357693669506	0.001044103581322	0.000183765572770044	8.39902761047263e-05	0.00226731180191368	0.000704168571792295	0.00015761726879052	0.000419967069258819	4.07913036667707e-05
C[Del(T):R3]A	0.000329023160938178	0.000189188584140842	0.00224483665995487	0.00213776173029942	0.00144872056527769	0.00798959376861869	0.00123077719381583	0.0017158828906876	0.00235220594838812	0.00426753999510649	0.000565866252652999	0.00103483154206793	0.00380552751105281	0.000607656064633082	0.00603180095774306	0.00325628642260373	0.0016125003837007	0.00145788692699871	0.0076358600317087	0.000758504185049293	0.00065964278173838	0.00106446433310148	0.0018166588103546	0.000267676186970464	0.00354350617613093	0.000752417173134672	0.00024061917038928	0.000101166380441481	0.00432903631736309	0.00286621666628037	0.0006324727551448	0.00117760887868322	5.24385667695922e-05
C[Del(T):R3]C	0.000216220569604424	0.000357987890517874	0.00297767193980132	0.00368717603860346	0.00107276256163884	0.00606851822681019	0.00128744571009276	0.000713370741037821	0.000678208612411113	0.00517029484887021	0.000245779246903016	0.0012090920239363	0.0022123878701576	0.000456988079072695	0.000967708209828477	0.00270669143870349	0.00089689259978607	0.00177896516447249	0.00884417805782372	0.00116985461330136	0.000140243627364707	0.000999389086223656	0.00123638614576116	0.000409789345283624	0.00192483810843856	0.00235645971715382	0.000222736075606383	0.00015052619206877	0.00101325391432993	0.00178210538868257	0.000376634554114021	0.00157284430975536	0.000160991058887889
C[Del(T):R3]G	0.00022538188809821	0.00022725781333941	0.00154823917859091	0.00185424066758749	0.000858154509237313	0.00951972291204611	0.00145766295545881	0.00151486401331729	0.00168596007318576	0.00435691429817734	0.000528324545678122	0.00127003130644014	0.0048254189034602	0.000115346832489775	0.00112798407271275	0.00418824604806481	0.00257910539208294	0.00214852405960634	0.00791230557505673	0.000373204446540573	9.10324605850409e-05	0.000580171623795192	0.000375379534267717	0.000213198516967171	0.00276104560114006	0.00173013201783372	0.000184890537789405	6.11951527326149e-05	0.00150208032059187	0.00264270252224453	0.000410422823942142	0.000597325555798059	3.73230075428194e-05
C[Del(T):R4]A	0.000726799783070759	0.00034893103075955	0.00145851634660824	0.00151530203848432	0.000302168186077068	0.0112769924257616	0.000998784253260186	0.00144100633398275	0.00270715869841402	0.00287724139384318	0.000139824759862351	0.0011658730677445	0.00462042143241035	0.00125597341347056	0.0112373504439627	0.00449554875271439	0.0015087503961237	0.000829993667387829	0.00575830514039527	0.000622790128691052	0.000289165378142962	0.000463108459613697	0.00193349672735792	0.000911891806526198	0.000929700298647815	0.00096631249515314	0.000500367994778091	0.00104080855041217	0.00275897860801977	0.00218872629890583	0.000969348612569466	0.00234495475522552	0.000396524601633837
C[Del(T):R4]C	0.000912978680414026	0.000256682171710989	0.00193775913928769	0.00232216259893004	0.000622398970055213	0.00743793209995232	0.0010596073140412	0.00106288605552186	0.00196573094922093	0.00272555343595102	0.000392559047520355	0.0011978187185676	0.00345342646802339	0.00132552226418915	0.00108003185716447	0.00345901755797797	0.00171443599118857	0.00092178611668129	0.00669068027095079	0.000521773491545584	0.000568458073374154	0.0020896128518007	0.00105009172601614	0.00166831676793136	0.00177465976566748	0.00113962303711741	0.000357144901624941	0.00118138964695466	0.0023510288499519	0.00159581804176352	0.000462964944366364	0.000757108258854382	0.000176210149342243
C[Del(T):R4]G	0.000681905092336695	0.000188857541052405	0.00107974283412728	0.00171880147239684	0.000864445026287087	0.0123510059496467	0.00130809935331207	0.00194049786310261	0.00108131792864594	0.00205803417421787	0.000125242443929961	0.000968663613697913	0.00652602165682723	0.000294622663409729	0.000901845451187311	0.00556403864939638	0.00317055021559718	0.00142184385321532	0.00511537350946269	0.000560260185706886	0.000871876185922365	0.000625692770140072	0.000889855041276694	0.000435092279424761	0.000536723875157026	0.000783323314836591	0.000388168042718746	0.000932373283406802	0.000705497659035349	0.00283403745745256	0.000695602464865104	0.00234906623314741	0.000169480619549501
C[Del(T):R5]A	0.00152484602105216	0.000348804711686331	0.0011839633605819	0.00154610421136962	0.000671491565687417	0.0058361241196777	0.00208314683089096	0.000924911802767962	0.0023150952672661	0.00172492290476364	0.000321457329764906	0.00111711856244469	0.00276250871527739	0.00236468635362801	0.00364116223780362	0.00478489940714591	0.000484745869882081	0.000640635115397564	0.00327114373691458	0.00016685241173722	0.000398116231201323	0.000514704218393113	0.00146342186705044	0.00162804082059357	0.00198643199095757	0.000738954988712363	0.000443940414238503	0.00250532566311935	0.00280006830200588	0.00218860627699143	0.00112681100608073	0.00140857350484536	0.000358373344270372
C[Del(T):R5]C	0.00165623245316572	0.000242601950877139	0.00105588408391303	0.000922903749038167	0.000461079203640584	0.00345453393595207	0.000254168152621982	0.000522441810606796	0.00115999257262462	0.00144586998409857	0.00014106580802681	0.000317560687870755	0.00180225327452877	0.00146845977420349	0.000910079079277359	0.00479550814530928	0.000660276372119916	0.000286729319633735	0.00386180644204361	0.00033133825321497	0.000639522652150692	0.000319663022947525	0.000305171622301983	0.00473504850235563	0.000739882539348083	0.000781177294400512	0.000526649836956703	0.00289068591375562	0.000827357219266492	0.00128668159757063	0.000737352718227649	0.00334250600919176	0.000374058325248839
C[Del(T):R5]G	0.00144929894972144	6.79788996416822e-05	0.000929188912178203	0.000686381247078524	0.000294362390927973	0.0048300190389716	0.000374795484608167	0.000900722779685208	0.00127796087896779	0.00110922448685739	0.000127414278217764	0.00045208489816137	0.00258905291182285	0.000149371096570753	0.00027983683171495	0.00422349355625828	0.00090832941781493	0.00049547487566736	0.00285584496408941	0.000388693050339905	0.000525008899468262	0.000202215389624603	0.000558694962833763	0.000704387792783996	0.00159991840008373	0.000885780708186399	0.000226873777427207	0.00204524935861819	0.000777618187409091	0.00147365573655542	0.000667928586198897	0.00134837644641636	0.000305675949431828
C[Del(T):R6]A	0.00337463002196256	0.000545347751983776	0.0010116313522078	0.000434847873355493	0.000422074375753266	0.00446815223256003	0.000804049902906707	0.000289737387737695	0.0021802306861062	0.000467912073526304	0.000125164878419682	0.000550922112088608	0.0012769234345782	0.00902512676644863	0.00197417629699511	0.00396734854452983	0.00115872344468036	0.000604306551920846	0.00146278239501898	0.000923648430315183	0.000146509209046554	0.000663932070946337	0.00165052098745383	0.00256056177087815	0.00226247053861322	0.000685649220049126	0.000562305804444395	0.00480461601495947	0.00192753164010549	0.00123031797299096	0.00261282567183194	0.00178039548149204	0.0005159478726481
C[Del(T):R6]C	0.00236594812130098	0.000373404988209962	0.00077435778409806	0.000133939241124089	0.00081668659981803	0.00397786595566738	0.000592168133198825	0.000302380078031242	0.00265620791621473	0.000849374051234233	0.000119916278890826	0.000588864180098623	0.0011713258929557	0.00379009449921484	0.000524134550808853	0.00348841613468082	0.000655407705759367	0.000720204098084342	0.00159817938393317	0.000409223277551922	0.000613699086527379	0.000454957713815458	0.000512450432504488	0.00920609308161296	0.000959139725642641	0.000410165697081993	0.000233743412183852	0.00223361105583792	0.00126051819549996	0.000986373431970365	0.00143798211338975	0.000922603091542652	0.000572320626065757
C[Del(T):R6]G	0.00169807059722295	0.000250504878641887	0.000416331038923829	0.000779908128025881	0.000211414498160329	0.00388716558615708	0.000162199239093851	0.000388611951943978	0.00092235323456915	0.000611281777676382	0.000530961773027597	0.000505311568761325	0.00104575567111324	0.00133897430880712	0.000367942082880448	0.00309312422448565	0.000568087671918258	0.00050207870304737	0.0014560718322355	0.000812930696794807	8.31507101703062e-05	0.000458802405229721	0.000653276600480286	0.000808247243112172	0.00044073963126612	0.00061141759749513	0.000221304063369451	0.00229493441019747	0.00102321667017428	0.000920614758646732	0.00104684565641485	0.00100489542063589	0.000439075936169478
C[Del(T):R7]A	0.00971686682950969	0.00140691933239519	0.000493960656401375	8.53500775231217e-05	0.00036640148877341	0.0016008677943581	0.000575960117219547	0.000217093024268349	0.0079957363756757	0.000290116839064173	0.0003054788346475	0.000154117775453422	0.000534681062516698	0.0239356629138344	0.000399184753852273	0.00219293041482173	0.00149511621540114	0.000334500009503802	0.000619485474472393	0.00181070250183218	0.000708045864151602	0.000583670292982172	0.0027521100028429	0.00305300199551663	0.00212019239650404	0.000955927135211474	0.00114526075296502	0.0115460650604085	0.000742369466034835	0.00181933218579936	0.00777877729312454	0.00161722316304973	0.00116146507661337
C[Del(T):R7]C	0.00834139794070411	0.000573254829533351	0.000677037181682083	0.0011433389249468	0.000601028115586693	0.00337576096900744	0.000600027367069593	0.000306484807982553	0.000962170812431834	0.00039337855145071	0.000128577760871944	0.000149274041679872	0.000544812898235705	0.00916564850285482	0.000545111295331519	0.00220868668029963	0.0019356850418465	0.000667396017704268	0.000906602617022823	0.0039104718919918	0.000518122615302045	0.00138366599307929	0.00118155281259924	0.0464373652918064	0.00197062094246306	0.000962546186195042	0.00045183878839077	0.0106935205991592	0.000460358338650985	0.00676002762424382	0.00487344040893082	0.00134869029969284	0.0034710397014822
C[Del(T):R7]G	0.00911981575389052	0.000445437713741627	0.000527780455752588	0.00030622999901901	0.000189868571720174	0.00315043893482478	0.00105213178014055	0.000255256028899919	0.00155257991927073	0.000294558658378016	0.000197171527128382	0.000465844222432282	0.000456557431710708	0.0044881004967924	0.000193118472749297	0.00160961542515595	0.00053329848957597	0.000828983184131161	0.000787745747645356	0.0010809701019024	0.000155304446136399	0.00034584537147866	0.000757013706544475	0.00394376965092864	0.00159576600350941	0.000354300217296204	0.000284911824996844	0.01318630799748	0.000692470261253891	0.000625387520756123	0.00480686282997993	0.00108668558448676	0.00108578374925192
C[Del(T):R8]A	0.01763336872214	0.0016647754003211	0.000379240889309849	0.000159966772688916	0.00060930479396984	0.000381967760735422	0.00107737659196787	9.59678946817908e-05	0.0017907431728244	0.000124858499413646	0.000321871012486392	0.000131870882932143	0.000249163595123145	0.012723650731317	0.000542512961149881	0.000244772522351121	0.00341526173806736	0.000331862986283798	0.000387429745439505	0.0039258085564554	0.000936136460106093	0.000726969631374601	0.00383227408525071	0.00436876224538836	0.000483338961250314	0.000596076567871757	0.00102528489572907	0.0211427508129272	0.00119147298725823	0.00555521430806313	0.0123278506754047	0.00108084791354422	0.00155809320947478
C[Del(T):R8]C	0.014393811110761	0.00109726300681743	0.000190786311648206	0.000194012472309276	0.000774675363590225	0.0012783054464012	0.00042925441829854	0.000126032295596241	0.00250536391235994	0.000138760787278951	0.000190785300115438	0.000192055737734449	0.000411707506094378	0.00573156274589238	0.000240224767603393	0.000950311086390511	0.000625884534229865	0.000522021660704064	0.000460558554466587	0.00371560739181369	7.34185636700915e-05	0.00068385526185505	0.0015795634426452	0.0583085664652977	0.000835568662459295	0.000675263860107461	0.0005456806409973	0.0188719918788465	0.000736742057321041	0.00690384054923308	0.00736850207047593	0.000672775883464019	0.00315413061385787
C[Del(T):R8]G	0.0154290091259499	0.000660253098368929	0.000267453493369288	0.00010929693626096	0.000280157413367401	0.00050540093728678	0.000935010672019272	0.000170680895594389	0.00156366946398249	0.000138719585141538	0.000269385017197825	0.000255093047751142	0.000223419496346736	0.000628406288467221	5.54276480531704e-05	0.0001884400252864	0.000604652936089223	0.000777835451704422	0.000313306381172747	0.00103728524077039	0.000273144227225641	0.000498564203836035	0.000685263895745498	0.0020357618793285	0.00047145671874535	0.000328134281376788	0.000304096590035426	0.0225432785601692	0.00123180452940624	0.000765779821184951	0.00678800073095919	0.000545445609195801	0.00148779550594753
C[Del(T):R(9,)]A	0.0475752916469613	0.004090069663379	0.00136382618733668	0.00198937109036406	0.00196418074548676	0.000899300236303047	0.00228485393587389	0.000639323894267469	0.00171132631522328	0.00055594616262743	0.000879954858941431	0.00100173115496697	0.000480156652579552	0.0113382681400377	0.000570167257423912	0.000260094306908827	0.00569240449558003	0.00130865470269517	0.000292654860494027	0.008769187969797	0.00218675827517039	0.00213202748748286	0.0075422514342417	0.00521431539170346	0.000741362496075852	0.000599704979934364	0.00265068964169721	0.0378460548337064	0.00133815935063847	0.00670668455117658	0.0274211685821176	0.00171577309186467	0.000884208449152424
C[Del(T):R(9,)]C	0.0687548423383491	0.00412374894179736	0.000236210060504609	0.000184434861923917	0.000825838638059351	0.00148318188332873	0.000633806195473753	0.000393931014789706	0.00755062650033572	0.000374454180836334	0.00032533560527884	0.000217667275161363	0.000617801062611908	0.00081060647691282	0.000467311655783549	0.000381598942001941	0.00285457041769979	0.00182113875377588	0.000204594834466967	0.0151666535553763	0.000962006871199925	0.00302283479878488	0.00527119432717798	0.117042739487667	0.00575413564058942	0.00558522933951576	0.0019810957658962	0.0525613449665316	0.00265702320308751	0.00358974877359608	0.032955529698173	0.00159933352629033	0.00268446119993832
C[Del(T):R(9,)]G	0.0416922018704188	0.00186357113075762	0.0014576910338057	0.00207424384539386	0.000471710298193992	0.000416538203886057	0.00244607407849226	0.000244840632608694	0.00950762552458677	0.000329019668308396	0.000496522686463867	0.00122402456026552	0.000175335284017908	0.000436593863980808	0.000106966149606171	0.000376527400139821	0.00103896478423248	0.00128356166122846	0.00021455971947098	0.00721192488417595	0.00186084262540568	0.000824555588851438	0.00195455217306118	0.00517839857890986	0.00092485583597778	0.000957254392830575	0.0011207958255183	0.044331380337914	0.000625432553653898	0.000782682907463131	0.0153341747279909	0.000735860392036638	0.000858273876643474
G[Del(T):R1]A	0.000113339792761341	0.000236586912479673	0.00173367511995687	0.00226757220267561	0.000736111234114264	0.00430333019710563	0.00116808855731801	0.000835104054100813	0.089755194807718	0.00485486158537362	0.00213103482939621	0.000919347649958993	0.00330124306847026	0.000159542774920822	0.00223978912888935	0.00290319371532506	0.00131084892249663	0.00140382795098863	0.00466973543165872	0.000336122040179151	7.29501089649067e-05	0.000381877819413137	0.000812962607065001	1.57097683308783e-05	0.000788550756633201	0.00047654581514897	0.000256204222321585	6.2840649751136e-06	0.000723138037014831	0.00219827470898486	0.000412487120472517	0.00088622749679854	2.30356981366916e-05
G[Del(T):R1]C	0.000143297093886065	0.00015983391905104	0.00112411852585223	0.00120346597884637	0.00070116928336178	0.00551277874298094	0.000501535554049393	0.00144886898691972	0.00113549952308409	0.00469254004251756	0.000530030986904253	0.000557044780441908	0.00109820809004448	0.000205544190259006	0.000987933024845203	0.00206606393447139	0.00159406934585595	0.00199556919995946	0.00526179223257728	0.000215178328942271	8.38416808604539e-05	0.000380116950745405	0.000936676895477863	0.000177412171228585	0.00233693685051261	0.000957831836080444	5.79094551451848e-05	5.20017849279425e-06	0.000796678765310649	0.00134714597089234	0.000358459288465282	0.00259054494407166	6.4448189168946e-05
G[Del(T):R1]G	0.00023698858262575	0.000579209249295106	0.00241637361270406	0.00458671364766422	0.00026427415966495	0.00578520381586723	0.00103969460869523	0.00123275434476563	0.271722791769305	0.00602690445323562	0.00125544949420048	0.00120604557302723	0.00228430609932855	0.000215080138712195	0.00130733388073105	0.00243582862934674	0.00320053296625217	0.00190349126097266	0.0054809402241691	0.000396225558014016	0.000160551138834469	0.000547460989242638	0.000749609749935078	0.00037504289871887	0.00111436482732711	0.00123745226591231	0.000218815318828173	0.000217091973184544	0.000890059579735934	0.00344442890679266	0.000590381836784436	0.00192956994380332	4.3120756287335e-05
G[Del(T):R2]A	0.000405203593676632	2.932490025071e-05	0.00177234186165618	0.000784912224076084	0.00185600437791009	0.00306262943022204	0.000502514650524876	0.000412773515237662	0.00247943009519938	0.00409608073377537	0.00188375598262781	0.00132763878987025	0.00111007752724347	8.77815841610897e-05	0.0825284678161169	0.00273709536139207	0.00299928996940026	0.000505617272667375	0.00387287328566091	0.000346306579895002	0.00054943881234365	0.000639210705152622	0.00192571973070822	0.000417206781088116	0.00156748711812126	0.000449156044282072	0.000275578814272453	1.59851403592057e-05	0.0011035700868181	0.000808480951175272	0.000484864187620261	0.00186253088394704	3.39582426464487e-05
G[Del(T):R2]C	0.00015096284730391	5.43204683569157e-05	0.000773735258762608	0.000840098919350373	0.000567227151132105	0.00272669080081638	0.000910123098095173	0.000334128679341968	0.00277264813568818	0.00450535758774826	0.000138170028976406	0.000586090760167254	0.000546353538164641	0.000204501593228124	0.00116392421440363	0.000542181531427953	0.000904446931661139	0.00139939534785529	0.00461895941274843	0.000334188266815382	0.00017966409080601	0.00159659269298404	0.00034257865643842	0.000439501298431155	0.000603832992100385	0.000992642183635951	0.000207884087971299	7.1902173837193e-06	0.000970605203888012	0.0010800972113495	0.000228279493805116	0.00221388962696718	4.84526145077377e-05
G[Del(T):R2]G	0.00020519730726416	6.4439061704799e-05	0.00137243596379618	0.0013437350544591	0.000726095909943847	0.00347826466962815	0.000325695119466044	0.000541493819075061	0.00212709692266444	0.00431910790358982	0.000964708106505926	0.00112811370467445	0.00343893477153041	0.000273897868771465	0.00143102628445825	0.00224787179360387	0.00122584114613059	0.000363834075493843	0.00383049835863479	9.27981003494485e-05	0.000336900912601296	0.000667000134694919	0.000582448731495196	0.000463077462726445	0.000994605451255576	0.00063499796662409	0.000216066765102797	4.61955623805181e-05	0.000539708004973946	0.000895870240627669	0.00025491501101	0.00168294403914478	4.19301471701577e-05
G[Del(T):R3]A	0.000175676655664699	0.000263739342462515	0.0014210907929614	0.00119703558086507	0.00120870896609551	0.0046206153724988	0.000899591195467006	0.0014396018166233	0.000797835984498563	0.00368890061079525	0.000108876121261161	0.000768338937781706	0.00141111990469015	0.00243082769209933	0.00348987193251533	0.00291522669363488	0.000777402027161394	0.000512010739220717	0.00519304762926117	0.000256740643596425	6.75043230171331e-05	0.000714274460324703	0.000864740564658736	0.00123883073460611	0.000932798625322496	0.00266509882493057	0.000386324884634925	0.00010940333497244	0.00206271758757537	0.00152653205773331	0.00033831913742432	0.00130644564867854	5.85986748106401e-05
G[Del(T):R3]C	0.000139751425771712	9.35585119686062e-05	0.00111318989080091	0.000614137000507152	0.000679967463900356	0.00332383155069419	0.000932443851529493	0.000452878028659383	0.00341448828059971	0.00326620559407165	0.000441425318995918	0.000881880820079334	0.000755923966807819	0.00236722927321553	0.00128642188569362	0.00172390533896	0.000636474003246122	0.000539530443080755	0.0066445333374433	0.000489309120145735	0.000283930396812522	0.000756865951811914	0.000538730215153099	0.00371282761447882	0.00245095740157503	0.00109995182399585	0.000213857949648763	0.00013034754735559	0.00286217268356076	0.00128828188976265	0.000197356568184626	0.00161954567729568	4.92808643283828e-05
G[Del(T):R3]G	0.000265801441294371	0.000197006573218425	0.00104724147519696	0.00179388132618375	0.00111995955040576	0.00514338493495027	0.000572916979525479	0.000956687863867758	0.00144923758725212	0.00335584427752423	0.000157225289334866	0.000842606443012725	0.00182548194061514	0.000937498164329923	0.00106512903209535	0.0024181142772106	0.000540675691996428	0.000931793281721304	0.00490463735009241	0.000219764134347781	6.80781800309845e-05	0.000285768223439378	0.000450293079884672	0.00138838435232171	0.000717076299701459	0.00105712621938993	0.000237952845833282	0.000144930482420129	0.00119056534069149	0.000954694314452562	0.00032761031503293	0.00116467812369221	5.38362383419308e-05
G[Del(T):R4]A	0.00052067901638181	0.000279560080411557	0.00140245044023337	0.00154992704047788	0.000375034348064366	0.00837278570104601	0.000599908287768521	0.00169094533409539	0.00222471984382778	0.0020400986549014	0.000142720538912755	0.000798505781520766	0.0013442041650826	0.00332786800579186	0.00616863750697271	0.00190927282428614	0.000507662591482815	0.000334567625483802	0.00466149114870002	0.00125523070731177	0.000197277987720959	0.00140118240716268	0.000957913532057838	0.00734174572624847	0.000662978025357621	0.000589940156022408	0.00054556604502721	0.000857310502414513	0.00490500747222706	0.00205004764469929	0.000889002590984317	0.00129856793143888	0.000225180419987884
G[Del(T):R4]C	0.000567639066304983	0.000167846105554406	0.000999595433209246	0.000995184821677274	0.000462974810505871	0.00545271850863299	0.000232151712957069	0.00129133319405593	0.00418839879068078	0.00214511260263179	9.33113088652414e-05	0.00052818047922428	0.000649600338111543	0.00240928916319306	0.00115164269913994	0.00214262609698152	0.00082627060750405	0.000339950608780476	0.00427120662158983	0.00050985776424693	0.000118284813059168	0.000789169049074556	0.000569315945695467	0.00585772134806481	0.00126904692330571	0.000742945380125634	0.000495078209807579	0.000789944189548693	0.00106039814482594	0.00139827530642728	0.000424094886265625	0.00549980789040947	0.000127239878696602
G[Del(T):R4]G	0.00063549102768545	0.000158141679052911	0.00114576914586937	0.00135556613691235	0.00046887896182514	0.010273643109934	0.000702409103924819	0.00194901955097724	0.00404327419768126	0.00180675836119181	0.000134369318972751	0.0011095763382938	0.00202258982185194	0.00128275035672712	0.00131903473932071	0.00326128587570331	0.000566196695308212	0.000600110604717507	0.00430919519483751	0.000406944187516051	0.000305455890515764	0.000333096374748962	0.00126098369546613	0.0069344813022061	0.00148737780574908	0.000483225196024315	0.000367564387119197	0.000755503842256662	0.00159258870058829	0.00179894846400355	0.000678420098266946	0.00247558048889678	0.000129983456227489
G[Del(T):R5]A	0.0014832813319385	0.000434316190510683	0.00135109950341057	0.00118216918059818	0.00133139215945971	0.00802119338970171	0.000696508063005017	0.00107957245401323	0.00204401265657597	0.00160477060504557	0.000205057354006714	0.0011141634640056	0.000525265855265901	0.00407281629895498	0.00286075549051876	0.00266071439496077	0.000938695151074478	0.000308576794060432	0.00298170453342659	0.000724267188065988	0.000382516689518668	0.000656804013064292	0.00193041825883487	0.0169160014880612	0.00139637643774735	0.00219633556582087	0.000481756209589962	0.00250451930402262	0.00300786597481503	0.00112311839977822	0.00154170369424692	0.00087304565918635	0.000165649964129018
G[Del(T):R5]C	0.00118523809652936	0.000134401315990362	0.00087610365968456	0.000766883031145703	0.000485100285541782	0.00383760731121103	0.00043540684885394	0.000654018949536672	0.000686329302633108	0.00117138935618249	0.000166119467846821	0.000194464774218136	0.000404187914675248	0.00207232688865117	0.000825401373443105	0.0020780384624332	0.00122536241787489	0.000342080512150479	0.00293246008662404	0.000732098970189254	0.000224424937886419	0.000721087253510778	0.000227049932338442	0.0117787192178141	0.000882458802236949	0.00156449199068113	0.000403835323820428	0.00164473363610614	0.00241657161026549	0.00183706875759422	0.000659717468653612	0.00108420614360256	0.000213895516181594
