hdp.1	hdp.2	hdp.3	hdp.4	hdp.5	hdp.6	hdp.7	hdp.8	hdp.9	hdp.10	hdp.11	hdp.12	hdp.13	hdp.14	hdp.15	hdp.16	hdp.17	hdp.18	hdp.19	hdp.20	hdp.21	hdp.22	hdp.23	hdp.24	hdp.25	hdp.26	hdp.27	hdp.28	hdp.29	hdp.30	hdp.31	hdp.32	hdp.33
A[Del(C):R4]G	8.46388125311676e-05	5.24028141505422e-05	0.000288173866116807	0.000358877112006853	9.23474465550699e-05	0.000633495064840742	0.000306840896796272	0.000120313540265164	0.000368880170352871	0.000506494441701762	0.000174393122276546	9.22475189015574e-05	0.00151163706235054	1.4443783257097e-05	0.000469905812579043	0.00269175152975277	0.000224494828231632	0.000172308055700241	0.000775375027072363	0.000181351107743194	7.02096489395755e-05	0.000747392632167169	4.66211231318646e-05	8.85103850317634e-05	0.00048499991988004	0.000194081261847606	3.57950572529165e-05	0.000128352409536321	0.000305951640356004	0.000160729347035711	4.43822238617059e-05	0.000784162411287017	0.000139508329164907
A[Del(C):R4]T	0.000195713066913945	0.000124740810775821	0.000897680246181976	0.000851944165675833	0.000161289581591933	0.00207575404650952	0.0016834902344256	0.000418786192014707	0.0004708253943763	0.00151469357663107	0.000278175775029408	0.000509037517817902	0.00279497398788607	0.000227286152732277	0.000455980495867641	0.0052007931166688	0.000907807604016208	0.000188122682133597	0.00245040582096212	0.000189182889866459	0.000286038442985853	0.00100535604729859	0.000228536763356211	0.000217116365884081	0.00175662345849597	0.0011123194518102	0.000105353936319436	0.000247708124218391	0.000552489804272638	0.000868798631046047	0.000223419562096913	0.000909892033845184	0.000181593773176436
A[Del(C):R5]A	0.000679162683671939	0.000278642815187346	0.000842240727760984	0.000922046834769734	0.000174921047521288	0.00219544164368375	0.000193702329744186	0.000710632898364647	0.000755442488769762	0.000756086689612999	0.000290379415313252	0.000355807606258127	0.00635879017221884	0.000208646552155777	0.000663262396338554	0.00959870835641635	0.00143958373773903	0.000878211374014563	0.00101766200147583	0.000147215403650373	0.000147001086486998	0.00166119119812649	0.000239292751184881	0.000174127471255153	0.000605653658290662	0.000912851592482475	0.000314319250390214	0.00110657307135956	0.000733036723689758	0.00109411310379791	0.000468032184667546	0.00111938909589605	0.00019039392752079
A[Del(C):R5]G	0.000123842959055103	2.03972634523463e-05	0.00016242567966476	9.40509442189603e-05	5.64758032635601e-05	0.00026396202106583	0.000279201267914059	0.000108532273725027	4.34849863500366e-05	0.000179571504386141	0.000172428129349486	0.000113467979175845	0.000902047182140666	9.70123822637767e-05	7.77056483597279e-05	0.00111711084449959	7.03682663064945e-05	0.000133368764106853	0.00041705804008498	0.000135916642139207	5.90370042209174e-05	0.00037241218915122	5.41814012819585e-05	7.78082492538397e-05	0.000229595589047532	0.000543839500148575	6.87899488549963e-05	0.000335028000531909	0.000320623480152498	7.09596229476886e-05	1.44646236840662e-05	0.000448810185367394	4.20336783977383e-05
A[Del(C):R5]T	0.000581644212645193	0.000121122567896939	0.000560138897801344	0.00062991980330574	0.000313650492630493	0.00135321979108724	0.000223802930848559	0.000340575627598005	0.000621451100106848	0.000574489413470738	0.000485585949514574	0.000341534039431473	0.00267288675844345	9.07568000784847e-05	0.00020568405027079	0.0046134742781645	0.000549249715056155	0.000321686781293784	0.000890358930797268	0.000229529689834816	0.000346059202087659	0.00033446508489244	0.000241609152197034	0.000242860585652489	0.00114944725479473	0.00163870637612319	9.33607244878299e-05	0.00116164878166075	0.000712577302255928	0.000396085653292483	0.00026131096603577	0.000406816616974277	0.00026043280297909
A[Del(C):R6]A	0.00117837560256112	0.000364732530458935	0.000304358237299079	0.000511695378393653	0.000114291812654807	0.00112051274817315	0.000712596999683223	0.000194135623576834	0.00231937391050135	0.000343150856937104	0.000116193134397449	0.000279331218831583	0.00271623721688446	0.000469931539773157	0.000234963349754882	0.00335501490542325	0.000128102893944859	0.000328114055837126	0.000157756223233401	0.000238365192418323	0.00022997612614286	0.00139612279326151	8.00792619845477e-05	0.000304870809449996	0.000839412291083213	0.000629930255714796	0.000195198051648764	0.00217232266555844	0.000322823188302482	0.000334574422161828	0.00047448178533799	0.000666592973917349	0.000425668642197786
A[Del(C):R6]G	0.000208982681867502	3.07517975979094e-05	4.93597570269839e-05	0.000109488148535735	5.36142820720125e-05	9.45934560620138e-05	6.60096258943815e-05	2.06853574033016e-05	0.000835033984870281	0.000143784014531838	0.000120640223653427	1.68704404115408e-05	0.00037172486762082	0.000103623973191321	4.38709092854803e-05	0.000576133390240592	8.28822229106973e-05	0.00020449701862362	9.86113334510116e-05	6.87548515265847e-05	3.13864652473832e-06	0.00041950196959312	1.95295343003132e-05	0.000124987438708688	0.000294255856729116	0.000117763948749309	3.97604277294059e-05	0.000575867139852267	0.000307820324464	3.69667496355935e-05	2.71143879313552e-05	0.000525610082122221	0.00014157895371652
A[Del(C):R6]T	0.000578177367976109	0.000173343526140347	0.000245490001260076	0.000199695017838122	0.000152487687293882	0.000188752662030617	6.21726261931647e-05	0.00020063952546946	0.00102534628958897	0.000179754624996864	0.000115676030995592	0.000113921662229015	0.00101163736808605	6.12843620591617e-05	0.000121052295684122	0.00214464847902258	0.000231991712716016	0.000306893907447096	0.00032183420903779	0.000169361712887825	0.000361541630094017	0.000254272511373731	0.000222958926563144	0.000312514643967609	0.000333171265649944	0.000418241284024184	7.16154830793644e-05	0.00102660293604511	0.000504897089590707	0.000328786698734033	0.000301967696878627	0.000666279120640868	0.000354594454463679
A[Del(C):R7]A	0.00124914148872479	0.000401946927998218	0.000322768120461348	0.000212885832023104	0.000113156863321451	0.000468135386413551	0.000622639203239867	4.42936567986918e-05	0.000649262281135938	6.08109213095611e-05	0.000108617569560233	6.8078118781665e-05	0.000674796394154112	0.000425608451362734	4.23002120952937e-05	0.00148904404728602	7.1373595643481e-05	0.000146790536136872	7.84474240885038e-05	0.000340781513141376	0.000187042252412671	0.000454811615541716	3.86878049414699e-05	0.000229641203165953	0.000569559749606228	0.00048999938101531	0.000243205890111094	0.00269519227261897	0.000270638849812331	0.00039333848502952	0.000446958841875443	0.000682097325775495	0.000429861656914801
A[Del(C):R7]G	0.000255172296180457	2.68718419265245e-05	1.60620549322871e-05	4.06843065230779e-05	2.6586791830328e-05	1.64284392481603e-05	8.71660483848838e-05	1.00411295364962e-05	0.000545265054744585	3.98230103131044e-05	4.25576099728976e-05	2.1540707135349e-05	9.06985687019408e-05	1.1468567339702e-05	2.04775468784445e-05	0.000356554916225649	6.12772167306027e-05	4.6685077746732e-05	1.16489699022989e-05	7.45976096185445e-05	3.17378062762718e-06	8.41449162925711e-05	4.50063926717059e-05	0.000134676536177049	0.00043023087378189	0.000148876935794464	3.06391133772428e-05	0.000604465572098464	7.42988801339199e-05	8.72759354221289e-05	2.66958306698006e-05	0.000410425929653805	0.000153692107343454
A[Del(C):R7]T	0.000267196223314191	9.06931017272448e-05	0.00013128782503691	4.85976619242907e-05	0.000121433541704598	5.09106538083881e-05	0.000333990977440744	2.98793015955356e-05	0.000701173575081915	3.26275148155189e-05	0.000120588513313241	7.41443333613806e-05	0.00023006889605447	0.000170528187538896	1.24131029272334e-05	0.000446184628205325	0.000228066141019212	4.54041305700636e-05	2.47521814833469e-05	0.000156460682018108	0.000106034722518585	0.000214341546345191	5.53360490257463e-05	0.000233812311660254	0.000142544321376756	0.000106637392994379	3.90194904266072e-05	0.000408569115622609	0.000209730426086565	0.000249678921375324	8.23124223910618e-05	0.000612076659792652	0.000221660358250142
A[Del(C):R8]A	0.00120762441729361	0.000567864852756815	0.000682609652523521	0.000241737639705708	0.000124150175747206	0.000246965610266924	0.000478566479975903	3.9518704588234e-05	0.000552861829468387	9.73961303243246e-05	0.000126871319645813	7.70912203424912e-05	0.000164503511487562	0.000238195277762725	1.13123616782595e-05	0.000631883332170171	0.000334286366395666	4.49233058233962e-05	4.45981768599539e-05	0.000544371014567916	0.000335577528059149	0.00057104432637773	0.000409320848791646	0.000137400995267162	0.000399396667424923	0.000263676101290717	6.68479408122417e-05	0.00153057445782519	0.000277387468990922	0.00169935027870289	0.000645683222457894	0.00016712686972597	0.000198883488182402
A[Del(C):R8]G	0.000120067986372691	5.33055599410497e-05	1.6678786340108e-05	3.73104721637278e-05	3.13197720290059e-05	2.15829189283543e-05	3.0206449371993e-05	3.93997121689318e-06	0.00021227309601795	2.72472023717223e-05	5.70106500548233e-05	1.79861722640198e-05	1.165967871101e-05	0.000108836958345731	8.31508711985799e-06	3.85207276818939e-05	6.0927745103936e-05	5.46900584900766e-05	6.17784205034329e-06	9.75404493129778e-05	2.30713942303526e-06	3.67860074516732e-05	2.62815590297556e-05	5.93356491696071e-05	0.00011588380593551	4.87810267799391e-05	2.33819517904446e-05	0.000168769429266141	9.33808144252846e-05	0.000682511284126998	3.74816360767123e-05	0.00026793654213157	0.000127032816241441
A[Del(C):R8]T	0.000306034684528985	0.000176384621529519	0.000167923473216733	5.10409298797394e-05	3.87754232348313e-05	4.2690230611545e-05	9.23129203978953e-05	3.64299868325023e-05	0.000646904661394068	3.76667651218445e-05	5.70623603950091e-05	4.44824942878404e-05	2.84581621831809e-05	2.53783374834205e-05	8.72238226890906e-06	0.000140117174243644	0.00013726096547655	4.37137310700612e-05	7.90059216313026e-06	0.00025918088141261	7.85130085889765e-05	0.000234741478989273	0.000136649895905575	9.49109452603675e-05	7.93427160815345e-05	0.000179731366160574	3.99205121761735e-05	0.000309133457144832	0.000174567130271533	0.00029378030703366	0.00018782613147964	0.000205165886835431	0.000154416825936519
A[Del(C):R(9,)]A	0.000683242779368299	0.000820862355179729	0.000672702036274707	0.000559263326808604	0.000228577588345075	0.000202468072123757	0.000368351971316813	0.000113455712202307	0.000505054540258256	6.52756306997442e-05	0.000136205036049347	0.000127616321268366	5.55426010061078e-05	9.20791182639936e-05	1.46396497420459e-05	0.000201979074229877	0.00016047928587838	0.000196578436076942	4.02741170382081e-05	0.000495695176468468	8.44975174477126e-05	0.00103712857714607	0.000268324148225996	0.000125332792677857	0.000190999595247806	0.000375898318552481	0.000154980989595792	0.000356838302315246	0.000387789326091325	0.00222922035924799	0.000768810281798453	0.00045034806642215	0.000164511120625631
A[Del(C):R(9,)]G	0.000104086937363371	4.71083026506059e-05	4.21121973304834e-05	3.09409788329145e-05	0.000106323019463156	3.56347005224215e-05	5.37973820177501e-05	2.95986015294895e-05	0.000339540902454051	7.73455679540048e-06	0.000123639423384202	3.27986160203441e-05	2.04472796635626e-06	1.89701801228774e-05	9.6915358543434e-07	1.36111377060195e-05	5.72558993826569e-05	9.36856967334645e-06	1.12236525427829e-05	5.6493807555829e-05	7.78454606340881e-05	5.75550304715247e-05	1.68720681084568e-05	4.07901410252166e-05	0.000130417193945614	5.78132734345992e-05	1.5513320103698e-05	4.49193734577872e-05	7.08925359599159e-05	0.000138938701687745	4.56606268517402e-05	0.000141485057037498	1.06119508270152e-05
A[Del(C):R(9,)]T	8.69401797484899e-05	8.1485965830091e-05	8.22686222006746e-05	3.65215444818814e-05	0.000279632197452496	8.0115695804887e-05	4.25906966835065e-05	1.83390709816773e-05	0.000323430500884609	2.6011138249344e-05	9.88960256053057e-05	2.57100749226256e-05	1.28119594234791e-05	1.6528977318861e-05	5.24261961086249e-06	7.71583560598028e-05	6.73714274257635e-05	8.09626231634467e-05	9.50519856494056e-06	0.000115400227594075	1.08330150573991e-05	5.53251094512519e-05	3.39004577576111e-05	5.23863598566563e-05	6.48519167542441e-05	0.000140542792173227	4.15869650236723e-05	5.49307550525434e-05	0.000137300230060641	0.000327946545333224	0.000121207939441816	0.000278356470910729	7.94602171681383e-05
G[Del(C):R1]A	0.00016808140415538	0.000213813906687611	0.00249377533569479	0.00229114938434888	0.000471897444094705	0.00819387466256097	0.000820615156789202	0.00211834474661497	0.00160684883295858	0.00644331728850762	0.0017008565093907	0.00177145782914661	0.0182362493814969	0.000233846885268071	0.000923741220661682	0.00598264835175669	0.02614085108271	0.00191455023014601	0.00492019365472683	0.000800499296599147	0.000407063716070353	0.00262998423007544	0.000948729641541864	7.38174922767724e-05	0.00538201702450654	0.000663775325001867	0.000134482307403959	4.47248857623711e-06	0.000672138978158895	0.00380472135805703	0.000399527302583975	0.00185408823080971	3.55112110601582e-05
G[Del(C):R1]G	0.000118221529830709	0.000142756161129128	0.000896710085188672	0.00162816685415384	0.000187985038783966	0.00132296979172311	0.000698783800758842	0.000391434208042811	0.00160427291509246	0.00105869693234373	0.000384207827580351	0.000532282102483255	0.00392269014533075	8.07122677077922e-05	0.000498934468894488	0.00472582948544951	0.000627512210299272	0.000629061513487547	0.000556048745880342	0.000163924126357798	0.000265508415531129	0.000733505606778849	8.44331721692e-05	0.000235278147396061	0.000454719366399648	0.000762225089826469	6.03439634258091e-05	0.000119234068820143	0.000460742753667487	0.000480614420451649	0.000117360607162182	0.000852362728266273	0.000161198121343051
G[Del(C):R1]T	0.000537480199068015	0.000354029166918648	0.00251914372594175	0.00466001168632768	0.00017796367764901	0.027899327787059	0.00217965398889329	0.0058820892075509	0.00176428544016564	0.00647321516171955	0.000578354299807865	0.00125118908968213	0.0101775486032825	0.000605520012179568	0.00375376785870434	0.0050472654842473	0.076932018462136	0.0041443749928158	0.00648485459382219	0.000945546111548722	0.000296520117014364	0.00175373292046781	0.00235591128156412	0.000228225251892359	0.0139049707008495	0.00464238517226399	0.000319490940277045	2.72450309799669e-05	0.00174375990582772	0.00557242411701145	0.00118219755800364	0.00204133309555809	5.72010032383015e-05
G[Del(C):R2]A	8.12205101597572e-05	0.000365250148270461	0.00388177765172595	0.00249525928115346	0.00016686169986155	0.00587982897907893	0.00104521194964491	0.00160653292546583	0.00301434781885464	0.00559482107170104	0.00108534833015935	0.00201711591168341	0.032842226416006	1.8309021030123e-05	0.00121659896498783	0.0316051611189688	0.0303723061984988	0.00193632257570604	0.00478353145407144	0.00111770258736942	0.000648809766680981	0.00396910562842908	0.000960064729623572	0.000269928662302713	0.00811888290097924	0.00500134802833898	0.000365115007605813	2.67708306439521e-05	0.00110036662834725	0.00240480575213293	0.00035390092408166	0.00228739406431896	3.60806328118517e-05
G[Del(C):R2]G	1.51026645752281e-05	5.82399894851423e-05	0.000893547888241682	0.000824546987668735	7.66815235760278e-05	0.00129833195785191	0.000630260278508491	0.000247581526369543	0.0024430616276998	0.000996788431873649	0.000614422262087447	0.000332348497253152	0.00656517416356587	2.43357404525385e-05	0.000207396778589877	0.00597651496190576	0.00294079895111788	0.000704847757737653	0.00091065816841053	0.000209031692178862	5.07102218362572e-05	0.000756881330577571	6.46549445086864e-05	1.93206359418594e-05	0.000327773150103333	0.00060890097915242	2.43363350222668e-05	7.39344609915417e-07	0.000250318244912238	0.000124916141355196	1.86189787775705e-05	0.000500313508037877	2.1482729722982e-05
G[Del(C):R2]T	0.000136548789894251	0.000222018112701704	0.00206718775732482	0.00260730684139673	0.000732694312185116	0.00765125228869616	0.000569106441891167	0.00111100475923504	0.000664979746081734	0.00703710761434853	0.000633839494827208	0.00148139526117273	0.0202325042199193	6.69550727393248e-05	0.00202534092248821	0.0152324061822232	0.0243362274754286	0.00264302601645037	0.0064945251935825	0.000730344761494977	0.000455689314468537	0.00178347545324856	0.000681366515514928	0.000164910357544657	0.00542722491131306	0.00061721788566172	0.000184402411443523	5.83018751064237e-05	0.000548901930785286	0.00374342349921864	0.00031082134982905	0.00189225278922976	0.000226371029105061
G[Del(C):R3]A	0.000153047161104492	0.000219528029821575	0.00177403755114282	0.00179065762886978	0.000497482099811537	0.00347918004125362	0.000694152939050477	0.00196054147506506	0.000650921346880216	0.00363589177200629	0.000274038947814545	0.000823715983939107	0.0227514994659235	0.000172943961147037	0.000273006805369324	0.0208040316867909	0.0127914131393634	0.000328166646043793	0.00267439985277146	0.000408781272211632	0.000106409486282733	0.00116308066787734	0.000223383481656629	0.000376063611561082	0.00324512986433961	0.000522129357664712	0.000173469431029854	6.28748854128759e-05	0.00228544337685869	0.000774368055948775	0.000248757582099251	0.00249645173178275	3.0593477750078e-05
G[Del(C):R3]G	1.36290591101387e-05	4.68200918915939e-05	0.000595687218895772	0.000352153521870902	7.42003311504454e-05	0.00084993496139851	0.000155888036137022	0.000365568103768354	0.00130441861162655	0.000896889271701508	0.000136799704961483	0.000256733286481833	0.00525579936609305	9.56137764906423e-06	0.00022774064911171	0.0057453555256056	0.0015370575978837	0.00049513679576736	0.000816272083677539	8.98329811916691e-05	0.000111176012907988	0.000638826236011196	0.000104092382293046	9.93583369300031e-05	0.000805330697661716	0.000424067427858679	4.04724973450826e-05	3.01783716145771e-06	0.000229356948317974	0.000223114070987841	1.44982658680144e-05	0.000791004412714297	2.29839325229012e-05
G[Del(C):R3]T	8.61972514402864e-05	9.27047692668477e-05	0.0011114755319919	0.000941981068511755	0.000222093888430049	0.00290677776098294	0.00125330964378539	0.000809202353803488	0.000257679105861361	0.00261926679997611	0.000592109250297283	0.000855592863801653	0.00859539318538371	1.63509729477348e-05	0.000440730947748554	0.00806816651038992	0.00839465794416125	0.000913221425881278	0.00383124373804768	0.000306521495046598	0.000289868060200739	0.000791175977992802	0.00012857979636707	0.000362153521136208	0.00153728109483579	0.000433203097184957	0.000133973186376534	7.64620726136171e-05	0.00082911912142546	0.00204470666950843	7.4499252481129e-05	0.00113875384305491	4.85043801215281e-05
G[Del(C):R4]A	0.000123504781047977	0.000125274762950262	0.00105948468805076	0.000822167457138211	0.000198030547777078	0.00163837459528322	0.000518722666504154	0.000584965716260111	0.00134209686787161	0.00152576779556453	0.00031460570969029	0.000411600357475559	0.00660234537063426	0.000182708772363102	0.000121221479822959	0.00917264623468508	0.00337850498259411	0.000228703539463654	0.00132246418352573	0.000395415214890151	0.000592208726927025	0.000630990754908927	0.000248894091269763	0.00356758324684519	0.00113993933135662	0.00199198098525918	0.000306395507664416	0.000354433064973432	0.00082384409314346	0.000255620006138187	0.000136158101672595	0.00256377325958786	4.23960376942705e-05
G[Del(C):R4]G	5.76405111803428e-05	6.98617072071676e-05	0.000172772346874047	0.000421148576158333	0.000112335836144129	0.000681170210810292	0.000189468399039395	0.000135806963475838	0.000171145729409783	0.000391057497709799	0.000371590504575021	9.25595543046426e-05	0.00143683228931851	3.47362815654833e-05	0.000157439417692423	0.00216399944090294	0.000355527539101423	0.000365543257210512	0.000572371910602372	0.00012574591509024	6.82421391777992e-05	0.00105246889588898	2.97685952159949e-05	0.00153972229887801	0.000813411900225576	0.0010580828791024	4.63037701437321e-05	0.000165755234196357	0.000167754441923524	0.000140098913526958	1.84180349220957e-05	0.000717186122086037	7.42836557891065e-05
G[Del(C):R4]T	0.000118705334730856	0.000121741821744388	0.000676099209175616	0.00102316696760646	0.000183904050755514	0.00183046202231688	0.000523591686814664	0.000216353644021916	0.000566047036172916	0.00140366068332699	0.000518964974104496	0.000285027917802382	0.00382870554578002	0.000204730455991	0.00040604611059398	0.0052957320685925	0.00301084168221049	0.000302235917713756	0.0021909600835899	8.31154208637184e-05	0.000401711621063616	0.000457187634835731	6.56994566215283e-05	0.00100887487560158	0.00171574897016572	0.00042448973710112	0.00012733274356007	0.000225831536366578	0.00057713507810838	0.000347563460453699	8.72772207267074e-05	0.000771859362848974	5.6476284645237e-05
G[Del(C):R5]A	0.000306749874381375	9.04371967082228e-05	0.000540538684395797	0.000961994619938126	0.000100654309760913	0.0020102663752798	0.000333144191299786	0.00059416067748157	0.00164797619956675	0.000740421865869488	0.000230990089609883	0.000134184461216861	0.00568824736862331	0.000167374967250374	0.000397446961216322	0.00703968003188428	0.000982800385272841	0.000689442583627632	0.000834101043697653	0.000709708637170183	0.000306767563690282	0.000894974956795088	0.000238951686005178	0.00374219421365718	0.00205947158198271	0.000897958727769448	0.000257684347370387	0.000920167177369017	0.000513567783851808	0.000666841756413498	0.000140435811440577	0.00107507301325697	0.000141371891261359
G[Del(C):R5]G	0.000109942294231791	1.89856115105354e-05	9.84291739026868e-05	0.000178095112724735	6.65816819020635e-05	0.000502827143875996	0.000302739276426006	0.000132486363056851	0.000500775897023012	0.000224091558364283	0.000109832762554598	6.65384704111788e-05	0.000875656559854894	2.25048383495262e-05	0.000105834077961116	0.00122917964507936	0.000209410100894278	8.86295240067908e-05	9.27191843744846e-05	0.000193395753266099	0.000218569254071609	0.000354480548395095	1.69964147885571e-05	0.000758224639311163	0.000435671578011314	0.000734378535493256	3.208774640373e-05	0.000332305901214417	0.00055430509740612	6.92593124936705e-05	5.70947262358174e-06	0.000483051577831438	4.11536629633029e-05
G[Del(C):R5]T	0.000316134718598258	0.000137992697916893	0.000462076672648614	0.000402530166144204	0.000214970270273876	0.00125479114848597	0.000355451713700653	0.00027281707252462	0.000494576230294392	0.000479703896353029	0.000110324010786363	0.000334623071112483	0.00273493966201673	7.58807204915097e-05	0.000147564076847739	0.0044436623787881	0.000817758819117565	0.00026428832716037	0.000685141156763333	0.00018295798132404	0.000849929082984456	0.000233626518479136	0.00010900585253815	0.00284809964834217	0.000240327937116532	0.000700567940430058	0.000135404323835069	0.000921962728564526	0.000408013827237292	0.000242244230566578	0.000105674949105339	0.000871790246080428	0.000119319739786683
