Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
SP1086	7	0	34	127	43	118	2	31	11	41	18	21	2
SP1003	65	70	7	126	61	107	0	39	0	95	36	42	0
SP1677	25	81	4	11	61	279	0	28	11	68	28	25	11
SP1305	75	140	0	0	665	172	24	56	81	77	20	493	23
SP963	7	0	12	143	85	146	0	38	6	30	26	24	13
SP1144	11	25	14	37	16	141	1	19	39	8	24	41	13
SP1132	20	0	1	106	65	528	0	44	16	0	27	33	0
SP1712	0	112	0	101	8	27	3	19	2	9	16	6	5
SP1114	18	116	0	0	18	395	3	0	1	22	0	0	5
SP1431	39	223	8	0	12	8	0	65	16	8	17	0	0
SP975	65	154	0	0	654	0	17	0	115	33	33	288	0
SP1059	44	0	17	155	78	401	0	86	45	128	30	0	119
SP1419	128	5	12	285	17	37	0	22	48	44	138	43	0
SP1009	1	84	27	71	42	92	8	79	20	49	22	0	14
SP1724	6	28	12	52	20	95	0	34	6	22	1	10	7
SP96136	57	0	44	166	287	179	0	34	55	52	42	228	8
SP967	55	153	0	0	15	31	0	24	0	10	5	0	0
SP1781	23	151	0	423	20	94	0	36	5	10	32	22	0
SP1174	370	352	0	82	30	27	0	0	36	26	71	8	16
SP953	88	112	47	105	0	332	6	8	0	87	15	72	20
SP1377	8	143	0	67	22	50	1	35	13	11	18	7	6
SP1365	22	98	0	201	166	110	0	20	5	65	33	38	0
SP1491	73	114	0	0	185	8	0	19	48	0	27	181	1
CPCT02060013T	123	0	46	103	762	98	75	47	72	100	183	33	28
CPCT02100026T	113	123	0	0	31	108	59	18	44	28	9	28	12
CPCT02070020T	186	0	45	493	58	64	64	101	95	83	86	61	28
CPCT02030269T	35	71	6	96	20	7	54	30	18	21	33	41	0
CPCT02010944TIII	64	83	56	62	22	168	31	56	32	50	52	20	23
CPCT02020867T	27	0	0	149	135	10	62	54	313	40	14	0	427
CPCT02070272T	451	599	6	0	587	110	156	67	196	68	35	363	38
CPCT02020648T	30	0	67	199	42	226	51	18	34	36	56	83	22
CPCT02020362T	71	314	52	259	60	46	97	247	0	33	13	0	65
CPCT02440020T	56	599	40	303	69	36	43	42	40	41	11	36	25
CPCT02210077T	168	249	34	143	5	274	35	84	26	52	23	28	55
CPCT02070445T	157	0	67	439	0	15	24	37	12	30	26	31	36
CPCT02020894T	117	76	29	159	24	77	17	57	8	31	37	47	42
CPCT02020896T	147	0	24	97	24	63	24	47	4	27	44	4	22
CPCT02140101T	0	191	113	423	79	263	57	713	34	68	20	0	32
CPCT02210040T	259	380	22	92	0	11	26	2	0	193	30	27	69
DRUP01010020T	53302	10643	9836	0	0	0	139	0	0	243	0	0	0
CPCT02020902T	160	30	0	194	294	47	72	50	80	24	80	272	80
CPCT02070443T	203	0	10	352	0	12	31	42	63	26	80	10	34
CPCT02080295T	232	635	77	222	22	0	45	9	33	310	0	29	33
CPCT02020916T	105	21	67	0	32	246	37	291	33	30	49	28	28
CPCT02020915T	78	169	20	78	7	23	32	28	3	7	47	26	42
CPCT02160036T	47	126	25	83	7	4	95	6	26	16	50	71	10
CPCT02120184T	106	0	0	197	289	164	14	105	17	86	75	42	45
CPCT02050315T	0	40	2	113	6	49	74	68	20	24	37	10	28
CPCT02120182T	49	83	19	149	29	89	35	33	22	27	30	38	27
CPCT02020940T	9	56	0	0	58	39	23	131	9	55	75	28	12
CPCT02010712T	429	985	48	0	0	17	135	20	26	65	46	76	246
CPCT02070294T	57	0	16	155	0	1	106	27	16	16	87	84	36
CPCT02070299T	439	305	36	0	48	500	123	45	14	72	26	43	46
CPCT02050437T	252	387	47	510	22	43	48	114	72	57	0	0	42
CPCT02050436T	21	0	212	99	101	1029	70	17	34	29	38	54	58
CPCT02020952T	215	0	62	478	17	34	23	63	30	27	65	27	49
CPCT02020642TII	318	0	67	351	1007	121	156	10	543	120	0	418	476
CPCT02020958T	25	61	105	0	10	453	44	15	19	34	26	31	48
CPCT02020684T	7	12	3	0	74	25	101	27	0	6	13	31	0
WIDE01010111T	45	293	53	0	35	364	40	73	177	65	60	114	0
CPCT02020958TII	29	74	120	0	21	445	49	12	16	35	30	15	46
CPCT02020972T	463	0	116	859	17	137	82	108	91	3	21	29	37
CPCT02020971T	34	89	15	44	16	168	22	41	19	17	6	9	3
CPCT02330103T	189	42	11	357	49	13	75	120	28	20	72	80	14
WIDE01010148T	349	484	26	118	62	3	51	55	39	447	60	18	33
CPCT02070480T	92	45	0	71	32	29	36	30	60	25	37	15	41
CPCT02360014T	33	319	0	0	414	0	327	0	1422	21	8	45	223
CPCT02140107T	83	42	26	166	574	70	58	101	92	2	3	518	43
CPCT02070485T	345	0	68	381	67	136	47	108	77	35	100	82	19
WIDE01010202T	215	127	22	331	17	73	46	5	36	58	74	24	50
CPCT02020583TII	266	302	32	851	34	116	93	56	23	60	37	37	24
CPCT02020703T	21	0	45	208	109	303	213	37	36	20	56	52	32
CPCT02020973T	98	252	64	0	29	334	47	27	21	60	37	8	21
CPCT02020940TII	21	164	0	0	29	41	40	157	18	69	93	53	8
WIDE01010230T	10	136	27	156	0	12	28	46	11	13	4	11	17
CPCT02320002T	100	0	31	147	101	0	96	64	46	49	101	23	26
CPCT02050351T	38	76	0	57	23	46	56	92	16	8	39	63	0
CPCT02020979T	103	209	10	62	35	15	25	27	48	18	45	29	14
CPCT02080315T	67	110	42	156	310	190	70	66	64	45	22	156	97
CPCT02120203T	28	0	34	229	361	84	48	54	67	9	32	251	99
DRUP01050023T	71	182	14	68	26	143	151	36	16	27	17	38	4
CPCT02020983T	72	230	0	54	8	22	44	53	14	12	21	37	17
CPCT02140034T	5	30	13	0	122	87	128	70	6	99	67	34	11
WIDE01010280T	240	130	26	131	23	14	18	32	28	45	28	0	25
CPCT02020984T	0	0	30	157	36	175	37	70	25	2	61	39	26
CPCT02070154TII	128	409	0	79	914	101	1018	0	18	47	0	29	0
CPCT02020986T	53499	1500	10931	0	0	0	124	0	0	296	0	0	0
CPCT02020988T	201	76	12	271	28	18	41	94	49	46	90	67	16
CPCT02050445T	63	261	0	0	6	115	20	33	27	32	11	14	21
CPCT02070331T	228	357	0	83	0	7	34	17	15	28	52	15	26
CPCT02020989T	63	104	0	245	7	48	46	37	25	6	13	32	81
CPCT02050356T	73	61	8	42	39	17	147	75	33	15	12	28	42
WIDE01010412T	183	74	0	187	74	47	37	30	72	28	73	10	73
CPCT02140110T	50	183	23	32	9	102	17	18	18	48	0	5	23
CPCT02020717T	110	58	12	0	387	0	122	0	67	1412	0	25	0
CPCT02130095T	33	61	8	63	11	90	54	62	43	33	4	27	40
DRUP01030012T	603	326	65	861	63	87	105	34	27	100	132	24	0
CPCT02070336T	48	0	0	0	3132	303	83	85	389	270	185	0	0
CPCT02070332T	1	19	0	0	335	0	106	0	25	0	0	228	2
CPCT02050371T	0	0	29	383	14	95	71	42	39	0	41	48	27
CPCT02100178T	25	41	39	424	41	18	111	38	91	27	83	24	52
CPCT02020767T	29	12	31	108	35	13	86	26	9	19	19	0	21
CPCT02140072T	262	106	56	507	84	208	72	100	24	25	46	0	38
CPCT02060112T	8	252	13	16	0	0	50	24	21	15	64	29	14
CPCT02170032T	31	73	11	97	8	30	46	29	4	12	31	1	11
DRUP01070046T	62	21	10	211	57	62	45	100	15	14	0	0	16
WIDE01010565T	44	0	13	111	892	55	20	161	141	78	78	0	35
CPCT02020787T	10	131	11	0	36	10	50	0	32	0	444	9	17
CPCT02020778T	551	96	0	143	62	34	40	377	32	112	30	5	80
CPCT02050385T	106	81	30	359	19	161	145	136	67	39	122	149	147
CPCT02130142T	78	170	82	32	48	173	115	73	28	45	57	15	41
CPCT02020800T	27	0	5	272	43	0	100	5	27	25	36	4	8
CPCT02050395T	72	229	35	0	27	55	95	31	154	32	105	143	40
DRUP01070048T	59	102	0	0	67	227	173	14	4	39	44	65	28
CPCT02020817T	45	162	0	93	0	61	36	14	0	39	29	38	22
CPCT02080263T	36	173	16	32	22	46	123	32	0	10	11	47	10
CPCT02010944T	60	82	51	53	27	165	68	54	40	50	59	12	24
CPCT02020832T	117	283	27	0	25	84	104	112	36	51	32	102	5
CPCT02050351TII	47	36	0	210	26	60	46	138	40	11	52	45	15
CPCT02120168T	0	0	7	135	39	41	32	60	15	24	26	41	22
CPCT02440016T	94	191	0	19	32	238	202	0	75	16	35	18	24
CPCT02010935T	61	0	40	298	81	215	64	20	36	34	17	6	45
CPCT02010963T	173	279	12	0	57	180	73	83	21	50	75	62	100
CPCT02070401T	120	91	0	92	20	86	72	111	20	17	29	30	9
CPCT02230056T	2712	2139	0	0	883	394	190	112	117	226	172	330	45
CPCT02040169T	10335	944	25	206	738	270	15	12	164	256	91	0	4
CPCT02020859T	50	0	43	43	57	70	98	31	12	31	12	17	23
CPCT02020633TII	169	0	10	193	80	248	94	198	51	53	28	39	47
CPCT02020621TII	40	162	38	0	122	572	127	36	0	44	4	25	23
CPCT02020586T	241	51	71	68	43	324	82	65	49	104	35	38	46
CPCT02070237T	583	34	10	478	114	81	51	43	33	59	159	2	7
CPCT02080273T	65883	16803	13720	0	0	0	232	0	0	425	0	0	0
CPCT02070410T	254	517	30	110	353	0	143	219	427	73	103	43	65
CPCT02020600T	394	179	95	72	41	534	90	41	32	101	46	19	56
CPCT02010963TII	173	264	0	0	52	151	66	174	8	43	56	6	463
CPCT02120056T	116	325	41	0	55	164	93	59	0	24	15	28	14
CPCT02020840T	31	174	31	0	43	150	8	50	21	31	25	19	30
CPCT02040164T	549	586	131	103	552	77	129	40	58	57	36	61	8
CPCT02070244T	22	174	0	0	225	218	47	275	5	222	139	14	2
CPCT02020619T	142	328	22	0	81	117	149	129	194	82	9	61	53
CPCT02020633T	91	21	11	138	4	181	50	29	42	60	32	37	38
CPCT02010663T	134	0	14	174	211	147	84	26	121	103	36	40	53
CPCT02020614T	323	174	16	286	34	227	46	83	50	89	77	37	51
CPCT02290020T	78	228	61	68	54	12	82	92	3	8	8	0	43
CPCT02020632T	378	174	15	464	86	36	151	8	43	17	164	20	83
CPCT02050103T	27	163	0	234	24	67	24	36	31	17	50	21	4
CPCT02100072T	35	92	0	221	27	56	17	0	21	14	28	0	73
CPCT02100076T	50	0	72	113	208	493	51	218	29	120	25	48	45
CPCT02100077T	80	79	7	40	38	77	28	0	16	13	29	55	2
CPCT02070154T	98	188	0	203	561	154	99	50	77	91	29	0	25
CPCT02330034T	59	76	0	0	157	281	36	0	40	40	1088	0	13
CPCT02070156T	391	36	0	317	33	30	44	67	49	35	53	52	15
CPCT02070162T	139	67	0	274	34	23	55	29	24	33	15	0	35
CPCT02070172T	28	0	12	77	151	97	33	45	75	40	49	8	2
CPCT02070188T	134	127	19	282	120	23	51	56	61	63	98	43	56
CPCT02270003T	33	131	0	156	29	56	37	24	10	15	57	0	8
CPCT02160026T	75	72	37	0	190	287	37	92	12	36	53	19	83
CPCT02070149T	178	89	18	0	59	52	40	72	302	42	125	11	9
CPCT02080119T	359	0	0	397	65	105	41	46	52	27	144	70	0
CPCT02110041T	509	247	0	691	13	57	67	57	81	65	125	124	195
CPCT02050216T	52	208	55	80	37	1	75	21	0	34	9	13	39
CPCT02070194T	53	22	8	148	44	72	77	79	15	19	1	0	15
CPCT02330046T	7	0	42	176	108	104	111	34	24	3	60	33	26
CPCT02070204T	248	279	10	0	664	235	134	60	84	98	101	208	15
CPCT02120020T	216	148	42	484	68	54	114	40	31	70	98	72	41
CPCT02260007T	8	158	1	0	33	40	71	5	5	30	16	16	5
CPCT02020583T	266	289	48	1151	17	129	101	33	38	80	55	59	62
CPCT02070041T	10371	2638	951	0	0	0	208	0	0	0	0	0	153
CPCT02070043T	99	156	8	359	323	168	23	82	41	103	68	0	30
CPCT02050086T	66	96	0	73	9	10	38	44	18	0	38	20	21
CPCT02070044T	12	0	19	159	27	31	47	9	10	5	12	26	20
CPCT02220005T	157	125	41	4	14	65	34	209	27	27	17	14	43
CPCT02070057T	548	0	10	672	0	87	31	361	30	86	72	239	25
CPCT02330015T	301	130	18	344	108	115	67	46	89	113	40	31	42
CPCT02140037T	35	193	45	0	50	204	47	41	24	35	21	13	23
CPCT02070096T	73	259	40	0	55	213	46	131	43	43	0	22	38
CPCT02040064T	9	0	21	95	30	11	42	41	7	29	74	12	21
CPCT02070094T	104	128	20	99	59	365	57	48	44	35	82	41	67
CPCT02070102T	117	5	25	134	50	57	28	82	15	43	76	0	33
CPCT02050124T	55	221	45	333	52	20	49	41	63	47	78	14	23
CPCT02060073T	16	33	1	0	17	0	41	23	5	4	19	26	7
CPCT02060082T	149	0	42	703	0	0	71	36	26	105	127	56	306
CPCT02040105T	90	154	0	0	25	324	49	68	28	53	23	17	12
CPCT02010665T	11	0	51	13	193	88	128	21	854	56	13	25	2
CPCT02020629T	156	207	3	141	82	7	69	64	140	4	21	28	16
CPCT02080164T	17	81	0	151	342	0	228	42	934	9	67	0	50
CPCT02120080T	212	105	12	149	11	16	24	19	22	30	20	22	22
CPCT02050289T	132	97	4	19	236	59	110	24	35	35	3	86	100
CPCT02050297T	91	199	3	72	0	157	66	41	19	30	17	22	19
WIDE01010621T	67	53	1	0	51	373	58	67	50	78	43	3	39
WIDE01010461T	48	229	45	0	15	276	41	18	25	56	13	33	11
CPCT02120204T	148	378	59	143	31	199	36	269	25	17	0	0	0
CPCT02120206T	32	245	23	105	13	19	36	45	15	57	0	23	15
WIDE01010518T	131	257	19	341	303	138	55	75	107	122	90	0	51
CPCT02020991T	352	102	29	382	7	18	78	0	23	5	63	23	470
WIDE01010609T	157	83	10	0	276	396	36	189	60	65	63	0	25
CPCT02020993T	79	202	18	105	16	13	12	51	19	12	0	15	15
WIDE01010723T	105	0	65	380	63	93	67	136	107	32	80	54	106
