MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	7.52E-04	6.58E-04	5.53E-04	3.17E-03	3.19E-03	1.91E-03	3.12E-03	4.62E-03
1:Del:C:1	6.71E-04	8.25E-04	7.18E-04	3.81E-03	2.89E-03	2.67E-03	3.71E-03	3.54E-03
1:Del:C:2	3.00E-04	2.76E-04	8.35E-04	2.68E-03	2.29E-03	1.78E-03	2.38E-03	1.52E-03
1:Del:C:3	2.91E-04	3.55E-04	3.30E-04	1.31E-03	1.07E-03	1.01E-03	1.43E-03	8.98E-04
1:Del:C:4	2.04E-04	3.71E-04	1.47E-04	9.30E-04	6.56E-04	9.83E-04	1.05E-03	1.08E-03
1:Del:C:5	4.83E-04	3.92E-04	4.76E-04	2.64E-04	3.90E-04	9.22E-04	6.52E-04	5.92E-04
1:Del:T:0	5.37E-04	6.22E-04	8.83E-04	2.97E-03	3.91E-03	2.17E-03	3.20E-03	2.71E-03
1:Del:T:1	4.74E-04	4.06E-04	8.24E-04	2.14E-03	2.77E-03	1.97E-03	2.43E-03	2.16E-03
1:Del:T:2	7.72E-04	5.37E-04	5.80E-04	2.26E-03	2.37E-03	1.42E-03	2.08E-03	3.33E-03
1:Del:T:3	5.99E-04	2.33E-04	5.33E-04	2.00E-03	2.21E-03	1.21E-03	1.97E-03	2.20E-03
1:Del:T:4	1.03E-03	3.34E-04	5.86E-04	2.00E-03	1.78E-03	1.58E-03	1.76E-03	2.40E-03
1:Del:T:5	5.99E-03	3.24E-03	2.37E-03	1.83E-03	1.36E-03	1.35E-02	1.49E-03	1.20E-03
1:Ins:C:0	3.13E-03	4.75E-04	5.88E-04	8.85E-05	1.46E-05	4.04E-03	4.34E-04	2.62E-04
1:Ins:C:1	2.11E-04	5.01E-04	3.05E-04	4.27E-04	4.08E-04	6.17E-04	8.23E-04	9.89E-05
1:Ins:C:2	1.19E-04	8.60E-05	1.27E-04	5.43E-04	5.55E-04	3.07E-04	5.77E-04	4.57E-04
1:Ins:C:3	9.64E-05	2.79E-04	2.18E-04	2.28E-04	1.56E-04	3.10E-04	2.82E-04	1.61E-04
1:Ins:C:4	2.18E-04	2.33E-04	1.56E-04	1.62E-04	1.31E-04	3.87E-04	2.38E-04	4.84E-05
1:Ins:C:5	3.47E-04	6.22E-04	4.23E-04	7.32E-04	8.58E-04	7.99E-04	9.81E-04	6.71E-04
1:Ins:T:0	6.64E-04	7.36E-04	4.82E-04	7.67E-04	1.15E-03	1.37E-03	1.53E-03	1.04E-03
1:Ins:T:1	5.98E-04	8.72E-04	4.67E-04	2.11E-03	2.29E-03	2.21E-03	2.56E-03	2.44E-03
1:Ins:T:2	4.68E-04	4.47E-04	3.51E-04	1.17E-03	1.19E-03	1.26E-03	1.34E-03	6.05E-04
1:Ins:T:3	2.88E-04	4.64E-04	2.81E-04	1.14E-03	1.22E-03	8.08E-04	1.43E-03	9.46E-04
1:Ins:T:4	3.41E-04	2.04E-04	4.62E-04	4.33E-04	6.26E-04	7.59E-04	7.32E-04	1.44E-04
1:Ins:T:5	6.24E-03	4.59E-03	5.11E-03	3.01E-03	1.67E-03	8.06E-03	9.21E-03	6.19E-04
2:Del:R:0	5.44E-04	2.50E-04	6.39E-04	1.57E-03	1.98E-03	1.15E-03	1.86E-03	1.30E-03
2:Del:R:1	5.20E-04	5.64E-04	4.48E-04	1.50E-03	1.53E-03	1.09E-03	1.53E-03	8.31E-04
2:Del:R:2	3.43E-04	2.63E-04	2.63E-04	9.41E-04	7.32E-04	6.14E-04	9.05E-04	4.83E-04
2:Del:R:3	1.57E-04	2.53E-04	2.21E-04	1.66E-04	1.31E-04	4.10E-04	3.83E-04	2.20E-04
