MutationType	ID83A	ID83B	ID83C
1:Del:C:0	3.78E-05	1.22E-04	1.25E-04
1:Del:C:1	2.23E-05	9.81E-05	1.11E-04
1:Del:C:2	1.68E-05	7.09E-05	8.29E-05
1:Del:C:3	1.43E-05	5.36E-05	5.40E-05
1:Del:C:4	2.44E-05	4.04E-05	4.64E-05
1:Del:C:5	4.65E-05	6.23E-05	4.60E-05
1:Del:T:0	1.88E-05	8.58E-05	1.18E-04
1:Del:T:1	1.51E-05	7.46E-05	1.11E-04
1:Del:T:2	1.58E-05	7.75E-05	1.11E-04
1:Del:T:3	3.23E-05	8.08E-05	1.26E-04
1:Del:T:4	5.39E-05	7.06E-05	9.96E-05
1:Del:T:5	4.09E-04	1.04E-03	5.33E-04
1:Ins:C:0	1.30E-05	5.37E-05	7.68E-05
1:Ins:C:1	4.89E-06	2.80E-05	4.12E-05
1:Ins:C:2	3.96E-06	2.59E-05	3.32E-05
1:Ins:C:3	6.12E-06	2.33E-05	2.87E-05
1:Ins:C:4	1.41E-05	2.32E-05	2.88E-05
1:Ins:C:5	3.60E-05	5.19E-05	5.33E-05
1:Ins:T:0	1.50E-05	5.18E-05	5.96E-05
1:Ins:T:1	1.33E-05	6.48E-05	7.00E-05
1:Ins:T:2	1.39E-05	5.60E-05	5.51E-05
1:Ins:T:3	1.26E-05	4.24E-05	4.49E-05
1:Ins:T:4	1.53E-05	4.00E-05	3.02E-05
1:Ins:T:5	1.77E-04	4.48E-04	2.22E-04
2:Del:R:0	1.52E-05	5.34E-05	8.25E-05
2:Del:R:1	2.07E-05	7.34E-05	9.66E-05
2:Del:R:2	1.20E-05	3.36E-05	3.94E-05
2:Del:R:3	1.86E-05	2.34E-05	1.74E-05
2:Del:R:4	1.38E-05	2.06E-05	1.13E-05
2:Del:R:5	2.67E-05	3.22E-05	2.50E-05
3:Del:R:0	7.81E-06	3.33E-05	6.66E-05
3:Del:R:1	1.41E-05	4.58E-05	5.94E-05
3:Del:R:2	1.11E-05	2.36E-05	2.71E-05
3:Del:R:3	5.90E-06	1.10E-05	1.37E-05
3:Del:R:4	4.19E-06	7.22E-06	6.44E-06
3:Del:R:5	6.31E-06	7.92E-06	7.65E-06
4:Del:R:0	5.48E-06	2.97E-05	6.00E-05
4:Del:R:1	1.18E-05	4.29E-05	6.07E-05
4:Del:R:2	7.75E-06	2.17E-05	2.46E-05
4:Del:R:3	8.84E-06	1.46E-05	1.94E-05
4:Del:R:4	3.28E-06	8.83E-06	7.23E-06
4:Del:R:5	5.98E-06	5.82E-06	3.17E-06
5:Del:R:0	1.44E-05	2.19E-04	2.29E-04
5:Del:R:1	7.66E-06	3.77E-05	5.56E-05
5:Del:R:2	5.52E-06	1.63E-05	1.92E-05
5:Del:R:3	3.47E-06	7.50E-06	8.32E-06
5:Del:R:4	3.45E-06	3.12E-06	1.02E-06
5:Del:R:5	1.92E-06	3.37E-06	1.28E-06
2:Ins:R:0	2.02E-05	4.95E-05	5.66E-05
2:Ins:R:1	6.80E-06	3.23E-05	3.91E-05
2:Ins:R:2	1.01E-05	2.63E-05	3.22E-05
2:Ins:R:3	1.30E-05	1.80E-05	2.01E-05
2:Ins:R:4	1.50E-05	2.26E-05	2.32E-05
2:Ins:R:5	4.04E-05	6.24E-05	5.13E-05
3:Ins:R:0	8.10E-06	2.94E-05	3.83E-05
3:Ins:R:1	2.75E-06	2.63E-05	3.79E-05
3:Ins:R:2	3.55E-06	1.22E-05	1.47E-05
3:Ins:R:3	3.81E-06	6.50E-06	9.64E-06
3:Ins:R:4	2.14E-06	5.70E-06	9.04E-06
3:Ins:R:5	8.45E-06	1.33E-05	1.43E-05
4:Ins:R:0	1.68E-05	3.84E-05	4.59E-05
4:Ins:R:1	5.47E-06	2.82E-05	3.90E-05
4:Ins:R:2	5.45E-06	9.09E-06	8.05E-06
4:Ins:R:3	5.20E-06	7.06E-06	6.41E-06
4:Ins:R:4	5.46E-06	1.07E-05	9.33E-06
4:Ins:R:5	3.27E-06	1.34E-05	1.28E-05
5:Ins:R:0	2.97E-05	1.46E-04	2.30E-04
5:Ins:R:1	8.11E-06	5.21E-05	9.67E-05
5:Ins:R:2	4.60E-06	1.26E-05	1.98E-05
5:Ins:R:3	2.18E-06	8.40E-06	1.37E-05
5:Ins:R:4	9.01E-07	5.81E-06	9.94E-06
5:Ins:R:5	7.25E-07	4.93E-06	4.25E-06
2:Del:M:1	1.71E-05	6.65E-05	9.08E-05
3:Del:M:1	5.92E-06	2.75E-05	4.91E-05
3:Del:M:2	9.50E-06	3.72E-05	5.39E-05
4:Del:M:1	1.08E-05	2.94E-05	6.28E-05
4:Del:M:2	5.38E-06	3.03E-05	4.97E-05
4:Del:M:3	8.31E-06	3.42E-05	5.22E-05
5:Del:M:1	1.96E-05	1.91E-04	2.08E-04
5:Del:M:2	9.78E-06	1.54E-04	1.93E-04
5:Del:M:3	9.22E-06	9.94E-05	1.50E-04
5:Del:M:4	4.94E-06	6.00E-05	1.03E-04
5:Del:M:5	6.35E-06	5.60E-05	9.06E-05
