Samples	ID83A	ID83B	ID83C	ID83D
SP77443	2.15E+00	7.55E+00	1.66E+00	1.01E+01
SP72118	2.99E+00	4.13E+00	9.51E-01	6.31E+00
SP76891	2.05E+00	3.98E+00	4.02E-01	5.25E+00
SP125732	3.27E+01	3.15E+01	5.59E-01	1.97E+00
SP125716	2.94E+00	7.59E+00	1.58E+00	1.04E+01
SP125746	2.44E+02	2.44E+02	4.89E-01	4.43E+00
SP125797	2.92E+00	5.14E+00	9.19E-01	7.58E+00
SP76057	2.32E+00	5.41E+00	1.04E+00	7.55E+00
SP69565	4.18E+00	6.03E+00	8.24E+00	1.49E+01
SP75202	1.34E+00	5.48E+00	1.18E+00	7.03E+00
SP110736	2.45E+00	2.70E+00	6.30E-01	3.98E+00
SP107774	9.87E-01	4.07E+00	6.18E-01	4.85E+00
SP110779	2.00E+00	7.03E+00	9.99E-01	8.84E+00
SP107805	2.04E+00	6.01E+00	1.56E+00	8.26E+00
SP110789	1.49E+00	4.86E+00	1.09E+01	1.52E+01
SP71846	2.41E+00	7.22E+00	1.31E+00	9.31E+00
SP70122	3.21E+00	2.15E+00	4.66E-01	3.77E+00
SP71404	5.53E+00	6.46E+00	1.09E+00	1.07E+01
SP76955	1.73E+00	3.19E+00	4.92E-01	4.48E+00
SP107781	1.03E+00	4.32E+00	1.82E+00	6.07E+00
SP70202	1.36E+00	3.97E+00	6.07E+00	9.48E+00
SP70677	6.61E-01	3.65E+00	1.38E+00	4.97E+00
SP70082	8.04E-01	3.18E+00	1.04E+00	4.07E+00
SP70288	3.69E+00	2.98E+00	7.03E-01	4.41E+00
SP70266	1.16E+00	5.06E+00	8.77E-01	6.13E+00
SP107956	3.35E+00	5.65E+00	1.31E+00	8.12E+00
SP70956	1.58E+00	3.75E+00	1.12E+00	5.14E+00
SP108017	9.99E-01	3.69E+00	6.52E-01	4.61E+00
SP71536	1.34E+00	2.91E+00	9.48E-01	3.79E+00
SP70756	1.64E+00	4.93E+00	1.28E+00	6.57E+00
SP76675	3.34E+00	6.54E+00	6.90E+00	1.38E+01
SP71480	2.63E+00	3.26E+00	7.08E-01	5.07E+00
SP70313	1.34E+00	5.76E+00	1.86E+00	7.54E+00
SP73319	1.53E+00	3.07E+00	9.81E-01	4.29E+00
SP107813	2.67E+00	3.66E+00	9.50E-01	5.72E+00
SP77339	1.73E+00	4.36E+00	6.59E-01	5.68E+00
SP76017	1.34E+00	4.35E+00	1.38E+00	5.98E+00
SP76915	1.60E+00	6.22E+00	1.99E+00	8.69E+00
SP71974	6.34E+00	6.35E+00	8.16E+00	1.32E+01
SP70178	3.04E+00	5.25E+00	9.90E-01	7.20E+00
SP107920	2.03E+00	3.69E+00	8.24E-01	4.70E+00
SP110798	1.79E+00	3.69E+00	7.97E-01	5.15E+00
SP107952	2.16E+00	5.87E+00	1.18E+00	7.90E+00
SP70465	1.08E+00	6.71E+00	1.80E+00	8.88E+00
SP70780	2.92E+00	3.66E+00	8.28E-01	5.27E+00
SP110803	7.60E-01	4.04E+00	5.37E+00	9.38E+00
SP107915	1.72E+00	3.29E+00	5.32E-01	4.36E+00
SP71132	3.80E+00	3.31E+00	5.59E-01	5.82E+00
SP71552	2.41E+00	6.18E+00	1.46E+00	8.69E+00
SP69573	1.32E+00	2.72E+00	8.42E-01	3.83E+00
SP75681	1.42E+00	4.79E+00	6.69E-01	6.07E+00
SP107874	3.72E+00	4.02E+00	9.20E-01	6.08E+00
SP110816	1.09E+00	2.89E+00	7.42E-01	3.84E+00
SP77203	6.65E+00	5.96E+00	1.17E+01	1.61E+01
SP76515	1.98E+00	5.45E+00	1.33E+00	7.34E+00
SP110770	2.50E+00	5.17E+00	1.20E+00	7.18E+00
SP69812	1.12E+00	3.87E+00	1.10E+00	5.10E+00
SP76136	3.21E+00	1.14E+01	6.96E+00	2.00E+01
SP70106	1.83E+00	3.19E+00	3.92E+00	6.98E+00
SP108059	1.25E+00	3.60E+00	1.07E+00	4.86E+00
SP108020	2.32E+00	3.73E+00	1.30E+00	5.53E+00
SP76867	2.40E+00	3.17E+00	6.81E-01	4.61E+00
SP108088	1.70E+00	5.46E+00	1.30E+00	7.32E+00
SP71734	1.77E+00	3.82E+00	7.79E-01	5.09E+00
SP76001	8.88E-01	3.96E+00	1.48E+00	5.41E+00
SP108033	2.29E+00	3.64E+00	9.61E-01	5.30E+00
SP110822	2.91E+00	5.43E+00	1.31E+00	7.66E+00
SP69762	2.07E+00	3.79E+00	1.03E+00	5.52E+00
SP107945	2.45E+00	4.56E+00	1.10E+00	6.65E+00
SP107770	1.26E+00	4.19E+00	1.31E+00	5.74E+00
SP73263	2.73E+00	2.52E+00	5.80E-01	3.56E+00
SP77131	3.04E+00	3.39E+00	5.70E-01	5.40E+00
SP75322	7.68E+00	9.28E+00	2.05E+00	1.51E+01
SP70046	9.59E-01	3.82E+00	6.09E-01	4.55E+00
SP70932	2.24E+00	3.99E+00	1.02E+00	5.88E+00
SP71758	4.24E-01	3.98E+00	4.01E+00	7.77E+00
SP71228	3.48E+00	8.88E+00	1.78E+00	1.25E+01
SP76353	9.15E-01	4.11E+00	8.23E-01	5.01E+00
SP69587	1.04E+00	1.19E+00	2.59E-01	1.51E+00
SP69898	6.15E+00	4.99E+00	8.96E-01	8.51E+00
SP75977	1.22E+00	4.51E+00	7.76E-01	5.69E+00
SP70226	1.68E+00	4.23E+00	7.69E-01	5.39E+00
SP108068	1.81E+00	5.72E+00	1.33E+00	7.61E+00
SP107784	4.81E+00	3.92E+00	7.52E-01	7.40E+00
SP110824	1.37E+00	3.94E+00	4.72E-01	4.86E+00
SP76843	3.95E+00	2.97E+00	6.57E-01	5.26E+00
SP71456	1.99E+00	6.67E+00	1.92E+00	9.38E+00
SP108065	2.07E+00	3.84E+00	6.37E-01	5.16E+00
SP70860	2.64E+00	4.74E+00	1.11E+00	6.85E+00
SP71084	1.98E+00	4.54E+00	5.64E-01	5.90E+00
SP72262	1.15E+00	4.18E+00	1.51E+00	5.87E+00
SP69705	1.70E+00	4.58E+00	1.51E+00	6.51E+00
SP107786	3.36E+00	8.23E+00	2.94E+00	1.25E+01
SP71576	1.27E+00	4.42E+00	7.34E-01	5.47E+00
SP108123	1.18E+00	3.24E+00	7.45E-01	3.96E+00
SP74896	1.87E+00	4.32E+00	8.12E-01	5.91E+00
SP71950	2.39E+00	5.06E+00	8.74E-01	7.02E+00
SP108049	8.52E-01	2.56E+00	1.13E+00	3.44E+00
SP116965	3.91E+00	1.21E+01	1.84E+01	3.08E+01
SP77930	8.90E-01	2.85E+00	9.65E-01	3.97E+00
SP125807	3.63E+00	5.59E+00	7.22E-01	8.06E+00
SP125696	2.20E+00	5.66E+00	1.29E+00	7.54E+00
SP125725	2.35E+00	7.60E+00	2.38E+00	1.09E+01
SP125752	3.64E+00	3.63E+00	7.48E-01	5.75E+00
SP118048	5.64E+00	8.08E+00	1.33E+00	1.21E+01
SP117981	6.33E-01	5.50E+00	1.35E+00	6.86E+00
SP125749	1.04E+00	5.25E+00	1.43E+00	6.89E+00
SP125762	1.95E+00	5.49E+00	6.75E-01	6.94E+00
SP117164	1.59E+00	2.57E+00	7.70E-01	3.43E+00
SP117002	3.34E+00	3.86E+00	9.66E-01	5.94E+00
SP117158	8.40E-01	4.40E+00	1.53E+00	5.85E+00
SP125691	6.33E+00	6.02E+00	9.86E-01	1.05E+01
SP125721	2.13E+00	4.58E+00	9.91E-01	6.31E+00
SP125753	2.62E+00	3.04E+00	7.28E-01	4.70E+00
SP117972	2.01E+00	4.29E+00	9.43E-01	5.91E+00
SP125726	2.50E+00	4.52E+00	6.87E-01	5.91E+00
SP125800	2.92E-01	9.05E-01	3.23E-01	9.31E-01
SP117745	5.36E+00	2.99E+00	4.16E-01	3.81E+00
SP117351	1.46E+00	3.39E+00	6.04E-01	4.33E+00
SP117980	8.76E-01	6.65E+00	1.21E+00	7.91E+00
SP117878	2.35E+00	3.86E+00	7.83E-01	5.09E+00
SP125805	1.74E+00	3.84E+00	9.95E-01	5.22E+00
SP78013	3.47E+00	2.42E+00	7.35E-01	3.98E+00
SP118083	9.43E-01	8.32E+00	8.35E+00	1.65E+01
SP125772	8.10E-01	2.35E+00	4.01E-01	2.94E+00
SP117216	1.96E+00	4.59E+00	9.88E-01	6.17E+00
SP125784	1.65E+00	4.55E+00	1.83E+00	6.77E+00
