Samples	ID83A	ID83B	ID83C	ID83D
SP77443	47	565	93	13
SP72118	152	471	40	0
SP76891	158	353	10	26
SP125732	7292	400	51	0
SP125716	125	538	79	22
SP125746	42479	4978	0	0
SP125797	318	367	33	22
SP76057	75	457	41	0
SP69565	368	498	622	0
SP75202	78	223	39	32
SP110736	193	311	19	10
SP107774	0	520	22	0
SP110779	107	431	53	37
SP107805	98	344	63	27
SP110789	76	226	867	0
SP71846	150	388	61	32
SP70122	166	446	11	0
SP71404	479	760	40	2
SP76955	34	492	11	0
SP107781	106	130	56	28
SP70202	39	235	585	0
SP70677	23	108	48	31
SP70082	38	125	29	24
SP70288	349	450	21	15
SP70266	35	278	42	46
SP107956	223	544	59	17
SP70956	112	202	41	25
SP108017	79	172	21	17
SP71536	59	234	55	11
SP70756	156	236	40	31
SP76675	148	604	618	0
SP71480	105	445	19	0
SP70313	92	208	57	34
SP73319	55	260	52	1
SP107813	188	396	35	14
SP77339	49	394	30	11
SP76017	125	205	44	15
SP76915	150	206	87	44
SP71974	331	846	912	0
SP70178	210	554	48	4
SP107920	122	330	42	29
SP110798	58	333	24	2
SP107952	101	427	54	51
SP70465	27	277	60	48
SP70780	188	461	29	5
SP110803	38	133	165	45
SP107915	93	300	23	15
SP71132	221	595	16	0
SP71552	119	483	88	28
SP69573	55	214	31	9
SP75681	34	395	23	24
SP107874	161	615	37	0
SP110816	44	221	34	9
SP77203	840	357	1223	0
SP76515	86	393	61	26
SP110770	227	323	40	24
SP69812	62	162	31	9
SP76136	244	521	231	62
SP70106	78	161	428	0
SP108059	80	231	44	29
SP108020	120	332	78	3
SP76867	165	327	34	17
SP108088	124	303	50	17
SP71734	107	300	32	17
SP76001	38	173	40	13
SP108033	143	358	37	4
SP110822	158	408	70	19
SP69762	153	254	43	13
SP107945	122	406	55	11
SP107770	67	243	51	21
SP73263	171	407	15	11
SP77131	115	597	17	1
SP75322	730	912	91	30
SP70046	22	235	17	29
SP70932	77	404	41	2
SP71758	4	159	143	24
SP71228	409	510	88	42
SP76353	51	155	25	26
SP69587	30	177	1	0
SP69898	377	881	24	0
SP75977	67	225	29	29
SP70226	62	291	21	25
SP108068	133	305	62	33
SP107784	111	1202	8	0
SP110824	49	294	17	19
SP76843	164	651	16	0
SP71456	150	409	99	41
SP108065	188	247	20	30
SP70860	251	330	58	21
SP71084	98	323	21	16
SP72262	42	225	66	38
SP69705	178	233	52	27
SP107786	196	638	183	12
SP71576	67	228	26	11
SP108123	67	214	32	38
SP74896	71	337	33	13
SP71950	81	478	30	3
SP108049	27	174	48	12
SP116965	181	692	1479	0
SP77930	23	168	35	10
SP125807	144	710	21	2
SP125696	145	372	70	28
SP125725	192	394	87	25
SP125752	161	613	32	0
SP118048	679	644	57	23
SP117981	4	272	59	27
SP125749	43	188	48	22
SP125762	47	471	26	31
SP117164	89	255	30	14
SP117002	205	499	41	2
SP117158	46	152	51	56
SP125691	502	896	51	13
SP125721	85	371	38	5
SP125753	192	334	28	15
SP117972	105	300	38	13
SP125726	167	415	23	10
SP125800	2	43	9	1
SP117745	262	786	0	0
SP117351	97	195	26	22
SP117980	6	409	57	28
SP117878	156	342	26	0
SP125805	81	291	33	15
SP78013	185	589	18	0
SP118083	55	186	252	92
SP125772	12	209	10	7
SP117216	185	289	38	33
SP125784	93	210	75	20
SP117323	256	495	108	52
SP118046	144	609	12	0
SP77888	15	81	46	22
SP125766	121	333	22	33
SP125737	94	258	124	46
SP125763	177	954	60	8
SP125802	103	335	34	10
SP117656	66	213	276	18
SP77872	12	88	15	19
SP117309	100	662	11	5
SP117201	170	490	56	18
SP125685	77	305	31	30
SP117463	223	353	23	6
SP117568	206	488	61	33
SP125717	167	239	29	22
SP125707	0	0	19	9
SP125794	76	496	9	12
SP125756	258	141	785	0
SP117441	90	325	39	34
SP125780	137	520	40	0
SP125764	204	570	1100	0
SP117690	81	265	27	14
SP125742	31	290	240	38
SP125804	74	429	1023	0
SP125695	50	236	66	24
SP77986	13	49	32	15
SP125689	156	784	132	44
SP117523	44	357	37	19
SP125694	95	384	52	0
SP125745	65	301	20	5
SP117001	105	325	23	13
SP117949	436	430	49	0
SP117653	54	157	25	22
SP117522	56	377	35	19
SP125710	52	389	32	32
SP117214	98	462	44	3
SP125768	385	1038	29	0
SP117722	122	315	26	32
SP125699	312	270	41	11
SP125771	365	871	132	63
SP125719	48	208	38	27
SP117648	35	160	62	41
SP125760	78	274	41	17
SP125770	7728	13311	693	0
SP77956	0	0	0	5473
SP125785	173	218	68	15
SP125706	100	381	933	0
SP125705	177	278	36	6
SP125715	9	68	33	17
SP116962	35	201	29	24
SP117660	77	402	47	8
SP117643	155	342	1258	0
SP125713	212	192	1504	0
SP117760	68	275	44	13
SP116968	68	602	27	0
SP125775	62	272	33	25
SP125731	77	326	35	9
SP125733	82	307	25	20
SP78502	23	57	25	30
SP125791	100	385	28	0
SP125755	52	441	67	21
SP117340	344	291	143	52
SP125781	90	233	48	20
SP125783	34	233	46	44
SP116950	238	590	26	0
SP125712	100	393	41	16
SP125786	17	69	477	0
SP125693	360	936	37	2
SP116949	211	337	84	73
SP78533	33	97	42	17
SP117215	88	287	49	31
SP117040	151	467	23	19
SP117476	149	295	42	16
SP116985	101	317	18	61
SP125769	54	173	34	15
SP125778	60	186	1985	0
SP117440	96	498	33	11
SP125730	61	168	18	5
SP125686	51	467	39	11
SP125758	106	241	45	25
SP77848	34	72	6	9
SP117974	143	485	22	16
SP117911	167	408	16	11
SP117165	98	261	80	34
SP117412	107	455	491	0
SP117650	29	95	108	37
SP117076	13	222	47	17
SP125757	95	361	50	7
SP125711	100	363	53	50
SP125811	73	217	55	26
SP125723	84	269	64	65
SP125809	107	679	18	0
SP125722	60	156	34	17
SP117908	89	342	47	13
SP125741	95	695	16	2
SP125724	248	282	59	20
SP117037	58	287	28	31
SP125777	53	268	1100	0
SP117291	129	530	38	2
SP125793	58	130	124	0
SP125744	182	262	26	12
SP125795	66	339	26	4
SP125703	111	346	28	17
SP125761	58	206	57	40
SP117661	251	397	45	6
SP125776	162	304	70	35
SP117261	47	171	21	30
SP125698	193	231	830	0
SP125714	131	437	30	5
SP77972	192	233	22	21
SP77866	0	55	4	13
SP125704	96	236	35	20
SP117290	93	1141	0	0
SP125738	65	163	39	16
SP135427	8	64	41	39
SP135403	0	5	2	3
SP102557	1	24	17	17
SP106801	5	8	34	10
SP106758	7	91	25	13
SP106808	11	71	45	27
SP102617	55	1	52	58
SP102605	2	16	11	17
SP117086	0	3	7	3
