Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
SP18310	69172	38433	18013	0	8364	0	0	0	0	0	0	0	0	0	0
SP17172	31304	2744	2162	0	3356	0	201	0	0	25	0	79	9	0	0
SP96133	57998	3950	11255	3828	246	0	111	0	0	0	0	0	0	0	0
SP110242	66005	24351	15272	11726	7141	0	0	0	0	0	0	0	0	0	0
SP114330	217	0	45	115	428	11	16	106	63	57	97	30	8	26	69
SP21017	63064	25296	14086	1750	8150	0	33	0	0	0	0	0	0	0	0
SP22383	61705	3413	11701	0	1883	0	20	0	288	278	0	0	0	0	0
SP81312	2937	0	195	0	5089	0	522	0	2694	48	0	104	0	0	0
SP22031	421	0	0	0	2318	0	143	0	592	0	0	5	15	0	0
SP96112	86	34	0	76	204	0	3	91	71	29	70	36	6	26	21
SP19215	57826	431	14017	779	593	0	9	0	0	76	0	0	0	0	0
SP96120	419	0	32	280	488	0	158	156	49	70	192	99	12	44	16
SP16886	130	0	0	0	4622	18	645	0	2172	0	0	50	26	0	0
SP96124	491	76	0	339	404	0	8	103	0	7	128	29	6	14	32
SP19295	695	0	0	0	2432	0	100	0	999	0	0	37	15	0	0
SP19670	281	0	42	128	404	0	10	105	0	13	115	14	2	22	14
SP17905	0	0	801	0	6683	0	721	0	16396	1065	0	0	0	0	0
SP16934	427	7	8	22	415	0	211	128	89	51	100	27	5	11	33
SP20993	518	21	23	166	711	0	130	172	0	55	104	44	0	10	50
SP19983	800	0	44	144	508	0	211	286	26	68	118	33	4	26	4
SP18121	60190	9136	12465	0	18122	0	117	0	0	0	0	0	0	0	0
SP96122	914	0	58	395	556	0	44	235	0	17	189	38	4	24	0
SP119755	923	0	33	220	438	0	102	194	169	101	96	67	11	40	17
SP96126	987	0	73	615	1211	0	28	139	0	12	140	19	8	39	29
SP19606	189	0	24	69	195	24	117	79	0	117	26	94	0	35	31
SP96118	5586	0	3170	163	485	0	0	61	0	0	0	0	0	0	0
SP21528	277	0	42	126	499	0	36	135	0	33	67	16	0	28	43
SP21400	1260	0	0	0	6275	0	374	0	2630	0	0	5	7	0	0
SP23078	65	0	4	0	66	0	271	11	190	0	347	44	10	28	17
SP17430	87	0	5	31	168	1	17	100	0	77	41	66	0	27	6
SP96110	350	0	8	67	271	0	60	202	136	22	30	44	4	29	22
SP18946	3736	0	249	0	5440	0	280	0	7096	0	0	0	0	0	0
SP21057	831	0	61	76	449	0	92	197	185	24	64	71	0	53	29
SP22750	284	0	34	62	452	0	46	183	0	31	49	30	3	32	20
SP19750	294	0	21	139	538	0	15	81	0	34	56	7	4	25	18
SP17016	562	16	11	106	281	0	13	207	58	43	145	51	0	11	8
SP16958	459	55	11	80	430	0	13	155	86	51	795	34	15	97	0
SP17329	170	0	22	0	246	0	29	96	84	91	55	27	4	6	33
SP96116	355	0	0	244	392	22	25	73	0	26	104	36	8	33	1
SP96129	594	21	8	42	448	0	23	296	0	53	98	29	5	51	39
SP21193	328	0	22	1	316	0	17	98	23	69	65	32	2	40	28
SP18787	593	0	24	385	812	0	15	155	0	24	121	39	2	62	27
SP96114	195	0	26	126	427	0	86	150	140	46	110	73	8	23	17
SP19582	38	0	5	0	136	0	34	32	116	121	27	35	1	17	20
SP17294	742	0	74	176	676	0	192	122	0	116	82	46	0	20	19
SP80367	0	27	7	0	245	0	429	32	115	71	56	14	11	20	66
SP82087	184	5	38	0	360	0	99	142	0	64	82	49	0	12	11
SP80615	397	0	0	0	8993	0	1554	0	8245	0	0	91	59	0	0
SP80271	416	0	32	110	407	0	36	82	19	74	100	51	3	37	6
SP81172	206	0	0	158	75	4	180	0	223	250	17	117	3	33	37
SP81840	840	0	76	318	642	0	16	36	0	93	256	23	3	50	11
SP80657	74	0	0	51	228	14	20	57	120	28	27	31	0	25	7
SP81494	139	8	39	0	285	0	68	35	74	318	79	60	0	16	64
SP81711	378	69	13	124	822	0	108	183	146	310	89	27	12	104	44
SP80423	245	62	0	0	229	0	33	162	80	147	61	72	2	30	24
SP80754	191	0	25	0	238	0	9	67	245	334	144	15	9	43	0
SP81440	30	0	10	30	126	2	23	34	74	19	85	28	0	9	7
SP80950	279	0	13	0	209	0	6	141	29	25	42	15	1	12	17
