Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
SP24708	71	0	46	2	13	0	43	42	63	0	55	37	13	0	0	0	40	0
SP24301	140	0	72	6	24	3	38	72	94	0	56	51	0	0	56	8	10	11
SP27201	77	0	95	6	10	1	35	51	51	0	68	38	20	0	21	11	8	5
SP28791	25	0	22	10	4	0	1	9	18	0	41	21	0	2	6	0	0	8
SP23739	27	15	23	3	19	0	0	29	37	0	46	17	14	6	12	1	3	1
SP24702	99	36	61	0	13	0	0	35	60	3	46	43	56	8	0	13	0	10
SP25332	23	1	15	6	12	1	0	8	33	0	7	6	12	9	9	6	2	4
SP28335	22	8	28	4	22	0	10	4	64	0	47	31	2	1	28	5	27	9
SP26709	78	0	21	4	15	0	7	10	23	0	13	6	0	0	38	7	4	6
SP25350	45	0	44	8	5	2	22	74	87	7	47	31	0	0	50	2	13	6
SP25380	81	0	82	10	14	5	34	54	37	0	76	46	30	0	2	7	17	9
SP24565	11	0	14	0	23	0	0	23	74	0	38	2	1	8	30	0	10	3
SP25833	99	0	31	2	16	0	14	34	52	0	60	40	17	0	27	12	3	4
SP25905	2	15	18	1	22	0	4	16	16	1	49	23	0	0	22	0	17	2
SP26439	23	0	17	2	7	2	0	0	4	7	14	26	26	0	18	12	0	3
SP24236	84	0	112	8	6	0	0	58	61	0	109	48	25	2	61	0	29	0
SP23925	50	0	108	3	40	0	33	1067	337	0	18	32	0	12	6	4	47	0
SP24815	79	0	87	3	16	3	0	15	83	0	65	7	93	31	27	0	58	9
SP27957	30	32	54	0	10	1	20	36	28	0	50	41	44	0	20	7	0	2
SP27603	40	0	38	0	19	0	12	24	55	0	54	54	0	0	31	5	35	12
SP27825	75	1	86	0	24	1	0	42	83	8	59	51	7	15	56	3	3	4
SP24135	54	0	81	4	272	3	0	66	94	0	95	160	117	37	66	13	0	2
SP26499	40	0	29	3	5	0	0	11	16	5	33	9	54	18	9	9	0	8
SP25518	54	36	93	4	19	10	4	65	22	6	114	78	8	0	0	0	37	7
SP28659	64	47	101	4	322	0	0	100	86	0	128	103	195	30	0	11	0	0
SP23622	45	2	48	1	5	6	14	42	92	2	56	39	0	9	5	2	11	13
SP27939	48	0	23	2	6	0	20	17	40	0	41	63	0	11	28	0	10	7
SP23754	13	0	18	2	6	0	0	9	6	4	21	17	0	5	28	0	0	0
SP29697	64	7	38	5	6	0	11	29	33	5	25	31	0	12	21	0	18	8
SP27339	52	0	36	0	11	2	0	4	63	0	40	24	23	13	20	8	13	3
SP29559	49	6	15	7	367	0	0	6	0	5	82	93	111	6	8	0	52	7
SP29331	34	22	75	3	27	0	0	36	39	0	79	49	0	26	31	1	17	14
SP26475	82	13	52	0	14	0	10	11	49	6	43	49	0	15	0	10	43	10
SP23775	66	0	81	0	322	0	0	70	68	0	103	111	53	20	126	0	0	0
SP28275	41	1	14	1	11	0	13	39	38	0	18	12	15	0	71	7	3	4
SP28581	68	0	63	4	17	0	23	48	49	0	53	59	14	0	5	4	0	14
SP23639	67	0	50	0	22	1	42	50	71	0	58	37	0	0	63	6	1	5
SP24391	62	12	45	1	11	2	10	32	50	0	57	37	39	7	14	0	47	0
SP28041	64	45	99	2	8	0	30	60	67	1	69	51	35	0	5	1	0	0
SP25494	57	122	160	1	509	4	17	117	92	0	281	215	267	0	0	3	101	10
SP26649	59	0	34	1	22	0	41	45	130	1	35	37	22	0	6	3	0	0
SP78927	37	4	4	0	1	0	0	1	0	2	7	0	0	0	0	1	1	5
SP78913	17	0	1	0	7	0	4	1	0	3	3	0	4	0	0	2	9	0
SP107375	44	15	11	3	18	0	0	2	1	12	17	26	0	0	24	2	16	4
SP107408	162	4	34	7	15	2	26	15	2	8	16	0	7	0	0	4	18	0
SP107439	24	0	6	0	0	2	0	0	0	0	8	7	0	0	0	240	0	0
SP78816	30	0	2	0	0	0	0	3	0	0	2	1	6	0	0	0	0	0
SP78663	96	18	5	9	23	0	0	5	4	0	4	0	0	0	36	0	0	11
SP78709	76	3	5	3	6	0	0	3	5	11	1	9	0	0	2	0	5	2
SP107462	105	53	7	9	5	0	0	0	0	9	8	0	0	0	0	1	26	0
SP78951	56	0	4	3	3	0	12	1	3	5	18	2	2	0	0	0	2	2
SP107435	55	32	16	7	1	0	5	14	1	6	8	23	0	0	11	0	16	4
SP78679	60	0	44	1	6	0	0	17	3	15	21	0	19	0	8	2	0	23
SP107360	118	8	30	7	22	2	0	17	14	34	0	2	0	26	0	6	12	0
SP78819	10	0	3	2	0	0	0	1	1	0	0	4	3	3	0	0	3	5
SP78821	56	0	8	2	1	2	2	0	5	3	19	15	0	0	0	5	18	5
SP107552	31	9	0	0	3	0	2	4	0	2	4	6	0	0	0	1	9	0
SP78865	23	1	1	2	3	0	1	0	0	0	2	0	0	0	19	0	0	13
SP107470	81	0	28	4	0	4	0	7	0	1	7	6	0	0	4	0	0	2
SP78673	0	5	5	0	1	0	0	9	0	0	7	10	2	0	0	1	1	6
SP78824	23	0	3	3	8	0	0	3	0	0	5	1	0	0	3	0	2	0
SP107550	28	0	7	6	0	0	0	0	0	0	4	0	0	0	0	1	9	7
SP78718	146	53	29	2	1	0	0	2	0	15	10	0	0	0	0	8	8	0
SP107451	41	9	5	4	2	0	3	0	4	5	0	9	4	0	0	2	0	2
SP107557	38	10	5	5	1	0	0	0	0	0	3	0	15	0	2	0	0	0
SP107358	21	0	4	0	4	2	4	12	0	5	7	11	3	0	1	2	13	4
SP78731	31	0	4	0	2	0	0	0	0	5	2	0	0	0	12	1	5	2
SP107455	25	0	3	0	0	0	4	0	1	5	5	0	0	0	6	0	0	9
SP107549	30	0	5	1	1	2	0	3	0	0	0	0	9	0	0	0	0	5
SP78814	40	0	3	3	8	2	0	2	0	2	14	7	0	0	0	4	11	17
SP107357	182	24	60	8	12	12	0	8	38	26	6	18	12	26	2	28	21	13
SP78919	55	8	4	4	12	2	0	8	0	2	7	1	0	0	2	1	0	6
SP107453	21	29	11	1	1	0	0	1	3	8	4	7	0	0	0	3	9	2
SP78719	3	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	2
SP78662	6	5	4	1	0	0	0	0	0	0	7	0	0	0	10	2	0	0
SP107457	96	18	0	3	6	2	10	6	0	10	8	0	0	0	7	1	9	9
SP107404	87	25	45	6	13	2	0	21	11	17	7	0	0	12	11	3	15	4
SP78714	35	5	12	6	1	0	0	3	0	1	9	3	0	0	0	2	1	6
SP107454	38	0	5	4	0	0	0	1	4	3	7	0	0	0	0	0	0	7
SP107359	149	0	49	5	18	0	0	14	14	38	20	15	0	4	0	13	11	6
SP78664	72	6	2	4	0	0	0	0	6	9	11	3	0	0	0	0	0	0
SP78931	69	0	9	1	4	0	0	0	0	9	0	0	0	0	3	0	1	7
SP78815	21	0	2	0	0	0	0	0	3	8	3	2	2	0	1	0	4	2
SP107466	73	0	25	1	4	0	0	4	12	9	9	7	0	13	32	0	13	0
SP78901	160	20	10	7	0	2	11	6	0	3	2	0	0	0	0	1	9	0
SP107384	146	15	42	9	211	5	0	18	3	19	43	132	2	34	8	15	26	12
SP107467	11	0	4	0	0	0	1	0	1	0	13	6	0	0	7	2	4	0
SP78680	15	15	2	0	2	0	0	0	0	2	7	0	0	0	2	0	0	0
SP78672	29	0	3	0	8	0	0	0	0	1	3	0	0	0	7	0	0	2
SP107365	40	12	9	1	0	0	13	4	15	3	7	1	29	2	4	4	0	0
SP78660	29	0	4	0	5	0	0	1	0	2	0	10	5	0	0	0	2	0
SP78659	3	12	9	0	0	0	0	5	0	2	0	3	0	1	0	0	18	0
SP107449	33	0	5	3	7	0	1	0	1	0	17	3	6	0	3	0	15	2
SP78813	20	20	4	0	1	0	0	2	7	12	5	5	0	0	0	0	8	0
SP78953	19	0	3	0	0	0	0	1	2	3	0	0	0	0	1	0	4	0
SP78804	30	38	2	1	9	0	0	10	2	0	13	3	0	0	20	0	0	4
SP107460	30	0	20	4	1	4	0	4	0	2	8	0	23	0	6	1	1	2
SP107548	75	14	0	6	3	0	0	1	3	3	9	5	0	0	0	6	1	7
SP78730	96	0	27	9	4	0	0	7	5	6	2	3	15	0	11	3	11	2
SP78727	54	4	7	2	2	0	0	2	2	19	7	8	0	0	0	2	1	0
SP78822	93	30	22	7	10	0	0	14	9	14	23	38	0	0	0	0	2	24
SP78818	64	4	7	3	1	0	0	0	3	0	7	2	6	0	0	0	2	2
SP78923	19	0	2	2	2	0	0	4	2	1	2	0	2	0	0	0	0	2
SP107405	145	1	33	8	1	2	0	29	10	38	20	21	10	21	19	0	1	0
SP107437	65	21	62	10	6	8	0	0	4	0	0	2	0	0	16	14	38	6
SP78675	59	9	2	3	5	0	15	0	2	1	7	7	1	2	0	0	11	2
SP107371	130	6	53	13	125	32	0	10	12	1	27	0	66	22	18	7	26	0
SP107556	106	13	16	1	0	0	0	0	2	0	6	7	8	0	27	0	3	1
SP78807	18	10	7	2	3	0	0	5	2	5	1	11	0	0	0	0	13	8
SP78945	52	0	1	4	2	0	0	1	2	12	5	0	0	0	5	0	1	5
SP107480	16	16	8	0	2	0	0	0	3	5	4	0	0	0	16	0	0	0
SP107448	40	7	2	7	3	2	0	2	4	0	6	0	7	0	0	0	7	2
SP107436	85	0	6	8	2	0	0	0	1	2	12	6	1	0	4	3	0	8
SP79150	2	0	2	0	1	2	0	0	5	3	1	1	0	0	0	0	0	3
SP107546	150	18	36	14	0	0	0	4	6	0	2	2	0	0	14	10	9	2
SP107459	37	0	15	2	3	0	0	10	15	1	1	0	0	6	10	5	6	0
SP78823	10	0	1	1	0	0	0	0	0	0	0	2	1	0	0	1	2	4
SP78666	28	20	6	0	0	0	0	5	0	0	5	0	7	0	0	2	3	5
SP78721	18	0	4	0	2	0	0	3	0	2	0	0	0	0	0	0	3	10
SP78665	119	0	5	4	8	0	0	0	6	13	0	11	1	0	0	0	12	4
SP78935	56	12	8	7	1	3	0	0	5	9	10	4	0	0	0	0	0	9
SP107458	183	21	14	11	13	1	0	10	21	16	8	4	14	0	11	0	0	10
SP79160	55	13	1	0	0	0	0	0	0	0	1	2	5	7	7	0	11	0
SP107479	83	3	4	5	9	0	5	1	1	0	1	0	0	0	13	0	1	12
SP107377	93	35	20	8	0	0	0	15	4	0	1	16	21	16	5	0	21	3
SP78937	119	24	20	0	3	0	4	0	0	0	50	16	0	0	1	5	45	14
SP107444	38	0	3	4	0	0	0	0	0	0	3	3	0	2	23	3	0	1
SP79144	81	8	6	3	10	1	4	6	1	8	11	17	0	0	19	0	6	12
SP107469	14	0	1	2	2	0	0	0	0	4	4	0	0	0	0	2	0	0
SP107373	104	0	9	1	12	16	0	8	21	48	7	11	0	4	9	12	26	0
SP107406	117	0	29	6	337	26	0	10	0	10	41	52	145	10	27	8	58	1
SP107369	157	0	47	0	8	2	25	14	10	27	3	12	0	13	36	5	28	8
SP107403	172	77	62	6	5	3	0	28	13	1	34	43	24	29	2	7	33	5
SP107363	130	0	26	6	0	47	51	25	0	19	0	3	4	8	38	26	0	8
SP78955	25	16	0	2	2	0	0	0	3	8	1	2	0	0	0	0	0	5
SP78711	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SP78677	22	0	8	0	4	0	0	5	0	2	4	0	0	2	3	0	0	2
SP78805	56	30	0	9	12	0	0	0	0	3	3	7	0	0	15	0	6	0
SP107461	23	2	0	0	3	0	3	8	0	3	5	0	0	0	0	6	0	1
SP107472	13	0	6	0	0	0	0	0	3	0	7	0	0	0	0	0	9	0
SP107356	56	0	15	0	1	0	11	23	0	12	3	31	0	11	27	4	0	1
SP78825	27	0	11	1	3	0	0	0	0	0	5	7	2	0	24	1	0	5
SP107468	50	0	5	0	2	0	1	0	0	8	0	18	0	0	5	1	3	2
SP78851	238	105	21	17	17	5	6	15	11	15	20	11	9	0	0	4	22	38
SP78726	24	1	9	8	0	0	0	0	3	0	28	5	1	0	0	2	19	7
SP107379	189	49	84	8	13	6	0	30	29	22	22	14	23	17	19	13	8	1
SP107474	61	0	9	8	6	0	0	2	0	0	16	0	0	0	0	7	7	1
SP107438	19	12	1	1	8	0	3	1	0	7	15	1	0	0	2	0	3	15
SP107478	79	0	3	4	1	0	0	0	6	4	15	0	11	1	0	2	0	10
SP78716	155	1	53	9	0	0	0	0	12	8	16	11	21	4	7	2	13	9
SP78676	80	35	30	1	0	0	0	2	8	4	9	10	0	0	0	0	2	9
SP107443	8	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0
SP107361	164	1	40	0	3	6	54	35	21	23	9	19	0	1	22	5	20	11
SP107464	122	2	31	5	16	0	0	18	6	18	6	21	9	22	0	0	9	12
SP78717	5	0	4	7	2	0	0	0	3	0	1	3	0	0	0	0	0	0
SP78671	42	0	4	4	2	0	0	6	6	0	0	12	0	0	7	3	10	0
SP78817	12	5	7	0	2	0	0	1	3	5	0	0	0	0	10	1	2	2
SP107381	94	25	41	6	7	0	0	7	6	12	7	21	29	19	0	1	0	1
SP107463	87	49	32	0	0	0	0	8	11	31	3	1	32	20	4	6	14	7
SP107477	56	30	6	5	1	0	0	4	4	0	5	4	0	0	17	0	0	11
SP78661	73	7	20	3	3	6	8	4	15	1	4	10	0	0	17	5	0	4
SP78939	28	0	5	0	0	0	2	1	0	9	3	0	10	0	1	2	2	5
SP78674	166	18	12	11	4	0	1	5	0	10	9	1	9	0	18	0	0	5
SP107553	5	0	2	2	0	0	0	4	2	1	3	1	0	0	0	1	0	0
SP107555	72	8	8	3	5	0	0	8	1	0	12	0	10	0	0	5	10	7
SP107446	25	5	7	3	1	0	0	5	0	3	7	0	0	0	0	4	6	5
SP78713	237	0	43	13	0	2	0	11	1	13	10	3	0	0	36	0	3	6
SP78720	37	6	5	3	0	0	5	3	1	0	15	5	0	1	0	3	0	6
SP78947	41	3	4	1	1	0	0	7	1	0	2	5	0	0	2	5	4	5
SP78875	23	1	3	1	0	0	0	9	0	0	9	0	0	0	0	0	1	0
SP107554	169	0	4	7	1	0	4	2	3	9	16	11	9	0	12	7	6	12
SP107407	199	0	78	2	5	4	0	33	18	17	25	15	2	37	0	11	32	8
SP78820	58	13	4	7	0	2	0	1	7	2	8	4	0	2	8	0	0	9
SP78668	0	4	4	0	0	0	0	0	0	3	0	0	11	0	3	0	0	2
SP107547	26	7	0	1	0	0	0	5	0	4	2	0	0	0	0	4	1	7
SP79148	213	3	38	7	4	0	0	11	6	38	5	2	0	0	6	0	0	2
SP107386	198	32	39	17	2	3	0	22	14	10	9	12	5	20	0	12	0	9
SP78921	75	31	8	15	0	1	0	8	0	0	1	1	20	0	5	7	0	11
SP107545	41	0	3	2	17	0	0	0	0	10	0	0	3	0	14	0	0	12
SP107440	33	19	10	4	6	0	0	2	9	0	4	0	0	0	7	0	0	3
SP79066	7	13	6	0	3	2	0	5	0	2	21	0	0	0	0	0	0	3
SP107473	57	0	3	5	9	0	2	2	2	0	5	0	1	0	5	1	13	1
SP107362	94	0	23	1	0	2	1	14	0	11	9	9	51	1	18	4	0	4
SP78722	6	8	2	0	3	2	0	0	0	0	2	0	0	0	0	3	0	0
SP78729	113	0	2	3	1	0	2	3	0	13	1	3	0	0	0	5	3	5
SP107441	92	8	6	7	2	0	1	0	1	8	16	1	0	0	16	0	4	6
SP78873	57	0	1	3	8	2	0	0	0	0	1	0	0	1	0	8	4	13
SP47708	64	0	12	3	9	1	0	11	37	4	9	31	0	7	16	4	16	15
SP47990	20	0	6	2	31	1	0	0	12	0	14	12	0	29	2	1	0	14
SP48414	17	6	6	1	7	1	0	0	12	3	18	15	35	20	1	2	0	6
SP48135	70	0	46	5	6	0	0	50	58	2	21	11	11	3	30	8	32	9
SP47652	20	4	6	8	6	0	8	6	17	0	11	15	4	0	0	0	10	2
SP48888	16	0	0	8	0	0	0	10	12	0	2	0	0	2	16	5	0	4
SP48426	2	0	0	1	0	0	0	3	2	0	3	7	0	0	0	5	0	0
SP48480	72	0	16	1	1	0	2	40	49	12	13	9	68	0	0	10	12	5
SP48263	3	5	0	0	15	0	5	6	9	9	5	11	7	0	0	0	7	0
SP47628	2	0	1	0	0	0	0	0	7	4	7	15	7	10	0	0	5	0
SP47808	43	0	21	2	9	0	0	30	17	11	19	10	15	8	0	1	19	4
SP48850	27	4	39	5	18	0	0	0	21	0	97	48	24	20	44	0	22	5
SP48189	43	0	31	5	15	0	28	203	72	9	14	0	49	0	0	2	0	2
SP48073	15	19	14	3	0	0	0	15	12	7	4	28	12	0	3	0	13	10
SP48008	16	0	27	0	11	1	4	339	103	7	23	11	13	16	0	0	10	5
SP48504	20	7	25	3	10	0	11	177	112	0	4	0	11	0	0	0	0	12
SP48534	55	6	7	3	7	0	24	13	48	11	17	20	0	0	18	3	1	5
SP48010	22	0	5	1	4	0	3	7	49	7	13	0	11	0	14	0	0	1
SP79365	4	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
SP79237	1	0	5	0	0	0	0	2	0	0	2	0	3	0	0	0	0	0
SP79462	1	0	0	0	0	0	0	0	0	2	3	2	0	0	3	0	0	2
SP79201	3	0	0	0	2	0	0	1	4	0	2	3	0	0	2	0	4	0
SP79371	5	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0	0
SP79439	0	0	0	0	0	0	0	1	0	2	2	0	2	0	0	0	0	0
SP79175	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2
SP79354	1	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	4
SP79184	2	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0
SP79312	4	0	6	2	0	0	0	1	0	0	4	0	1	0	0	0	0	0
SP79252	1	0	1	0	0	0	2	1	0	0	2	2	0	0	0	0	0	0
SP79294	4	0	3	1	4	1	0	0	0	0	3	1	0	0	0	0	5	0
SP79246	0	6	1	1	2	0	3	0	2	0	3	0	0	0	0	0	2	0
SP79458	0	0	1	0	0	2	4	0	2	0	2	4	0	0	0	1	0	0
SP79222	6	0	2	0	0	2	0	3	0	2	7	2	4	0	0	6	0	0
SP79178	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2
SP79474	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
SP79387	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
SP79306	2	0	0	0	3	0	0	0	6	0	3	1	0	0	3	0	0	0
SP79270	1	0	1	0	3	2	0	0	0	0	1	0	0	0	3	0	0	2
SP79210	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP79427	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
SP79297	4	0	0	0	3	0	1	4	0	0	6	0	0	0	2	0	0	0
SP79368	1	0	0	1	0	0	0	2	0	0	0	0	1	0	2	2	0	0
SP79351	5	0	1	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0
SP79300	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SP79435	2	0	1	0	2	0	0	1	0	0	2	0	0	0	2	0	0	0
SP79288	1	0	0	0	0	0	0	5	0	0	2	0	0	0	1	0	0	0
SP79447	0	0	0	1	0	0	0	3	0	0	0	2	0	0	2	0	0	0
SP79403	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
SP79377	2	0	2	0	0	0	0	0	2	0	1	1	0	0	0	0	2	2
SP79327	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SP79324	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
SP79359	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0
SP79330	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SP79391	2	0	3	0	0	0	4	2	0	1	4	0	8	0	2	1	0	1
SP79399	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
SP79243	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SP79192	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP79395	4	0	1	3	6	0	0	1	1	0	1	10	0	0	0	1	6	0
SP79195	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	2
SP79318	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0
SP79282	3	0	1	0	2	0	0	4	0	0	3	1	0	0	0	1	0	4
SP79261	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SP79228	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0
SP79431	3	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3
SP79172	1	0	1	0	0	0	0	3	0	0	0	3	2	0	0	0	2	0
SP79234	0	4	3	0	0	2	0	0	0	0	6	12	0	0	0	2	3	0
SP79345	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0
SP79342	2	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
SP79415	0	4	1	0	5	0	0	1	1	0	1	0	1	1	0	1	5	0
SP79407	6	0	3	0	0	0	0	1	0	0	2	2	0	0	0	0	2	2
SP79374	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SP79291	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP79336	5	0	1	0	0	2	0	0	3	0	7	10	1	0	0	4	3	2
SP79380	2	0	1	0	1	2	0	0	0	0	1	0	0	0	5	0	0	0
SP79455	0	7	2	0	4	0	0	2	0	0	4	0	5	0	0	0	0	3
SP79181	0	0	1	2	0	0	0	1	0	0	0	0	2	0	1	0	0	0
SP79207	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
SP79190	1	0	0	0	0	2	0	0	1	0	0	5	3	0	0	0	3	0
SP79303	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0
SP79258	1	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
SP79249	2	0	0	0	0	1	0	0	3	0	1	4	0	0	1	0	0	0
SP79321	1	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
SP79423	1	0	3	0	0	0	0	3	1	0	1	2	0	0	0	0	2	0
SP79219	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2
SP79240	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
SP79255	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0
SP79466	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SP79357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SP79443	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	3	2
SP79285	13	0	4	0	2	2	0	2	4	0	3	2	0	0	0	0	0	2
SP79470	4	0	1	0	0	0	0	0	0	0	1	0	3	0	0	2	3	4
SP79309	2	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
SP79383	0	0	3	0	4	0	0	1	0	0	4	3	0	0	0	1	0	3
SP79187	8	0	0	0	0	0	3	0	3	0	1	4	0	0	5	0	0	0
SP79315	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
SP79264	2	0	0	0	0	0	0	3	0	0	1	0	3	0	0	0	4	0
SP79333	13	0	2	2	4	0	0	3	0	1	6	0	7	0	0	3	0	0
