MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	7.65E-05	4.11E-04	3.24E-04	2.25E-04	4.35E-03	1.01E-03	6.19E-04	7.54E-04	1.73E-03	1.80E-03	2.68E-03
1:Del:C:1	2.65E-05	4.26E-04	2.05E-04	1.46E-04	1.72E-03	5.96E-04	4.02E-04	7.11E-04	1.04E-03	6.17E-04	1.50E-03
1:Del:C:2	5.63E-05	2.76E-04	7.04E-05	1.14E-04	7.00E-04	5.10E-04	1.59E-04	4.04E-04	1.22E-03	4.03E-04	5.42E-04
1:Del:C:3	1.50E-04	9.53E-04	1.02E-04	6.68E-05	4.55E-04	2.27E-04	3.05E-05	2.53E-04	4.28E-04	4.96E-04	7.84E-04
1:Del:C:4	5.50E-04	2.65E-03	3.11E-05	4.59E-05	9.74E-04	1.26E-04	6.43E-05	7.04E-04	4.88E-04	1.41E-03	1.86E-03
1:Del:C:5	7.20E-04	4.21E-03	2.51E-04	5.85E-05	1.37E-03	4.54E-05	1.87E-04	1.15E-03	4.51E-04	2.37E-03	2.33E-03
1:Del:T:0	4.96E-05	7.87E-04	3.46E-04	1.39E-04	2.46E-03	6.64E-04	3.70E-04	9.22E-04	5.09E-04	1.41E-03	1.93E-03
1:Del:T:1	3.89E-05	4.09E-04	2.80E-04	4.68E-05	1.78E-03	5.11E-04	9.33E-05	7.60E-04	3.47E-04	8.04E-04	1.45E-03
1:Del:T:2	8.11E-05	5.75E-04	3.36E-04	1.24E-04	2.65E-03	7.44E-04	3.04E-04	1.06E-03	3.71E-04	9.30E-04	1.65E-03
1:Del:T:3	2.39E-04	1.61E-03	3.47E-04	1.49E-04	3.21E-03	8.13E-04	4.09E-04	1.29E-03	5.76E-04	1.40E-03	2.21E-03
1:Del:T:4	5.39E-04	3.17E-03	3.50E-04	1.45E-04	2.63E-03	6.17E-04	3.82E-04	1.17E-03	3.97E-04	2.29E-03	2.50E-03
1:Del:T:5	4.91E-03	1.17E-02	1.96E-03	1.07E-03	3.73E-03	1.28E-03	3.37E-03	3.22E-03	5.59E-04	6.38E-03	5.21E-03
1:Ins:C:0	2.57E-05	1.64E-03	6.41E-05	2.38E-04	9.11E-04	9.58E-05	1.42E-04	1.28E-03	2.30E-04	5.36E-03	2.67E-05
1:Ins:C:1	3.26E-06	4.13E-04	5.50E-05	3.60E-05	3.24E-04	1.14E-04	7.28E-05	4.67E-04	1.55E-04	1.30E-03	3.31E-04
1:Ins:C:2	5.30E-06	1.69E-04	6.33E-05	1.50E-05	1.93E-04	9.07E-05	7.28E-05	2.14E-04	1.39E-04	4.94E-04	2.77E-04
