Samples	ID83A	ID83B	ID83C	ID83D	ID83E
SP101845	386	302	74	24	38
SP101682	41	185	64	13	120
SP61553	4	62	141	9	54
SP101724	100	331	107	0	127
SP102103	25	209	16	0	48
SP102174	60	263	38	9	72
SP101622	702	184	2	3	51
SP102161	134	168	31	12	53
SP101654	37	306	86	0	186
SP102074	51	124	30	6	22
SP101694	93	308	28	0	66
SP101616	84	338	138	0	41
SP101666	274	167	46	10	18
SP101558	370	95	31	23	14
SP102096	58	199	99	14	16
SP102084	136	130	136	2	123
SP101580	211	155	65	17	26
SP102064	493	115	33	29	35
SP101564	44	127	47	3	41
SP101921	9	238	72	0	42
SP101648	352	122	26	8	5
SP101628	36	171	65	10	24
SP101708	34	155	53	5	86
SP102055	17	102	53	0	30
SP101634	460	99	13	5	9
SP101588	44	195	54	7	103
SP101584	52	285	16	0	67
SP101686	8	158	32	0	53
SP101532	424	151	17	16	34
SP101732	520	279	20	17	58
SP101528	33	227	2	0	28
SP101536	24	160	41	12	11
SP101576	88	271	70	8	66
SP102015	607	260	0	33	53
SP102168	24	173	51	2	12
SP101716	109	286	178	6	169
SP101592	39	212	37	7	33
SP101658	9	53	32	0	9
SP102045	1650	205	50	15	77
SP101552	1002	355	0	0	78
SP101519	95	144	166	3	0
SP101690	150	296	36	9	75
SP102123	44	170	87	9	27
SP101662	420	106	25	0	36
SP101600	13	86	96	8	5
SP101544	40	239	84	0	51
SP102133	0	0	19006	35	1058
SP101881	498	160	11	28	58
SP102035	907	0	62	3	24
SP101642	1001	244	86	26	133
SP101596	25	230	101	3	36
SP101670	860	226	60	16	49
SP101674	325	93	1	16	6
SP101572	14	89	49	3	11
SP101678	531	249	54	34	34
SP101740	1813	93	52	107	56
SP101700	424	104	35	21	18
SP101891	756	220	0	26	124
SP102143	795	33	37	15	24
SP102113	344	154	8	26	4
SP101521	28	135	101	5	80
SP101526	139	256	33	22	92
SP101540	35	171	168	10	20
SP101604	258	127	26	3	32
SP101548	475	85	33	0	25
SP101523	542	78	27	8	30
SP102090	15	249	39	2	71
SP101795	525	129	30	30	17
SP102187	285	230	7	6	56
SP101515	280	102	4	11	17
SP101931	447	258	46	10	133
SP101610	409	98	19	34	15
SP61703	89	297	150	15	11
SP59707	4	101	75	9	0
SP68659	357	56	40	28	0
SP62616	1196	98	41	0	101
SP59761	70	159	82	5	49
SP66960	35	161	157	13	8
SP61453	40	147	30	10	40
SP63796	15	139	17	0	14
SP69155	11	83	28	0	6
SP59950	408	589	0	0	161
SP59938	395	94	19	0	18
SP64976	53	188	45	0	84
SP64296	728	114	75	8	76
SP65807	886	73	88	21	52
SP59803	80	346	79	20	47
SP66159	888	190	51	51	79
SP63356	60	208	82	25	0
SP68348	593	180	137	62	128
SP62450	46	97	31	7	12
SP67428	573	120	45	35	46
SP61713	620	37	31	34	26
SP68725	288	68	38	16	7
SP67609	1258	66	37	50	96
SP62110	53	318	22	15	124
SP64546	421	92	45	10	0
SP63546	28	315	16	0	67
SP60322	262	96	11	0	33
SP60243	384	73	16	24	15
SP63966	34	202	158	12	115
SP60362	15	121	99	3	19
SP69077	1136	157	15	58	61
SP67346	87	443	23	0	101
SP66687	12	188	168	0	77
SP63716	22	140	80	0	6
SP65376	1065	132	34	28	71
SP61343	7	173	38	4	51
SP60001	781	147	30	0	66
SP59860	110	311	64	14	102
SP60610	14	127	57	0	16
SP64036	521	105	94	59	11
SP60842	275	204	26	23	49
CPCT02020307T	20	202	137	117	48
CPCT02020333T	812	200	22	205	53
CPCT02080024T	75	239	94	156	38
CPCT02030259TII	403	141	69	150	84
CPCT02040038T	883	0	88	164	51
CPCT02030250T	19	353	47	157	82
CPCT02050058T	137	106	109	268	431
CPCT02020393T	87	200	210	173	71
CPCT02030280T	906	228	297	153	189
CPCT02030278T	1243	19	124	43	82
CPCT02100030T	158	397	103	169	84
CPCT02060056T	305	156	94	168	27
CPCT02030296T	802	48	65	227	35
CPCT02060046T	10	75	124	71	0
CPCT02130056T	80	154	136	131	190
CPCT02180051T	39	123	94	154	23
CPCT02070434T	137	523	0	64	81
DRUP01210006T	1000	92	51	173	78
CPCT02020659T	189	1	122	163	24
CPCT02080191T	1140	60	64	359	179
CPCT02330084T	16	162	118	79	31
CPCT02360009T	29	85	455	193	629
CPCT02060196T	26	72	30	114	27
CPCT02290028T	16	112	128	229	94
CPCT02030455T	478	106	198	195	44
CPCT02080198T	3	35	47	172	8
CPCT02010679T	13	0	21	169	13
CPCT02100152T	652	428	0	210	89
CPCT02070465T	1428	154	59	207	111
CPCT02040224T	364	218	67	155	115
DRUP01060007T	6	8	48	221	8
CPCT02040223T	23	177	80	195	81
CPCT02270023T	504	126	235	147	83
CPCT02220079T	51	307	293	73	0
CPCT02230082T	212	136	12	176	48
CPCT02090043T	21	57	147	101	5
CPCT02130051T	309	19	18	534	46
CPCT02030259TIII	369	136	60	124	75
DRUP01020026T	41	236	269	402	68
CPCT02210046T	42	128	44	234	47
CPCT02120120T	8	57	46	128	94
WIDE01010205T	329	321	95	118	80
CPCT02340080T	14	54	60	191	9
WIDE01010216T	22	197	353	73	8
