Sample Names	MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP109953	1:Del:C:0	0.010043989686935154	0.8822592449024965	0.0	0.10769676541056826	0.0	0.0	0.0	0.0
SP109953	1:Del:C:1	0.0023887860858939043	0.7811703425642639	0.0	0.2164408713498423	0.0	0.0	0.0	0.0
SP109953	1:Del:C:2	0.04575915504541096	0.6421663042375789	0.0	0.31207454071701024	0.0	0.0	0.0	0.0
SP109953	1:Del:C:3	0.2197830192799558	0.5956754884294618	0.0	0.1845414922905823	0.0	0.0	0.0	0.0
SP109953	1:Del:C:4	0.8728700146034192	0.003697347547051372	0.0	0.12343263784952951	0.0	0.0	0.0	0.0
SP109953	1:Del:C:5	0.9368012016421836	0.06280805352051935	0.0	0.0003907448372970651	0.0	0.0	0.0	0.0
SP109953	1:Del:T:0	0.009107106820090399	0.7315230531514902	0.0	0.2593698400284195	0.0	0.0	0.0	0.0
SP109953	1:Del:T:1	0.022638285203139395	0.6481810123779158	0.0	0.32918070241894487	0.0	0.0	0.0	0.0
SP109953	1:Del:T:2	0.025188817462912832	0.6459481231418287	0.0	0.3288630593952584	0.0	0.0	0.0	0.0
SP109953	1:Del:T:3	0.11322238568788148	0.6840883883138249	0.0	0.20268922599829373	0.0	0.0	0.0	0.0
SP109953	1:Del:T:4	0.3541902332698926	0.5068432877797907	0.0	0.13896647895031683	0.0	0.0	0.0	0.0
SP109953	1:Del:T:5	0.8452084779354562	0.14667822366360328	0.0	0.008113298400940647	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:0	0.009543897362845404	0.9865985984661834	0.0	0.0038575041709712397	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:1	0.003951800490865413	0.7165907924996279	0.0	0.2794574070095067	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:2	0.01446339793959794	0.7420320787961575	0.0	0.24350452326424452	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:3	0.032879941449634985	0.91761961140195	0.0	0.0495004471484148	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:4	0.17168000797776367	0.8082835112026212	0.0	0.020036480819615184	0.0	0.0	0.0	0.0
SP109953	1:Ins:C:5	0.07353843172305118	0.9195804195240331	0.0	0.006881148752915675	0.0	0.0	0.0	0.0
SP109953	1:Ins:T:0	0.01901357359716096	0.9027790533350883	0.0	0.0782073730677507	0.0	0.0	0.0	0.0
SP109953	1:Ins:T:1	3.1848745888904065e-05	0.9232213308214876	0.0	0.07674682043262335	0.0	0.0	0.0	0.0
SP109953	1:Ins:T:2	0.05895473247905834	0.9169649430717198	0.0	0.02408032444922189	0.0	0.0	0.0	0.0
SP109953	1:Ins:T:3	0.0322404802838137	0.9350023628594745	0.0	0.03275715685671192	0.0	0.0	0.0	0.0
SP109953	1:Ins:T:4	0.05281635207672576	0.9060969094055338	0.0	0.04108673851774052	0.0	0.0	0.0	0.0
SP109953	1:Ins:T:5	0.03444459753054336	0.9584127501735707	0.0	0.007142652295885767	0.0	0.0	0.0	0.0
SP109953	2:Del:R:0	0.1006510126618457	0.12666205340078976	0.0	0.7726869339373645	0.0	0.0	0.0	0.0
SP109953	2:Del:R:1	0.08769417047248702	0.6937373626937989	0.0	0.21856846683371386	0.0	0.0	0.0	0.0
SP109953	2:Del:R:2	0.09164659753145589	0.8145888514321902	0.0	0.09376455103635388	0.0	0.0	0.0	0.0
SP109953	2:Del:R:3	0.9981795463784755	0.0	0.0	0.001820453621524547	0.0	0.0	0.0	0.0
SP109953	2:Del:R:4	0.9073306431900172	0.09188079786895761	0.0	0.0007885589410251393	0.0	0.0	0.0	0.0
SP109953	2:Del:R:5	0.9961693280338345	0.0020497020157192783	0.0	0.0017809699504461748	0.0	0.0	0.0	0.0
SP109953	3:Del:R:0	0.04696993989240934	0.22050689688098063	0.0	0.73252316322661	0.0	0.0	0.0	0.0
SP109953	3:Del:R:1	0.05706290165641212	0.8539737558555155	0.0	0.08896334248807249	0.0	0.0	0.0	0.0
SP109953	3:Del:R:2	0.07310507247523591	0.879495102668683	0.0	0.047399824856081074	0.0	0.0	0.0	0.0
SP109953	3:Del:R:3	0.05800043149000565	0.9310245211157023	0.0	0.010975047394292083	0.0	0.0	0.0	0.0
SP109953	3:Del:R:4	0.04498202871241134	0.9186615042682741	0.0	0.03635646701931465	0.0	0.0	0.0	0.0
SP109953	3:Del:R:5	0.06895287737776526	0.9006354949885576	0.0	0.030411627633677135	0.0	0.0	0.0	0.0
SP109953	4:Del:R:0	0.019799097031400176	0.26842296584389697	0.0	0.7117779371247028	0.0	0.0	0.0	0.0
SP109953	4:Del:R:1	0.043276431610135606	0.8872119615126258	0.0	0.06951160687723859	0.0	0.0	0.0	0.0
SP109953	4:Del:R:2	0.04730064024361137	0.9464702251725372	0.0	0.0062291345838513465	0.0	0.0	0.0	0.0
SP109953	4:Del:R:3	0.13423246655684373	0.8435832750880119	0.0	0.022184258355144343	0.0	0.0	0.0	0.0
SP109953	4:Del:R:4	0.05070756924107307	0.925865104550362	0.0	0.02342732620856484	0.0	0.0	0.0	0.0
SP109953	4:Del:R:5	0.21251568693913134	0.7601562621495093	0.0	0.027328050911359564	0.0	0.0	0.0	0.0
SP109953	5:Del:R:0	7.260892798126347e-05	0.0	0.0	0.9999273910720187	0.0	0.0	0.0	0.0
SP109953	5:Del:R:1	0.00823807396648294	0.894492383437022	0.0	0.09726954259649506	0.0	0.0	0.0	0.0
SP109953	5:Del:R:2	0.023203051970596224	0.927030125209895	0.0	0.04976682281950877	0.0	0.0	0.0	0.0
SP109953	5:Del:R:3	0.02849499783585997	0.9691618286456384	0.0	0.0023431735185015894	0.0	0.0	0.0	0.0
SP109953	5:Del:R:4	0.20340143802686247	0.7838113062450065	0.0	0.012787255728131084	0.0	0.0	0.0	0.0
SP109953	5:Del:R:5	0.368311970221366	0.6268095389810635	0.0	0.004878490797570575	0.0	0.0	0.0	0.0
SP109953	2:Ins:R:0	0.018878206520802562	0.9458700595283621	0.0	0.035251733950835404	0.0	0.0	0.0	0.0
SP109953	2:Ins:R:1	0.011580185862754106	0.6980948061790407	0.0	0.29032500795820515	0.0	0.0	0.0	0.0
SP109953	2:Ins:R:2	0.030245202427087465	0.8474698270135546	0.0	0.12228497055935798	0.0	0.0	0.0	0.0
SP109953	2:Ins:R:3	0.14808870434630975	0.7993376859446818	0.0	0.0525736097090085	0.0	0.0	0.0	0.0
SP109953	2:Ins:R:4	0.11299284706988287	0.8816653100797595	0.0	0.005341842850357611	0.0	0.0	0.0	0.0
SP109953	2:Ins:R:5	0.08605424766117208	0.9103358497161796	0.0	0.003609902622648202	0.0	0.0	0.0	0.0
SP109953	3:Ins:R:0	0.009985624712756467	0.894604480934777	0.0	0.09540989435246665	0.0	0.0	0.0	0.0
SP109953	3:Ins:R:1	0.0083375831526968	0.8226481496097743	0.0	0.16901426723752888	0.0	0.0	0.0	0.0
