Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
SP109953	55	302	0	37	0	0	0	0
SP107650	51	235	0	36	0	29	0	0
SP13206	161	99	25	50	0	23	0	0
SP13078	76	202	45	68	0	29	0	0
SP107607	46	135	47	64	0	23	0	0
SP109941	45	103	0	43	0	19	0	0
SP109801	159	145	24	34	0	33	0	0
SP13072	17	126	42	98	0	28	0	0
SP107595	126	310	0	276	0	0	0	0
SP107640	54	203	44	0	0	0	0	0
SP13084	53	258	0	75	0	31	0	0
SP107603	28	125	36	39	3	18	10	19
SP109957	43	192	77	58	27	43	16	90
SP114020	124	299	21	83	21	38	13	53
SP96540	60	138	30	0	0	0	0	0
SP114032	29	228	0	52	0	0	0	0
SP107624	19	74	0	55	0	17	0	0
SP107575	93	102	0	84	0	35	0	0
SP13242	46	126	20	25	4	37	3	9
SP114016	19	193	24	40	2	14	2	18
CPCT02070011T	68	629	85	182	117	1247	15	141
CPCT02020317T	13	52	61	22	94	41	14	10
CPCT02010352T	0	12	18	15	46	9	8	0
CPCT02010362T	11	11	34	22	38	5	11	10
CPCT02010366T	0	0	6	10	28	0	7	0
CPCT02010383T	6	0	23	0	97	21	0	0
CPCT02050049T	11	34	50	49	60	3	11	4
CPCT02020350T	5	54	44	100	55	15	5	4
CPCT02060023T	40	323	48	324	46	51	22	53
CPCT02080030T	86	225	2031	183	348	0	0	0
CPCT02060010T	228	106	257	180	75	66	46	77
CPCT02040037T	0	0	0	0	0	0	2166	0
CPCT02070018T	37	165	41	333	71	53	12	25
CPCT02080041T	11	31	163	532	97	55	12	10
CPCT02070029T	452	44	82	132	39	141	44	21
CPCT02060033T	107	128	75	74	150	85	58	73
CPCT02020399T	856	609	266	202	140	0	0	0
CPCT02140024T	4747	1353	0	0	0	0	0	0
CPCT02080050T	29	38	70	99	119	22	1	4
CPCT02030293T	45	112	62	37	80	45	18	20
CPCT02010441T	76919	0	0	0	0	0	0	0
CPCT02090030T	324	333	7	56	135	50	10	6
CPCT02010718T	81	458	0	0	178	0	0	0
CPCT02020653T	21	115	29	138	171	15	9	1
CPCT02340008TII	36	137	0	0	220	0	0	0
CPCT02020876T	18	26	53	83	31	14	21	13
CPCT02370016T	48	123	111	155	148	0	0	0
CPCT02070275T	41	432	0	0	177	0	0	0
CPCT02011028T	362	182	89	247	59	50	40	45
CPCT02230072T	26472	7263	2033	562	883	649	713	691
CPCT02130028T	157	313	0	0	193	0	0	0
CPCT02060182T	14	13	33	9	82	9	11	5
CPCT02020657T	0	60	20	44	143	19	0	0
DRUP01090026T	14	68	59	67	49	29	9	19
CPCT02130029T	0	0	29	15	92	0	14	0
CPCT02340010TII	268	0	0	0	283	2225	0	0
DRUP01020022T	8	34	49	56	59	14	13	32
CPCT02120103T	31	365	0	111	115	0	0	0
CPCT02300030T	66	337	14	75	131	8	6	4
CPCT02150044T	13	79	41	61	35	16	25	6
CPCT02020920T	8	12	64	138	56	15	31	21
CPCT02080192T	14	226	24	20	200	23	10	15
CPCT02130170T	115	0	203	0	0	1229	0	0
CPCT02260014T	950	821	13	90	116	57	267	15
CPCT02020922T	0	45	44	57	35	0	0	62
CPCT02011072T	11	38	21	48	21	14	20	0
CPCT02010758T	0	42	36	171	173	20	0	0
WIDE01010006T	0	13	13	0	47	10	22	28
CPCT02040220T	13	168	0	157	112	0	0	0
CPCT02100157T	245	513	1	57	156	73	6	27
CPCT02230088T	309	0	7487	505	0	0	354	0
CPCT02130178T	12	34	60	102	38	38	14	27
WIDE01010017T	70	167	80	81	63	40	18	54
WIDE01010025T	12	33	50	22	60	16	22	2
WIDE01010028T	229	199	165	410	83	115	52	104
WIDE01010012T	67	146	0	899	0	0	0	0
WIDE01010031T	500	610	74	62	32	30	902	33
CPCT02020956T	2	22	22	25	30	1	21	29
CPCT02010774T	0	56	43	115	65	0	0	0
CPCT02010756T	13	3	32	36	136	5	13	19
WIDE01010045T	12	59	19	211	51	15	19	20
CPCT02080204T	7	17	42	33	80	13	8	36
WIDE01010037T	733	1300	0	0	81	96	115	0
WIDE01010056T	192	520	4	53	82	45	34	87
CPCT02070298T	216	409	29	27	42	30	23	26
WIDE01010594T	11	108	41	69	49	31	20	14
WIDE01010078T	5	6	131	479	45	36	26	27
CPCT02130054T	45	184	53	45	171	39	0	0
CPCT02040228T	16	112	9	49	118	17	24	12
WIDE01010051T	11	47	86	43	77	69	82	23
CPCT02050319T	12	0	27	0	166	56	0	28
CPCT02020689T	0	126	0	203	172	0	0	0
WIDE01010043T	30	68	49	117	31	18	12	14
WIDE01010112T	254	290	68	344	61	53	23	33
WIDE01010092T	18	104	22	34	52	9	28	11
WIDE01010119T	117	200	58	83	32	85	45	18
CPCT02170022T	0	93	0	43	177	20	0	0
WIDE01010120T	3	40	35	51	40	11	5	21
WIDE01010127T	383	362	4426	217	19	110	138	41
CPCT02300036T	76	530	91	171	86	26	10	18
WIDE01010146T	10	22	60	168	16	7	13	2
CPCT02070309T	14	43	49	106	114	11	14	3
WIDE01010157T	134	191	1979	212	46	49	79	86
WIDE01010170T	78	111	36	33	41	13	17	22
CPCT02020696T	8	40	40	97	128	6	3	6
CPCT02030471T	0	76	0	0	357	29	0	0
CPCT02130032T	8	18	34	81	187	22	5	12
CPCT02070310T	455	429	0	0	129	0	1155	0
WIDE01010164T	73	149	155	250	58	0	111	0
WIDE01010190T	15	61	87	42	43	0	0	0
