Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP111062	385	349	151	7	18	52	105
SP111006	283	813	65	992	10	126	260
SP110846	204	88	201	0	7	68	107
SP111086	283	177	229	1200	39	117	98
SP111096	444	259	225	62	2	64	21
SP111021	0	0	0	0	0	0	2
SP111058	213	246	309	1381	25	112	50
SP111092	948	79	324	90	43	859	164
SP111076	935	600	89	94	26	64	90
SP111098	327	379	208	164	40	59	98
SP111039	2	42	96	2	9	10	92
SP111052	0	8	39	29	6	22	16
SP111166	542	899	327	315	24	93	78
SP111014	57	8	171	11	0	11	12
SP111066	645	394	669	590	16	14	42
SP111094	368	157	516	409	38	99	130
SP111015	157	52	174	95	0	45	80
SP110853	275	145	419	236	17	151	154
SP111051	233	239	123	13	14	110	109
SP110855	448	165	356	348	15	128	78
SP111004	398	706	281	40	1	65	95
SP111078	147	65	152	12	0	6	36
SP110863	122	153	439	126	10	63	17
SP111013	257	215	214	72	3	44	39
SP111042	8	7	45	6	0	3	20
SP111040	2	195	115	103	0	82	87
SP111031	1761	707	388	251	32	40	80
SP23496	236	273	234	131	11	57	79
SP111030	50	99	254	28	9	51	51
SP111019	25	0	311	53	0	33	49
SP111026	384	274	506	290	40	53	5
SP110860	797	275	495	205	24	78	41
SP110851	346	618	333	105	7	99	90
SP111059	428	397	173	79	11	165	162
SP111170	773	683	336	178	45	154	133
SP111054	417	412	497	74	0	86	78
SP111033	862	579	161	86	0	110	71
SP111113	1234	165	933	460	36	134	45
SP110865	402	443	539	450	1	857	360
SP111061	374	287	225	158	0	34	79
SP111101	892	630	533	74	0	34	0
SP110859	272	617	150	110	21	27	162
SP111168	72	122	118	35	20	38	119
SP111067	123	272	163	33	16	57	73
SP111036	583	411	105	36	11	35	88
SP111116	889	777	235	152	40	36	69
SP111099	394	350	192	357	20	50	111
SP23502	547	66	708	720	0	98	135
SP111069	129	725	114	740	0	70	90
SP111043	699	675	549	352	26	291	0
SP111024	740	260	344	152	40	115	18
SP111011	355	64	598	291	19	53	42
SP111082	475	494	194	502	41	31	90
SP111074	258	167	373	90	4	121	52
SP110845	235	290	347	207	17	71	0
SP110857	347	447	178	48	0	41	68
SP111017	594	470	264	152	28	75	27
SP111080	59	67	135	13	2	31	37
SP23506	31	214	189	11	0	87	85
SP111075	203	435	174	317	35	44	83
SP111112	369	384	195	147	23	57	89
SP111001	776	473	694	447	55	172	22
SP111027	27	63	99	0	3	23	64
SP111117	486	932	198	132	0	144	78
SP110842	718	595	261	317	30	82	102
SP111173	868	89	951	280	3	9	0
SP111008	454	575	253	54	27	50	104
SP111070	701	644	199	48	37	93	98
SP110847	1073	315	120	89	1	21	107
SP111077	667	196	640	271	17	136	123
SP111091	0	4	353	207	1	4	70
SP111072	377	348	122	33	23	56	65
SP111084	12	203	231	415	0	105	163
SP23504	44	191	114	14	10	50	77
SP23500	0	73	137	150	6	18	5
SP111029	28	64	116	8	11	19	51
SP111175	1365	320	651	1961	22	183	65
SP111049	519	746	193	86	18	72	107
SP23498	647	519	322	79	14	97	100
SP111002	79	73	137	38	4	41	20
SP110866	350	363	333	134	0	11	37
SP111035	844	1074	212	337	21	62	26
SP111009	628	307	260	138	0	227	0
SP111114	1630	880	540	419	23	69	66
SP111000	574	766	369	115	0	0	16
SP111045	899	849	158	78	9	140	83
SP110861	139	416	194	164	39	71	117
SP111047	323	400	397	30	0	104	127
SP111088	569	472	200	195	3	69	88
SP111056	348	389	305	251	14	64	149
SP111089	195	159	176	39	2	53	119
SP111038	1614	1192	250	113	44	74	132
SP110849	660	496	325	58	13	30	26
SP111164	781	509	448	86	0	40	57
SP111057	391	610	160	33	3	51	49
SP111119	2668	175	563	272	0	64	108
SP111095	968	795	302	127	14	83	59
SP111064	596	923	164	120	0	66	135
CPCT02030245T	22	83	74	58	246	216	73
CPCT02030257T	1159	963	149	93	231	85	182
CPCT02070015T	1517	912	201	432	294	0	18
CPCT02040043T	167	323	176	61	277	56	53
CPCT02100032T	59	571	66	16	143	159	164
CPCT02160007T	86	187	258	19	105	251	61
CPCT02030286T	779	629	161	90	290	48	88
CPCT02100140T	567	2241	0	296	261	127	57
CPCT02100141T	1532	824	181	182	307	64	124
CPCT02330072TII	1327	878	311	431	280	49	132
CPCT02330132T	1735	458	234	97	348	301	99
CPCT02130030T	185	719	21	100	333	49	31
CPCT02060183T	1492	769	443	369	283	117	79
CPCT02130033T	638	571	172	84	276	34	16
CPCT02300031T	535	616	87	95	312	76	73
CPCT02180054T	1005	1182	17	212	565	27	76
CPCT02090037T	597	580	204	193	300	108	198
CPCT02130041T	604	242	309	360	454	85	61
CPCT02060200T	0	137	0	1379	355	0	29
WIDE01010009T	796	656	35	34	194	52	39
CPCT02330094T	164	270	102	0	312	101	124
CPCT02110061T	281	435	92	58	429	243	80
WIDE01010016T	253	92	547	167	57	33	0
CPCT02230070T	1494	997	187	149	293	25	157
CPCT02340070T	979	341	202	84	238	35	34
CPCT02340073T	16	370	21	0	199	91	6
CPCT02050330T	306	286	3	1	266	65	353
CPCT02340077T	359	411	103	37	182	68	104
WIDE01010064T	1759	1408	196	374	338	0	571
CPCT02050314T	110	85	65	14	297	79	123
CPCT02220037T	644	502	246	119	232	78	135
WIDE01010073T	109	427	148	44	171	210	175
CPCT02210045T	1353	568	220	153	461	85	72
CPCT02100163T	507	330	131	74	358	67	56
CPCT02130049T	1869	543	692	271	804	455	219
CPCT02050343T	107	246	157	6	254	228	107
CPCT02020712T	276	258	246	431	418	275	146
CPCT02130070T	296	556	87	55	518	240	146
CPCT02130071T	277	266	0	18	265	63	282
DRUP01020027T	276	152	294	214	532	315	337
CPCT02050349T	43	15	0	33	69	0	2353
CPCT02040242T	657	468	13	41	178	711	0
CPCT02300039T	418	450	45	88	309	71	92
CPCT02010815T	1856	211	407	74	456	95	127
CPCT02010813T	413	381	102	43	297	57	50
WIDE01010355T	409	445	199	305	220	157	106
CPCT02330072T	1036	580	303	89	193	28	69
CPCT02130091T	96	37	711	1163	342	264	491
CPCT02230097T	254	141	136	43	109	54	119
CPCT02050357T	257	251	173	64	268	194	234
CPCT02010833T	787	550	258	61	275	174	161
CPCT02060213T	475	200	136	39	221	36	28
CPCT02130107T	439	521	179	28	262	135	86
CPCT02070342T	202	222	4	1	419	58	0
CPCT02050362T	1036	664	346	211	299	31	0
CPCT02150012T	1270	660	538	159	463	508	394
DRUP01210002T	1255	543	179	110	470	92	38
CPCT02130105T	78	71	33	15	298	127	75
CPCT02100176T	457	374	358	135	288	144	120
CPCT02230106T	379	449	242	364	276	351	132
CPCT02060199T	73	69	59	10	84	15	11
DRUP01330005T	1189	854	283	373	422	156	158
CPCT02120150T	1110	337	385	51	192	193	96
CPCT02060248T	492	419	54	70	298	29	71
CPCT02060255T	453	238	178	329	143	10	38
DRUP01010088T	245	391	131	10	199	65	125
CPCT02440014T	1311	752	455	282	273	45	209
CPCT02050384T	405	391	37	104	418	109	36
CPCT02030519T	1418	885	0	258	641	49	0
CPCT02050380T	2270	905	325	83	430	152	277
CPCT02130140T	70376	759	1125	721	1068	168	491
CPCT02220056T	627	441	143	102	239	29	91
DRUP01210003T	772	660	130	394	294	41	94
DRUP01050030T	159	179	92	14	238	92	222
CPCT02210067T	1128	196	227	119	263	37	32
CPCT02150021T	1133	972	130	159	535	117	12
CPCT02080255T	1083	730	233	252	257	108	270
CPCT02330124T	591	612	103	242	319	32	79
CPCT02100186T	900	547	275	102	193	84	153
CPCT02050403T	145	127	129	93	310	45	0
DRUP01330013T	911	689	178	250	266	108	294
DRUP01050033T	292	258	31	0	288	46	328
DRUP01440001T	1337	721	480	301	470	83	216
CPCT02040156T	660	698	44	14	470	36	46
DRUP01340013T	1530	479	400	405	358	181	84
CPCT02080141T	923	364	256	188	389	126	17
CPCT02010662T	25	402	525	1209	366	0	9
CPCT02120069T	435	457	178	127	252	122	209
CPCT02100126T	1205	828	358	469	493	0	38
CPCT02380021T	974	805	121	142	358	87	54
CPCT02020622T	1391	1111	356	140	654	556	108
CPCT02340034T	662	468	198	64	289	176	0
CPCT02210033T	895	653	79	382	594	77	110
CPCT02050163T	610	246	91	335	575	135	42
CPCT02030277T	2014	107	824	105	296	138	252
CPCT02100064T	509	426	188	196	104	34	30
CPCT02010569T	1966	998	216	77	387	111	121
CPCT02110032T	31	210	173	9	100	150	160
CPCT02340011T	514	284	70	8	224	13	32
CPCT02330033T	6	237	0	884	249	34	48
CPCT02040119T	220	257	236	46	197	118	87
CPCT02020536T	211	93	205	591	220	194	282
CPCT02340012T	526	650	147	125	177	44	55
CPCT02020527T	60	176	84	19	94	51	130
CPCT02020526T	439	1030	123	48	247	255	254
CPCT02100098T	345	505	127	24	158	61	114
CPCT02230029T	758	504	100	39	160	87	99
CPCT02230030T	1042	436	333	63	249	118	129
CPCT02230034T	725	594	82	213	220	20	54
CPCT02070034T	694	395	193	40	293	82	164
CPCT02030363T	659	247	60	26	85	52	40
CPCT02230039T	1534	351	1216	516	334	305	27
CPCT02080130T	658	322	186	125	717	233	87
CPCT02340019T	1190	871	162	173	287	49	132
CPCT02050233T	732	14	475	178	408	79	150
CPCT02100044T	892	1425	97	97	144	37	104
CPCT02050100T	580	222	357	97	199	18	0
CPCT02030243T	0	0	608	0	93	156	262
CPCT02050041T	1597	868	624	295	529	925	100
CPCT02030310T	662	357	442	121	183	189	115
CPCT02220007T	442	355	134	166	138	98	123
CPCT02030307T	813	402	532	126	120	185	39
CPCT02030304T	149	276	89	32	155	120	65
CPCT02110018T	533	450	106	164	154	31	46
CPCT02100061T	511	205	135	364	250	57	30
CPCT02070120T	748	874	173	56	240	24	43
CPCT02120011T	1079	657	242	378	342	95	67
CPCT02120012T	1245	1061	116	120	328	68	114
CPCT02050147T	1336	782	278	195	400	123	88
CPCT02030335T	1328	467	318	236	214	47	526
CPCT02040108T	549	395	264	89	158	127	118
CPCT02400002T	652	280	371	71	256	53	136
CPCT02340041T	1894	607	415	472	524	215	134
CPCT02380030T	376	250	152	25	228	89	32
CPCT02040196T	1537	862	573	202	580	142	0
CPCT02230068T	496	662	99	157	143	42	87
CPCT02100127T	1304	438	432	157	337	106	129
CPCT02100133T	0	762	66	0	498	20	37
CPCT02090026T	855	366	551	114	245	46	12
CPCT02050287T	581	655	185	111	275	309	120
CPCT02050292T	662	377	224	238	521	52	88
DRUP01050016T	785	0	638	188	379	114	262
CPCT02250004T	1267	842	407	255	224	29	62
WIDE01010644T	176	283	122	68	108	38	64
WIDE01010539T	1471	1613	284	266	412	13	46
WIDE01010590T	1197	808	276	789	440	167	132
WIDE01010691T	631	342	236	80	168	19	104
WIDE01010704T	680	887	137	108	126	151	86
WIDE01010725T	227	41	0	211	252	2284	68
