Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
SP111062	2.72E+00	4.51E+00	9.94E+00	8.05E-01	1.19E+00	1.43E+00	6.30E+00
SP111006	5.02E+00	7.40E+00	7.96E+00	7.77E+00	1.34E+00	2.48E+00	7.62E+00
SP110846	1.88E+00	3.38E+00	8.05E+00	5.20E-01	3.71E-01	1.60E+00	6.12E+00
SP111086	5.42E+00	6.78E+00	5.39E+00	9.68E+00	1.39E+00	2.36E+00	5.92E+00
SP111096	2.52E+00	3.69E+00	4.92E+00	1.76E+00	7.71E-01	1.35E+00	3.48E+00
SP111021	0.00E+00	0.00E+00	7.14E-02	5.45E-02	2.81E-02	2.81E-02	8.78E-02
SP111058	5.88E+00	9.74E+00	2.42E+01	1.64E+01	1.60E+00	2.68E+00	4.99E+00
SP111092	7.42E+00	5.11E+00	6.45E+00	2.69E+00	1.82E+00	8.69E+00	5.26E+00
SP111076	4.32E+00	5.39E+00	4.35E+00	1.96E+00	1.25E+00	1.45E+00	3.05E+00
SP111098	3.00E+00	3.34E+00	4.08E+00	3.18E+00	1.48E+00	1.42E+00	3.85E+00
SP111039	3.74E-01	1.44E+00	3.69E+00	3.60E-01	6.48E-01	6.99E-01	2.78E+00
SP111052	3.90E-01	6.07E-01	1.89E+00	7.14E-01	5.39E-01	7.99E-01	1.51E+00
SP111166	4.88E+00	6.28E+00	5.67E+00	5.46E+00	1.11E+00	1.98E+00	5.15E+00
SP111014	1.23E+00	1.45E+00	3.93E+00	1.06E+00	0.00E+00	6.22E-01	2.62E+00
SP111066	5.74E+00	9.20E+00	2.69E+01	1.58E+01	9.95E-01	1.89E+00	8.79E+00
SP111094	4.01E+00	6.38E+00	1.54E+01	5.28E+00	1.09E+00	2.18E+00	1.32E+01
SP111015	2.06E+00	2.28E+00	5.15E+00	2.53E+00	0.00E+00	1.11E+00	2.84E+00
SP110853	2.89E+00	3.60E+00	6.00E+00	4.23E+00	1.06E+00	2.36E+00	6.49E+00
SP111051	2.27E+00	2.68E+00	3.43E+00	1.11E+00	8.82E-01	2.04E+00	2.56E+00
SP110855	3.37E+00	4.55E+00	7.20E+00	4.51E+00	9.32E-01	2.27E+00	6.99E+00
SP111004	3.44E+00	7.30E+00	1.28E+01	1.48E+00	4.65E-01	1.59E+00	8.24E+00
SP111078	1.50E+00	1.70E+00	3.10E+00	8.41E-01	0.00E+00	5.62E-01	2.74E+00
SP110863	2.47E+00	3.23E+00	6.21E+00	3.43E+00	3.79E-01	1.58E+00	5.33E+00
