MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.08E-04	2.13E-04	5.31E-04	4.52E-04	2.75E-03	7.20E-04	1.20E-03	2.35E-03	3.75E-03	3.31E-03	1.29E-03	5.93E-04	2.15E-03	1.54E-03
1:Del:C:1	2.87E-05	2.37E-04	4.97E-04	1.54E-04	1.20E-03	2.92E-04	4.98E-04	1.01E-03	1.71E-03	1.68E-03	1.39E-03	7.58E-04	7.47E-04	1.27E-03
1:Del:C:2	4.32E-05	8.31E-05	4.32E-04	7.66E-05	8.53E-04	1.51E-04	1.63E-04	6.78E-04	8.56E-04	1.05E-03	1.12E-03	4.80E-04	4.24E-04	4.92E-04
1:Del:C:3	1.10E-04	1.40E-04	9.70E-04	1.61E-04	2.05E-03	1.12E-04	1.07E-05	3.94E-04	5.62E-04	1.07E-03	5.32E-04	2.33E-04	3.57E-04	8.45E-05
1:Del:C:4	2.46E-04	3.53E-05	2.35E-03	3.54E-04	3.90E-03	6.56E-05	4.03E-05	2.15E-05	4.75E-04	1.49E-03	7.67E-04	1.68E-04	1.40E-47	2.38E-04
1:Del:C:5	1.11E-03	9.08E-05	4.65E-03	6.66E-04	8.23E-03	3.39E-05	1.21E-04	8.27E-05	5.80E-09	3.07E-03	9.91E-04	5.71E-05	4.95E-05	2.36E-04
1:Del:T:0	6.06E-05	2.95E-04	1.48E-03	2.71E-04	3.00E-03	2.41E-04	4.35E-04	1.65E-03	1.59E-03	3.30E-03	4.58E-04	8.26E-04	1.33E-03	1.27E-03
1:Del:T:1	6.94E-05	2.59E-04	1.59E-03	9.42E-05	3.24E-03	1.01E-04	1.85E-04	2.30E-03	2.09E-03	3.46E-03	3.60E-04	7.56E-04	7.17E-04	1.28E-03
1:Del:T:2	7.77E-05	2.79E-04	9.59E-04	1.49E-04	2.89E-03	1.87E-04	4.20E-04	1.59E-03	1.62E-03	3.08E-03	3.34E-04	7.10E-04	8.30E-04	1.10E-03
1:Del:T:3	2.19E-04	2.36E-04	1.64E-03	2.38E-04	2.78E-03	2.83E-04	6.36E-04	1.04E-03	2.28E-03	2.68E-03	4.98E-04	7.06E-04	6.35E-04	1.37E-03
