Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP77443	1.62E+00	9.72E+00	9.96E+00	1.67E+00	8.70E-01	1.83E+00	9.44E+00	5.70E-01	2.76E+00	1.22E+00	2.30E+00	1.43E+00	4.98E-01	3.87E-01	2.39E+00	7.64E-01	2.60E+00	7.78E-02	1.82E+00	5.38E-01
SP72118	2.36E+00	9.50E+00	9.34E+00	1.78E+00	6.34E-01	1.74E+00	7.66E+00	9.18E-01	1.53E+00	6.44E-01	1.56E+00	1.15E+00	2.36E-01	2.14E-01	1.24E+00	1.40E+00	2.08E+00	4.24E-01	1.35E+00	4.75E-01
SP76891	2.34E+00	6.63E+00	6.74E+00	2.27E+00	1.86E-01	7.96E-01	5.96E+00	4.08E-01	1.32E+00	6.81E-01	1.51E+00	1.11E+00	0.00E+00	6.26E-01	9.92E-01	9.99E-01	1.90E+00	4.09E-01	1.44E+00	4.52E-01
SP125732	7.58E+01	3.75E+01	6.15E+01	4.82E+01	1.82E-01	6.09E+01	1.97E+01	7.74E+00	2.06E+00	6.06E-01	2.18E+00	8.16E+00	0.00E+00	4.67E-01	4.33E+01	6.24E-01	4.86E+01	5.09E-01	2.59E+00	1.33E+00
SP125716	2.54E+00	8.59E+00	9.87E+00	2.47E+00	8.25E-01	1.01E+00	7.48E+00	6.50E-01	1.58E+00	9.72E-01	1.15E+00	1.35E+00	8.77E-01	4.86E-01	1.66E+00	1.03E+00	1.64E+00	2.04E+00	1.17E+00	6.77E-01
SP125746	4.63E+02	1.82E+02	2.56E+02	5.07E+02	1.84E-01	1.99E+02	9.90E+01	4.00E+01	8.29E-01	4.54E-01	4.10E+00	7.84E+01	9.21E-01	1.88E+00	1.72E+02	1.50E+01	1.28E+02	5.34E+00	1.63E+01	6.29E+00
SP125797	3.70E+00	6.67E+00	7.45E+00	4.05E+00	4.53E-01	9.53E-01	5.68E+00	7.05E-01	1.44E+00	3.78E-01	1.16E+00	1.36E+00	4.55E-01	4.75E-01	1.50E+00	1.12E+00	2.08E+00	1.33E+00	9.86E-01	4.57E-01
SP76057	1.65E+00	8.06E+00	8.38E+00	1.17E+00	6.07E-01	8.71E-01	5.95E+00	1.04E+00	1.44E+00	9.04E-01	1.56E+00	1.18E+00	1.74E-01	0.00E+00	1.46E+00	9.38E-01	1.66E+00	2.21E-01	1.27E+00	4.65E-01
SP69565	3.74E+00	9.54E+00	1.04E+01	3.28E+00	7.78E+00	2.17E+00	7.22E+00	1.30E+00	3.16E+00	2.52E+00	2.74E+00	7.85E+00	1.70E-01	2.96E-01	2.02E+00	1.27E+00	3.83E+00	6.15E-02	1.24E+00	2.84E-01
SP75202	1.21E+00	3.97E+00	4.07E+00	7.83E-01	3.40E-01	7.19E-01	3.53E+00	3.50E-01	1.16E+00	8.23E-01	1.35E+00	1.12E+00	2.75E-01	3.20E-01	1.13E+00	1.05E+00	1.75E+00	2.02E-01	8.54E-01	2.52E-01
