Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
SP77443	39	285	28	0	38	42	97	9	36	28	55	0	9	5	4	0	0	0	36	7
SP72118	116	275	62	0	21	22	0	19	28	2	62	8	4	1	0	22	0	0	16	5
SP76891	124	219	0	0	0	6	41	2	18	6	20	0	0	10	0	0	57	2	36	6
SP125732	5441	884	0	128	0	1070	0	201	0	0	0	0	0	0	0	0	0	0	0	19
SP125716	91	345	0	23	21	5	0	13	39	25	5	37	40	7	0	21	0	61	23	8
SP125746	30147	0	8897	4918	0	2142	0	992	0	0	0	0	14	36	0	287	0	0	0	24
SP125797	213	83	133	0	4	0	104	12	26	1	5	24	11	4	5	10	43	56	0	6
SP76057	54	231	69	0	12	8	10	24	22	18	60	1	1	0	8	11	0	0	35	9
SP69565	285	380	0	0	327	38	0	30	105	53	18	244	2	0	0	0	0	6	0	0
SP75202	53	117	14	0	1	8	12	2	52	21	8	6	4	5	0	40	23	0	5	1
SP110736	151	200	0	0	6	0	33	18	10	4	3	16	0	6	25	11	27	0	7	16
SP107774	0	246	93	0	15	0	78	13	23	11	23	0	0	4	3	8	0	0	15	10
SP110779	67	157	70	0	16	45	71	10	54	8	0	0	2	10	14	30	0	0	56	18
SP107805	53	81	138	0	19	32	32	3	22	14	62	0	3	5	0	0	14	4	34	16
SP110789	55	178	0	0	503	32	0	1	61	42	0	215	2	0	0	0	0	0	0	80
SP71846	108	239	13	0	25	26	0	12	78	0	52	0	0	8	16	13	24	0	12	5
SP70122	125	224	125	2	3	14	5	14	17	12	14	12	2	2	7	16	0	0	13	16
SP71404	374	464	0	10	0	54	146	19	51	37	17	32	1	0	0	11	32	0	8	25
SP76955	37	338	0	2	5	0	0	46	29	15	15	0	1	0	0	14	0	0	33	2
SP107781	63	18	21	2	9	9	68	1	29	20	19	0	0	4	21	15	18	0	1	2
SP70202	28	137	59	0	346	8	0	8	31	73	0	143	14	0	0	0	0	2	9	1
SP70677	11	0	9	5	9	14	81	1	4	19	29	0	0	7	1	15	0	0	3	2
SP70082	24	70	0	0	1	9	0	6	12	12	0	14	1	4	0	14	46	3	0	0
SP70288	272	262	99	0	12	7	0	19	5	10	31	0	4	14	0	14	43	0	34	9
SP70266	22	76	43	0	9	7	85	12	8	13	51	9	6	14	0	29	0	0	16	1
SP107956	175	381	0	0	19	30	0	12	24	20	24	27	2	7	10	11	71	0	0	30
SP70956	77	79	48	0	9	5	25	7	40	18	9	2	3	8	0	11	24	0	6	9
SP108017	56	107	0	0	2	3	0	6	30	5	13	3	0	3	15	14	16	3	8	5
SP71536	46	83	32	0	31	0	81	13	26	10	3	0	0	9	1	14	0	0	4	6
SP70756	111	152	0	0	7	23	9	2	23	13	45	16	1	9	9	29	0	0	11	3
SP76675	112	342	144	0	393	39	0	21	76	48	79	100	7	0	4	4	0	0	1	0
SP71480	87	175	0	1	10	15	213	16	3	2	0	6	3	0	0	19	0	0	12	7
