Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
CPCT02010718T	73	327	7	17	55	96	23	14	15	5	13	35	18	11	8
CPCT02020653T	20	87	32	8	131	100	11	17	13	18	12	28	8	12	2
CPCT02340008TII	30	88	8	11	17	117	10	16	11	9	9	48	13	0	6
CPCT02020876T	14	11	19	12	34	9	8	33	9	29	32	25	9	15	0
CPCT02370016T	36	73	42	19	33	85	11	89	66	68	2	16	10	20	15
CPCT02070275T	35	291	0	32	38	85	10	16	27	17	13	57	6	13	10
CPCT02011028T	315	132	23	43	165	14	36	65	52	54	26	65	18	38	28
CPCT02230072T	21893	4383	257	7226	1286	77	365	0	1216	0	867	1336	360	0	0
CPCT02130028T	140	227	0	11	20	105	22	14	36	12	12	52	11	0	1
CPCT02060182T	11	7	14	2	0	42	6	16	15	13	12	23	5	10	0
CPCT02020657T	0	43	8	3	45	90	14	20	22	0	7	0	8	16	10
DRUP01090026T	11	39	21	0	25	17	18	44	20	21	16	33	2	36	11
CPCT02130029T	1	0	19	0	5	48	0	13	10	7	1	22	4	19	1
CPCT02340010TII	216	32	6	25	17	170	1999	30	5	95	12	33	14	116	6
DRUP01020022T	7	19	20	7	60	18	9	8	13	5	23	53	5	8	10
CPCT02120103T	28	244	2	14	11	72	19	49	15	70	18	0	7	64	9
CPCT02300030T	61	251	19	34	52	82	9	53	17	23	18	7	6	1	8
CPCT02150044T	11	49	14	9	38	8	11	39	14	9	9	40	11	12	2
CPCT02020920T	8	8	22	5	73	32	9	41	35	37	10	1	15	28	21
CPCT02080192T	13	169	24	10	15	120	20	25	26	19	12	41	8	14	16
CPCT02130170T	78	8	69	29	24	22	1067	122	64	34	9	0	21	0	0
CPCT02260014T	869	662	35	33	66	59	41	152	27	9	26	77	147	101	25
CPCT02020922T	2	20	4	0	46	13	6	36	1	10	71	0	7	20	7
CPCT02011072T	10	28	15	8	42	7	11	8	6	7	2	17	11	1	0
CPCT02010758T	1	24	23	2	81	105	19	47	21	70	18	13	9	0	9
WIDE01010006T	0	7	1	7	14	20	5	0	8	0	9	20	12	18	12
CPCT02040220T	14	117	13	0	91	61	21	13	3	52	13	25	14	0	13
CPCT02100157T	220	373	14	35	67	81	52	13	29	14	10	62	8	84	16
CPCT02230088T	169	1	5609	56	156	116	126	418	746	45	900	110	165	0	38
CPCT02130178T	11	22	16	2	75	15	26	10	25	25	40	12	7	38	1
WIDE01010017T	59	109	34	17	32	22	24	3	43	50	25	62	9	58	26
WIDE01010025T	8	17	5	9	0	24	11	44	29	10	11	32	7	9	1
WIDE01010028T	191	123	32	73	203	27	77	65	112	141	37	66	24	119	67
WIDE01010012T	68	98	0	7	128	64	5	35	35	623	24	0	13	0	12
WIDE01010031T	534	617	146	6	9	42	37	172	0	45	25	46	504	0	60
CPCT02020956T	4	15	16	0	32	11	0	6	0	0	14	17	11	14	12
CPCT02010774T	1	26	19	18	61	26	2	37	13	30	10	35	1	0	0
CPCT02010756T	11	0	13	0	18	74	0	23	17	13	10	21	6	38	13
WIDE01010045T	15	55	0	0	184	30	12	0	32	39	10	0	13	0	16
CPCT02080204T	7	10	24	0	40	43	6	14	6	0	29	3	4	35	15
WIDE01010037T	654	960	40	41	0	23	62	67	64	26	39	110	64	121	54
WIDE01010056T	174	382	5	43	56	31	37	29	27	24	26	88	20	19	56
CPCT02070298T	199	309	26	16	4	21	25	35	28	26	15	38	14	25	21
WIDE01010594T	11	79	12	9	47	28	27	53	23	7	17	0	9	7	14
WIDE01010078T	6	8	40	4	317	20	25	30	89	127	27	0	13	28	21
CPCT02130054T	37	122	39	12	36	85	26	31	16	8	18	55	0	39	13
CPCT02040228T	13	72	4	26	43	59	10	18	10	12	10	39	14	23	4
WIDE01010051T	11	27	25	3	21	12	50	48	33	12	9	116	35	25	11
CPCT02050319T	8	0	0	0	0	104	45	20	29	7	24	0	1	33	18
CPCT02020689T	6	86	11	7	126	104	4	21	3	58	22	0	5	29	19
WIDE01010043T	23	37	9	21	51	8	12	38	25	41	17	36	4	12	5
WIDE01010112T	229	217	42	17	235	15	39	37	43	90	10	76	13	37	26
WIDE01010092T	16	67	8	12	17	15	5	24	7	15	16	53	12	11	0
WIDE01010119T	102	139	27	1	37	8	58	39	23	30	23	34	22	92	3
CPCT02170022T	7	65	5	0	25	105	16	16	21	20	16	20	2	14	1
WIDE01010120T	1	21	23	11	31	13	6	1	7	20	5	42	2	12	11
WIDE01010127T	264	246	3556	226	101	18	72	8	307	133	627	20	88	11	19
CPCT02300036T	72	390	66	18	75	54	17	76	44	73	45	2	8	56	12
WIDE01010146T	10	16	27	2	117	5	0	16	20	31	20	0	7	27	0
CPCT02070309T	12	28	21	1	45	68	9	59	26	36	10	10	6	12	11
WIDE01010157T	92	132	1535	52	127	16	30	92	147	69	332	40	42	31	39
WIDE01010170T	67	76	14	0	9	12	7	15	15	25	24	49	7	28	3
CPCT02020696T	8	31	44	0	106	79	3	14	0	2	19	0	5	15	2
CPCT02030471T	7	52	8	1	47	219	18	13	10	9	9	21	2	37	9
CPCT02130032T	7	14	18	1	86	119	17	33	23	0	11	0	4	20	14
CPCT02070310T	506	508	0	18	94	65	11	39	58	46	14	149	635	0	25
WIDE01010164T	66	106	37	41	60	31	0	100	90	115	55	17	53	6	19
WIDE01010190T	9	30	29	13	13	16	0	52	30	2	13	20	5	5	11
WIDE01010182T	317	313	70	35	306	21	52	78	89	89	32	78	62	16	17
DRUP01050040TII	611	488	0	12	10	20	9	0	280	12	41	275	66	0	15
WIDE01010225T	106	135	17	18	2	41	18	109	66	15	4	61	7	0	1
CPCT02050348T	36	38	22	9	29	40	0	45	107	40	22	0	4	30	6
WIDE01010275T	33	102	46	0	295	15	21	0	36	71	11	36	13	32	27
CPCT02010810T	14	51	19	19	0	49	10	38	7	15	9	14	7	21	6
CPCT02060206T	56	89	3093	78	84	173	9	67	292	62	446	30	85	0	24
WIDE01010284T	13	60	13	3	0	15	6	25	17	1	14	35	2	6	11
WIDE01010330T	8	45	8	7	33	0	8	25	19	9	14	41	2	11	0
WIDE01010312T	106	40	2999	93	149	22	42	0	110	78	568	91	77	0	13
WIDE01010317T	233	215	44	35	81	47	16	50	79	723	56	101	47	17	5
WIDE01010337T	46	290	312	24	69	52	6	110	29	63	70	0	31	63	1
CPCT02220043T	453	491	34	3	21	115	22	228	150	70	465	64	186	25	32
CPCT02130094T	69	398	35	30	383	45	36	28	35	123	22	26	21	31	27
WIDE01010329T	251	261	1700	126	63	48	20	134	22	264	153	124	55	41	30
WIDE01010331T	13	51	4	2	59	16	8	11	5	0	15	30	13	23	5
CPCT02010828T	58	165	773	71	39	61	18	88	41	54	53	53	15	6	19
WIDE01010101T	84	328	1590	46	95	33	46	35	182	56	349	0	56	15	17
WIDE01010349T	1	24	24	11	42	24	0	40	41	26	19	0	7	12	8
WIDE01010342T	16	166	36	1	53	18	15	26	3	14	18	37	13	7	6
WIDE01010359T	3	8	18	16	10	21	9	15	5	6	13	18	7	26	6
WIDE01010370T	11	0	16	0	80	17	16	40	28	26	25	0	4	1	3
WIDE01010369T	10	266	16	11	37	23	20	40	1	24	21	12	5	26	6
CPCT02340084T	96	163	277	55	123	13	7	67	29	22	59	84	12	10	0
DRUP01030015T	55	232	74	39	18	24	29	10	35	30	442	0	14	17	14
CPCT02060236T	9	53	12	5	33	85	13	5	21	6	19	17	5	32	5
CPCT02120125T	43	76	1362	31	58	26	15	49	149	6	294	26	39	53	17
CPCT02230098T	2070	160	0	93	2	53	30	0	33	3	0	195	19	0	24
DRUP01090015T	0	0	16	1	37	53	23	0	7	2	12	30	10	4	6
WIDE01010401T	39	42	20	18	78	24	50	75	56	37	9	25	2	47	5
CPCT02230105T	9	4	34	0	40	49	3	14	13	11	0	46	6	3	0
CPCT02080223T	36	42	22	0	56	98	14	44	37	509	8	87	10	3	23
CPCT02020730T	16	44	80	0	302	81	14	110	75	21	7	24	4	0	17
CPCT02010831T	224	73	1078	75	89	36	19	184	134	156	169	107	73	0	19
WIDE01010428T	21	49	2	16	20	22	10	36	21	1	11	17	5	10	14
CPCT02290039T	1183	820	12	11	5	127	26	109	121	78	3	151	43	76	87
CPCT02010843T	35	21	5	1	60	97	8	14	14	9	9	28	4	27	3
CPCT02130103T	47	259	35	10	179	87	9	23	27	58	4	82	0	39	42
CPCT02070337T	51	10	37	24	3	87	10	46	43	356	0	77	25	54	11
WIDE01010440T	3	38	29	18	98	16	5	30	6	0	11	11	14	4	7
WIDE01010404T	175	213	21	11	21	31	18	7	58	20	25	164	12	6	4
CPCT02080229T	33	64	247	0	37	75	36	41	26	31	35	16	18	13	8
CPCT02050363T	66	195	47	8	0	88	34	98	30	23	9	112	12	0	9
CPCT02040250T	32	103	0	7	32	71	4	60	14	30	8	8	7	13	10
CPCT02040251T	30	45	159	1	60	80	20	40	41	2	21	0	5	19	3
CPCT02260022T	370	408	0	0	13	9	31	124	25	16	22	95	28	0	14
CPCT02340090T	119	214	26	26	20	18	22	18	10	22	27	49	15	37	20
CPCT02450013T	25	60	19	3	49	45	25	0	0	29	6	85	2	34	0
CPCT02070347T	84	298	31	2	252	62	50	62	72	53	12	58	18	15	19
CPCT02060140T	5	22	36	2	15	35	0	29	10	7	17	37	2	79	2
CPCT02020720T	0	28	15	4	29	52	7	13	5	0	3	0	0	11	11
CPCT02230109T	398	592	21	8	0	97	41	97	20	29	22	76	60	50	7
DRUP01090019T	287	270	75	9	81	39	53	42	53	61	99	30	13	71	25
CPCT02120144T	12	2	1	5	108	10	0	57	15	38	23	22	2	10	7
CPCT02080240T	45	279	219	19	78	21	8	84	45	29	21	0	11	23	1
CPCT02130125T	41	79	21	9	40	38	38	37	38	58	9	27	12	43	18
CPCT02070355T	8	10	10	2	32	40	9	7	12	10	9	32	5	10	4
CPCT02010872T	6	6	10	3	16	40	18	21	6	1	29	27	2	18	4
CPCT02010878T	25	151	35	0	0	91	14	5	124	23	2	39	13	35	26
CPCT02090054T	748	923	237	23	66	69	151	354	296	41	60	0	280	178	56
CPCT02330117T	277	268	22	0	184	14	49	12	38	51	14	75	11	55	11
CPCT02170031T	331	743	46	22	0	47	37	36	0	17	16	122	40	53	50
CPCT02020765T	10	59	10	0	48	77	7	47	26	367	9	32	13	0	5
CPCT02010851T	2	9	21	4	17	93	0	34	14	10	2	11	2	26	6
CPCT02020756T	13	10	47	9	134	64	17	44	40	32	16	17	4	6	3
DRUP01170001T	61	464	9	1	16	47	0	0	188	2	63	119	9	0	5
WIDE01010617T	169	161	57	0	29	21	32	38	39	38	18	15	15	73	7
WIDE01010627T	5	29	17	4	32	14	24	64	10	24	4	6	3	6	9
CPCT02030502T	30	33	59	9	38	18	10	55	39	13	26	27	14	43	5
CPCT02030507T	216	109	13	0	23	50	16	38	12	22	6	43	9	26	6
WIDE01010595T	93	579	0	20	12	11	29	37	25	31	92	96	8	40	41
CPCT02040273T	5	107	18	10	62	33	27	39	12	33	47	13	15	3	16
CPCT02030520T	53	191	41	2	132	46	38	23	10	27	7	33	8	28	6
CPCT02110075T	756	706	11	33	16	88	37	168	38	42	14	52	52	56	23
CPCT02290050T	139	150	51	0	43	81	21	56	27	33	18	31	11	45	4
CPCT02290053T	3	45	1	7	25	53	0	16	10	12	7	35	4	20	10
CPCT02080257T	32	57	28	14	31	30	4	14	8	21	5	40	2	25	5
CPCT02290054T	13	127	41	6	65	36	11	18	3	17	25	23	3	31	3
CPCT02080256T	35	149	12	17	63	86	8	25	3	36	12	18	3	35	7
CPCT02030497T	106	17	1456	80	73	99	18	140	71	101	171	15	63	36	18
DRUP01290001T	1187	800	2	14	0	123	29	125	137	94	7	108	51	73	88
CPCT02070372T	6	19	28	15	58	59	11	0	7	0	3	8	9	31	5
CPCT02290051T	5	22	15	5	0	112	14	24	25	6	8	16	4	21	9
CPCT02020815T	103	31	5217	159	24	19	36	129	494	0	1028	0	97	0	16
CPCT02040271T	13	19	23	11	72	129	8	31	35	36	9	0	11	0	5
CPCT02130154T	5	42	11	12	18	18	0	9	22	8	2	29	2	36	6
CPCT02120164T	234	520	1197	117	19	98	45	141	70	68	148	121	84	64	46
CPCT02020797T	5	19	0	0	12	57	4	17	5	15	5	13	9	16	5
DRUP01010099T	163	362	21	19	6	65	46	60	15	48	23	0	12	106	13
CPCT02340104T	5	9	19	7	68	48	19	28	8	7	9	30	1	37	1
CPCT02380018T	165	233	39	0	0	153	35	234	53	408	7	22	112	22	5
CPCT02340010TIII	223	54	0	33	67	196	2034	0	11	99	5	29	18	151	5
CPCT02060033TII	85	86	15	7	97	217	69	9	32	51	22	62	18	47	30
CPCT02020582T	3	56	14	0	22	44	18	32	19	37	13	28	7	36	5
DRUP01050040T	428	392	3	12	39	15	13	17	105	6	12	109	11	0	3
CPCT02180041T	110	147	42	3	38	90	27	44	15	44	35	57	20	28	10
CPCT02060137T	2	9	14	9	2	37	6	27	19	9	1	0	4	16	6
CPCT02070403T	1	3	7	1	27	14	1	0	3	5	5	26	0	9	11
CPCT02050264T	105	239	13	5	37	82	6	52	20	34	25	41	3	24	14
CPCT02060143T	470	379	944	106	137	57	39	117	76	115	265	0	34	43	1
CPCT02010988T	11	48	3	8	29	53	9	25	23	7	22	0	15	42	8
CPCT02010993T	62	61	33	26	260	11	49	8	35	85	18	61	19	20	32
CPCT02450003T	34	201	66	25	41	47	15	33	0	18	20	37	9	46	16
CPCT02230049T	14	122	245	7	146	132	22	15	51	702	57	55	41	54	21
CPCT02010995T	30	131	51	13	51	52	45	39	42	26	14	2	17	24	10
CPCT02010878TII	25	132	32	0	3	37	27	1	114	17	3	102	83	23	36
CPCT02010656T	1	9	3	7	2	78	0	6	4	9	0	7	4	0	15
CPCT02010645T	11	51	8	0	22	64	6	22	15	2	10	24	9	3	7
DRUP01330016T	475	684	93	18	484	0	37	36	81	161	109	313	215	0	42
DRUP01080005T	19	13	2690	123	127	368	53	18	250	48	384	71	70	0	0
CPCT02020879T	62	76	20	10	128	14	12	0	19	16	10	32	9	26	8
DRUP01090004T	16	0	29	22	160	54	199	72	51	62	24	97	10	0	21
CPCT02020613T	22	115	44	1	76	55	12	87	59	58	33	6	20	24	9
DRUP01110006T	119	340	36	16	30	29	11	59	29	23	20	10	20	66	19
CPCT02010993TII	67	78	39	5	279	16	40	4	28	84	16	46	6	14	34
CPCT02060125T	71	208	37	10	90	151	35	24	18	52	15	36	13	47	21
CPCT02010647T	62	235	0	25	34	118	27	139	17	19	6	0	13	13	23
CPCT02170013T	996	253	5	0	37	114	50	151	45	38	17	6	29	41	6
CPCT02170009T	16	29	17	20	43	136	1	32	25	3	21	23	5	13	6
CPCT02170012T	49	220	9	7	57	132	0	0	105	0	34	8	11	0	8
CPCT02020608T	4	20	8	0	40	136	8	0	4	9	1	0	2	32	1
CPCT02010653T	6	18	17	12	23	109	3	39	17	13	7	11	6	5	5
CPCT02230061T	302	354	40	33	67	78	53	31	16	16	14	89	3	81	17
CPCT02050282T	248	356	37	18	21	98	28	113	67	89	35	52	38	68	14
CPCT02010560T	9	10	3	7	13	13	5	12	12	6	5	24	3	8	9
CPCT02380007T	14	71	14	3	0	29	14	26	6	13	5	7	2	10	6
CPCT02380006T	96	60	869	41	71	23	29	89	56	40	126	25	34	30	26
CPCT02080105T	178	222	2016	177	56	15	72	137	192	56	453	45	47	17	33
CPCT02340010T	221	43	5	37	46	27	2033	2	11	107	12	55	15	159	7
CPCT02010574T	17	69	22	5	13	22	10	15	17	17	13	36	8	32	7
CPCT02180026T	439	456	69	9	345	28	52	115	70	144	40	0	132	50	25
CPCT02100074T	9	176	23	11	27	47	34	29	21	15	6	39	4	50	19
CPCT02120018T	18	115	22	11	24	31	19	24	34	1	10	90	5	15	18
CPCT02380008T	3	365	46	0	31	11	5	20	7	22	23	42	2	33	12
CPCT02170003T	13	56	22	0	23	153	6	12	21	9	10	18	0	12	7
CPCT02020523T	65	66	0	4	66	34	10	33	30	66	12	29	17	48	25
CPCT02060081T	123	155	27	20	18	18	29	15	23	27	0	42	8	49	13
CPCT02110035T	6	8	7	17	20	33	14	15	10	24	9	38	5	31	10
CPCT02080118T	8	91	31	3	28	6	17	0	13	20	23	27	6	38	17
CPCT02010589T	0	9	6	0	19	26	6	26	5	6	1	19	0	46	7
CPCT02030349T	44410	1848	386	8791	0	16	56	310	0	48	66	0	33	0	0
CPCT02110039T	68	191	14	10	0	74	6	8	9	2	12	56	7	42	20
CPCT02030353T	281	314	43	11	209	43	29	116	118	942	9	146	40	49	18
CPCT02020540T	114	110	603	81	68	58	17	112	43	63	95	37	46	49	12
CPCT02010611T	0	5	2	2	19	29	9	4	10	1	7	2	0	12	0
CPCT02010608T	31	14	18	16	20	18	8	32	31	11	0	19	11	29	6
CPCT02330041T	682	586	252	0	87	17	174	125	575	0	45	0	584	9	72
CPCT02380013T	12	8	1	9	16	23	9	9	6	8	3	10	9	27	11
CPCT02010613T	5	3	6	11	35	27	6	21	19	6	5	30	4	45	8
CPCT02010577T	3	18	6	8	9	71	15	29	7	29	13	47	9	37	12
CPCT02050202T	27	63	10	19	7	75	13	11	28	18	25	27	11	49	10
CPCT02020559T	93	112	24	14	93	91	513	40	56	31	25	0	8	0	14
CPCT02050213T	10	69	29	8	66	92	2	39	14	9	1	48	4	29	1
CPCT02020568T	12	106	34	2	59	26	7	28	21	19	3	7	2	9	6
CPCT02030364T	4	21	30	6	15	77	2	27	3	20	20	13	6	41	16
CPCT02050192T	8	8	4	0	29	159	12	19	8	18	15	16	5	22	8
CPCT02010596T	0	3	0	19	31	70	6	24	10	3	5	38	5	0	7
CPCT02030365T	8	9	0	7	24	75	4	0	10	12	11	33	5	3	9
DRUP01010036T	6	24	18	17	105	130	22	22	11	22	15	41	3	12	3
CPCT02230043T	133	213	26	8	18	18	47	42	36	31	17	91	16	37	12
CPCT02080135T	171	115	72	20	264	149	35	91	67	95	21	0	39	22	38
CPCT02050229T	1	58	7	4	31	50	4	0	3	4	2	49	5	0	2
CPCT02010632T	7	14	10	7	16	59	11	26	4	18	5	8	2	2	8
CPCT02020579T	31	39	21	9	42	67	4	27	21	11	1	18	5	4	3
CPCT02020587T	22	16	96	14	486	148	35	89	60	70	0	17	13	13	15
CPCT02070040T	543	470	8	9	0	149	54	20	50	32	22	78	116	85	29
CPCT02070050T	361	592	28	2	40	41	20	106	40	18	23	51	79	79	28
CPCT02300004T	26	116	33	13	16	47	23	38	25	25	8	26	5	31	8
CPCT02020424T	3	14	16	8	6	20	2	22	27	12	12	31	2	10	4
CPCT02020433T	3	4	28	8	5	16	3	41	9	5	8	31	7	24	14
CPCT02010466T	12	9	4	6	5	23	14	36	10	12	13	40	0	22	6
CPCT02010454T	10	14	14	10	13	18	3	22	4	2	3	16	7	36	7
CPCT02140036T	207	296	29	3	0	18	34	162	39	18	6	2	54	29	9
CPCT02010350T	10	82	19	6	21	19	10	13	3	12	10	32	3	21	0
CPCT02100039T	557	558	10	11	46	42	32	97	111	58	51	29	509	95	41
CPCT02050106T	210	294	81	6	246	19	18	64	25	128	20	2	13	78	35
CPCT02020415T	10	59	7	5	23	30	3	19	21	13	0	3	3	6	3
CPCT02180014T	50	201	48	16	53	13	17	49	14	31	11	35	12	43	14
CPCT02090006T	12	31	22	0	7	30	8	42	12	19	9	34	2	27	10
CPCT02020444T	5	7	63	22	348	61	9	92	52	51	20	59	6	20	23
CPCT02030314T	18	15	29	4	2	20	16	28	28	14	14	0	13	21	9
CPCT02190010T	58	89	17	25	11	30	13	26	21	2	6	16	4	31	15
DRUP01010013T	18	111	34	1	22	15	2	37	10	13	12	36	3	26	14
CPCT02080086T	9	25	2686	131	57	21	71	26	239	15	386	40	66	0	0
CPCT02010438T	1	0	23	6	26	19	10	25	4	1	17	20	6	21	0
CPCT02190012T	46	195	101	16	133	27	20	112	86	97	23	28	16	35	20
CPCT02010486T	1	44	16	6	0	33	17	21	3	7	3	45	5	23	13
CPCT02060077T	42	127	18	19	15	13	14	67	30	29	8	69	10	43	26
CPCT02020491T	199	863	4245	266	0	41	103	88	0	45	849	30	90	120	63
CPCT02010538T	15	1	11	3	59	46	11	40	33	23	7	3	7	2	2
CPCT02170001T	17	174	29	22	82	11	45	5	14	25	26	26	16	31	13
CPCT02170002T	48	88	12	9	32	28	11	30	29	11	9	23	10	15	0
CPCT02050142T	8	108	9	8	56	27	16	32	5	21	15	39	16	18	12
CPCT02080071T	464	556	163	18	37	39	53	33	128	14	32	0	545	38	35
CPCT02020499T	10	110	9	0	65	50	8	16	13	32	24	0	7	24	0
CPCT02340008T	62	264	15	9	34	27	17	37	22	15	15	17	11	22	8
CPCT02020505T	29	38	65	14	387	12	35	28	48	54	20	39	9	8	10
CPCT02080158T	16	64	65	0	27	74	11	60	30	13	21	86	19	24	3
CPCT02010571T	5	0	25	33	23	158	10	18	21	21	0	0	13	27	3
CPCT02380010T	374	546	25	18	12	46	31	36	30	17	8	59	52	51	35
CPCT02110047T	1037	870	38	55	36	74	59	4	27	3	7	124	65	62	43
CPCT02030425T	117	275	207	40	49	47	40	36	45	49	34	70	30	26	3
CPCT02080168T	0	23	9	0	45	23	4	31	5	21	19	15	2	16	5
CPCT02020641T	10	24	17	4	49	98	13	35	12	32	11	10	6	12	5
CPCT02230065T	24	66	7	21	12	75	23	55	51	13	8	46	13	15	13
CPCT02330074T	482	675	54	9	415	138	66	97	53	229	17	0	11	0	51
CPCT02010697T	19	22	18	9	10	83	4	17	3	3	2	43	2	18	0
CPCT02090028T	547	377	25	21	442	124	37	51	88	103	96	45	804	121	22
CPCT02450008T	146	184	31	33	54	73	37	61	8	18	18	103	15	64	26
CPCT02010688T	2	16	5	12	34	25	4	1	9	16	15	39	2	5	3
CPCT02020646T	10	52	32	9	78	30	5	15	4	34	15	26	16	20	4
CPCT02010704T	14	9	14	3	0	131	7	25	25	17	0	4	10	33	3
CPCT02010705T	7	52	0	16	0	78	8	39	34	5	7	51	2	8	7
CPCT02250003T	1	0	0	0	164	56	72	0	32	243	211	0	66	0	3582
CPCT02010698T	8	88	8	12	102	35	10	6	10	27	9	32	7	6	5
WIDE01010622T	59	203	143	33	54	30	3	76	49	93	20	54	33	63	16
WIDE01010631T	179	307	10	23	0	19	84	69	28	30	20	9	43	94	28
WIDE01010635T	143	131	12	66	56	0	91	0	17	0	23	205	67	135	17
WIDE01010636T	97	280	447	67	60	29	28	49	80	34	47	0	16	35	9
WIDE01010658T	17	52	442	44	80	21	11	32	79	21	111	0	22	30	25
WIDE01010504T	15	56	6	3	5	16	10	25	29	9	2	27	5	12	24
WIDE01010493T	6	164	10	8	10	30	0	28	8	17	4	13	4	13	23
WIDE01010304T	3	18	9	0	14	12	8	17	11	0	17	27	9	4	3
WIDE01010568T	23	35	17	4	123	18	30	23	9	60	26	0	13	9	3
WIDE01010464T	68	354	34	53	0	47	21	25	269	67	34	110	19	69	26
WIDE01010467T	6	9	24	2	1	9	2	25	7	0	4	19	5	14	8
WIDE01010486T	13	10	30	0	20	7	5	21	9	4	10	25	2	11	9
WIDE01010516T	256	469	29	32	42	16	22	85	5	10	0	56	11	43	22
WIDE01010510T	199	269	29	10	59	0	21	269	9	6	0	128	1	12	12
WIDE01010583T	16	57	3	2	85	8	4	23	44	41	14	39	15	0	3
WIDE01010566T	536	254	27	22	42	20	110	20	13	23	0	35	18	177	15
WIDE01010578T	18935	763	16	2718	0	0	303	98	0	0	0	406	18	891	0
WIDE01010599T	118	428	39	17	29	23	20	21	32	41	15	70	8	14	30
WIDE01010604T	112	374	5	1	13	34	39	51	51	55	112	57	13	90	23
WIDE01010614T	445	588	17	37	0	30	36	17	20	18	48	21	148	22	40
WIDE01010662T	54	254	12	24	0	43	19	72	39	12	10	142	12	1	10
WIDE01010672T	143	123	5	17	0	18	23	23	0	33	7	56	5	31	18
WIDE01010686T	0	2	1	14	15	25	3	7	19	4	5	19	11	6	6
WIDE01010532T	238	275	41	3	112	2	15	19	45	50	16	70	11	46	36
WIDE01010703T	9	3	22	10	6	21	9	13	26	26	0	49	7	6	1
WIDE01010712T	44	14	10	4	72	19	2	60	30	0	4	16	15	21	0
WIDE01010721T	42	117	29	0	45	30	25	83	41	24	15	6	9	53	27
WIDE01010663T	48	94	8	1	55	11	3	15	14	32	12	59	11	31	10
