MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	2.03E-05	1.25E-04	1.63E-04	1.19E-04
1:Del:C:1	1.19E-05	7.91E-05	9.25E-05	8.22E-05
1:Del:C:2	8.85E-06	4.59E-05	3.55E-05	5.05E-05
1:Del:C:3	1.39E-05	3.33E-05	4.01E-05	2.69E-05
1:Del:C:4	2.04E-05	2.32E-05	2.33E-05	2.04E-05
1:Del:C:5	4.20E-05	4.34E-05	7.38E-05	3.27E-05
1:Del:T:0	1.44E-05	6.87E-05	1.03E-04	6.94E-05
1:Del:T:1	9.97E-06	6.97E-05	8.71E-05	6.87E-05
1:Del:T:2	1.32E-05	6.54E-05	8.38E-05	5.57E-05
1:Del:T:3	2.10E-05	6.93E-05	7.92E-05	5.81E-05
1:Del:T:4	3.62E-05	6.10E-05	8.35E-05	4.93E-05
1:Del:T:5	1.28E-04	3.93E-04	6.83E-04	4.35E-04
1:Ins:C:0	1.22E-05	7.07E-05	9.91E-05	3.71E-05
1:Ins:C:1	4.41E-06	3.10E-05	3.88E-05	2.04E-05
1:Ins:C:2	2.74E-06	2.31E-05	2.87E-05	1.89E-05
1:Ins:C:3	4.57E-06	2.31E-05	3.25E-05	1.09E-05
1:Ins:C:4	9.38E-06	2.37E-05	3.58E-05	1.19E-05
1:Ins:C:5	2.20E-05	5.60E-05	9.77E-05	1.42E-05
1:Ins:T:0	1.03E-05	4.46E-05	6.47E-05	3.39E-05
1:Ins:T:1	1.50E-06	5.75E-05	7.50E-05	4.68E-05
1:Ins:T:2	1.37E-05	4.27E-05	5.82E-05	2.69E-05
1:Ins:T:3	1.13E-05	3.41E-05	5.35E-05	2.67E-05
1:Ins:T:4	9.02E-06	3.59E-05	5.25E-05	2.21E-05
1:Ins:T:5	9.39E-05	6.13E-04	1.10E-03	3.75E-04
2:Del:R:0	1.13E-05	5.37E-05	7.96E-05	4.87E-05
2:Del:R:1	1.40E-05	6.92E-05	9.50E-05	5.60E-05
2:Del:R:2	9.17E-06	2.99E-05	4.82E-05	2.56E-05
