MutationType	ID83A	ID83B	ID83C	ID83D
5:Del:R:0	0.00E+00	2.07E-04	6.57E-04	8.87E-04
5:Del:R:1	7.25E-06	8.27E-05	1.92E-04	1.68E-04
5:Del:R:2	3.93E-06	2.89E-05	4.78E-05	5.68E-05
5:Del:R:3	2.49E-06	1.83E-05	2.20E-05	2.92E-05
5:Del:R:4	1.20E-06	2.05E-06	2.21E-06	9.95E-06
5:Del:R:5	2.10E-06	1.66E-06	8.42E-06	1.37E-05
2:Ins:R:0	1.29E-05	1.53E-04	3.98E-04	3.03E-04
2:Ins:R:1	4.41E-06	6.37E-05	1.30E-04	1.16E-04
2:Ins:R:2	4.62E-06	3.96E-05	6.85E-05	5.16E-05
2:Ins:R:3	7.29E-06	3.77E-05	5.54E-05	6.06E-05
2:Ins:R:4	1.43E-05	5.03E-05	7.28E-05	7.51E-05
2:Ins:R:5	3.47E-05	2.00E-04	4.30E-04	1.86E-04
3:Ins:R:0	7.57E-06	9.71E-05	2.56E-04	2.03E-04
3:Ins:R:1	2.71E-06	5.11E-05	8.11E-05	8.50E-05
3:Ins:R:2	2.66E-06	2.05E-05	4.03E-05	3.96E-05
3:Ins:R:3	2.37E-06	9.97E-06	2.19E-05	3.03E-05
3:Ins:R:4	4.33E-06	8.98E-06	1.05E-05	4.70E-06
3:Ins:R:5	1.01E-05	3.21E-05	3.85E-05	2.54E-05
4:Ins:R:0	1.08E-05	1.45E-04	3.86E-04	2.50E-04
4:Ins:R:1	3.35E-06	5.53E-05	1.15E-04	6.84E-05
4:Ins:R:2	3.08E-06	2.33E-05	4.84E-05	5.57E-05
4:Ins:R:3	4.71E-06	1.84E-05	1.63E-05	3.19E-05
4:Ins:R:4	5.67E-06	2.29E-05	2.05E-05	2.13E-05
4:Ins:R:5	4.17E-06	2.70E-05	3.20E-05	1.14E-05
5:Ins:R:0	5.40E-05	9.50E-04	3.56E-03	3.28E-03
5:Ins:R:1	4.12E-06	9.26E-05	1.58E-04	1.91E-04
5:Ins:R:2	3.71E-06	2.42E-05	3.56E-05	5.81E-05
5:Ins:R:3	2.23E-06	2.25E-05	3.75E-05	1.74E-05
5:Ins:R:4	1.73E-06	1.42E-05	1.61E-05	1.02E-05
5:Ins:R:5	1.50E-06	1.19E-05	2.10E-05	2.34E-05
2:Del:M:1	1.68E-05	1.36E-04	2.94E-04	2.04E-04
3:Del:M:1	4.44E-06	4.69E-05	1.00E-04	1.19E-04
3:Del:M:2	1.10E-05	8.00E-05	1.53E-04	1.26E-04
4:Del:M:1	6.80E-06	5.52E-05	1.25E-04	1.33E-04
4:Del:M:2	7.91E-06	6.31E-05	1.07E-04	1.24E-04
4:Del:M:3	1.06E-05	8.01E-05	1.29E-04	1.26E-04
5:Del:M:1	9.04E-06	1.25E-04	3.56E-04	5.78E-04
5:Del:M:2	0.00E+00	1.08E-05	2.20E-04	6.49E-04
5:Del:M:3	3.85E-06	5.41E-07	2.48E-04	6.69E-04
5:Del:M:4	2.50E-06	4.85E-05	1.62E-04	4.11E-04
5:Del:M:5	2.42E-06	9.77E-05	3.06E-04	4.66E-04
