C.PH.Other.10	C.H.All.2	C.H.All.4	C.H.Lung.2	C.H.Skin.3	C.H.All.7	C.PH.Other.3	C.H.All.9	C.H.MSI.7	C.H.All.11	C.P.Kidney.2	C.H.Ovary.4	C.H.Breast.13	C.H.Colon.7	C.H.Pancreas.3	C.PH.Breast.5	C.H.All.19	C.H.All.20	C.PH.MSI.7	C.H.All.22	C.PH.Lung.6	C.PH.Ovary.3	C.H.All.28	C.PH.Other.4	C.H.All.31	C.PH.Colon.15	C.H.Prostate.3	C.PH.Bladder.1	C.H.Bladder.9	C.PH.Lung.5	C.H.MSI.13	C.H.Bone.SoftTissue.5	C.H.Lung.11	C.PH.All.9	C.H.Prostate.7	C.PH.Ovary.8	C.P.All.2	C.PH.CNS.4	C.PH.CNS.1	C.PH.Colon.3	C.H.Colon.15	C.PH.All.6	C.P.All.6	C.H.Prostate.4	C.PH.Thymus.3	C.P.All.8	C.PH.Uterus.2	C.PH.All.32	C.PH.MSI.8	C.P.Kidney.3	C.P.All.20	C.P.All.21	C.PH.MSI.4	C.P.Lymphoid.1	C.P.Prostate.4	C.P.Biliary.1	C.P.Breast.1	C.P.Biliary.4	C.PH.Esophagus.8	C.P.Pancreas.1	C.P.Colon.3	C.PH.Esophagus.9	C.P.Head.3	C.P.Lymphoid.3	C.PH.Bone.SoftTissue.4	C.PH.MSI.18
A[Del(T):R(5,7)]C	0.0217278300351201	0.00251097544908536	0.00334953776961364	0.00700247032630023	0.00358224778976297	0.00361931377696623	0.000379592334642787	0.0440934182250571	0.00232816827751352	0.00316921430364723	0.00979862542812745	0.00379425278887299	0.00377736200109873	0.00198784300954296	0.00256395505450528	0.00815303299836882	0.00263288858245881	0.0390088928970499	0.0093574878426809	0.00370004150569981	0.00156348902943358	0.00877306986431513	0.00898430077218104	0.00217237682919189	0.00469787435634913	0.0109262050985815	0.00705571806068309	0.00346642416461482	0.00181035156115022	0.0244665596068102	0.0170981322765846	0.0042230675920045	0.0123120321877318	0.0138602890263075	0.00673107064695783	0.0244146327935281	0.0281162112850559	0.00968831312133919	0.0142180218775619	0.0320693384014483	0.0102838061379359	0.0266498216484088	0.00510510222632716	0.0345182240707437	0.0201338244755427	0.0243500140734675	0.0362636400859589	0.0217579250532892	0.00129264493675595	0.00150222513813867	0.0053972122036247	0.0185982642902419	0.0498111189623756	0.022185234879265	7.12524470126088e-05	0.0120357035923356	0.0036328679703505	0.00780770245159081	0.0105975247685995	0.010473980471275	0.0638948104125388	0.0360514726169294	0.00840766998406026	0.0138353341836633	0.00187084168946079	0.00664696738021104
A[Del(T):R(5,7)]G	0.0302003486000567	0.00373155029839192	0.00200938663937455	0.00517632583358838	0.00204234820420928	0.00472545829982263	0.000370221787782215	0.0160573545437203	0.0042578503328318	0.00246400210872156	0.0111868360056669	0.00507296838760442	0.00244003248144114	0.00238808502036575	0.00198565282197833	0.00179922123276261	0.00125778704590144	0.0563119227564055	0.00396666527986732	0.00412721429523248	0.00373925209688951	0.00633841214600554	0.00849587588264057	0.0029642404002676	0.00470778623241935	0.00765100623893273	0.0048808172539278	0.00332122921111585	0.00170727051402769	0.0159858350803989	0.0160111868602072	0.00444671401975683	0.00425405099184678	0.0181449504160011	0.00633994618710157	0.024776203076565	0.0216900738197624	0.00742773697229405	0.0188355881716914	0.0274695752488283	0.00393111296466022	0.0209238091464204	0.00540307883957588	0.0111881774394854	0.0152226503084824	0.012860275962713	0.0581112451296146	0.0149287917546729	0.00109496847890472	0.00672887201255183	0.00238495816135211	0.0136244573709871	0.0812302694531392	0.0143466739923469	0.0113971342672968	0.0058716352570223	0.00422667037032285	0.00870045528859164	0.00533171865341646	0.00731898991333427	0.0622281704235275	0.0318362432753117	0.0089953616432266	0.00869919391532548	0.00464987931744903	0.00560857325303992
C[Del(T):R(5,7)]A	0.0258118381799193	0.00595810476714422	0.00215018329525176	0.00290544289176864	0.0067612967660032	0.00759468067631961	0.000394982747971362	0.0120845019683998	0.00568576637159515	0.00108617712779209	0.00607225201779807	0.00559801194031401	0.00548138708667541	0.00235514823787973	0.00203323721436062	0.00314673932090605	0.00191324030936709	0.00099241878497556	0.00670108370988763	0.00226304779954335	0.000956591467060741	0.00540880519597863	0.00268048486830252	0.00203377785264001	0.00137979990414971	0.00808783528826503	0.0033977655500828	0.00253285127724129	0.0180180525771155	0.0142319456960011	0.0127659212165506	0.00276259176409834	0.00407756478367725	0.0137390321706535	0.00592762336032996	0.0159626497087337	0.0167433539902934	0.00682526771705044	0.0139461314204476	0.0661513741761303	0.003994145819719	0.0169457931887376	0.00583155312621711	0.00760365041408788	0.0207481861084356	0.0253878747616931	0.0319865998664374	0.0124892432422308	0.00111349920989193	0.00380960875000843	0.00262947032712846	0.00144612950346891	0.0685898308248602	0.00896426548989658	0.00347549078685502	0.00248043642309533	0.0019537140579596	0.00424086772504711	0.00800163820267023	0.00662797451578841	0.0250992820909992	0.0292834193180684	0.00495452202100404	0.012610275441528	0.00265658349889218	0.00950649938699818
C[Del(T):R(5,7)]C	0.0232145108695401	0.00501516316483797	0.00105382404846529	0.00205167818741392	0.0024893336964671	0.00481037925701581	3.91859232351171e-06	0.0606355472819482	0.00182122270426693	0.00141156886281793	0.00615371667520368	0.00656170140741969	0.00124481842368941	0.00343394807153215	0.00155674083314804	0.00281497943856901	0.00127675927065143	0.00165479216063806	0.00533839389354888	0.00296585839565758	0.00138151473686607	0.00538361723121079	0.00555736057417071	0.0028651274360815	0.00184203724492636	0.00456215032596339	0.00316943270819689	0.0017756659605844	0.0109861021642438	0.0104912060488033	0.0104498651705444	0.00188270029932767	0.00311827223716699	0.0130806824145361	0.00455183309507364	0.0137608165920951	0.0158116779241036	0.0109137048249023	0.0140094644285997	0.0244133716797661	0.0098440326791356	0.0152343562791397	0.00618684537273046	0.0432656141065894	0.0171573130232022	0.00640301988654364	0.0195521168148201	0.0138983882533512	0.000337369660677945	0.005650503254442	0.00800283013588329	0.00891067871623658	0.0553710935982115	0.0116929765513875	0.00329104873830238	0.004767109708111	0.00196523878861477	0.00658960308706376	0.00464841663612849	0.00601782706207275	0.0147866222743391	0.0215656415824366	0.00506352136409214	0.0127814426670338	0.000753511229211414	0.00991693480993255
C[Del(T):R(5,7)]G	0.0219293636963602	0.00516868255032504	0.000520998357399259	0.000697082562481899	0.00111635381108176	0.00430216515597324	0.000410429952493031	0.0105720657400053	0.00290120272985847	0.000494038861964995	0.00551223064920955	0.00445704628179037	0.000646217214483575	0.00163811207901443	0.00125937775318738	0.000904183498442391	0.00209282144011269	0.000345749127542268	0.00289775460055195	0.00213347180087415	0.00266543529131996	0.00393219569816617	0.00197803572915976	0.0017789035620851	0.00117915412641118	0.00446182732201015	0.00224687330762415	0.0011126323178001	0.00152498552882505	0.0094213601069079	0.00679981827482323	0.0043154797065994	0.00280949280549639	0.0138092952025068	0.00342209754556894	0.00994988724224362	0.0129092952761935	0.0059270899150779	0.0118385988536657	0.00959768268235162	0.00271512743945033	0.0129531258446538	0.00493509752505047	0.00524982923749088	0.013529343949542	0.00268023361746065	0.0203858939878487	0.00866126914128006	1.18173644260913e-05	0.001747863382621	0.00350473466019229	0.0048390118217241	0.0644722459275979	0.00492895744555006	0.00160134785200337	0.00317924245835279	0.00174238578690192	0.00335333566487084	0.006188167666976	0.0043892749379878	0.0149697408915438	0.0188571328106646	0.00446807180745245	0.00947096467762223	0.00225820469707725	0.00409469997666265
G[Del(T):R(5,7)]A	0.0190051754572985	0.00193731325260871	0.000585023715167729	0.00116601967199679	0.00512122283343983	0.00298512956705128	0.000183321971308635	0.0528167208094732	0.00263676230269958	0.00292792326103959	0.00508740589672963	0.00692162579605615	0.000911454061464728	0.00132809160868391	0.00140062352877889	0.00235366058937871	0.00156111361939109	0.0014078784382232	0.00478773796752473	0.00245729224938996	0.00116897464340938	0.00242612757311746	0.00297004405543006	0.00302166098939339	0.00316236589265477	0.00356807907404945	0.00256964371308022	0.00278395229414213	0.0177606634116679	0.00842005926488753	0.00877345722613001	0.000826330937230765	0.00383393190699205	0.0138745986925508	0.00387302363643398	0.00904474610646074	0.0089201525062474	0.00649680431130105	0.0106633205364003	0.0210826616169647	0.00792112481914467	0.00930487685635831	0.00469901832687067	0.043542980360983	0.0141531887674463	0.00456587798449856	0.0418555406906715	0.00794415378640202	0.000542127340792282	0.00236825389055995	0.00430004222898721	0.00738029173056403	0.0506676445239471	0.00518265806389325	0.0017393740207878	0.00312521301392199	0.00216440607467831	0.0042428331939693	0.00452983266189247	0.00410505882478636	0.0175007236203234	0.0162411129456921	0.00436440933233007	0.0089021987913444	0.00324712057846386	0.00439550919900423
G[Del(T):R(5,7)]C	0.0136715831230915	0.00170370331733017	0.000507210529442371	0.00293161496713887	0.00184017623851911	0.00318253695215883	0.000190023332093771	0.0427716194570975	0.00134057116471729	0.000344763445870766	0.00407125577553581	0.00336031692695605	0.00167126945996805	0.0010840228380284	0.00135582895420057	0.00242209114860115	0.000415030012644195	0.000821686260465284	0.00440727020356629	0.00194307774860566	0.00143921067985766	0.00384080128539338	0.00536251652713456	0.00263429461903047	0.00316848370874585	0.00322748702572328	0.00301274084944207	0.00112738134203783	0.00222590480647897	0.00586106008971962	0.00680379606729825	0.00139072224101127	0.00101462902084728	0.00992903126453456	0.00388647069249868	0.0107138034637456	0.00948287373926532	0.00575009170096146	0.00888162321573335	0.0121356825368488	0.0063491803738018	0.00972536562332841	0.00436840374505161	0.0394670736102516	0.0156400963937865	0.00327624217954282	0.01666041699789	0.00890516894357009	0.000354337004931749	0.00236244925058176	0.0046200300435683	0.00670077594785238	0.0335749143689795	0.00599151256670094	4.92659776487181e-05	0.00306389251779206	0.00228047329661529	0.00293911308951937	0.00371497943412892	0.00345306537502026	0.0105776726317727	0.0164956685538686	0.00501202588974734	0.0081788297600138	0.00215422796225799	0.00233877873530673
G[Del(T):R(5,7)]G	0.0151300874994328	0.0025715467727819	0.000442265474018603	0.00272794842285766	0.00138873464213922	0.0019694044051406	0.000856354400670045	0.0367660044509863	0.00316601110366758	0.00197949249008886	0.00486702712816718	0.00377052430827533	0.00151931684532349	0.00112216459380509	0.00193944083996734	0.00402346745234926	0.00144531525775309	0.00087568621341582	0.00218376250399616	0.00186248335232729	0.00135979410559383	0.00248193685856844	0.0041455790780288	0.00230418336059124	0.00310479166622304	0.00356509821975547	0.00231957277953226	0.00269197038553734	0.00418250925787761	0.0078447608938177	0.00454614000875932	0.00334185364507236	0.00232003645159287	0.0169636631897399	0.00403501809167403	0.0098894294915992	0.00822227718134076	0.00598911143400877	0.00786693249906538	0.0108483665406343	0.00684452555869701	0.00873941109913352	0.00369753585667932	0.030113795941131	0.0077625447662116	0.00228975889429497	0.0265997705848093	0.00659738817994157	0.000754747936536431	0.00419346017883625	0.00590647188617484	0.00375058289106827	0.03753408560029	0.00581153909601777	0.00154353158071314	0.0013501170592107	0.00301928921128574	0.00284249800781298	0.00444688311140911	0.00323240008600688	0.0090513562237543	0.0139999354889529	0.00464880077660972	0.0071390427628534	0.00243003121840755	0.00474801910585251
A[Del(T):R(8,)]A	0.0926208815361336	0.000855880058812912	0.00231283558947842	0.00928126249732168	0.00384111482216902	0.00841298795998581	0.000410145996527559	0.0406994746159472	0.0112908392124368	0.00255209038589701	0.00087977467394633	0.00265385997456979	0.00721780152089707	0.00644028294475223	0.00340234030166075	0.00297101774225823	0.00384616739371618	0.00731882378314211	0.0259748247261477	0.000341676918808881	0.00246384636024615	0.0222467528180028	0.0158331283191386	0.00143130687929153	0.00136810507338996	0.0325450380846795	0.0114822589265348	0.00400429283575248	0.0356107104999241	0.0671161289587845	0.0402520585416623	0.00917865805325218	0.00400841800163133	0.00563414917430501	0.00395269388839373	0.0881190665866976	0.0606623996144829	0.0154513535528989	0.0734852975344322	0.0945750111603871	0.0191745064509004	0.0720313692904651	0.000252814625960985	0.00795711002096587	0.0669286938865067	0.0265060722001266	0.0528473311502901	0.00597127298085835	0.000963735957223532	0.000778410065182969	0.00174098368924208	0.00952185481878974	0.018919152597515	0.0203114258813	0.00648071542342683	0.012456039601141	0.000977017732395308	0.000587429524119436	0.00221272893716086	0.0193237019282991	0.0139342578904661	0.00691504434996053	0.00214436061732859	0.00869989230918509	0.00164346156873077	0.0176656685610328
A[Del(T):R(8,)]C	0.0564776207143917	0.000554958989313473	0.00226459564733807	0.00605900281870605	0.00124669309673772	0.00847725842369621	0.000632540308685123	0.0924710344566354	0.00215214826076289	0.00171980555042885	0.00115725017513184	0.00558246876713282	0.00412448791210148	0.00672935129396117	0.00244037062549538	0.00459281838090369	0.0020868576939455	0.00391710778280937	0.00924266231433996	0.000613622936258509	0.00112659050664545	0.0169141264022852	0.0254956451788331	0.0016126541330504	0.00596868164882647	0.0224038752732488	0.00868111874515687	0.00203069407330052	0.0120595670334313	0.0513390662535199	0.0278652672647432	0.0044561330315958	0.00709392647430273	0.00669825822822461	0.00444125179005046	0.0552389372379543	0.0468118086054836	0.0144680309675326	0.0439753314390523	0.0344575761690787	0.0219514410735064	0.0568454250723585	0.000271519352703789	0.0752254551957651	0.0615318318910215	0.00978212185573241	0.0166991922653148	0.00861228655048359	0.00123535141117264	0.00347733233179761	0.00047640486737556	0.00243137395408299	0.00444002086976102	0.0220073953199322	0.0122130765748012	0.00803171249814886	0.0012317687222562	0.00069387195043677	0.00241496304929987	0.0151346116691567	0.0123794779308697	0.00595611393758404	0.0046796909925173	0.0109960746773121	0.00191443023784733	0.0103199061987046
A[Del(T):R(8,)]G	0.0545882452282574	0.000338934949795101	0.00139280082080496	0.00336305330001534	0.000409607249729893	0.0035020949442954	0.000206947107635894	0.0229007106039646	0.00280440445726044	0.00178891967052671	0.00075784454921778	0.00215925354477277	0.00386396034036758	0.00366262430570104	0.00104636166473558	0.00213054732391598	0.00174235287311098	0.00229181750050326	0.00371314159310662	0.000264373055966458	0.00234484538077782	0.0117419405024944	0.00846687356021193	0.000404969992718767	0.00138940757941982	0.0139845416810626	0.00505190408645316	0.000834714078105919	0.00521930020109063	0.0295805829522574	0.0277502109796608	0.00252855650425528	0.00352153322226671	0.00199828062590843	0.00271711056012513	0.0329454749503909	0.0248967319775464	0.00484588206641272	0.0420888716757912	0.0128180147410175	0.0135621476664805	0.0327733563879023	0.000232563367189605	0.0118006617444847	0.0339138220210713	0.00318543936296284	0.0190536760379026	0.00194753476142669	0.000679245553705139	0.000625763721972806	0.000927771753278624	0.00701991944185999	0.00876838391131764	0.0102348616525542	0.0979924724843407	0.00230985332673837	0.000950590219697705	0.000529939558145388	0.00112536631009357	0.00858192377618268	0.00946472250549874	0.0024470452209981	0.00220493937026407	0.00367446265007099	0.00164712614155031	0.00378781001606525
C[Del(T):R(8,)]A	0.0641739234079079	0.000450633254097777	0.00263209832073714	0.00358372546554766	0.00138743934489046	0.00144696161041782	0.000652360435075059	0.0249841891854743	0.00572191005408278	0.00187748983105651	0.000529485465130405	0.00137238199370869	0.00309462174080871	0.00834054296261887	0.000477216334194255	0.00340744782228602	0.00114006947562745	0.00293475144146561	0.0106167964144111	0.00030086956962261	0.00183896114201364	0.0131366807300029	0.00409012663754524	0.000468387160453685	0.000501783444790816	0.0212175485879587	0.00717391360613181	0.00117988607512972	0.0737907253039307	0.0353504779765886	0.0145102513297338	0.00179735611717357	0.00924166743178946	0.00112987410924598	0.00484969434422326	0.0359935074701262	0.0335798857710827	0.0103593861049217	0.0597864823283705	0.0461755822840001	0.0107933619770715	0.0416129810126287	0.000450740011781611	0.01184680490771	0.0452413005723381	0.0126704977530341	0.0194318536875893	0.0035385467747035	0.000467912452917919	0.00132283038638037	0.0011695309467743	0.00405285238997501	0.00998889058448571	0.00927405019937624	0.0155338477624289	0.00757457731331486	0.000818557605379002	0.000288862510658062	0.00212795149040993	0.0132069803127944	0.00327221828143324	0.00431850239126947	0.00176091902421484	0.00613045575224739	0.000526969986596715	0.00597030513259842
C[Del(T):R(8,)]C	0.068723238078314	0.000765126240425042	0.00100935235745353	0.00335950348848387	0.000701431618836596	0.00560986185302544	3.5210539718511e-06	0.143474471080971	0.0022053873106918	0.000155118251765741	0.000758380592511254	0.0014854232532083	0.00112284819478567	0.00238871610835134	0.00145140271251735	0.00229244180858462	0.00127698829316169	0.00137751288966128	0.0137708993258934	0.000251228676899468	0.00182258395121028	0.0146752707323306	0.0117270697391392	0.000688385160701097	0.00378847451444567	0.0149554927074953	0.00562300022136623	0.00165563849099747	0.0973873740922202	0.037155171473311	0.021801122636568	0.00300097652082804	0.00244956761355216	0.00206669054170214	0.00381981532916521	0.0396651199972649	0.0370136279937028	0.0100717323975023	0.0550014541860935	0.01330262596577	0.0235940913180164	0.0483128719107782	0.000516884969840223	0.154188900694213	0.0472962695753393	0.0028866719312488	0.0116066433002927	0.00653211988144689	0.000622089974010075	0.00106872050517311	0.00136617756530548	0.0134522020043325	0.00848871499377272	0.0104926463117594	0.0323547182963255	0.00568585100570772	0.000594320586495839	0.000823838582916562	0.00169342169685356	0.0121816254231342	0.00317924975449023	0.00855420637637711	0.00272411766153926	0.00972864164686859	0.00081843598018879	0.00643722513838291
C[Del(T):R(8,)]G	0.0762294802738276	0.000308761329697924	0.000744181594696974	0.00121389931196245	0.00019348971963873	0.00180725396012562	0.000212058315014387	0.0236073682765309	0.00143920917056645	0.00205443739877438	0.00048596849594202	0.00243083262474625	0.00297861659388482	0.00352089396486112	0.00166696113493568	0.000831541549811907	0.00183451153123988	0.000593430556828212	0.00351140875724974	0.000312594758189706	0.00156637960773977	0.0104091360605225	0.00285217861708007	0.000636740513914982	0.000750543649079906	0.0126945841635335	0.00323265077280491	0.000881157814003453	0.0252755891796067	0.0256229310445252	0.00514786285606862	0.00338323264248041	0.0100036154433147	0.000306250849861361	0.00187389094107681	0.0283496403717882	0.0235494437051444	0.00405166598546377	0.0551490767786753	0.00363341148189425	0.00428733843868282	0.0315730009841794	0.000237300524875265	0.0113625249367869	0.0297760852668494	0.00100135866661927	0.0106824831003448	0.00226745387591241	0.000138083834130553	0.000720128342158739	0.000533132172108191	0.00433633550766947	0.0218048964986708	0.00647007026479992	0.183025549906028	0.0048937057520001	0.000747447983846434	0.000932676424482814	0.00176332758337885	0.00829608835648515	0.00204607867447966	0.00382722169608956	0.00267711081124511	0.0025138079677721	0.000656488352453316	0.00183194487888582
G[Del(T):R(8,)]A	0.0439474023310748	0.00019973960298975	0.000576200945371294	0.00272900713857757	0.000750631795312398	0.00138010983502207	4.42971306136107e-06	0.061597845207675	0.00221823713986125	0.00106346837471828	0.000286808687879677	0.000802427454116833	0.000562130488679923	0.00286906422081165	0.000281231633465097	0.000765225722609806	0.000278120356010362	0.000607502897956348	0.00778696035760252	0.0001319776146194	0.000848706825878508	0.0082580413863192	0.00653413301372516	0.000414638589240976	0.000739550170164858	0.00897158094475761	0.00388913403704714	0.000711593348116548	0.0269426333075939	0.0201619966805366	0.00633663703529133	0.00184928558338097	0.00210554808634852	0.00226539668075998	0.00207561894448001	0.0255687668098293	0.0156552594292281	0.00620262045714686	0.031437010489618	0.0258824286123003	0.00956451284674202	0.0222369795801376	0.000184559446629738	0.0592092959283391	0.0235944432254729	0.00630133106882975	0.0110709170940979	0.00140222860405672	0.00108889885982206	0.000914387678726042	0.000672247698379534	0.00301901083347046	0.00435101764242375	0.0039869632106434	0.00996760660180387	0.00296835222713084	0.000366528414502202	0.000262328680208502	0.000824094612726038	0.00506022429008713	0.00186982002580093	0.000881683278722748	0.000630757709605003	0.00286522153895854	0.000908880286463631	0.00519888711538826
G[Del(T):R(8,)]C	0.0310884803691772	0.000328145218232116	0.000297065615606657	0.00376648626669778	0.000300828092917341	0.00386227186949694	3.69142755113422e-06	0.0643369744359357	0.00172943416682967	0.000458801141678043	0.000243841685187195	0.00209079229549474	0.00269386241726784	0.00105445185813219	0.00130450980572586	0.00108502019813087	0.00126141018201376	0.00106652991613844	0.00390949853135033	0.000142665930060635	0.000978782849657133	0.00703248423507868	0.0113045639059988	0.00086936994058872	0.00129815156439824	0.00824576138238172	0.00240674063270999	0.000910315155536037	0.00903262228556414	0.017156393529331	0.00999226918756994	0.00198146032829767	0.00337590590856395	0.00110478849314186	0.00211764445756231	0.0211466992551281	0.0153631039033091	0.00513778260046716	0.0247279015781617	0.00805918292457279	0.0130177827452951	0.0215150817995114	0.000261327778903329	0.0601967801639025	0.0196984347166387	0.00144972785723975	0.00554155752627531	0.00240416034713952	0.000523826519618802	0.000928585514348364	0.00105714135578258	0.00480056723621931	0.00343119590318674	0.00556939631331385	0.00490868286390864	0.00232749629618013	0.000427346458119024	0.000989429339611041	0.0011016991932634	0.00475694654663692	0.00224289063971121	0.00133165475404194	0.00129464994714292	0.00400266221666294	0.000631244743904309	0.0058371917202593
G[Del(T):R(8,)]G	0.0338787078013863	0.000181424659320471	0.000784263174955568	0.0018324773253453	0.000113716304296936	0.00101218897476449	0.00021364846842103	0.0392669589173598	0.00217247023729078	0.00061813587279436	0.000331901299476152	0.000701810549264934	0.00165431606907795	0.00276846278554688	0.00141140032497328	0.000836530148424003	0.000752884019780747	0.000823420455450875	0.00103924301384337	0.000150603454241025	0.000520361906680619	0.00496433208666882	0.00589100329138979	0.000711236774323271	0.000420802656795148	0.00692308947240544	0.00201344693249585	0.000530606233671059	0.00980133683052628	0.0136263828017298	0.0140039682566711	0.00418249677813957	0.00340352652398174	0.000332972509243756	0.00153612438491031	0.0117761922553334	0.00976232165983239	0.00180914070899871	0.0276442857721859	0.00205622813642401	0.00893023596666419	0.0151026986821819	0.000233484782300088	0.0445434965343001	0.0227389111816049	0.000504866567425315	0.0058456380245317	0.000383096807398576	0.000334610742913099	0.000232852348314168	0.00127388266249394	0.00247552757459691	0.000970416546339946	0.00182200293963135	0.0312647594354526	0.00118228530311756	0.000150392159625378	0.00023038981022292	0.000377839533355789	0.00346484569066371	0.00168091829559455	0.00139880992346027	0.00129682357217532	0.0027289891889086	0.00133540565662136	0.00153355642438066
A[Ins(C):R0]A	0.000113248912362759	0.000659111226213611	0.000708720322350821	0.0013164623973291	0.00366339393860208	0.00215901538950745	3.23709800637924e-06	0.000552906810280705	0.282836910562557	0.000717114713778153	0.00075051862420697	0.00191100831937842	0.00130797503728307	0.00964914897845247	0.00255977032779932	0.000607199209328809	0.00200348891976041	0.00305328675326729	0.000308922767248946	0.000455419296696534	0.00136098337209695	0.000779317642270999	0.000291389555920822	0.00226386208234825	0.00114856504595578	0.00493599351974113	0.0016422844092614	0.0015453480671991	0.00127864680288222	0.00291698489580284	0.00259802976669294	0.00153932515322278	0.00151294302038478	0.00112220801259987	0.00233968802431006	0.00345364573828271	0.00359497991528794	0.000801155291545243	0.000303761349125517	0.00655628957984608	0.00126434601661237	0.00617662840406506	0.0012804074710086	0.00122934752554746	0.0605500433251394	0.0412739664238577	4.00194796557074e-05	0.00261608784230939	0.000198090295515959	0.00174680442803039	0.000621227285090073	0.00194886206417388	0.000142524078156248	0.00142980228555791	0.00490257551130756	0.0021101748070915	0.00206987311041972	0.000915171466894563	0.00137118332870967	0.00118305364033455	0.00877423210762004	0.00628956406452268	0.00188094553819901	0.00137773371283651	0.000785819074520965	0.00352201547135779
A[Ins(C):R0]T	1.41726373752435e-05	0.00136697636655865	0.000128732579160382	0.000738586554104842	0.00113577153704815	0.000712358080060662	5.22478976468228e-06	3.72683717132851e-05	0.183984703155785	0.00020518593228286	0.000211572343026811	0.000945511210510475	0.000283184418201223	0.00594392322854324	0.00115185727508101	0.000929759103645709	0.000398723609913635	0.00178645388903027	0.000223673787471305	0.000173475028911124	0.00170408675824674	5.80228748979527e-06	0.000154782172321385	0.0011484748214499	0.000532731651190789	0.000735206294228715	0.000215813311317588	0.0003089942992735	8.78313410973094e-05	0.000720462412525074	0.000388910949895481	0.000333794497557287	0.00114806516636563	0.000485428436017265	0.000745466668842525	0.000770450781666701	0.000619767330956658	0.000199980165608984	8.28248042282086e-05	0.000986597228261212	6.64385569877663e-05	0.0012842397801029	0.000748460074156428	9.7612714391962e-05	0.0381272383105799	0.000829355003302222	6.00760053723885e-06	0.000139676919068061	1.79329654715004e-05	0.00020355460464048	0.000268304276581681	0.000129001692546079	3.53512897598077e-05	5.44300545873923e-05	7.73597996136896e-06	0.000219763303572774	0.000713916724250964	0.000509056450847123	0.000547725613637833	0.000295442748445021	0.00206019744691116	0.00140433350882369	0.000505535701640947	0.000666601756524323	0.00135403758107729	0.002057912028951
Ins(C):R(0,3)	0.000639469589484199	0.0206673567447538	0.0034895216440517	0.0110555221350833	0.0167307632308137	0.0137420324824288	0.0472545319940001	0.00292364792327712	0.0574258582546666	0.00319866942368196	0.0165910202835023	0.015035722310989	0.28367245609268	0.00511423485906928	0.0055061329082251	0.00395951940202464	0.00512199683297596	0.00200119246811563	0.00286305728171983	0.0127907402305897	0.0126598079960614	0.00744707388685434	0.00697210675216087	0.0287047786561579	0.0248330731909491	0.00949707033969576	0.00702352532036222	0.0090496964292173	0.00296356269075286	0.00498936587126764	0.00305681091386376	0.0127803500545627	0.00706144844031147	0.0156052148692127	0.0158102251864952	0.00620213402006507	0.00535201822665789	0.0109724612704658	0.00134777492154722	0.000513644242386094	0.00444977923495173	0.0053970752723505	0.0144613987755636	0.00614284292927398	0.0169457078360859	0.00632408022698572	0.000300901981934173	0.0094001531424265	0.38225670092844	0.0104859252384334	0.0076637925569074	0.00893503351583215	0.00130841907140799	0.00507235833031463	0.00823922581569801	0.00791017204199453	0.00555246042963724	0.0112950585285935	0.0163445006925561	0.00703763680079347	0.00706826695019785	0.00856762079797397	0.011237676760999	0.0128031991540082	0.028166072258974	0.00751671468144396
Ins(C):R(4,6)	0.0048857981493775	0.0121838633001713	0.00934647051574725	0.00980720677754929	0.00283572715528358	0.0082711942006195	0.00934527477964449	0.00951186497048222	0.00073931803465882	0.000900941166379384	0.00216104113363717	0.00547686175262733	0.0331525128614231	0.00191481110370581	0.00106478796136021	0.00230241900580881	0.000817298891016666	0.000577781674804085	0.00074090803138511	0.00172692876215269	0.00441919870245739	0.0307599159779581	0.232109736950998	0.00726756171919434	0.0211468143703512	0.00579423286097747	0.00774670284949133	0.00324905313505887	0.00927631408047748	0.00555468751667216	0.00359499806218843	0.0113328492460852	0.00250718993192376	0.00172376467419	0.00671641389143944	0.00145020186824643	0.0078154067213306	0.00326720793699322	0.00394807317396021	0.0010660158534036	0.0255573344933759	0.00661093881768658	0.00531686690576799	0.0163246432821467	0.00368895896941952	0.00321993054311342	0.00257350021466097	0.0151001571101857	0.0189869640215972	0.00573937699897289	0.00231012554256914	0.00193485664824017	0.0197491939522038	0.0109253708612853	7.08452901725368e-05	0.0109558369305388	0.000753659662805141	0.00629994210465606	0.00958322704042233	0.0114554054120228	0.00500966484480438	0.0143570858117366	0.00854066756124591	0.00431569449052115	0.00758770774237038	0.00652901258551434
