MutationType	ID83A	ID83B	ID83C
1:Del:C:0	6.81E-05	3.78E-05	7.73E-05
1:Del:C:1	8.50E-05	4.63E-05	7.45E-05
1:Del:C:2	8.22E-05	4.04E-05	3.06E-05
1:Del:C:3	3.77E-05	2.12E-05	3.92E-05
1:Del:C:4	2.98E-05	2.96E-05	2.28E-05
1:Del:C:5	2.15E-05	4.44E-05	3.54E-05
1:Del:T:0	3.21E-05	1.54E-05	6.12E-05
1:Del:T:1	3.43E-05	1.45E-05	5.18E-05
1:Del:T:2	2.57E-05	1.54E-05	4.52E-05
1:Del:T:3	2.91E-05	3.46E-05	4.73E-05
1:Del:T:4	2.42E-05	5.34E-05	4.38E-05
1:Del:T:5	1.90E-04	2.13E-04	3.66E-04
1:Ins:C:0	1.88E-05	1.15E-05	3.58E-05
1:Ins:C:1	1.26E-05	4.57E-06	2.17E-05
1:Ins:C:2	1.15E-05	3.48E-06	1.47E-05
1:Ins:C:3	1.27E-05	6.09E-06	1.53E-05
1:Ins:C:4	1.31E-05	1.05E-05	1.52E-05
1:Ins:C:5	1.73E-05	3.19E-05	3.40E-05
1:Ins:T:0	2.10E-05	1.38E-05	3.24E-05
1:Ins:T:1	3.46E-05	1.34E-05	4.13E-05
1:Ins:T:2	3.97E-05	1.91E-05	3.26E-05
1:Ins:T:3	3.04E-05	1.34E-05	3.20E-05
1:Ins:T:4	1.63E-05	1.96E-05	2.59E-05
1:Ins:T:5	1.15E-04	1.78E-04	1.94E-04
2:Del:R:0	1.79E-05	1.25E-05	3.47E-05
2:Del:R:1	2.11E-05	2.20E-05	4.09E-05
2:Del:R:2	1.79E-05	1.27E-05	2.37E-05
2:Del:R:3	1.17E-05	2.01E-05	2.07E-05
2:Del:R:4	1.01E-05	1.58E-05	1.24E-05
2:Del:R:5	1.01E-05	2.94E-05	1.72E-05
3:Del:R:0	9.23E-06	5.28E-06	2.04E-05
3:Del:R:1	1.04E-05	3.41E-05	2.96E-05
3:Del:R:2	6.03E-06	1.55E-05	1.93E-05
3:Del:R:3	2.84E-06	8.37E-06	8.77E-06
3:Del:R:4	1.59E-06	4.48E-06	6.44E-06
3:Del:R:5	2.05E-06	5.52E-06	5.82E-06
4:Del:R:0	8.21E-06	3.86E-06	1.86E-05
4:Del:R:1	9.20E-06	1.57E-05	2.85E-05
4:Del:R:2	4.53E-06	9.39E-06	1.29E-05
4:Del:R:3	3.15E-06	1.03E-05	1.12E-05
4:Del:R:4	1.61E-06	6.45E-06	5.76E-06
4:Del:R:5	6.04E-07	9.09E-06	5.39E-06
5:Del:R:0	3.25E-05	1.01E-05	7.08E-05
5:Del:R:1	8.68E-06	8.08E-06	2.14E-05
5:Del:R:2	2.82E-06	7.27E-06	9.74E-06
5:Del:R:3	1.31E-06	7.25E-06	5.67E-06
5:Del:R:4	1.03E-06	2.77E-06	3.06E-06
5:Del:R:5	5.05E-07	3.70E-06	2.43E-06
2:Ins:R:0	1.63E-05	1.09E-05	2.75E-05
2:Ins:R:1	1.10E-05	5.52E-06	2.08E-05
2:Ins:R:2	8.24E-06	4.80E-06	1.66E-05
2:Ins:R:3	5.26E-06	8.39E-06	1.20E-05
2:Ins:R:4	5.52E-06	1.77E-05	1.44E-05
2:Ins:R:5	5.82E-06	4.09E-05	2.93E-05
3:Ins:R:0	7.47E-06	5.48E-06	1.68E-05
3:Ins:R:1	6.08E-06	2.36E-06	1.50E-05
3:Ins:R:2	3.26E-06	1.63E-06	7.74E-06
3:Ins:R:3	1.32E-06	1.88E-06	3.91E-06
3:Ins:R:4	3.85E-07	2.73E-06	3.04E-06
3:Ins:R:5	1.11E-06	9.30E-06	6.81E-06
4:Ins:R:0	1.16E-05	8.11E-06	2.41E-05
4:Ins:R:1	7.00E-06	2.83E-06	1.89E-05
4:Ins:R:2	2.27E-06	3.42E-06	6.00E-06
4:Ins:R:3	1.83E-06	4.26E-06	5.09E-06
4:Ins:R:4	1.70E-06	4.65E-06	6.47E-06
4:Ins:R:5	2.23E-06	5.76E-06	7.64E-06
5:Ins:R:0	2.90E-05	1.73E-05	6.47E-05
5:Ins:R:1	1.24E-05	5.18E-06	3.00E-05
5:Ins:R:2	2.49E-06	2.78E-06	7.43E-06
5:Ins:R:3	1.83E-06	1.59E-06	5.13E-06
5:Ins:R:4	1.43E-06	2.24E-06	4.20E-06
5:Ins:R:5	2.00E-07	3.04E-06	3.13E-06
2:Del:M:1	1.87E-05	1.98E-05	4.82E-05
3:Del:M:1	8.94E-06	3.88E-06	2.13E-05
3:Del:M:2	8.86E-06	1.57E-05	2.61E-05
4:Del:M:1	7.95E-06	6.96E-06	1.81E-05
4:Del:M:2	8.39E-06	7.69E-06	2.22E-05
4:Del:M:3	7.79E-06	1.16E-05	2.44E-05
5:Del:M:1	2.60E-05	1.05E-05	6.68E-05
5:Del:M:2	2.52E-05	6.74E-06	5.72E-05
5:Del:M:3	1.61E-05	6.68E-06	4.20E-05
5:Del:M:4	1.21E-05	4.92E-06	2.71E-05
5:Del:M:5	1.32E-05	5.90E-06	3.44E-05
